Number of Days without Noticeable Wind - (Days), Year, Model, Statistics, ISO3
1.1099, 2080-2099, hadgem2_es, Feb Anomaly, NPL
0.25639, 2080-2099, hadgem2_es, Mar Anomaly, NPL
-0.1506, 2080-2099, hadgem2_es, Apr Anomaly, NPL
0.21022, 2080-2099, hadgem2_es, May Anomaly, NPL
0.04277, 2080-2099, hadgem2_es, Jun Anomaly, NPL
0.25526, 2080-2099, hadgem2_es, Jul Anomaly, NPL
-0.046, 2080-2099, hadgem2_es, Aug Anomaly, NPL
0.33353, 2080-2099, hadgem2_es, Sep Anomaly, NPL
1.12865, 2080-2099, hadgem2_es, Oct Anomaly, NPL
0.6277, 2080-2099, hadgem2_es, Nov Anomaly, NPL
0.1686, 2080-2099, hadgem2_es, Dec Anomaly, NPL
-0.5263, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
-0.0697, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
-0.4094, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
-1.5056, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
-1.6318, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
-1.0504, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
-2.6793, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
-0.7651, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
-0.212, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
2.03454, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
0.64315, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
-0.108, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
17.1872, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
20.1003, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
23.0223, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
21.0461, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
18.6049, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
18.0302, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
22.56, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
20.635, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
19.7159, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
15.5723, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
13.5795, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
19.625, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
-0.0683, 2080-2099, miroc5, Jan Anomaly, NPL
-0.2304, 2080-2099, miroc5, Feb Anomaly, NPL
0.23131, 2080-2099, miroc5, Mar Anomaly, NPL
0.21038, 2080-2099, miroc5, Apr Anomaly, NPL
-0.175, 2080-2099, miroc5, May Anomaly, NPL
-1.347, 2080-2099, miroc5, Jun Anomaly, NPL
-0.9347, 2080-2099, miroc5, Jul Anomaly, NPL
0.08196, 2080-2099, miroc5, Aug Anomaly, NPL
-1.302, 2080-2099, miroc5, Sep Anomaly, NPL
-0.3539, 2080-2099, miroc5, Oct Anomaly, NPL
1.70421, 2080-2099, miroc5, Nov Anomaly, NPL
-0.3068, 2080-2099, miroc5, Dec Anomaly, NPL
-0.5368, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
-0.5408, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
-1.0547, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
-1.2413, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
-1.5403, 2080-2099, miroc_esm_chem, May Anomaly, NPL
-4.4618, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
-5.0983, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
-2.3944, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
-2.8855, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
-2.9443, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
-1.9094, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
-0.845, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
-0.9518, 2080-2099, miroc_esm, Jan Anomaly, NPL
-1.0895, 2080-2099, miroc_esm, Feb Anomaly, NPL
-0.917, 2080-2099, miroc_esm, Mar Anomaly, NPL
-1.024, 2080-2099, miroc_esm, Apr Anomaly, NPL
-2.0365, 2080-2099, miroc_esm, May Anomaly, NPL
-3.5697, 2080-2099, miroc_esm, Jun Anomaly, NPL
-6.0946, 2080-2099, miroc_esm, Jul Anomaly, NPL
-3.5505, 2080-2099, miroc_esm, Aug Anomaly, NPL
-3.8826, 2080-2099, miroc_esm, Sep Anomaly, NPL
-2.235, 2080-2099, miroc_esm, Oct Anomaly, NPL
-1.5481, 2080-2099, miroc_esm, Nov Anomaly, NPL
-1.2224, 2080-2099, miroc_esm, Dec Anomaly, NPL
0.27204, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
0.52447, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
0.62622, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
0.19119, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
0.04573, 2080-2099, mpi_esm_lr, May Anomaly, NPL
0.11386, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
0.03939, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
-0.7431, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
-1.18, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
1.20519, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
1.95021, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
1.89153, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
13.3464, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
15.3895, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
15.8393, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
16.7662, 2080-2099, mpi_esm_mr, May Anomaly, NPL
19.6965, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
19.945, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
14.3332, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
8.97347, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
6.0454, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
6.83231, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
5.79501, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
0.26352, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
0.64146, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
0.09753, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
-0.43, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
-0.4564, 2080-2099, mri_cgcm3, May Anomaly, NPL
0.19713, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
-0.3001, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
-0.6422, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
-0.0691, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
0.01626, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
0.89469, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
1.02595, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
-5.3602, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-3.6364, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-2.7835, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-2.7693, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-2.7058, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-2.8061, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.7688, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-3.1217, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-5.8195, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-7.7809, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-7.5184, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-6.7041, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
0.43567, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
0.35152, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
0.49615, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.3322, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
0.14209, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
-0.2383, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
-1.189, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.8315, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
-1.6416, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
1.64768, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
1.06289, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
1.0578, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
20.3224, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
0.0, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
26.9863, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
26.728, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
28.004, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
27.0557, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
28.0642, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
27.5348, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
23.7465, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
21.5808, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
20.4645, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
17.7241, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
1.05043, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
1.22478, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
1.50104, 2080-2099, bnu_esm, Annual Anomaly, NPL
1.631, 2080-2099, canesm2, Annual Anomaly, NPL
-1.1295, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
3.45794, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
-30.736, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
7.71999, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
-4.0286, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
13.1915, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
5.54863, 2080-2099, hadgem2_es, Annual Anomaly, NPL
-6.2804, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
-10.147, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
-2.4907, 2080-2099, miroc5, Annual Anomaly, NPL
-25.457, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
-28.118, 2080-2099, miroc_esm, Annual Anomaly, NPL
4.93207, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
1.25141, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
1.23063, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
-47.388, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
4.33037, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
145.197, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
