Number of Days without Noticeable Wind - (Days), Year, Model, Statistics, ISO3
-0.4315, 2040-2059, access1_0, Jan Anomaly, NPL
-0.0584, 2040-2059, access1_0, Feb Anomaly, NPL
-1.2717, 2040-2059, access1_0, Mar Anomaly, NPL
-0.7398, 2040-2059, access1_0, Apr Anomaly, NPL
-0.0627, 2040-2059, access1_0, May Anomaly, NPL
0.12693, 2040-2059, access1_0, Jun Anomaly, NPL
-0.1969, 2040-2059, access1_0, Jul Anomaly, NPL
0.13643, 2040-2059, access1_0, Aug Anomaly, NPL
0.15819, 2040-2059, access1_0, Sep Anomaly, NPL
-0.0684, 2040-2059, access1_0, Oct Anomaly, NPL
-0.9534, 2040-2059, access1_0, Nov Anomaly, NPL
-0.7786, 2040-2059, access1_0, Dec Anomaly, NPL
0.1911, 2040-2059, access1_3, Jan Anomaly, NPL
0.37305, 2040-2059, access1_3, Feb Anomaly, NPL
0.24108, 2040-2059, access1_3, Mar Anomaly, NPL
0.19982, 2040-2059, access1_3, Apr Anomaly, NPL
0.03164, 2040-2059, access1_3, May Anomaly, NPL
0.07777, 2040-2059, access1_3, Jun Anomaly, NPL
-0.0757, 2040-2059, access1_3, Jul Anomaly, NPL
0.13668, 2040-2059, access1_3, Aug Anomaly, NPL
0.23167, 2040-2059, access1_3, Sep Anomaly, NPL
0.89732, 2040-2059, access1_3, Oct Anomaly, NPL
0.14807, 2040-2059, access1_3, Nov Anomaly, NPL
0.35042, 2040-2059, access1_3, Dec Anomaly, NPL
0.38163, 2040-2059, bcc_csm1_1_m, Jan Anomaly, NPL
-0.0154, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
0.0457, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
-0.2961, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
0.0046, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
-0.0747, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
-0.1718, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
0.07686, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
0.28398, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
0.41843, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
0.4667, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
0.54981, 2040-2059, bcc_csm1_1_m, Dec Anomaly, NPL
-0.1914, 2040-2059, bcc_csm1_1, Jan Anomaly, NPL
0.1542, 2040-2059, bcc_csm1_1, Feb Anomaly, NPL
-0.2413, 2040-2059, bcc_csm1_1, Mar Anomaly, NPL
-0.168, 2040-2059, bcc_csm1_1, Apr Anomaly, NPL
0.11982, 2040-2059, bcc_csm1_1, May Anomaly, NPL
0.12854, 2040-2059, bcc_csm1_1, Jun Anomaly, NPL
0.25744, 2040-2059, bcc_csm1_1, Jul Anomaly, NPL
0.09697, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
-0.1017, 2040-2059, bcc_csm1_1, Sep Anomaly, NPL
0.1336, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
0.87599, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
0.05163, 2040-2059, bcc_csm1_1, Dec Anomaly, NPL
-0.3748, 2040-2059, bnu_esm, Jan Anomaly, NPL
0.21402, 2040-2059, bnu_esm, Feb Anomaly, NPL
0.56602, 2040-2059, bnu_esm, Mar Anomaly, NPL
0.04362, 2040-2059, bnu_esm, Apr Anomaly, NPL
0.04505, 2040-2059, bnu_esm, May Anomaly, NPL
-0.0476, 2040-2059, bnu_esm, Jun Anomaly, NPL
0.11343, 2040-2059, bnu_esm, Jul Anomaly, NPL
-0.0129, 2040-2059, bnu_esm, Aug Anomaly, NPL
-0.153, 2040-2059, bnu_esm, Sep Anomaly, NPL
0.63605, 2040-2059, bnu_esm, Oct Anomaly, NPL
0.9267, 2040-2059, bnu_esm, Nov Anomaly, NPL
-0.8206, 2040-2059, bnu_esm, Dec Anomaly, NPL
-0.25, 2040-2059, canesm2, Jan Anomaly, NPL
0.51756, 2040-2059, canesm2, Feb Anomaly, NPL
0.21207, 2040-2059, canesm2, Mar Anomaly, NPL
-0.0038, 2040-2059, canesm2, Apr Anomaly, NPL
0.18873, 2040-2059, canesm2, May Anomaly, NPL
-0.0856, 2040-2059, canesm2, Jun Anomaly, NPL
0.00188, 2040-2059, canesm2, Jul Anomaly, NPL
0.15348, 2040-2059, canesm2, Aug Anomaly, NPL
0.43433, 2040-2059, canesm2, Sep Anomaly, NPL
0.77106, 2040-2059, canesm2, Oct Anomaly, NPL
0.32578, 2040-2059, canesm2, Nov Anomaly, NPL
-0.4823, 2040-2059, canesm2, Dec Anomaly, NPL
1.49715, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
0.70641, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
1.26838, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
1.25714, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
-1.212, 2040-2059, cnrm_cm5, May Anomaly, NPL
-1.7358, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
-0.4562, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
-0.4847, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
0.21928, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
-0.2735, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
1.03117, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
0.46786, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
-0.3402, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
-0.2477, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
-0.0921, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
-0.0832, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
0.26117, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
0.10249, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
2.1236, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
2.45707, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
1.00752, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
0.1251, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
-0.1132, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
-0.1694, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
0.85209, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
0.59761, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
-0.1038, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
0.31546, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
-0.412, 2040-2059, gfdl_cm3, May Anomaly, NPL
-5.259, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
-3.8869, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
-4.9039, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
-4.4744, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
-0.2908, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
1.99783, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
1.52265, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
0.62859, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
1.58238, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
0.5063, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
0.6973, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
0.33643, 2040-2059, gfdl_esm2g, May Anomaly, NPL
-0.3182, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
0.18884, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
-1.0491, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
1.42396, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
1.36857, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
1.45915, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
-0.0059, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
-0.0811, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
1.53443, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
0.76323, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
-0.3185, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
-0.0868, 2040-2059, gfdl_esm2m, May Anomaly, NPL
1.17567, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
0.33713, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
0.45812, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
-0.1448, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
1.44739, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
2.77973, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
-0.6172, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
0.60828, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
-1.9828, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
-1.2905, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
-1.7566, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
-0.1687, 2040-2059, hadgem2_ao, May Anomaly, NPL
-0.1394, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
0.12238, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
0.26936, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
0.30978, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
0.51174, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
1.22516, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
-1.3398, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
1.97659, 2040-2059, hadgem2_cc, Jan Anomaly, NPL
-0.5501, 2040-2059, hadgem2_cc, Feb Anomaly, NPL
0.61528, 2040-2059, hadgem2_cc, Mar Anomaly, NPL
