Number of Days without Noticeable Wind - (Days), Year, Model, Statistics, ISO3
-0.0681, 2020-2039, bcc_csm1_1, Aug Anomaly, NPL
0.02533, 2020-2039, bcc_csm1_1, Sep Anomaly, NPL
0.04008, 2020-2039, bcc_csm1_1, Oct Anomaly, NPL
0.79148, 2020-2039, bcc_csm1_1, Nov Anomaly, NPL
0.11072, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
-0.0453, 2020-2039, bnu_esm, Jan Anomaly, NPL
0.31046, 2020-2039, bnu_esm, Feb Anomaly, NPL
-0.1723, 2020-2039, bnu_esm, Mar Anomaly, NPL
-0.0936, 2020-2039, bnu_esm, Apr Anomaly, NPL
-0.0302, 2020-2039, bnu_esm, May Anomaly, NPL
-0.1748, 2020-2039, bnu_esm, Jun Anomaly, NPL
0.03172, 2020-2039, bnu_esm, Jul Anomaly, NPL
-0.3394, 2020-2039, bnu_esm, Aug Anomaly, NPL
0.84212, 2020-2039, bnu_esm, Sep Anomaly, NPL
1.71175, 2020-2039, bnu_esm, Oct Anomaly, NPL
-0.2534, 2020-2039, bnu_esm, Nov Anomaly, NPL
0.34007, 2020-2039, bnu_esm, Dec Anomaly, NPL
-0.141, 2020-2039, canesm2, Jan Anomaly, NPL
-0.1403, 2020-2039, canesm2, Feb Anomaly, NPL
-0.017, 2020-2039, canesm2, Mar Anomaly, NPL
-0.4732, 2020-2039, canesm2, Apr Anomaly, NPL
-0.2596, 2020-2039, canesm2, May Anomaly, NPL
-0.1672, 2020-2039, canesm2, Jun Anomaly, NPL
-0.0183, 2020-2039, canesm2, Jul Anomaly, NPL
0.17223, 2020-2039, canesm2, Aug Anomaly, NPL
0.19202, 2020-2039, canesm2, Sep Anomaly, NPL
0.37848, 2020-2039, canesm2, Oct Anomaly, NPL
0.54124, 2020-2039, canesm2, Nov Anomaly, NPL
0.01201, 2020-2039, canesm2, Dec Anomaly, NPL
0.77031, 2020-2039, cmcc_cesm, Jan Anomaly, NPL
1.07498, 2020-2039, cmcc_cesm, Feb Anomaly, NPL
0.78888, 2020-2039, cmcc_cesm, Mar Anomaly, NPL
-0.0012, 2020-2039, cmcc_cesm, Apr Anomaly, NPL
-0.6803, 2020-2039, cmcc_cesm, May Anomaly, NPL
-0.1001, 2020-2039, cmcc_cesm, Jun Anomaly, NPL
0.34985, 2020-2039, cmcc_cesm, Jul Anomaly, NPL
1.09253, 2020-2039, cmcc_cesm, Aug Anomaly, NPL
0.66182, 2020-2039, cmcc_cesm, Sep Anomaly, NPL
0.46085, 2020-2039, cmcc_cesm, Oct Anomaly, NPL
-0.0217, 2020-2039, cmcc_cesm, Nov Anomaly, NPL
-1.4797, 2020-2039, cmcc_cesm, Dec Anomaly, NPL
0.77302, 2020-2039, cmcc_cm, Jan Anomaly, NPL
1.69762, 2020-2039, cmcc_cm, Feb Anomaly, NPL
0.9422, 2020-2039, cmcc_cm, Mar Anomaly, NPL
0.66697, 2020-2039, cmcc_cm, Apr Anomaly, NPL
0.49364, 2020-2039, cmcc_cm, May Anomaly, NPL
0.32183, 2020-2039, cmcc_cm, Jun Anomaly, NPL
-0.2999, 2020-2039, cmcc_cm, Jul Anomaly, NPL
0.22118, 2020-2039, cmcc_cm, Aug Anomaly, NPL
-0.503, 2020-2039, cmcc_cm, Sep Anomaly, NPL
2.20235, 2020-2039, cmcc_cm, Oct Anomaly, NPL
1.11773, 2020-2039, cmcc_cm, Nov Anomaly, NPL
1.82801, 2020-2039, cmcc_cm, Dec Anomaly, NPL
0.66591, 2020-2039, cmcc_cms, Jan Anomaly, NPL
1.24541, 2020-2039, cmcc_cms, Feb Anomaly, NPL
2.0459, 2020-2039, cmcc_cms, Mar Anomaly, NPL
0.75904, 2020-2039, cmcc_cms, Apr Anomaly, NPL
-0.4194, 2020-2039, cmcc_cms, May Anomaly, NPL
-1.7813, 2020-2039, cmcc_cms, Jun Anomaly, NPL
-1.9694, 2020-2039, cmcc_cms, Jul Anomaly, NPL
-1.0486, 2020-2039, cmcc_cms, Aug Anomaly, NPL
-0.105, 2020-2039, cmcc_cms, Sep Anomaly, NPL
0.72453, 2020-2039, cmcc_cms, Oct Anomaly, NPL
2.37335, 2020-2039, cmcc_cms, Nov Anomaly, NPL
0.81979, 2020-2039, cmcc_cms, Dec Anomaly, NPL
0.74458, 2020-2039, cnrm_cm5, Jan Anomaly, NPL
0.75591, 2020-2039, cnrm_cm5, Feb Anomaly, NPL
0.69851, 2020-2039, cnrm_cm5, Mar Anomaly, NPL
1.46326, 2020-2039, cnrm_cm5, Apr Anomaly, NPL
-1.4354, 2020-2039, cnrm_cm5, May Anomaly, NPL
-1.5585, 2020-2039, cnrm_cm5, Jun Anomaly, NPL
0.15279, 2020-2039, cnrm_cm5, Jul Anomaly, NPL
0.42899, 2020-2039, cnrm_cm5, Aug Anomaly, NPL
1.40326, 2020-2039, cnrm_cm5, Sep Anomaly, NPL
-0.4327, 2020-2039, cnrm_cm5, Oct Anomaly, NPL
0.74296, 2020-2039, cnrm_cm5, Nov Anomaly, NPL
-0.0575, 2020-2039, cnrm_cm5, Dec Anomaly, NPL
-0.2932, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
-0.1714, 2020-2039, csiro_mk3_6_0, Feb Anomaly, NPL
-0.1478, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
-0.1487, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
0.23113, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
0.57911, 2020-2039, csiro_mk3_6_0, Jun Anomaly, NPL
1.06971, 2020-2039, csiro_mk3_6_0, Jul Anomaly, NPL
1.30005, 2020-2039, csiro_mk3_6_0, Aug Anomaly, NPL
1.22866, 2020-2039, csiro_mk3_6_0, Sep Anomaly, NPL
-0.2941, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
-0.1061, 2020-2039, csiro_mk3_6_0, Nov Anomaly, NPL
-0.0327, 2020-2039, csiro_mk3_6_0, Dec Anomaly, NPL
0.86509, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
1.53831, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
-0.0366, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
0.35093, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
-0.0851, 2020-2039, gfdl_cm3, May Anomaly, NPL
-2.5234, 2020-2039, gfdl_cm3, Jun Anomaly, NPL
-1.2062, 2020-2039, gfdl_cm3, Jul Anomaly, NPL
0.31001, 2020-2039, gfdl_cm3, Aug Anomaly, NPL
0.3727, 2020-2039, gfdl_cm3, Sep Anomaly, NPL
0.21148, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
-0.4031, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
1.79307, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
0.3071, 2020-2039, gfdl_esm2g, Jan Anomaly, NPL
2.02243, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
1.90113, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
-0.0656, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
0.70773, 2020-2039, gfdl_esm2g, May Anomaly, NPL
-0.0456, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
-0.1827, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
-0.1404, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
0.89292, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
1.22323, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
1.06372, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
0.46244, 2020-2039, gfdl_esm2g, Dec Anomaly, NPL
0.58655, 2020-2039, gfdl_esm2m, Jan Anomaly, NPL
0.09783, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
1.04318, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
-1.4791, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
-0.413, 2020-2039, gfdl_esm2m, May Anomaly, NPL
0.17742, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
0.14599, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
-1.121, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
-1.8662, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
0.24317, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
0.46413, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
1.35524, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
0.30754, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
1.92563, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
0.58604, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
-0.8651, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
0.01432, 2020-2039, hadgem2_ao, May Anomaly, NPL
-0.1711, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
0.38404, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
0.29191, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
0.33851, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
1.84815, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
3.52413, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
1.53025, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
2.18337, 2020-2039, hadgem2_cc, Jan Anomaly, NPL
-0.3885, 2020-2039, hadgem2_cc, Feb Anomaly, NPL
1.18708, 2020-2039, hadgem2_cc, Mar Anomaly, NPL
-0.6023, 2020-2039, hadgem2_cc, Apr Anomaly, NPL
-0.2082, 2020-2039, hadgem2_cc, May Anomaly, NPL
0.01615, 2020-2039, hadgem2_cc, Jun Anomaly, NPL
0.01322, 2020-2039, hadgem2_cc, Jul Anomaly, NPL
0.40477, 2020-2039, hadgem2_cc, Aug Anomaly, NPL
0.96435, 2020-2039, hadgem2_cc, Sep Anomaly, NPL
2.01912, 2020-2039, hadgem2_cc, Oct Anomaly, NPL
1.76054, 2020-2039, hadgem2_cc, Nov Anomaly, NPL
0.28266, 2020-2039, hadgem2_cc, Dec Anomaly, NPL
0.22801, 2020-2039, hadgem2_es, Jan Anomaly, NPL
2.14878, 2020-2039, hadgem2_es, Feb Anomaly, NPL
0.5258, 2020-2039, hadgem2_es, Mar Anomaly, NPL
-0.0342, 2020-2039, hadgem2_es, Apr Anomaly, NPL
-0.0062, 2020-2039, hadgem2_es, May Anomaly, NPL
0.06714, 2020-2039, hadgem2_es, Jun Anomaly, NPL
0.21789, 2020-2039, hadgem2_es, Jul Anomaly, NPL
0.32666, 2020-2039, hadgem2_es, Aug Anomaly, NPL
0.45525, 2020-2039, hadgem2_es, Sep Anomaly, NPL
0.92113, 2020-2039, hadgem2_es, Oct Anomaly, NPL
-1.3505, 2020-2039, hadgem2_es, Nov Anomaly, NPL
0.42885, 2020-2039, hadgem2_es, Dec Anomaly, NPL
-0.6217, 2020-2039, inmcm4, Jan Anomaly, NPL
0.55342, 2020-2039, inmcm4, Feb Anomaly, NPL
0.76359, 2020-2039, inmcm4, Mar Anomaly, NPL
0.90916, 2020-2039, inmcm4, Apr Anomaly, NPL
-0.792, 2020-2039, inmcm4, May Anomaly, NPL
0.10361, 2020-2039, inmcm4, Jun Anomaly, NPL
-0.0092, 2020-2039, inmcm4, Jul Anomaly, NPL
-0.0466, 2020-2039, inmcm4, Aug Anomaly, NPL
0.372, 2020-2039, inmcm4, Sep Anomaly, NPL
-0.462, 2020-2039, inmcm4, Oct Anomaly, NPL
-0.4832, 2020-2039, inmcm4, Nov Anomaly, NPL
0.64518, 2020-2039, inmcm4, Dec Anomaly, NPL
1.03618, 2020-2039, ipsl_cm5a_lr, Jan Anomaly, NPL
0.99514, 2020-2039, ipsl_cm5a_lr, Feb Anomaly, NPL
0.44459, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
-1.5047, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
-1.0391, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
-2.2269, 2020-2039, ipsl_cm5a_lr, Jun Anomaly, NPL
-1.2396, 2020-2039, ipsl_cm5a_lr, Jul Anomaly, NPL
-1.4768, 2020-2039, ipsl_cm5a_lr, Aug Anomaly, NPL
-0.2623, 2020-2039, ipsl_cm5a_lr, Sep Anomaly, NPL
2.03862, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
0.76492, 2020-2039, ipsl_cm5a_lr, Nov Anomaly, NPL
0.87929, 2020-2039, ipsl_cm5a_lr, Dec Anomaly, NPL
-0.5691, 2020-2039, ipsl_cm5a_mr, Jan Anomaly, NPL
0.7228, 2020-2039, ipsl_cm5a_mr, Feb Anomaly, NPL
0.84629, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
1.6983, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
-0.2356, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
-0.8131, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, NPL
-1.9591, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, NPL
-1.0892, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, NPL
-0.1221, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, NPL
0.5747, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
-0.1825, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
3.04225, 2020-2039, ipsl_cm5a_mr, Dec Anomaly, NPL
-0.2148, 2020-2039, ipsl_cm5b_lr, Jan Anomaly, NPL
0.51471, 2020-2039, ipsl_cm5b_lr, Feb Anomaly, NPL
1.17624, 2020-2039, ipsl_cm5b_lr, Mar Anomaly, NPL
0.29513, 2020-2039, ipsl_cm5b_lr, Apr Anomaly, NPL
0.70801, 2020-2039, ipsl_cm5b_lr, May Anomaly, NPL
0.23442, 2020-2039, ipsl_cm5b_lr, Jun Anomaly, NPL
0.05609, 2020-2039, ipsl_cm5b_lr, Jul Anomaly, NPL
1.5593, 2020-2039, ipsl_cm5b_lr, Aug Anomaly, NPL
2.12014, 2020-2039, ipsl_cm5b_lr, Sep Anomaly, NPL
0.32919, 2020-2039, ipsl_cm5b_lr, Oct Anomaly, NPL
0.01363, 2020-2039, ipsl_cm5b_lr, Nov Anomaly, NPL
0.02642, 2020-2039, ipsl_cm5b_lr, Dec Anomaly, NPL
-0.3166, 2020-2039, miroc5, Jan Anomaly, NPL
0.18564, 2020-2039, miroc5, Feb Anomaly, NPL
0.88696, 2020-2039, miroc5, Mar Anomaly, NPL
0.3708, 2020-2039, miroc5, Apr Anomaly, NPL
-0.3531, 2020-2039, miroc5, May Anomaly, NPL
-1.5594, 2020-2039, miroc5, Jun Anomaly, NPL
-0.8944, 2020-2039, miroc5, Jul Anomaly, NPL
0.37732, 2020-2039, miroc5, Aug Anomaly, NPL
-0.4585, 2020-2039, miroc5, Sep Anomaly, NPL
-1.0498, 2020-2039, miroc5, Oct Anomaly, NPL
0.73872, 2020-2039, miroc5, Nov Anomaly, NPL
-0.8191, 2020-2039, miroc5, Dec Anomaly, NPL
1.42313, 2020-2039, miroc_esm_chem, Jan Anomaly, NPL
0.74719, 2020-2039, miroc_esm_chem, Feb Anomaly, NPL
0.18877, 2020-2039, miroc_esm_chem, Mar Anomaly, NPL
0.89152, 2020-2039, miroc_esm_chem, Apr Anomaly, NPL
1.93023, 2020-2039, miroc_esm_chem, May Anomaly, NPL
0.01075, 2020-2039, miroc_esm_chem, Jun Anomaly, NPL
-0.7163, 2020-2039, miroc_esm_chem, Jul Anomaly, NPL
-0.3106, 2020-2039, miroc_esm_chem, Aug Anomaly, NPL
-0.0516, 2020-2039, miroc_esm_chem, Sep Anomaly, NPL
1.32908, 2020-2039, miroc_esm_chem, Oct Anomaly, NPL
0.76116, 2020-2039, miroc_esm_chem, Nov Anomaly, NPL
1.14741, 2020-2039, miroc_esm_chem, Dec Anomaly, NPL
0.49129, 2020-2039, miroc_esm, Jan Anomaly, NPL
0.66245, 2020-2039, miroc_esm, Feb Anomaly, NPL
0.85289, 2020-2039, miroc_esm, Mar Anomaly, NPL
1.13276, 2020-2039, miroc_esm, Apr Anomaly, NPL
0.94003, 2020-2039, miroc_esm, May Anomaly, NPL
0.50827, 2020-2039, miroc_esm, Jun Anomaly, NPL
-1.4826, 2020-2039, miroc_esm, Jul Anomaly, NPL
-1.5461, 2020-2039, miroc_esm, Aug Anomaly, NPL
-0.0012, 2020-2039, miroc_esm, Sep Anomaly, NPL
1.64684, 2020-2039, miroc_esm, Oct Anomaly, NPL
1.89727, 2020-2039, miroc_esm, Nov Anomaly, NPL
1.36867, 2020-2039, miroc_esm, Dec Anomaly, NPL
0.82923, 2020-2039, mpi_esm_lr, Jan Anomaly, NPL
-0.2236, 2020-2039, mpi_esm_lr, Feb Anomaly, NPL
0.35782, 2020-2039, mpi_esm_lr, Mar Anomaly, NPL
1.15831, 2020-2039, mpi_esm_lr, Apr Anomaly, NPL
-0.3456, 2020-2039, mpi_esm_lr, May Anomaly, NPL
-0.204, 2020-2039, mpi_esm_lr, Jun Anomaly, NPL
-0.1694, 2020-2039, mpi_esm_lr, Jul Anomaly, NPL
-0.3024, 2020-2039, mpi_esm_lr, Aug Anomaly, NPL
0.42277, 2020-2039, mpi_esm_lr, Sep Anomaly, NPL
1.08168, 2020-2039, mpi_esm_lr, Oct Anomaly, NPL
1.06222, 2020-2039, mpi_esm_lr, Nov Anomaly, NPL
0.684, 2020-2039, mpi_esm_lr, Dec Anomaly, NPL
-0.6926, 2020-2039, mpi_esm_mr, Jan Anomaly, NPL
0.81068, 2020-2039, mpi_esm_mr, Feb Anomaly, NPL
0.40603, 2020-2039, mpi_esm_mr, Mar Anomaly, NPL
1.51843, 2020-2039, mpi_esm_mr, Apr Anomaly, NPL
1.47953, 2020-2039, mpi_esm_mr, May Anomaly, NPL
0.36597, 2020-2039, mpi_esm_mr, Jun Anomaly, NPL
-0.4599, 2020-2039, mpi_esm_mr, Jul Anomaly, NPL
-0.4846, 2020-2039, mpi_esm_mr, Aug Anomaly, NPL
0.60236, 2020-2039, mpi_esm_mr, Sep Anomaly, NPL
0.35706, 2020-2039, mpi_esm_mr, Oct Anomaly, NPL
-0.3744, 2020-2039, mpi_esm_mr, Nov Anomaly, NPL
-0.3821, 2020-2039, mpi_esm_mr, Dec Anomaly, NPL
0.64639, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
1.11589, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
0.45371, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
0.14774, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
-0.2861, 2020-2039, mri_cgcm3, May Anomaly, NPL
-0.2026, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
0.20263, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
-0.0192, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
0.02173, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
0.32198, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
1.06974, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
1.90368, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
0.55673, 2020-2039, mri_esm1, Jan Anomaly, NPL
0.97581, 2020-2039, mri_esm1, Feb Anomaly, NPL
-0.039, 2020-2039, mri_esm1, Mar Anomaly, NPL
0.25611, 2020-2039, mri_esm1, Apr Anomaly, NPL
0.33655, 2020-2039, mri_esm1, May Anomaly, NPL
0.02753, 2020-2039, mri_esm1, Jun Anomaly, NPL
0.31354, 2020-2039, mri_esm1, Jul Anomaly, NPL
0.26811, 2020-2039, mri_esm1, Aug Anomaly, NPL
-0.1289, 2020-2039, mri_esm1, Sep Anomaly, NPL
0.43621, 2020-2039, mri_esm1, Oct Anomaly, NPL
0.22437, 2020-2039, mri_esm1, Nov Anomaly, NPL
-0.0162, 2020-2039, mri_esm1, Dec Anomaly, NPL
-5.2856, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-3.6397, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-2.9074, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-2.7553, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-2.8444, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-2.8705, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.8294, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-3.3817, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-5.784, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-7.8888, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-7.5375, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-6.655, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
0.27829, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
0.92233, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
0.68032, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
0.07081, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
0.21711, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
-0.0695, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.3857, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.1602, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
0.07655, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
0.82146, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
0.74197, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
0.95043, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
12.1649, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
12.5169, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
14.0949, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
15.5934, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
17.4239, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
14.7229, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
15.218, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
19.2375, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
18.4841, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
17.6795, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
14.1141, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
12.0748, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
-0.2401, 2020-2039, access1_0, Annual Anomaly, NPL
1.02898, 2020-2039, access1_3, Annual Anomaly, NPL
1.99063, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
0.92031, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
2.12684, 2020-2039, bnu_esm, Annual Anomaly, NPL
0.07912, 2020-2039, canesm2, Annual Anomaly, NPL
2.9187, 2020-2039, cmcc_cesm, Annual Anomaly, NPL
9.46432, 2020-2039, cmcc_cm, Annual Anomaly, NPL
3.32038, 2020-2039, cmcc_cms, Annual Anomaly, NPL
2.91525, 2020-2039, cnrm_cm5, Annual Anomaly, NPL
3.21414, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
1.18689, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
8.14624, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
-0.7659, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
9.26629, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
7.37269, 2020-2039, hadgem2_cc, Annual Anomaly, NPL
3.75239, 2020-2039, hadgem2_es, Annual Anomaly, NPL
0.93201, 2020-2039, inmcm4, Annual Anomaly, NPL
-1.5909, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
1.91319, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
6.81845, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, NPL
-2.8918, 2020-2039, miroc5, Annual Anomaly, NPL
7.34999, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
6.47239, 2020-2039, miroc_esm, Annual Anomaly, NPL
4.34427, 2020-2039, mpi_esm_lr, Annual Anomaly, NPL
3.14734, 2020-2039, mpi_esm_mr, Annual Anomaly, NPL
5.36016, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
3.20954, 2020-2039, mri_esm1, Annual Anomaly, NPL
-49.152, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
3.06121, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
164.211, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
