FID,id_punto,agno,anomalia_etp_anual,geom
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7fe3,40679,2004,-22.13,POINT (9712625.57171312 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7fe4,40679,2005,-34.13,POINT (9712625.57171312 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7fe5,40679,2006,-34.13,POINT (9712625.57171312 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7fe6,40679,2007,1.86,POINT (9712625.57171312 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7fe7,40679,2008,-28.13,POINT (9712625.57171312 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7fe8,40679,2009,4.86,POINT (9712625.57171312 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7fe9,40679,2010,-7.13,POINT (9712625.57171312 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7fea,40679,2011,-25.13,POINT (9712625.57171312 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7feb,40679,2012,-7.13,POINT (9712625.57171312 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7fec,40680,2001,-4.55,POINT (9768285.317109756 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7fed,40680,2002,-34.55,POINT (9768285.317109756 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7fee,40680,2003,-16.55,POINT (9768285.317109756 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7fef,40680,2004,-19.55,POINT (9768285.317109756 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ff0,40680,2005,-34.55,POINT (9768285.317109756 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ff1,40680,2006,-37.55,POINT (9768285.317109756 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ff2,40680,2007,10.44,POINT (9768285.317109756 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ff3,40680,2008,-25.55,POINT (9768285.317109756 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ff4,40680,2009,7.44,POINT (9768285.317109756 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ff5,40680,2010,-7.55,POINT (9768285.317109756 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ff6,40680,2011,-16.55,POINT (9768285.317109756 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ff7,40680,2012,-7.55,POINT (9768285.317109756 3471454.9819268296)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ff8,40981,2001,2.03,POINT (8933389.136160204 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ff9,40981,2002,-0.96,POINT (8933389.136160204 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ffa,40981,2003,-48.96,POINT (8933389.136160204 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ffb,40981,2004,14.03,POINT (8933389.136160204 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ffc,40981,2005,5.03,POINT (8933389.136160204 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ffd,40981,2006,20.03,POINT (8933389.136160204 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ffe,40981,2007,11.03,POINT (8933389.136160204 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-8000,40981,2008,-60.96,POINT (8933389.136160204 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fff,40981,2009,56.03,POINT (8933389.136160204 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7ffe,40981,2010,-0.96,POINT (8933389.136160204 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7ffd,40981,2011,-45.96,POINT (8933389.136160204 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7ffc,40981,2012,-27.96,POINT (8933389.136160204 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7ffb,40982,2001,8.53,POINT (8989048.88155684 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7ffa,40982,2002,-3.46,POINT (8989048.88155684 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7ff9,40982,2003,-36.46,POINT (8989048.88155684 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7ff8,40982,2004,20.53,POINT (8989048.88155684 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7ff7,40982,2005,2.53,POINT (8989048.88155684 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7ff6,40982,2006,20.53,POINT (8989048.88155684 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7ff5,40982,2007,8.53,POINT (8989048.88155684 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7ff4,40982,2008,-48.46,POINT (8989048.88155684 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7ff3,40982,2009,38.53,POINT (8989048.88155684 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7ff2,40982,2010,8.53,POINT (8989048.88155684 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7ff1,40982,2011,-39.46,POINT (8989048.88155684 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7ff0,40982,2012,-18.46,POINT (8989048.88155684 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fef,40983,2001,4.24,POINT (9044708.626953477 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fee,40983,2002,-7.75,POINT (9044708.626953477 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fed,40983,2003,-34.75,POINT (9044708.626953477 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fec,40983,2004,13.24,POINT (9044708.626953477 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7feb,40983,2005,4.24,POINT (9044708.626953477 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fea,40983,2006,13.24,POINT (9044708.626953477 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fe9,40983,2007,13.24,POINT (9044708.626953477 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fe8,40983,2008,-40.75,POINT (9044708.626953477 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fe7,40983,2009,37.24,POINT (9044708.626953477 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fe6,40983,2010,7.24,POINT (9044708.626953477 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fe5,40983,2011,-37.75,POINT (9044708.626953477 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fe4,40983,2012,-19.75,POINT (9044708.626953477 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fe3,40984,2001,-1.2,POINT (9100368.372350115 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fe2,40984,2002,-16.2,POINT (9100368.372350115 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fe1,40984,2003,-31.2,POINT (9100368.372350115 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fe0,40984,2004,10.79,POINT (9100368.372350115 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fdf,40984,2005,-4.2,POINT (9100368.372350115 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fde,40984,2006,7.79,POINT (9100368.372350115 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fdd,40984,2007,16.79,POINT (9100368.372350115 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fdc,40984,2008,-28.2,POINT (9100368.372350115 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fdb,40984,2009,22.79,POINT (9100368.372350115 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fda,40984,2010,10.79,POINT (9100368.372350115 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fd9,40984,2011,-28.2,POINT (9100368.372350115 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fd8,40984,2012,-16.2,POINT (9100368.372350115 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fd7,40985,2001,-0.91,POINT (9156028.117746752 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fd6,40985,2002,-24.91,POINT (9156028.117746752 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fd5,40985,2003,-30.91,POINT (9156028.117746752 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fd4,40985,2004,5.08,POINT (9156028.117746752 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fd3,40985,2005,-6.91,POINT (9156028.117746752 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fd2,40985,2006,5.08,POINT (9156028.117746752 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fd1,40985,2007,11.08,POINT (9156028.117746752 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fd0,40985,2008,-18.91,POINT (9156028.117746752 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fcf,40985,2009,26.08,POINT (9156028.117746752 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fce,40985,2010,8.08,POINT (9156028.117746752 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fcd,40985,2011,-27.91,POINT (9156028.117746752 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fcc,40985,2012,-12.91,POINT (9156028.117746752 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fcb,40986,2001,-14.4,POINT (9211687.863143386 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fca,40986,2002,-32.4,POINT (9211687.863143386 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fc9,40986,2003,-29.4,POINT (9211687.863143386 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fc8,40986,2004,-2.4,POINT (9211687.863143386 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fc7,40986,2005,-17.4,POINT (9211687.863143386 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fc6,40986,2006,-5.4,POINT (9211687.863143386 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fc5,40986,2007,9.6,POINT (9211687.863143386 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fc4,40986,2008,-14.4,POINT (9211687.863143386 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fc3,40986,2009,6.6,POINT (9211687.863143386 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fc2,40986,2010,3.6,POINT (9211687.863143386 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fc1,40986,2011,-17.4,POINT (9211687.863143386 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fc0,40986,2012,-5.4,POINT (9211687.863143386 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fbf,40987,2001,-15.09,POINT (9267347.608540025 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fbe,40987,2002,-36.09,POINT (9267347.608540025 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fbd,40987,2003,-21.09,POINT (9267347.608540025 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fbc,40987,2004,-6.09,POINT (9267347.608540025 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fbb,40987,2005,-18.09,POINT (9267347.608540025 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fba,40987,2006,-12.09,POINT (9267347.608540025 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fb9,40987,2007,14.9,POINT (9267347.608540025 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fb8,40987,2008,-12.09,POINT (9267347.608540025 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fb7,40987,2009,2.9,POINT (9267347.608540025 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fb6,40987,2010,8.9,POINT (9267347.608540025 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fb5,40987,2011,-24.09,POINT (9267347.608540025 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fb4,40987,2012,-9.09,POINT (9267347.608540025 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fb3,40988,2001,-8.27,POINT (9323007.353936663 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fb2,40988,2002,-44.27,POINT (9323007.353936663 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fb1,40988,2003,-20.27,POINT (9323007.353936663 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fb0,40988,2004,-17.27,POINT (9323007.353936663 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7faf,40988,2005,-23.27,POINT (9323007.353936663 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fae,40988,2006,-5.27,POINT (9323007.353936663 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fad,40988,2007,15.72,POINT (9323007.353936663 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fac,40988,2008,-8.27,POINT (9323007.353936663 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fab,40988,2009,3.72,POINT (9323007.353936663 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7faa,40988,2010,6.72,POINT (9323007.353936663 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fa9,40988,2011,-11.27,POINT (9323007.353936663 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fa8,40988,2012,-2.27,POINT (9323007.353936663 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fa7,40989,2001,-9.85,POINT (9378667.099333297 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fa6,40989,2002,-30.85,POINT (9378667.099333297 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fa5,40989,2003,-15.85,POINT (9378667.099333297 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fa4,40989,2004,-6.85,POINT (9378667.099333297 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fa3,40989,2005,-18.85,POINT (9378667.099333297 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fa2,40989,2006,-15.85,POINT (9378667.099333297 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fa1,40989,2007,11.14,POINT (9378667.099333297 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7fa0,40989,2008,-9.85,POINT (9378667.099333297 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f9f,40989,2009,8.14,POINT (9378667.099333297 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f9e,40989,2010,14.14,POINT (9378667.099333297 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f9d,40989,2011,-9.85,POINT (9378667.099333297 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f9c,40989,2012,-3.85,POINT (9378667.099333297 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f9b,40990,2001,-2.58,POINT (9434326.844729934 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f9a,40990,2002,-29.58,POINT (9434326.844729934 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f99,40990,2003,-11.58,POINT (9434326.844729934 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f98,40990,2004,-5.58,POINT (9434326.844729934 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f97,40990,2005,-26.58,POINT (9434326.844729934 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f96,40990,2006,-11.58,POINT (9434326.844729934 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f95,40990,2007,6.41,POINT (9434326.844729934 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f94,40990,2008,-8.58,POINT (9434326.844729934 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f93,40990,2009,6.41,POINT (9434326.844729934 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f92,40990,2010,15.41,POINT (9434326.844729934 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f91,40990,2011,-14.58,POINT (9434326.844729934 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f90,40990,2012,0.41,POINT (9434326.844729934 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f8f,40991,2001,-6.89,POINT (9489986.590126572 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f8e,40991,2002,-30.89,POINT (9489986.590126572 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f8d,40991,2003,-6.89,POINT (9489986.590126572 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f8c,40991,2004,-15.89,POINT (9489986.590126572 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f8b,40991,2005,-21.89,POINT (9489986.590126572 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f8a,40991,2006,-18.89,POINT (9489986.590126572 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f89,40991,2007,8.1,POINT (9489986.590126572 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f88,40991,2008,-21.89,POINT (9489986.590126572 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f87,40991,2009,8.1,POINT (9489986.590126572 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f86,40991,2010,2.1,POINT (9489986.590126572 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f85,40991,2011,-21.89,POINT (9489986.590126572 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f84,40991,2012,-0.89,POINT (9489986.590126572 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f83,40992,2001,-5.14,POINT (9545646.335523209 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f82,40992,2002,-23.14,POINT (9545646.335523209 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f81,40992,2003,-5.14,POINT (9545646.335523209 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f80,40992,2004,-17.14,POINT (9545646.335523209 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f7f,40992,2005,-23.14,POINT (9545646.335523209 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f7e,40992,2006,-20.14,POINT (9545646.335523209 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f7d,40992,2007,9.85,POINT (9545646.335523209 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f7c,40992,2008,-17.14,POINT (9545646.335523209 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f7b,40992,2009,15.85,POINT (9545646.335523209 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f7a,40992,2010,15.85,POINT (9545646.335523209 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f79,40992,2011,-17.14,POINT (9545646.335523209 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f78,40992,2012,-5.14,POINT (9545646.335523209 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f77,40993,2001,1.83,POINT (9601306.080919845 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f76,40993,2002,-28.16,POINT (9601306.080919845 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f75,40993,2003,-10.16,POINT (9601306.080919845 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f74,40993,2004,-10.16,POINT (9601306.080919845 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f73,40993,2005,-25.16,POINT (9601306.080919845 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f72,40993,2006,-25.16,POINT (9601306.080919845 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f71,40993,2007,4.83,POINT (9601306.080919845 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f70,40993,2008,-19.16,POINT (9601306.080919845 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f6f,40993,2009,13.83,POINT (9601306.080919845 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f6e,40993,2010,4.83,POINT (9601306.080919845 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f6d,40993,2011,-10.16,POINT (9601306.080919845 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f6c,40993,2012,-4.16,POINT (9601306.080919845 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f6b,40994,2001,-0.78,POINT (9656965.826316481 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f6a,40994,2002,-24.78,POINT (9656965.826316481 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f69,40994,2003,-9.78,POINT (9656965.826316481 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f68,40994,2004,-9.78,POINT (9656965.826316481 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f67,40994,2005,-24.78,POINT (9656965.826316481 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f66,40994,2006,-21.78,POINT (9656965.826316481 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f65,40994,2007,11.21,POINT (9656965.826316481 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f64,40994,2008,-18.78,POINT (9656965.826316481 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f63,40994,2009,20.21,POINT (9656965.826316481 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f62,40994,2010,5.21,POINT (9656965.826316481 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f61,40994,2011,-12.78,POINT (9656965.826316481 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f60,40994,2012,-0.78,POINT (9656965.826316481 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f5f,40995,2001,-4.4,POINT (9712625.57171312 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f5e,40995,2002,-28.4,POINT (9712625.57171312 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f5d,40995,2003,-10.4,POINT (9712625.57171312 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f5c,40995,2004,-13.4,POINT (9712625.57171312 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f5b,40995,2005,-25.4,POINT (9712625.57171312 3407504.076175717)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a375593c2_-7f5a,40995,2006,-25.4,POINT (9712625.57171312 3407504.076175717)
