FID,id_punto,agno,anomalia_temp_max_anual,geom
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72d4,40342,2009,1.16,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72d5,40342,2010,1.51,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72d6,40342,2011,0.52,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72d7,40342,2012,0.47,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72d8,40343,2001,0.88,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72d9,40343,2002,0.61,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72da,40343,2003,0.73,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72db,40343,2004,1.11,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72dc,40343,2005,0.54,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72dd,40343,2006,0.95,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72de,40343,2007,1.4,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72df,40343,2008,0.72,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72e0,40343,2009,1.23,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72e1,40343,2010,1.56,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72e2,40343,2011,0.5,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72e3,40343,2012,0.43,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72e4,40344,2001,0.88,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72e5,40344,2002,0.64,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72e6,40344,2003,0.73,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72e7,40344,2004,1.04,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72e8,40344,2005,0.5,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72e9,40344,2006,0.92,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72ea,40344,2007,1.4,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72eb,40344,2008,0.68,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72ec,40344,2009,1.28,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72ed,40344,2010,1.57,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72ee,40344,2011,0.5,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72ef,40344,2012,0.45,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72f0,40345,2001,0.96,POINT (9489986.590126572 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72f1,40345,2002,0.66,POINT (9489986.590126572 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72f2,40345,2003,0.75,POINT (9489986.590126572 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72f3,40345,2004,1,POINT (9489986.590126572 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72f4,40345,2005,0.5,POINT (9489986.590126572 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72f5,40345,2006,0.91,POINT (9489986.590126572 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72f6,40345,2007,1.42,POINT (9489986.590126572 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72f7,40345,2008,0.61,POINT (9489986.590126572 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72f8,40345,2009,1.34,POINT (9489986.590126572 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72f9,40345,2010,1.57,POINT (9489986.590126572 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72fa,40345,2011,0.51,POINT (9489986.590126572 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72fb,40345,2012,0.42,POINT (9489986.590126572 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72fc,40346,2001,0.98,POINT (9545646.335523209 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72fd,40346,2002,0.68,POINT (9545646.335523209 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72fe,40346,2003,0.76,POINT (9545646.335523209 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_72ff,40346,2004,0.98,POINT (9545646.335523209 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7300,40346,2005,0.47,POINT (9545646.335523209 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7301,40346,2006,0.92,POINT (9545646.335523209 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7302,40346,2007,1.43,POINT (9545646.335523209 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7303,40346,2008,0.59,POINT (9545646.335523209 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7304,40346,2009,1.4,POINT (9545646.335523209 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7305,40346,2010,1.63,POINT (9545646.335523209 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7306,40346,2011,0.53,POINT (9545646.335523209 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7307,40346,2012,0.39,POINT (9545646.335523209 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7308,40347,2001,1.03,POINT (9601306.080919845 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7309,40347,2002,0.7,POINT (9601306.080919845 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_730a,40347,2003,0.8,POINT (9601306.080919845 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_730b,40347,2004,0.93,POINT (9601306.080919845 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_730c,40347,2005,0.47,POINT (9601306.080919845 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_730d,40347,2006,0.89,POINT (9601306.080919845 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_730e,40347,2007,1.44,POINT (9601306.080919845 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_730f,40347,2008,0.52,POINT (9601306.080919845 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7310,40347,2009,1.45,POINT (9601306.080919845 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7311,40347,2010,1.66,POINT (9601306.080919845 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7312,40347,2011,0.51,POINT (9601306.080919845 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7313,40347,2012,0.39,POINT (9601306.080919845 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7314,40348,2001,1.05,POINT (9656965.826316481 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7315,40348,2002,0.72,POINT (9656965.826316481 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7316,40348,2003,0.85,POINT (9656965.826316481 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7317,40348,2004,0.89,POINT (9656965.826316481 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7318,40348,2005,0.45,POINT (9656965.826316481 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7319,40348,2006,0.85,POINT (9656965.826316481 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_731a,40348,2007,1.45,POINT (9656965.826316481 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_731b,40348,2008,0.48,POINT (9656965.826316481 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_731c,40348,2009,1.48,POINT (9656965.826316481 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_731d,40348,2010,1.63,POINT (9656965.826316481 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_731e,40348,2011,0.52,POINT (9656965.826316481 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_731f,40348,2012,0.38,POINT (9656965.826316481 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7320,40349,2001,1.11,POINT (9712625.57171312 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7321,40349,2002,0.77,POINT (9712625.57171312 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7322,40349,2003,0.84,POINT (9712625.57171312 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7323,40349,2004,0.87,POINT (9712625.57171312 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7324,40349,2005,0.42,POINT (9712625.57171312 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7325,40349,2006,0.83,POINT (9712625.57171312 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7326,40349,2007,1.47,POINT (9712625.57171312 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7327,40349,2008,0.43,POINT (9712625.57171312 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7328,40349,2009,1.54,POINT (9712625.57171312 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7329,40349,2010,1.67,POINT (9712625.57171312 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_732a,40349,2011,0.52,POINT (9712625.57171312 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_732b,40349,2012,0.41,POINT (9712625.57171312 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_732c,40350,2001,1.14,POINT (9768285.317109756 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_732d,40350,2002,0.76,POINT (9768285.317109756 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_732e,40350,2003,0.89,POINT (9768285.317109756 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_732f,40350,2004,0.84,POINT (9768285.317109756 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7330,40350,2005,0.41,POINT (9768285.317109756 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7331,40350,2006,0.81,POINT (9768285.317109756 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7332,40350,2007,1.47,POINT (9768285.317109756 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7333,40350,2008,0.4,POINT (9768285.317109756 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7334,40350,2009,1.58,POINT (9768285.317109756 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7335,40350,2010,1.68,POINT (9768285.317109756 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7336,40350,2011,0.52,POINT (9768285.317109756 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7337,40350,2012,0.4,POINT (9768285.317109756 3535725.659799159)
