FID,id_punto,agno,seasonality_index,geom
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7a0e,40680,2006,0.84,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7a0d,40680,2007,0.81,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7a0c,40680,2008,1.01,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7a0b,40680,2009,1.08,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7a0a,40680,2010,1.07,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7a09,40680,2011,0.95,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7a08,40680,2012,1.14,POINT (9768285.317109756 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7a07,40981,2001,0.88,POINT (8933389.136160204 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7a06,40981,2002,0.93,POINT (8933389.136160204 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7a05,40981,2003,0.87,POINT (8933389.136160204 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7a04,40981,2004,0.92,POINT (8933389.136160204 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7a03,40981,2005,0.85,POINT (8933389.136160204 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7a02,40981,2006,0.94,POINT (8933389.136160204 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7a01,40981,2007,0.69,POINT (8933389.136160204 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7a00,40981,2008,1.15,POINT (8933389.136160204 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79ff,40981,2009,0.97,POINT (8933389.136160204 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79fe,40981,2010,1.05,POINT (8933389.136160204 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79fd,40981,2011,1.05,POINT (8933389.136160204 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79fc,40981,2012,1.15,POINT (8933389.136160204 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79fb,40982,2001,0.83,POINT (8989048.88155684 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79fa,40982,2002,0.84,POINT (8989048.88155684 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79f9,40982,2003,0.81,POINT (8989048.88155684 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79f8,40982,2004,0.81,POINT (8989048.88155684 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79f7,40982,2005,0.75,POINT (8989048.88155684 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79f6,40982,2006,0.92,POINT (8989048.88155684 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79f5,40982,2007,0.67,POINT (8989048.88155684 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79f4,40982,2008,1.06,POINT (8989048.88155684 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79f3,40982,2009,0.93,POINT (8989048.88155684 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79f2,40982,2010,0.98,POINT (8989048.88155684 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79f1,40982,2011,0.97,POINT (8989048.88155684 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79f0,40982,2012,1.06,POINT (8989048.88155684 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79ef,40983,2001,0.79,POINT (9044708.626953477 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79ee,40983,2002,0.77,POINT (9044708.626953477 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79ed,40983,2003,0.76,POINT (9044708.626953477 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79ec,40983,2004,0.7,POINT (9044708.626953477 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79eb,40983,2005,0.67,POINT (9044708.626953477 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79ea,40983,2006,0.84,POINT (9044708.626953477 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79e9,40983,2007,0.66,POINT (9044708.626953477 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79e8,40983,2008,1.01,POINT (9044708.626953477 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79e7,40983,2009,0.89,POINT (9044708.626953477 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79e6,40983,2010,0.91,POINT (9044708.626953477 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79e5,40983,2011,0.91,POINT (9044708.626953477 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79e4,40983,2012,0.96,POINT (9044708.626953477 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79e3,40984,2001,0.76,POINT (9100368.372350115 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79e2,40984,2002,0.74,POINT (9100368.372350115 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79e1,40984,2003,0.73,POINT (9100368.372350115 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79e0,40984,2004,0.63,POINT (9100368.372350115 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79df,40984,2005,0.62,POINT (9100368.372350115 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79de,40984,2006,0.79,POINT (9100368.372350115 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79dd,40984,2007,0.66,POINT (9100368.372350115 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79dc,40984,2008,0.98,POINT (9100368.372350115 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79db,40984,2009,0.86,POINT (9100368.372350115 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79da,40984,2010,0.89,POINT (9100368.372350115 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79d9,40984,2011,0.9,POINT (9100368.372350115 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79d8,40984,2012,0.9,POINT (9100368.372350115 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79d7,40985,2001,0.72,POINT (9156028.117746752 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79d6,40985,2002,0.72,POINT (9156028.117746752 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79d5,40985,2003,0.72,POINT (9156028.117746752 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79d4,40985,2004,0.54,POINT (9156028.117746752 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79d3,40985,2005,0.55,POINT (9156028.117746752 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79d2,40985,2006,0.74,POINT (9156028.117746752 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79d1,40985,2007,0.65,POINT (9156028.117746752 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79d0,40985,2008,0.95,POINT (9156028.117746752 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79cf,40985,2009,0.83,POINT (9156028.117746752 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79ce,40985,2010,0.85,POINT (9156028.117746752 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79cd,40985,2011,0.88,POINT (9156028.117746752 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79cc,40985,2012,0.82,POINT (9156028.117746752 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79cb,40986,2001,0.66,POINT (9211687.863143386 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79ca,40986,2002,0.66,POINT (9211687.863143386 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79c9,40986,2003,0.69,POINT (9211687.863143386 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79c8,40986,2004,0.44,POINT (9211687.863143386 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79c7,40986,2005,0.51,POINT (9211687.863143386 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79c6,40986,2006,0.68,POINT (9211687.863143386 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79c5,40986,2007,0.65,POINT (9211687.863143386 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79c4,40986,2008,0.89,POINT (9211687.863143386 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79c3,40986,2009,0.78,POINT (9211687.863143386 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79c2,40986,2010,0.78,POINT (9211687.863143386 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79c1,40986,2011,0.84,POINT (9211687.863143386 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79c0,40986,2012,0.74,POINT (9211687.863143386 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79bf,40987,2001,0.65,POINT (9267347.608540025 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79be,40987,2002,0.66,POINT (9267347.608540025 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79bd,40987,2003,0.69,POINT (9267347.608540025 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79bc,40987,2004,0.43,POINT (9267347.608540025 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79bb,40987,2005,0.5,POINT (9267347.608540025 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79ba,40987,2006,0.66,POINT (9267347.608540025 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79b9,40987,2007,0.63,POINT (9267347.608540025 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79b8,40987,2008,0.9,POINT (9267347.608540025 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79b7,40987,2009,0.82,POINT (9267347.608540025 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79b6,40987,2010,0.78,POINT (9267347.608540025 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79b5,40987,2011,0.86,POINT (9267347.608540025 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79b4,40987,2012,0.71,POINT (9267347.608540025 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79b3,40988,2001,0.67,POINT (9323007.353936663 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79b2,40988,2002,0.68,POINT (9323007.353936663 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79b1,40988,2003,0.69,POINT (9323007.353936663 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79b0,40988,2004,0.43,POINT (9323007.353936663 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79af,40988,2005,0.53,POINT (9323007.353936663 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79ae,40988,2006,0.65,POINT (9323007.353936663 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79ad,40988,2007,0.63,POINT (9323007.353936663 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79ac,40988,2008,0.9,POINT (9323007.353936663 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79ab,40988,2009,0.87,POINT (9323007.353936663 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79aa,40988,2010,0.78,POINT (9323007.353936663 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79a9,40988,2011,0.88,POINT (9323007.353936663 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79a8,40988,2012,0.7,POINT (9323007.353936663 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79a7,40989,2001,0.72,POINT (9378667.099333297 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79a6,40989,2002,0.73,POINT (9378667.099333297 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79a5,40989,2003,0.7,POINT (9378667.099333297 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79a4,40989,2004,0.47,POINT (9378667.099333297 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79a3,40989,2005,0.56,POINT (9378667.099333297 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79a2,40989,2006,0.65,POINT (9378667.099333297 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79a1,40989,2007,0.61,POINT (9378667.099333297 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-79a0,40989,2008,0.92,POINT (9378667.099333297 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-799f,40989,2009,0.86,POINT (9378667.099333297 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-799e,40989,2010,0.82,POINT (9378667.099333297 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-799d,40989,2011,0.89,POINT (9378667.099333297 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-799c,40989,2012,0.75,POINT (9378667.099333297 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-799b,40990,2001,0.75,POINT (9434326.844729934 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-799a,40990,2002,0.75,POINT (9434326.844729934 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7999,40990,2003,0.7,POINT (9434326.844729934 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7998,40990,2004,0.47,POINT (9434326.844729934 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7997,40990,2005,0.55,POINT (9434326.844729934 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7996,40990,2006,0.65,POINT (9434326.844729934 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7995,40990,2007,0.6,POINT (9434326.844729934 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7994,40990,2008,0.91,POINT (9434326.844729934 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7993,40990,2009,0.86,POINT (9434326.844729934 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7992,40990,2010,0.83,POINT (9434326.844729934 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7991,40990,2011,0.88,POINT (9434326.844729934 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7990,40990,2012,0.77,POINT (9434326.844729934 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-798f,40991,2001,0.79,POINT (9489986.590126572 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-798e,40991,2002,0.77,POINT (9489986.590126572 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-798d,40991,2003,0.71,POINT (9489986.590126572 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-798c,40991,2004,0.5,POINT (9489986.590126572 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-798b,40991,2005,0.58,POINT (9489986.590126572 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-798a,40991,2006,0.65,POINT (9489986.590126572 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7989,40991,2007,0.59,POINT (9489986.590126572 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7988,40991,2008,0.92,POINT (9489986.590126572 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7987,40991,2009,0.86,POINT (9489986.590126572 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7986,40991,2010,0.85,POINT (9489986.590126572 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7985,40991,2011,0.89,POINT (9489986.590126572 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7984,40991,2012,0.82,POINT (9489986.590126572 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7983,40992,2001,0.86,POINT (9545646.335523209 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7982,40992,2002,0.82,POINT (9545646.335523209 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7981,40992,2003,0.77,POINT (9545646.335523209 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7980,40992,2004,0.57,POINT (9545646.335523209 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-797f,40992,2005,0.68,POINT (9545646.335523209 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-797e,40992,2006,0.67,POINT (9545646.335523209 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-797d,40992,2007,0.61,POINT (9545646.335523209 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-797c,40992,2008,0.96,POINT (9545646.335523209 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-797b,40992,2009,0.88,POINT (9545646.335523209 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-797a,40992,2010,0.93,POINT (9545646.335523209 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7979,40992,2011,0.91,POINT (9545646.335523209 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7978,40992,2012,0.92,POINT (9545646.335523209 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7977,40993,2001,0.89,POINT (9601306.080919845 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7976,40993,2002,0.83,POINT (9601306.080919845 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7975,40993,2003,0.79,POINT (9601306.080919845 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7974,40993,2004,0.58,POINT (9601306.080919845 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7973,40993,2005,0.71,POINT (9601306.080919845 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7972,40993,2006,0.68,POINT (9601306.080919845 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7971,40993,2007,0.66,POINT (9601306.080919845 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7970,40993,2008,0.97,POINT (9601306.080919845 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-796f,40993,2009,0.91,POINT (9601306.080919845 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-796e,40993,2010,0.96,POINT (9601306.080919845 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-796d,40993,2011,0.93,POINT (9601306.080919845 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-796c,40993,2012,0.97,POINT (9601306.080919845 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-796b,40994,2001,0.96,POINT (9656965.826316481 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-796a,40994,2002,0.9,POINT (9656965.826316481 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7969,40994,2003,0.87,POINT (9656965.826316481 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7968,40994,2004,0.65,POINT (9656965.826316481 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7967,40994,2005,0.78,POINT (9656965.826316481 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7966,40994,2006,0.76,POINT (9656965.826316481 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7965,40994,2007,0.76,POINT (9656965.826316481 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7964,40994,2008,1.01,POINT (9656965.826316481 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7963,40994,2009,0.97,POINT (9656965.826316481 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7962,40994,2010,1.02,POINT (9656965.826316481 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7961,40994,2011,0.94,POINT (9656965.826316481 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7960,40994,2012,1.04,POINT (9656965.826316481 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-795f,40995,2001,0.99,POINT (9712625.57171312 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-795e,40995,2002,0.92,POINT (9712625.57171312 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-795d,40995,2003,0.92,POINT (9712625.57171312 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-795c,40995,2004,0.68,POINT (9712625.57171312 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-795b,40995,2005,0.8,POINT (9712625.57171312 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-795a,40995,2006,0.83,POINT (9712625.57171312 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7959,40995,2007,0.81,POINT (9712625.57171312 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7958,40995,2008,1,POINT (9712625.57171312 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7957,40995,2009,1.02,POINT (9712625.57171312 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7956,40995,2010,1.03,POINT (9712625.57171312 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7955,40995,2011,0.96,POINT (9712625.57171312 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7954,40995,2012,1.07,POINT (9712625.57171312 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7953,40996,2001,1.02,POINT (9768285.317109756 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7952,40996,2002,0.98,POINT (9768285.317109756 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7951,40996,2003,1,POINT (9768285.317109756 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7950,40996,2004,0.74,POINT (9768285.317109756 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-794f,40996,2005,0.87,POINT (9768285.317109756 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-794e,40996,2006,0.9,POINT (9768285.317109756 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-794d,40996,2007,0.89,POINT (9768285.317109756 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-794c,40996,2008,1.01,POINT (9768285.317109756 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-794b,40996,2009,1.07,POINT (9768285.317109756 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-794a,40996,2010,1.05,POINT (9768285.317109756 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7949,40996,2011,1,POINT (9768285.317109756 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7948,40996,2012,1.12,POINT (9768285.317109756 3407504.076175717)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7947,41295,2001,0.96,POINT (8933389.136160204 3343864.953833735)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7946,41295,2002,1.07,POINT (8933389.136160204 3343864.953833735)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7945,41295,2003,1,POINT (8933389.136160204 3343864.953833735)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7944,41295,2004,1.03,POINT (8933389.136160204 3343864.953833735)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7943,41295,2005,0.98,POINT (8933389.136160204 3343864.953833735)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7942,41295,2006,1.06,POINT (8933389.136160204 3343864.953833735)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7941,41295,2007,0.78,POINT (8933389.136160204 3343864.953833735)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7940,41295,2008,1.25,POINT (8933389.136160204 3343864.953833735)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-793f,41295,2009,1.04,POINT (8933389.136160204 3343864.953833735)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-793e,41295,2010,1.15,POINT (8933389.136160204 3343864.953833735)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-793d,41295,2011,1.16,POINT (8933389.136160204 3343864.953833735)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-793c,41295,2012,1.29,POINT (8933389.136160204 3343864.953833735)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-793b,41296,2001,0.95,POINT (8989048.88155684 3343864.953833735)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-793a,41296,2002,1.04,POINT (8989048.88155684 3343864.953833735)
