FID,id_punto,agno,pre_anual,geom
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ad2,40679,2003,876.6,POINT (9712625.57171312 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ad3,40679,2004,923.6,POINT (9712625.57171312 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ad4,40679,2005,834.4,POINT (9712625.57171312 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ad5,40679,2006,790.7,POINT (9712625.57171312 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ad6,40679,2007,853.6,POINT (9712625.57171312 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ad7,40679,2008,787,POINT (9712625.57171312 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ad8,40679,2009,762.5,POINT (9712625.57171312 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ad9,40679,2010,674.3,POINT (9712625.57171312 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ada,40679,2011,1033,POINT (9712625.57171312 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3adb,40679,2012,715.3,POINT (9712625.57171312 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3adc,40679,2013,376,POINT (9712625.57171312 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3add,40679,2014,353,POINT (9712625.57171312 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ade,40679,2015,200.6,POINT (9712625.57171312 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3adf,40679,2016,378.5,POINT (9712625.57171312 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ae0,40679,2017,357,POINT (9712625.57171312 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ae1,40679,2018,465.5,POINT (9712625.57171312 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ae2,40679,2019,325.7,POINT (9712625.57171312 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ae3,40679,2020,447.1,POINT (9712625.57171312 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ae4,40680,2001,841.7,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ae5,40680,2002,863,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ae6,40680,2003,891.9,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ae7,40680,2004,939.7,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ae8,40680,2005,849.5,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ae9,40680,2006,753.6,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3aea,40680,2007,864.1,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3aeb,40680,2008,793.4,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3aec,40680,2009,782.6,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3aed,40680,2010,673.3,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3aee,40680,2011,1029.6,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3aef,40680,2012,716.8,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3af0,40680,2013,376,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3af1,40680,2014,353,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3af2,40680,2015,200.6,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3af3,40680,2016,378.5,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3af4,40680,2017,357,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3af5,40680,2018,465.5,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3af6,40680,2019,325.7,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3af7,40680,2020,447.1,POINT (9768285.317109756 3471454.9819268296)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3af8,40981,2001,830.5,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3af9,40981,2002,1058,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3afa,40981,2003,1021.6,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3afb,40981,2004,688.7,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3afc,40981,2005,797.7,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3afd,40981,2006,891.7,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3afe,40981,2007,888.9,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3aff,40981,2008,802.5,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b00,40981,2009,1066.6,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b01,40981,2010,694.2,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b02,40981,2011,1734.2,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b03,40981,2012,1293.1,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b04,40981,2013,1732.1,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b05,40981,2014,1550.2,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b06,40981,2015,1536.2,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b07,40981,2016,1498.9,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b08,40981,2017,1560,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b09,40981,2018,1735.8,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b0a,40981,2019,1563.9,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b0b,40981,2020,1523.4,POINT (8933389.136160204 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b0c,40982,2001,848.3,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b0d,40982,2002,1049,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b0e,40982,2003,1053.9,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b0f,40982,2004,733.3,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b10,40982,2005,795.6,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b11,40982,2006,854.7,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b12,40982,2007,927.8,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b13,40982,2008,804.1,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b14,40982,2009,1032.7,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b15,40982,2010,745.8,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b16,40982,2011,1573.9,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b17,40982,2012,1196.3,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b18,40982,2013,1732.1,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b19,40982,2014,1550.2,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b1a,40982,2015,1536.2,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b1b,40982,2016,1498.9,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b1c,40982,2017,1560,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b1d,40982,2018,1735.8,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b1e,40982,2019,1563.9,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b1f,40982,2020,1523.4,POINT (8989048.88155684 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b20,40983,2001,808.7,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b21,40983,2002,985.9,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b22,40983,2003,1020.7,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b23,40983,2004,733.1,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b24,40983,2005,772.5,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b25,40983,2006,825.6,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b26,40983,2007,905.7,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b27,40983,2008,773.9,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b28,40983,2009,932.5,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b29,40983,2010,751.9,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b2a,40983,2011,1357.2,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b2b,40983,2012,1065.6,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b2c,40983,2013,1361.4,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b2d,40983,2014,1112.1,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b2e,40983,2015,1084.1,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b2f,40983,2016,1140.6,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b30,40983,2017,1102.5,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b31,40983,2018,1206.8,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b32,40983,2019,1180.8,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b33,40983,2020,971.8,POINT (9044708.626953477 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b34,40984,2001,786.2,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b35,40984,2002,945.2,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b36,40984,2003,985.6,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b37,40984,2004,749,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b38,40984,2005,757.1,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b39,40984,2006,826.7,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b3a,40984,2007,879,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b3b,40984,2008,774.6,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b3c,40984,2009,844.7,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b3d,40984,2010,771.3,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b3e,40984,2011,1223.6,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b3f,40984,2012,986.1,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b40,40984,2013,1361.4,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b41,40984,2014,1112.1,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b42,40984,2015,1084.1,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b43,40984,2016,1140.6,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b44,40984,2017,1102.5,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b45,40984,2018,1206.8,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b46,40984,2019,1180.8,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b47,40984,2020,971.8,POINT (9100368.372350115 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b48,40985,2001,727.6,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b49,40985,2002,872.5,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b4a,40985,2003,910.5,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b4b,40985,2004,730.9,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b4c,40985,2005,708.9,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b4d,40985,2006,787,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b4e,40985,2007,813.5,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b4f,40985,2008,732.1,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b50,40985,2009,723.5,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b51,40985,2010,745.2,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b52,40985,2011,1053.3,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b53,40985,2012,873.6,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b54,40985,2013,1132.1,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b55,40985,2014,830.6,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b56,40985,2015,822.9,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b57,40985,2016,807.5,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b58,40985,2017,849.2,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b59,40985,2018,749,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b5a,40985,2019,958.4,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b5b,40985,2020,591.7,POINT (9156028.117746752 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b5c,40986,2001,645.7,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b5d,40986,2002,781.9,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b5e,40986,2003,822.4,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b5f,40986,2004,690.8,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b60,40986,2005,640.6,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b61,40986,2006,714.6,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b62,40986,2007,734.8,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b63,40986,2008,652.6,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b64,40986,2009,594.2,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b65,40986,2010,687.3,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b66,40986,2011,865.7,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b67,40986,2012,746.4,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b68,40986,2013,1132.1,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b69,40986,2014,830.6,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b6a,40986,2015,822.9,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b6b,40986,2016,807.5,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b6c,40986,2017,849.2,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b6d,40986,2018,749,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b6e,40986,2019,958.4,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b6f,40986,2020,591.7,POINT (9211687.863143386 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b70,40987,2001,672.4,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b71,40987,2002,809.5,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b72,40987,2003,854.2,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b73,40987,2004,751.7,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b74,40987,2005,669.7,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b75,40987,2006,764.5,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b76,40987,2007,750.1,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b77,40987,2008,702.6,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b78,40987,2009,578.2,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b79,40987,2010,750.1,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b7a,40987,2011,856.4,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b7b,40987,2012,749.3,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b7c,40987,2013,574,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b7d,40987,2014,305.1,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b7e,40987,2015,350.1,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b7f,40987,2016,286.1,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b80,40987,2017,400.8,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b81,40987,2018,348.2,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b82,40987,2019,347.3,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b83,40987,2020,373.1,POINT (9267347.608540025 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b84,40988,2001,700.6,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b85,40988,2002,825.5,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b86,40988,2003,870.6,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b87,40988,2004,804.3,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b88,40988,2005,689.9,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b89,40988,2006,799,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b8a,40988,2007,756.3,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b8b,40988,2008,735.8,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b8c,40988,2009,562.8,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b8d,40988,2010,792,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b8e,40988,2011,842.8,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b8f,40988,2012,743.8,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b90,40988,2013,574,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b91,40988,2014,305.1,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b92,40988,2015,350.1,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b93,40988,2016,286.1,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b94,40988,2017,400.8,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b95,40988,2018,348.2,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b96,40988,2019,347.3,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b97,40988,2020,373.1,POINT (9323007.353936663 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b98,40989,2001,797.9,POINT (9378667.099333297 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b99,40989,2002,887.1,POINT (9378667.099333297 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b9a,40989,2003,938.6,POINT (9378667.099333297 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b9b,40989,2004,913.7,POINT (9378667.099333297 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b9c,40989,2005,762.9,POINT (9378667.099333297 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b9d,40989,2006,866.3,POINT (9378667.099333297 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b9e,40989,2007,818.6,POINT (9378667.099333297 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3b9f,40989,2008,796.5,POINT (9378667.099333297 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ba0,40989,2009,639,POINT (9378667.099333297 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ba1,40989,2010,834.6,POINT (9378667.099333297 3407504.076175717)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3ba2,40989,2011,939.9,POINT (9378667.099333297 3407504.076175717)
