FID,id_punto,agno,temp_anual,geom
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4efb,40981,2004,20.7,POINT (8933389.136160204 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4efc,40981,2005,20,POINT (8933389.136160204 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4efd,40981,2006,20.79,POINT (8933389.136160204 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4efe,40981,2007,20.3,POINT (8933389.136160204 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4eff,40981,2008,20.21,POINT (8933389.136160204 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f00,40981,2009,20.8,POINT (8933389.136160204 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f01,40981,2010,20.81,POINT (8933389.136160204 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f02,40981,2011,19.95,POINT (8933389.136160204 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f03,40981,2012,19.99,POINT (8933389.136160204 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f04,40981,2013,20.43,POINT (8933389.136160204 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f05,40981,2014,21.75,POINT (8933389.136160204 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f06,40981,2015,22.65,POINT (8933389.136160204 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f07,40981,2016,23.05,POINT (8933389.136160204 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f08,40981,2017,22.66,POINT (8933389.136160204 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f09,40981,2018,22.03,POINT (8933389.136160204 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f0a,40981,2019,22.05,POINT (8933389.136160204 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f0b,40981,2020,21.72,POINT (8933389.136160204 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f0c,40982,2001,17.06,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f0d,40982,2002,17.15,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f0e,40982,2003,16.86,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f0f,40982,2004,17.5,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f10,40982,2005,16.81,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f11,40982,2006,17.58,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f12,40982,2007,17.15,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f13,40982,2008,17.05,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f14,40982,2009,17.58,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f15,40982,2010,17.6,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f16,40982,2011,16.79,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f17,40982,2012,16.83,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f18,40982,2013,16.47,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f19,40982,2014,17.65,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f1a,40982,2015,18.66,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f1b,40982,2016,18.98,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f1c,40982,2017,18.61,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f1d,40982,2018,17.95,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f1e,40982,2019,18.05,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f1f,40982,2020,17.7,POINT (8989048.88155684 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f20,40983,2001,14.15,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f21,40983,2002,14.22,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f22,40983,2003,13.96,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f23,40983,2004,14.54,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f24,40983,2005,13.95,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f25,40983,2006,14.65,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f26,40983,2007,14.3,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f27,40983,2008,14.15,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f28,40983,2009,14.61,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f29,40983,2010,14.69,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f2a,40983,2011,13.9,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f2b,40983,2012,13.95,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f2c,40983,2013,13.3,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f2d,40983,2014,14.28,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f2e,40983,2015,15.36,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f2f,40983,2016,15.62,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f30,40983,2017,15.29,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f31,40983,2018,14.63,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f32,40983,2019,14.8,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f33,40983,2020,14.41,POINT (9044708.626953477 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f34,40984,2001,11.28,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f35,40984,2002,11.31,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f36,40984,2003,11.1,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f37,40984,2004,11.61,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f38,40984,2005,11.06,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f39,40984,2006,11.75,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f3a,40984,2007,11.45,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f3b,40984,2008,11.29,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f3c,40984,2009,11.67,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f3d,40984,2010,11.8,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f3e,40984,2011,11.05,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f3f,40984,2012,11.1,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f40,40984,2013,9.61,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f41,40984,2014,10.35,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f42,40984,2015,11.5,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f43,40984,2016,11.67,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f44,40984,2017,11.44,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f45,40984,2018,10.73,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f46,40984,2019,10.99,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f47,40984,2020,10.56,POINT (9100368.372350115 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f48,40985,2001,5.26,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f49,40985,2002,5.24,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f4a,40985,2003,5.06,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f4b,40985,2004,5.53,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f4c,40985,2005,5.04,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f4d,40985,2006,5.65,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f4e,40985,2007,5.46,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f4f,40985,2008,5.28,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f50,40985,2009,5.59,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f51,40985,2010,5.75,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f52,40985,2011,5.02,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f53,40985,2012,5.1,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f54,40985,2013,1.8,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f55,40985,2014,2.15,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f56,40985,2015,3.2,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f57,40985,2016,3.35,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f58,40985,2017,3.17,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f59,40985,2018,2.51,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f5a,40985,2019,2.79,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f5b,40985,2020,2.31,POINT (9156028.117746752 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f5c,40986,2001,-1.5,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f5d,40986,2002,-1.56,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f5e,40986,2003,-1.72,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f5f,40986,2004,-1.29,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f60,40986,2005,-1.72,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f61,40986,2006,-1.17,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f62,40986,2007,-1.27,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f63,40986,2008,-1.5,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f64,40986,2009,-1.26,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f65,40986,2010,-1.02,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f66,40986,2011,-1.72,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f67,40986,2012,-1.65,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f68,40986,2013,-6.47,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f69,40986,2014,-6.2,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f6a,40986,2015,-5.26,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f6b,40986,2016,-5.12,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f6c,40986,2017,-5.21,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f6d,40986,2018,-5.79,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f6e,40986,2019,-5.57,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f6f,40986,2020,-6.02,POINT (9211687.863143386 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f70,40987,2001,-2.16,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f71,40987,2002,-2.26,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f72,40987,2003,-2.36,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f73,40987,2004,-2,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f74,40987,2005,-2.38,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f75,40987,2006,-1.86,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f76,40987,2007,-1.89,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f77,40987,2008,-2.14,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f78,40987,2009,-1.99,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f79,40987,2010,-1.7,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f7a,40987,2011,-2.37,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f7b,40987,2012,-2.29,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f7c,40987,2013,-7.15,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f7d,40987,2014,-7.03,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f7e,40987,2015,-6.3,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f7f,40987,2016,-6.15,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f80,40987,2017,-6.17,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f81,40987,2018,-6.58,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f82,40987,2019,-6.4,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f83,40987,2020,-6.87,POINT (9267347.608540025 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f84,40988,2001,-2.99,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f85,40988,2002,-3.13,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f86,40988,2003,-3.2,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f87,40988,2004,-2.9,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f88,40988,2005,-3.2,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f89,40988,2006,-2.75,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f8a,40988,2007,-2.7,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f8b,40988,2008,-2.98,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f8c,40988,2009,-2.87,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f8d,40988,2010,-2.56,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f8e,40988,2011,-3.2,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f8f,40988,2012,-3.11,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f90,40988,2013,-8.72,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f91,40988,2014,-8.95,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f92,40988,2015,-8.55,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f93,40988,2016,-8.45,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f94,40988,2017,-8.37,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f95,40988,2018,-8.5,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f96,40988,2019,-8.31,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f97,40988,2020,-8.78,POINT (9323007.353936663 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f98,40989,2001,-1.53,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f99,40989,2002,-1.69,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f9a,40989,2003,-1.72,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f9b,40989,2004,-1.45,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f9c,40989,2005,-1.75,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f9d,40989,2006,-1.35,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f9e,40989,2007,-1.3,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4f9f,40989,2008,-1.64,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fa0,40989,2009,-1.45,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fa1,40989,2010,-1.17,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fa2,40989,2011,-1.8,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fa3,40989,2012,-1.76,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fa4,40989,2013,-7.49,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fa5,40989,2014,-7.89,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fa6,40989,2015,-7.67,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fa7,40989,2016,-7.65,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fa8,40989,2017,-7.55,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fa9,40989,2018,-7.46,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4faa,40989,2019,-7.25,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fab,40989,2020,-7.65,POINT (9378667.099333297 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fac,40990,2001,-2.37,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fad,40990,2002,-2.55,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fae,40990,2003,-2.58,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4faf,40990,2004,-2.36,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fb0,40990,2005,-2.6,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fb1,40990,2006,-2.25,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fb2,40990,2007,-2.2,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fb3,40990,2008,-2.57,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fb4,40990,2009,-2.35,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fb5,40990,2010,-2.05,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fb6,40990,2011,-2.7,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fb7,40990,2012,-2.71,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fb8,40990,2013,-8.61,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fb9,40990,2014,-9.02,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fba,40990,2015,-8.91,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fbb,40990,2016,-8.94,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fbc,40990,2017,-8.87,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fbd,40990,2018,-8.65,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fbe,40990,2019,-8.44,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fbf,40990,2020,-8.83,POINT (9434326.844729934 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fc0,40991,2001,-1.77,POINT (9489986.590126572 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fc1,40991,2002,-1.98,POINT (9489986.590126572 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fc2,40991,2003,-2.02,POINT (9489986.590126572 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fc3,40991,2004,-1.81,POINT (9489986.590126572 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fc4,40991,2005,-2.03,POINT (9489986.590126572 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fc5,40991,2006,-1.7,POINT (9489986.590126572 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fc6,40991,2007,-1.63,POINT (9489986.590126572 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fc7,40991,2008,-2.06,POINT (9489986.590126572 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fc8,40991,2009,-1.75,POINT (9489986.590126572 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fc9,40991,2010,-1.5,POINT (9489986.590126572 3407504.076175717)
temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4fca,40991,2011,-2.15,POINT (9489986.590126572 3407504.076175717)
