FID,id_punto,agno,temp_min_anual,geom
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_61f9,40981,2002,14.83,POINT (8933389.136160204 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_61fa,40981,2003,14.33,POINT (8933389.136160204 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_61fb,40981,2004,14.94,POINT (8933389.136160204 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_61fc,40981,2005,14.32,POINT (8933389.136160204 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_61fd,40981,2006,15.28,POINT (8933389.136160204 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_61fe,40981,2007,14.55,POINT (8933389.136160204 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_61ff,40981,2008,14.75,POINT (8933389.136160204 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6200,40981,2009,15.2,POINT (8933389.136160204 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6201,40981,2010,15.13,POINT (8933389.136160204 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6202,40981,2011,14.55,POINT (8933389.136160204 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6203,40981,2012,14.71,POINT (8933389.136160204 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6204,40982,2001,11.65,POINT (8989048.88155684 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6205,40982,2002,11.71,POINT (8989048.88155684 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6206,40982,2003,11.24,POINT (8989048.88155684 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6207,40982,2004,11.85,POINT (8989048.88155684 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6208,40982,2005,11.23,POINT (8989048.88155684 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6209,40982,2006,12.16,POINT (8989048.88155684 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_620a,40982,2007,11.49,POINT (8989048.88155684 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_620b,40982,2008,11.65,POINT (8989048.88155684 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_620c,40982,2009,12.03,POINT (8989048.88155684 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_620d,40982,2010,12.02,POINT (8989048.88155684 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_620e,40982,2011,11.48,POINT (8989048.88155684 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_620f,40982,2012,11.64,POINT (8989048.88155684 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6210,40983,2001,8.57,POINT (9044708.626953477 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6211,40983,2002,8.64,POINT (9044708.626953477 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6212,40983,2003,8.2,POINT (9044708.626953477 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6213,40983,2004,8.73,POINT (9044708.626953477 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6214,40983,2005,8.23,POINT (9044708.626953477 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6215,40983,2006,9.1,POINT (9044708.626953477 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6216,40983,2007,8.47,POINT (9044708.626953477 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6217,40983,2008,8.6,POINT (9044708.626953477 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6218,40983,2009,8.92,POINT (9044708.626953477 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6219,40983,2010,8.91,POINT (9044708.626953477 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_621a,40983,2011,8.41,POINT (9044708.626953477 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_621b,40983,2012,8.6,POINT (9044708.626953477 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_621c,40984,2001,5.45,POINT (9100368.372350115 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_621d,40984,2002,5.5,POINT (9100368.372350115 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_621e,40984,2003,5.1,POINT (9100368.372350115 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_621f,40984,2004,5.55,POINT (9100368.372350115 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6220,40984,2005,5.13,POINT (9100368.372350115 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6221,40984,2006,5.95,POINT (9100368.372350115 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6222,40984,2007,5.36,POINT (9100368.372350115 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6223,40984,2008,5.49,POINT (9100368.372350115 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6224,40984,2009,5.68,POINT (9100368.372350115 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6225,40984,2010,5.77,POINT (9100368.372350115 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6226,40984,2011,5.27,POINT (9100368.372350115 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6227,40984,2012,5.46,POINT (9100368.372350115 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6228,40985,2001,-1,POINT (9156028.117746752 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6229,40985,2002,-1,POINT (9156028.117746752 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_622a,40985,2003,-1.35,POINT (9156028.117746752 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_622b,40985,2004,-0.94,POINT (9156028.117746752 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_622c,40985,2005,-1.3,POINT (9156028.117746752 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_622d,40985,2006,-0.6,POINT (9156028.117746752 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_622e,40985,2007,-1.07,POINT (9156028.117746752 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_622f,40985,2008,-0.98,POINT (9156028.117746752 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6230,40985,2009,-0.88,POINT (9156028.117746752 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6231,40985,2010,-0.75,POINT (9156028.117746752 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6232,40985,2011,-1.22,POINT (9156028.117746752 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6233,40985,2012,-1,POINT (9156028.117746752 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6234,40986,2001,-8.17,POINT (9211687.863143386 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6235,40986,2002,-8.21,POINT (9211687.863143386 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6236,40986,2003,-8.56,POINT (9211687.863143386 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6237,40986,2004,-8.17,POINT (9211687.863143386 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6238,40986,2005,-8.48,POINT (9211687.863143386 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6239,40986,2006,-7.86,POINT (9211687.863143386 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_623a,40986,2007,-8.26,POINT (9211687.863143386 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_623b,40986,2008,-8.18,POINT (9211687.863143386 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_623c,40986,2009,-8.2,POINT (9211687.863143386 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_623d,40986,2010,-7.97,POINT (9211687.863143386 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_623e,40986,2011,-8.4,POINT (9211687.863143386 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_623f,40986,2012,-8.24,POINT (9211687.863143386 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6240,40987,2001,-9.01,POINT (9267347.608540025 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6241,40987,2002,-9.08,POINT (9267347.608540025 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6242,40987,2003,-9.37,POINT (9267347.608540025 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6243,40987,2004,-9.05,POINT (9267347.608540025 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6244,40987,2005,-9.27,POINT (9267347.608540025 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6245,40987,2006,-8.71,POINT (9267347.608540025 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6246,40987,2007,-9.07,POINT (9267347.608540025 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6247,40987,2008,-9,POINT (9267347.608540025 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6248,40987,2009,-9.13,POINT (9267347.608540025 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6249,40987,2010,-8.87,POINT (9267347.608540025 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_624a,40987,2011,-9.25,POINT (9267347.608540025 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_624b,40987,2012,-9.09,POINT (9267347.608540025 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_624c,40988,2001,-10.02,POINT (9323007.353936663 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_624d,40988,2002,-10.12,POINT (9323007.353936663 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_624e,40988,2003,-10.37,POINT (9323007.353936663 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_624f,40988,2004,-10.1,POINT (9323007.353936663 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6250,40988,2005,-10.23,POINT (9323007.353936663 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6251,40988,2006,-9.8,POINT (9323007.353936663 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6252,40988,2007,-10.09,POINT (9323007.353936663 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6253,40988,2008,-10.01,POINT (9323007.353936663 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6254,40988,2009,-10.24,POINT (9323007.353936663 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6255,40988,2010,-9.94,POINT (9323007.353936663 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6256,40988,2011,-10.27,POINT (9323007.353936663 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6257,40988,2012,-10.11,POINT (9323007.353936663 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6258,40989,2001,-8.69,POINT (9378667.099333297 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6259,40989,2002,-8.78,POINT (9378667.099333297 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_625a,40989,2003,-8.99,POINT (9378667.099333297 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_625b,40989,2004,-8.76,POINT (9378667.099333297 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_625c,40989,2005,-8.88,POINT (9378667.099333297 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_625d,40989,2006,-8.5,POINT (9378667.099333297 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_625e,40989,2007,-8.79,POINT (9378667.099333297 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_625f,40989,2008,-8.8,POINT (9378667.099333297 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6260,40989,2009,-8.98,POINT (9378667.099333297 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6261,40989,2010,-8.68,POINT (9378667.099333297 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6262,40989,2011,-9.01,POINT (9378667.099333297 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6263,40989,2012,-8.93,POINT (9378667.099333297 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6264,40990,2001,-9.65,POINT (9434326.844729934 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6265,40990,2002,-9.75,POINT (9434326.844729934 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6266,40990,2003,-9.99,POINT (9434326.844729934 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6267,40990,2004,-9.78,POINT (9434326.844729934 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6268,40990,2005,-9.85,POINT (9434326.844729934 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6269,40990,2006,-9.55,POINT (9434326.844729934 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_626a,40990,2007,-9.88,POINT (9434326.844729934 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_626b,40990,2008,-9.9,POINT (9434326.844729934 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_626c,40990,2009,-10.05,POINT (9434326.844729934 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_626d,40990,2010,-9.75,POINT (9434326.844729934 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_626e,40990,2011,-10.1,POINT (9434326.844729934 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_626f,40990,2012,-10.06,POINT (9434326.844729934 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6270,40991,2001,-9.2,POINT (9489986.590126572 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6271,40991,2002,-9.3,POINT (9489986.590126572 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6272,40991,2003,-9.55,POINT (9489986.590126572 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6273,40991,2004,-9.36,POINT (9489986.590126572 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6274,40991,2005,-9.39,POINT (9489986.590126572 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6275,40991,2006,-9.14,POINT (9489986.590126572 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6276,40991,2007,-9.44,POINT (9489986.590126572 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6277,40991,2008,-9.55,POINT (9489986.590126572 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6278,40991,2009,-9.63,POINT (9489986.590126572 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6279,40991,2010,-9.38,POINT (9489986.590126572 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_627a,40991,2011,-9.7,POINT (9489986.590126572 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_627b,40991,2012,-9.73,POINT (9489986.590126572 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_627c,40992,2001,-8,POINT (9545646.335523209 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_627d,40992,2002,-8.12,POINT (9545646.335523209 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_627e,40992,2003,-8.35,POINT (9545646.335523209 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_627f,40992,2004,-8.2,POINT (9545646.335523209 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6280,40992,2005,-8.19,POINT (9545646.335523209 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6281,40992,2006,-7.97,POINT (9545646.335523209 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6282,40992,2007,-8.31,POINT (9545646.335523209 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6283,40992,2008,-8.43,POINT (9545646.335523209 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6284,40992,2009,-8.48,POINT (9545646.335523209 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6285,40992,2010,-8.2,POINT (9545646.335523209 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6286,40992,2011,-8.58,POINT (9545646.335523209 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6287,40992,2012,-8.67,POINT (9545646.335523209 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6288,40993,2001,-9.17,POINT (9601306.080919845 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6289,40993,2002,-9.3,POINT (9601306.080919845 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_628a,40993,2003,-9.53,POINT (9601306.080919845 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_628b,40993,2004,-9.39,POINT (9601306.080919845 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_628c,40993,2005,-9.33,POINT (9601306.080919845 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_628d,40993,2006,-9.2,POINT (9601306.080919845 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_628e,40993,2007,-9.5,POINT (9601306.080919845 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_628f,40993,2008,-9.66,POINT (9601306.080919845 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6290,40993,2009,-9.71,POINT (9601306.080919845 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6291,40993,2010,-9.45,POINT (9601306.080919845 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6292,40993,2011,-9.8,POINT (9601306.080919845 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6293,40993,2012,-9.94,POINT (9601306.080919845 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6294,40994,2001,-7.46,POINT (9656965.826316481 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6295,40994,2002,-7.59,POINT (9656965.826316481 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6296,40994,2003,-7.8,POINT (9656965.826316481 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6297,40994,2004,-7.61,POINT (9656965.826316481 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6298,40994,2005,-7.55,POINT (9656965.826316481 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6299,40994,2006,-7.51,POINT (9656965.826316481 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_629a,40994,2007,-7.81,POINT (9656965.826316481 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_629b,40994,2008,-7.98,POINT (9656965.826316481 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_629c,40994,2009,-8.01,POINT (9656965.826316481 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_629d,40994,2010,-7.76,POINT (9656965.826316481 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_629e,40994,2011,-8.12,POINT (9656965.826316481 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_629f,40994,2012,-8.33,POINT (9656965.826316481 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62a0,40995,2001,-8.4,POINT (9712625.57171312 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62a1,40995,2002,-8.54,POINT (9712625.57171312 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62a2,40995,2003,-8.71,POINT (9712625.57171312 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62a3,40995,2004,-8.51,POINT (9712625.57171312 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62a4,40995,2005,-8.4,POINT (9712625.57171312 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62a5,40995,2006,-8.39,POINT (9712625.57171312 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62a6,40995,2007,-8.75,POINT (9712625.57171312 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62a7,40995,2008,-8.9,POINT (9712625.57171312 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62a8,40995,2009,-8.9,POINT (9712625.57171312 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62a9,40995,2010,-8.71,POINT (9712625.57171312 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62aa,40995,2011,-9.05,POINT (9712625.57171312 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62ab,40995,2012,-9.33,POINT (9712625.57171312 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62ac,40996,2001,-7.14,POINT (9768285.317109756 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62ad,40996,2002,-7.29,POINT (9768285.317109756 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62ae,40996,2003,-7.36,POINT (9768285.317109756 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62af,40996,2004,-7.17,POINT (9768285.317109756 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62b0,40996,2005,-7.01,POINT (9768285.317109756 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62b1,40996,2006,-7.01,POINT (9768285.317109756 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62b2,40996,2007,-7.3,POINT (9768285.317109756 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62b3,40996,2008,-7.55,POINT (9768285.317109756 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62b4,40996,2009,-7.49,POINT (9768285.317109756 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62b5,40996,2010,-7.3,POINT (9768285.317109756 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62b6,40996,2011,-7.63,POINT (9768285.317109756 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62b7,40996,2012,-8.1,POINT (9768285.317109756 3407504.076175717)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62b8,41295,2001,19.1,POINT (8933389.136160204 3343864.953833735)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62b9,41295,2002,19.35,POINT (8933389.136160204 3343864.953833735)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62ba,41295,2003,18.81,POINT (8933389.136160204 3343864.953833735)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62bb,41295,2004,19.33,POINT (8933389.136160204 3343864.953833735)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62bc,41295,2005,18.78,POINT (8933389.136160204 3343864.953833735)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62bd,41295,2006,19.61,POINT (8933389.136160204 3343864.953833735)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62be,41295,2007,18.78,POINT (8933389.136160204 3343864.953833735)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62bf,41295,2008,19.1,POINT (8933389.136160204 3343864.953833735)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62c0,41295,2009,19.64,POINT (8933389.136160204 3343864.953833735)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62c1,41295,2010,19.56,POINT (8933389.136160204 3343864.953833735)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62c2,41295,2011,18.92,POINT (8933389.136160204 3343864.953833735)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62c3,41295,2012,19.14,POINT (8933389.136160204 3343864.953833735)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62c4,41296,2001,18.17,POINT (8989048.88155684 3343864.953833735)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_62c5,41296,2002,18.35,POINT (8989048.88155684 3343864.953833735)
