FID,id_punto,agno,etp_anual,geom
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7953,40667,2004,930,POINT (9044708.626953477 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7954,40667,2005,915,POINT (9044708.626953477 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7955,40667,2006,924,POINT (9044708.626953477 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7956,40667,2007,927,POINT (9044708.626953477 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7957,40667,2008,897,POINT (9044708.626953477 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7958,40667,2009,936,POINT (9044708.626953477 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7959,40667,2010,921,POINT (9044708.626953477 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_795a,40667,2011,891,POINT (9044708.626953477 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_795b,40667,2012,909,POINT (9044708.626953477 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_795c,40668,2001,954,POINT (9100368.372350115 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_795d,40668,2002,927,POINT (9100368.372350115 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_795e,40668,2003,924,POINT (9100368.372350115 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_795f,40668,2004,957,POINT (9100368.372350115 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7960,40668,2005,948,POINT (9100368.372350115 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7961,40668,2006,957,POINT (9100368.372350115 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7962,40668,2007,963,POINT (9100368.372350115 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7963,40668,2008,930,POINT (9100368.372350115 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7964,40668,2009,966,POINT (9100368.372350115 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7965,40668,2010,954,POINT (9100368.372350115 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7966,40668,2011,933,POINT (9100368.372350115 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7967,40668,2012,945,POINT (9100368.372350115 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7968,40669,2001,885,POINT (9156028.117746752 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7969,40669,2002,864,POINT (9156028.117746752 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_796a,40669,2003,864,POINT (9156028.117746752 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_796b,40669,2004,891,POINT (9156028.117746752 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_796c,40669,2005,888,POINT (9156028.117746752 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_796d,40669,2006,891,POINT (9156028.117746752 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_796e,40669,2007,912,POINT (9156028.117746752 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_796f,40669,2008,885,POINT (9156028.117746752 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7970,40669,2009,903,POINT (9156028.117746752 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7971,40669,2010,900,POINT (9156028.117746752 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7972,40669,2011,873,POINT (9156028.117746752 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7973,40669,2012,888,POINT (9156028.117746752 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7974,40670,2001,696,POINT (9211687.863143386 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7975,40670,2002,672,POINT (9211687.863143386 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7976,40670,2003,684,POINT (9211687.863143386 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7977,40670,2004,711,POINT (9211687.863143386 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7978,40670,2005,696,POINT (9211687.863143386 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7979,40670,2006,702,POINT (9211687.863143386 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_797a,40670,2007,720,POINT (9211687.863143386 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_797b,40670,2008,699,POINT (9211687.863143386 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_797c,40670,2009,714,POINT (9211687.863143386 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_797d,40670,2010,714,POINT (9211687.863143386 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_797e,40670,2011,693,POINT (9211687.863143386 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_797f,40670,2012,711,POINT (9211687.863143386 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7980,40671,2001,774,POINT (9267347.608540025 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7981,40671,2002,753,POINT (9267347.608540025 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7982,40671,2003,768,POINT (9267347.608540025 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7983,40671,2004,783,POINT (9267347.608540025 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7984,40671,2005,771,POINT (9267347.608540025 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7985,40671,2006,777,POINT (9267347.608540025 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7986,40671,2007,804,POINT (9267347.608540025 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7987,40671,2008,783,POINT (9267347.608540025 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7988,40671,2009,795,POINT (9267347.608540025 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7989,40671,2010,795,POINT (9267347.608540025 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_798a,40671,2011,768,POINT (9267347.608540025 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_798b,40671,2012,783,POINT (9267347.608540025 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_798c,40672,2001,795,POINT (9323007.353936663 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_798d,40672,2002,771,POINT (9323007.353936663 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_798e,40672,2003,780,POINT (9323007.353936663 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_798f,40672,2004,795,POINT (9323007.353936663 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7990,40672,2005,783,POINT (9323007.353936663 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7991,40672,2006,795,POINT (9323007.353936663 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7992,40672,2007,816,POINT (9323007.353936663 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7993,40672,2008,795,POINT (9323007.353936663 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7994,40672,2009,807,POINT (9323007.353936663 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7995,40672,2010,813,POINT (9323007.353936663 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7996,40672,2011,789,POINT (9323007.353936663 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7997,40672,2012,798,POINT (9323007.353936663 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7998,40673,2001,807,POINT (9378667.099333297 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7999,40673,2002,777,POINT (9378667.099333297 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_799a,40673,2003,795,POINT (9378667.099333297 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_799b,40673,2004,804,POINT (9378667.099333297 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_799c,40673,2005,789,POINT (9378667.099333297 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_799d,40673,2006,798,POINT (9378667.099333297 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_799e,40673,2007,825,POINT (9378667.099333297 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_799f,40673,2008,801,POINT (9378667.099333297 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79a0,40673,2009,822,POINT (9378667.099333297 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79a1,40673,2010,825,POINT (9378667.099333297 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79a2,40673,2011,792,POINT (9378667.099333297 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79a3,40673,2012,810,POINT (9378667.099333297 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79a4,40674,2001,735,POINT (9434326.844729934 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79a5,40674,2002,705,POINT (9434326.844729934 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79a6,40674,2003,729,POINT (9434326.844729934 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79a7,40674,2004,729,POINT (9434326.844729934 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79a8,40674,2005,720,POINT (9434326.844729934 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79a9,40674,2006,720,POINT (9434326.844729934 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79aa,40674,2007,747,POINT (9434326.844729934 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79ab,40674,2008,726,POINT (9434326.844729934 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79ac,40674,2009,747,POINT (9434326.844729934 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79ad,40674,2010,747,POINT (9434326.844729934 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79ae,40674,2011,723,POINT (9434326.844729934 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79af,40674,2012,738,POINT (9434326.844729934 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79b0,40675,2001,750,POINT (9489986.590126572 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79b1,40675,2002,711,POINT (9489986.590126572 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79b2,40675,2003,738,POINT (9489986.590126572 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79b3,40675,2004,735,POINT (9489986.590126572 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79b4,40675,2005,723,POINT (9489986.590126572 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79b5,40675,2006,735,POINT (9489986.590126572 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79b6,40675,2007,765,POINT (9489986.590126572 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79b7,40675,2008,735,POINT (9489986.590126572 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79b8,40675,2009,759,POINT (9489986.590126572 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79b9,40675,2010,753,POINT (9489986.590126572 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79ba,40675,2011,729,POINT (9489986.590126572 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79bb,40675,2012,750,POINT (9489986.590126572 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79bc,40676,2001,756,POINT (9545646.335523209 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79bd,40676,2002,732,POINT (9545646.335523209 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79be,40676,2003,744,POINT (9545646.335523209 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79bf,40676,2004,744,POINT (9545646.335523209 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79c0,40676,2005,729,POINT (9545646.335523209 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79c1,40676,2006,735,POINT (9545646.335523209 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79c2,40676,2007,765,POINT (9545646.335523209 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79c3,40676,2008,741,POINT (9545646.335523209 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79c4,40676,2009,771,POINT (9545646.335523209 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79c5,40676,2010,768,POINT (9545646.335523209 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79c6,40676,2011,735,POINT (9545646.335523209 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79c7,40676,2012,759,POINT (9545646.335523209 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79c8,40677,2001,861,POINT (9601306.080919845 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79c9,40677,2002,834,POINT (9601306.080919845 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79ca,40677,2003,852,POINT (9601306.080919845 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79cb,40677,2004,849,POINT (9601306.080919845 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79cc,40677,2005,834,POINT (9601306.080919845 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79cd,40677,2006,849,POINT (9601306.080919845 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79ce,40677,2007,879,POINT (9601306.080919845 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79cf,40677,2008,846,POINT (9601306.080919845 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79d0,40677,2009,873,POINT (9601306.080919845 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79d1,40677,2010,873,POINT (9601306.080919845 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79d2,40677,2011,840,POINT (9601306.080919845 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79d3,40677,2012,852,POINT (9601306.080919845 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79d4,40678,2001,843,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79d5,40678,2002,810,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79d6,40678,2003,828,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79d7,40678,2004,828,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79d8,40678,2005,816,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79d9,40678,2006,819,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79da,40678,2007,849,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79db,40678,2008,822,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79dc,40678,2009,858,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79dd,40678,2010,843,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79de,40678,2011,816,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79df,40678,2012,831,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79e0,40679,2001,711,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79e1,40679,2002,678,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79e2,40679,2003,702,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79e3,40679,2004,696,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79e4,40679,2005,684,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79e5,40679,2006,684,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79e6,40679,2007,720,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79e7,40679,2008,690,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79e8,40679,2009,723,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79e9,40679,2010,711,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79ea,40679,2011,693,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79eb,40679,2012,711,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79ec,40680,2001,744,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79ed,40680,2002,714,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79ee,40680,2003,732,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79ef,40680,2004,729,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79f0,40680,2005,714,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79f1,40680,2006,711,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79f2,40680,2007,759,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79f3,40680,2008,723,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79f4,40680,2009,756,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79f5,40680,2010,741,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79f6,40680,2011,732,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79f7,40680,2012,741,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79f8,40981,2001,1284,POINT (8933389.136160204 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79f9,40981,2002,1281,POINT (8933389.136160204 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79fa,40981,2003,1233,POINT (8933389.136160204 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79fb,40981,2004,1296,POINT (8933389.136160204 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79fc,40981,2005,1287,POINT (8933389.136160204 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79fd,40981,2006,1302,POINT (8933389.136160204 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79fe,40981,2007,1293,POINT (8933389.136160204 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_79ff,40981,2008,1221,POINT (8933389.136160204 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a00,40981,2009,1338,POINT (8933389.136160204 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a01,40981,2010,1281,POINT (8933389.136160204 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a02,40981,2011,1236,POINT (8933389.136160204 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a03,40981,2012,1254,POINT (8933389.136160204 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a04,40982,2001,1167,POINT (8989048.88155684 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a05,40982,2002,1155,POINT (8989048.88155684 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a06,40982,2003,1122,POINT (8989048.88155684 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a07,40982,2004,1179,POINT (8989048.88155684 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a08,40982,2005,1161,POINT (8989048.88155684 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a09,40982,2006,1179,POINT (8989048.88155684 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a0a,40982,2007,1167,POINT (8989048.88155684 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a0b,40982,2008,1110,POINT (8989048.88155684 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a0c,40982,2009,1197,POINT (8989048.88155684 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a0d,40982,2010,1167,POINT (8989048.88155684 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a0e,40982,2011,1119,POINT (8989048.88155684 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a0f,40982,2012,1140,POINT (8989048.88155684 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a10,40983,2001,1074,POINT (9044708.626953477 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a11,40983,2002,1062,POINT (9044708.626953477 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a12,40983,2003,1035,POINT (9044708.626953477 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a13,40983,2004,1083,POINT (9044708.626953477 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a14,40983,2005,1074,POINT (9044708.626953477 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a15,40983,2006,1083,POINT (9044708.626953477 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a16,40983,2007,1083,POINT (9044708.626953477 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a17,40983,2008,1029,POINT (9044708.626953477 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a18,40983,2009,1107,POINT (9044708.626953477 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a19,40983,2010,1077,POINT (9044708.626953477 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a1a,40983,2011,1032,POINT (9044708.626953477 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a1b,40983,2012,1050,POINT (9044708.626953477 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a1c,40984,2001,1014,POINT (9100368.372350115 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a1d,40984,2002,999,POINT (9100368.372350115 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a1e,40984,2003,984,POINT (9100368.372350115 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a1f,40984,2004,1026,POINT (9100368.372350115 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a20,40984,2005,1011,POINT (9100368.372350115 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a21,40984,2006,1023,POINT (9100368.372350115 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a22,40984,2007,1032,POINT (9100368.372350115 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a23,40984,2008,987,POINT (9100368.372350115 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a24,40984,2009,1038,POINT (9100368.372350115 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a25,40984,2010,1026,POINT (9100368.372350115 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a26,40984,2011,987,POINT (9100368.372350115 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a27,40984,2012,999,POINT (9100368.372350115 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a28,40985,2001,942,POINT (9156028.117746752 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a29,40985,2002,918,POINT (9156028.117746752 3407504.076175717)
etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7a2a,40985,2003,912,POINT (9156028.117746752 3407504.076175717)
