FID,id_punto,agno,anomalia_pre_anual,geom
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42a4,40337,2005,-162.89,POINT (9044708.626953477 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42a5,40337,2006,-113.89,POINT (9044708.626953477 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42a6,40337,2007,-50.89,POINT (9044708.626953477 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42a7,40337,2008,-163.89,POINT (9044708.626953477 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42a8,40337,2009,-185.79,POINT (9044708.626953477 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42a9,40337,2010,-124.89,POINT (9044708.626953477 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42aa,40337,2011,43.11,POINT (9044708.626953477 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42ab,40337,2012,-114.59,POINT (9044708.626953477 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42ac,40337,2013,-170.09,POINT (9044708.626953477 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42ad,40337,2014,-270.69,POINT (9044708.626953477 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42ae,40337,2015,-245.49,POINT (9044708.626953477 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42af,40337,2016,-332.09,POINT (9044708.626953477 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42b0,40337,2017,-279.69,POINT (9044708.626953477 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42b1,40337,2018,-270.99,POINT (9044708.626953477 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42b2,40337,2019,-247.99,POINT (9044708.626953477 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42b3,40337,2020,-306.99,POINT (9044708.626953477 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42b4,40338,2001,-167.48,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42b5,40338,2002,-96.78,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42b6,40338,2003,-50.08,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42b7,40338,2004,-232.58,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42b8,40338,2005,-152.48,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42b9,40338,2006,-85.98,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42ba,40338,2007,-56.98,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42bb,40338,2008,-130.28,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42bc,40338,2009,-214.18,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42bd,40338,2010,-82.38,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42be,40338,2011,49.41,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42bf,40338,2012,-125.88,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42c0,40338,2013,-231.38,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42c1,40338,2014,-331.98,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42c2,40338,2015,-306.78,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42c3,40338,2016,-393.38,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42c4,40338,2017,-340.98,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42c5,40338,2018,-332.28,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42c6,40338,2019,-309.28,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42c7,40338,2020,-368.28,POINT (9100368.372350115 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42c8,40339,2001,-137.61,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42c9,40339,2002,-68.31,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42ca,40339,2003,-25.41,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42cb,40339,2004,-174.51,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42cc,40339,2005,-121.41,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42cd,40339,2006,-54.91,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42ce,40339,2007,-39.11,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42cf,40339,2008,-85.51,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42d0,40339,2009,-224.71,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42d1,40339,2010,-29.41,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42d2,40339,2011,39.08,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42d3,40339,2012,-114.51,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42d4,40339,2013,161.68,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42d5,40339,2014,30.38,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42d6,40339,2015,15.98,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42d7,40339,2016,-26.71,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42d8,40339,2017,5.48,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42d9,40339,2018,-36.91,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42da,40339,2019,114.28,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42db,40339,2020,-113.11,POINT (9156028.117746752 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42dc,40340,2001,-122.54,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42dd,40340,2002,-52.64,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42de,40340,2003,-6.74,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42df,40340,2004,-133.04,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42e0,40340,2005,-101.94,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42e1,40340,2006,-23.64,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42e2,40340,2007,-33.84,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42e3,40340,2008,-55.14,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42e4,40340,2009,-230.64,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42e5,40340,2010,-0.24,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42e6,40340,2011,55.15,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42e7,40340,2012,-120.34,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42e8,40340,2013,115.05,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42e9,40340,2014,-16.24,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42ea,40340,2015,-30.64,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42eb,40340,2016,-73.34,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42ec,40340,2017,-41.14,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42ed,40340,2018,-83.54,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42ee,40340,2019,67.65,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42ef,40340,2020,-159.74,POINT (9211687.863143386 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42f0,40341,2001,-101.18,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42f1,40341,2002,-31.88,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42f2,40341,2003,19.71,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42f3,40341,2004,-83.28,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42f4,40341,2005,-82.78,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42f5,40341,2006,-12.78,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42f6,40341,2007,-23.08,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42f7,40341,2008,-47.98,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42f8,40341,2009,-206.98,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42f9,40341,2010,-10.68,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42fa,40341,2011,91.41,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42fb,40341,2012,-125.68,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42fc,40341,2013,-184.78,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42fd,40341,2014,-316.68,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42fe,40341,2015,-249.68,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_42ff,40341,2016,-369.68,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4300,40341,2017,-236.48,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4301,40341,2018,-298.98,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4302,40341,2019,-217.28,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4303,40341,2020,-343.98,POINT (9267347.608540025 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4304,40342,2001,-73.86,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4305,40342,2002,-2.26,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4306,40342,2003,51.13,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4307,40342,2004,-25.86,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4308,40342,2005,-55.86,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4309,40342,2006,-8.26,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_430a,40342,2007,-2.16,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_430b,40342,2008,-52.46,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_430c,40342,2009,-175.26,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_430d,40342,2010,-24.26,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_430e,40342,2011,106.83,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_430f,40342,2012,-122.06,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4310,40342,2013,-162.56,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4311,40342,2014,-294.46,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4312,40342,2015,-227.46,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4313,40342,2016,-347.46,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4314,40342,2017,-214.26,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4315,40342,2018,-276.76,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4316,40342,2019,-195.06,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4317,40342,2020,-321.76,POINT (9323007.353936663 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4318,40343,2001,-41.8,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4319,40343,2002,23.39,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_431a,40343,2003,70.29,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_431b,40343,2004,26.89,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_431c,40343,2005,-24.5,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_431d,40343,2006,-4.4,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_431e,40343,2007,14.09,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_431f,40343,2008,-54.7,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4320,40343,2009,-143.1,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4321,40343,2010,-35.9,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4322,40343,2011,118.89,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4323,40343,2012,-117.5,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4324,40343,2013,-395.2,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4325,40343,2014,-440.2,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4326,40343,2015,-392.1,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4327,40343,2016,-472.4,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4328,40343,2017,-399.2,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4329,40343,2018,-300.9,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_432a,40343,2019,-418.6,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_432b,40343,2020,-359.3,POINT (9378667.099333297 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_432c,40344,2001,-2.27,POINT (9434326.844729934 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_432d,40344,2002,45.53,POINT (9434326.844729934 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_432e,40344,2003,76.73,POINT (9434326.844729934 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_432f,40344,2004,76.23,POINT (9434326.844729934 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4330,40344,2005,4.93,POINT (9434326.844729934 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4331,40344,2006,6.33,POINT (9434326.844729934 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4332,40344,2007,27.33,POINT (9434326.844729934 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4333,40344,2008,-52.37,POINT (9434326.844729934 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4334,40344,2009,-117.37,POINT (9434326.844729934 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4335,40344,2010,-45.97,POINT (9434326.844729934 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4336,40344,2011,147.23,POINT (9434326.844729934 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4337,40344,2012,-117.57,POINT (9434326.844729934 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4338,40344,2013,-406.47,POINT (9434326.844729934 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_4339,40344,2014,-451.47,POINT (9434326.844729934 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_433a,40344,2015,-403.37,POINT (9434326.844729934 3535725.659799159)
