FID,id_punto,agno,anomalia_temp_min_anual,geom
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_67f9,40981,2002,1.2,POINT (8933389.136160204 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_67fa,40981,2003,0.7,POINT (8933389.136160204 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_67fb,40981,2004,1.31,POINT (8933389.136160204 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_67fc,40981,2005,0.69,POINT (8933389.136160204 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_67fd,40981,2006,1.65,POINT (8933389.136160204 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_67fe,40981,2007,0.92,POINT (8933389.136160204 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_67ff,40981,2008,1.12,POINT (8933389.136160204 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6800,40981,2009,1.57,POINT (8933389.136160204 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6801,40981,2010,1.5,POINT (8933389.136160204 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6802,40981,2011,0.92,POINT (8933389.136160204 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6803,40981,2012,1.08,POINT (8933389.136160204 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6804,40982,2001,1.16,POINT (8989048.88155684 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6805,40982,2002,1.22,POINT (8989048.88155684 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6806,40982,2003,0.75,POINT (8989048.88155684 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6807,40982,2004,1.36,POINT (8989048.88155684 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6808,40982,2005,0.74,POINT (8989048.88155684 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6809,40982,2006,1.67,POINT (8989048.88155684 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_680a,40982,2007,1,POINT (8989048.88155684 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_680b,40982,2008,1.16,POINT (8989048.88155684 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_680c,40982,2009,1.54,POINT (8989048.88155684 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_680d,40982,2010,1.53,POINT (8989048.88155684 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_680e,40982,2011,0.99,POINT (8989048.88155684 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_680f,40982,2012,1.15,POINT (8989048.88155684 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6810,40983,2001,1.17,POINT (9044708.626953477 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6811,40983,2002,1.24,POINT (9044708.626953477 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6812,40983,2003,0.8,POINT (9044708.626953477 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6813,40983,2004,1.33,POINT (9044708.626953477 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6814,40983,2005,0.83,POINT (9044708.626953477 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6815,40983,2006,1.7,POINT (9044708.626953477 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6816,40983,2007,1.07,POINT (9044708.626953477 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6817,40983,2008,1.2,POINT (9044708.626953477 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6818,40983,2009,1.52,POINT (9044708.626953477 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6819,40983,2010,1.51,POINT (9044708.626953477 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_681a,40983,2011,1.01,POINT (9044708.626953477 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_681b,40983,2012,1.2,POINT (9044708.626953477 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_681c,40984,2001,1.21,POINT (9100368.372350115 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_681d,40984,2002,1.26,POINT (9100368.372350115 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_681e,40984,2003,0.86,POINT (9100368.372350115 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_681f,40984,2004,1.31,POINT (9100368.372350115 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6820,40984,2005,0.89,POINT (9100368.372350115 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6821,40984,2006,1.71,POINT (9100368.372350115 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6822,40984,2007,1.12,POINT (9100368.372350115 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6823,40984,2008,1.25,POINT (9100368.372350115 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6824,40984,2009,1.44,POINT (9100368.372350115 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6825,40984,2010,1.53,POINT (9100368.372350115 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6826,40984,2011,1.03,POINT (9100368.372350115 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6827,40984,2012,1.22,POINT (9100368.372350115 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6828,40985,2001,1.27,POINT (9156028.117746752 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6829,40985,2002,1.27,POINT (9156028.117746752 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_682a,40985,2003,0.92,POINT (9156028.117746752 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_682b,40985,2004,1.33,POINT (9156028.117746752 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_682c,40985,2005,0.97,POINT (9156028.117746752 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_682d,40985,2006,1.67,POINT (9156028.117746752 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_682e,40985,2007,1.2,POINT (9156028.117746752 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_682f,40985,2008,1.29,POINT (9156028.117746752 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6830,40985,2009,1.39,POINT (9156028.117746752 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6831,40985,2010,1.52,POINT (9156028.117746752 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6832,40985,2011,1.05,POINT (9156028.117746752 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6833,40985,2012,1.27,POINT (9156028.117746752 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6834,40986,2001,1.33,POINT (9211687.863143386 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6835,40986,2002,1.29,POINT (9211687.863143386 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6836,40986,2003,0.94,POINT (9211687.863143386 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6837,40986,2004,1.33,POINT (9211687.863143386 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6838,40986,2005,1.02,POINT (9211687.863143386 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6839,40986,2006,1.64,POINT (9211687.863143386 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_683a,40986,2007,1.24,POINT (9211687.863143386 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_683b,40986,2008,1.32,POINT (9211687.863143386 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_683c,40986,2009,1.3,POINT (9211687.863143386 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_683d,40986,2010,1.53,POINT (9211687.863143386 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_683e,40986,2011,1.1,POINT (9211687.863143386 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_683f,40986,2012,1.26,POINT (9211687.863143386 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6840,40987,2001,1.37,POINT (9267347.608540025 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6841,40987,2002,1.3,POINT (9267347.608540025 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6842,40987,2003,1.01,POINT (9267347.608540025 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6843,40987,2004,1.33,POINT (9267347.608540025 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6844,40987,2005,1.11,POINT (9267347.608540025 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6845,40987,2006,1.67,POINT (9267347.608540025 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6846,40987,2007,1.31,POINT (9267347.608540025 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6847,40987,2008,1.38,POINT (9267347.608540025 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6848,40987,2009,1.25,POINT (9267347.608540025 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6849,40987,2010,1.51,POINT (9267347.608540025 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_684a,40987,2011,1.13,POINT (9267347.608540025 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_684b,40987,2012,1.29,POINT (9267347.608540025 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_684c,40988,2001,1.4,POINT (9323007.353936663 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_684d,40988,2002,1.3,POINT (9323007.353936663 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_684e,40988,2003,1.05,POINT (9323007.353936663 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_684f,40988,2004,1.32,POINT (9323007.353936663 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6850,40988,2005,1.19,POINT (9323007.353936663 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6851,40988,2006,1.62,POINT (9323007.353936663 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6852,40988,2007,1.33,POINT (9323007.353936663 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6853,40988,2008,1.41,POINT (9323007.353936663 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6854,40988,2009,1.18,POINT (9323007.353936663 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6855,40988,2010,1.48,POINT (9323007.353936663 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6856,40988,2011,1.15,POINT (9323007.353936663 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6857,40988,2012,1.31,POINT (9323007.353936663 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6858,40989,2001,1.42,POINT (9378667.099333297 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6859,40989,2002,1.33,POINT (9378667.099333297 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_685a,40989,2003,1.12,POINT (9378667.099333297 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_685b,40989,2004,1.35,POINT (9378667.099333297 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_685c,40989,2005,1.23,POINT (9378667.099333297 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_685d,40989,2006,1.61,POINT (9378667.099333297 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_685e,40989,2007,1.32,POINT (9378667.099333297 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_685f,40989,2008,1.31,POINT (9378667.099333297 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6860,40989,2009,1.13,POINT (9378667.099333297 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6861,40989,2010,1.43,POINT (9378667.099333297 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6862,40989,2011,1.1,POINT (9378667.099333297 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6863,40989,2012,1.18,POINT (9378667.099333297 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6864,40990,2001,1.48,POINT (9434326.844729934 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6865,40990,2002,1.38,POINT (9434326.844729934 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6866,40990,2003,1.14,POINT (9434326.844729934 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6867,40990,2004,1.35,POINT (9434326.844729934 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6868,40990,2005,1.28,POINT (9434326.844729934 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6869,40990,2006,1.58,POINT (9434326.844729934 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_686a,40990,2007,1.25,POINT (9434326.844729934 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_686b,40990,2008,1.23,POINT (9434326.844729934 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_686c,40990,2009,1.08,POINT (9434326.844729934 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_686d,40990,2010,1.38,POINT (9434326.844729934 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_686e,40990,2011,1.03,POINT (9434326.844729934 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_686f,40990,2012,1.07,POINT (9434326.844729934 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6870,40991,2001,1.48,POINT (9489986.590126572 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6871,40991,2002,1.38,POINT (9489986.590126572 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6872,40991,2003,1.13,POINT (9489986.590126572 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6873,40991,2004,1.32,POINT (9489986.590126572 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6874,40991,2005,1.29,POINT (9489986.590126572 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6875,40991,2006,1.54,POINT (9489986.590126572 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6876,40991,2007,1.24,POINT (9489986.590126572 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6877,40991,2008,1.13,POINT (9489986.590126572 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6878,40991,2009,1.05,POINT (9489986.590126572 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6879,40991,2010,1.3,POINT (9489986.590126572 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_687a,40991,2011,0.98,POINT (9489986.590126572 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_687b,40991,2012,0.95,POINT (9489986.590126572 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_687c,40992,2001,1.49,POINT (9545646.335523209 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_687d,40992,2002,1.37,POINT (9545646.335523209 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_687e,40992,2003,1.14,POINT (9545646.335523209 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_687f,40992,2004,1.29,POINT (9545646.335523209 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6880,40992,2005,1.3,POINT (9545646.335523209 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6881,40992,2006,1.52,POINT (9545646.335523209 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6882,40992,2007,1.18,POINT (9545646.335523209 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6883,40992,2008,1.06,POINT (9545646.335523209 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6884,40992,2009,1.01,POINT (9545646.335523209 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6885,40992,2010,1.29,POINT (9545646.335523209 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6886,40992,2011,0.91,POINT (9545646.335523209 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6887,40992,2012,0.82,POINT (9545646.335523209 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6888,40993,2001,1.49,POINT (9601306.080919845 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6889,40993,2002,1.36,POINT (9601306.080919845 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_688a,40993,2003,1.13,POINT (9601306.080919845 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_688b,40993,2004,1.27,POINT (9601306.080919845 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_688c,40993,2005,1.33,POINT (9601306.080919845 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_688d,40993,2006,1.46,POINT (9601306.080919845 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_688e,40993,2007,1.16,POINT (9601306.080919845 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_688f,40993,2008,1,POINT (9601306.080919845 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6890,40993,2009,0.95,POINT (9601306.080919845 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6891,40993,2010,1.21,POINT (9601306.080919845 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6892,40993,2011,0.86,POINT (9601306.080919845 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6893,40993,2012,0.72,POINT (9601306.080919845 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6894,40994,2001,1.45,POINT (9656965.826316481 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6895,40994,2002,1.32,POINT (9656965.826316481 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6896,40994,2003,1.11,POINT (9656965.826316481 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6897,40994,2004,1.3,POINT (9656965.826316481 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6898,40994,2005,1.36,POINT (9656965.826316481 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6899,40994,2006,1.4,POINT (9656965.826316481 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_689a,40994,2007,1.1,POINT (9656965.826316481 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_689b,40994,2008,0.93,POINT (9656965.826316481 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_689c,40994,2009,0.9,POINT (9656965.826316481 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_689d,40994,2010,1.15,POINT (9656965.826316481 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_689e,40994,2011,0.79,POINT (9656965.826316481 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_689f,40994,2012,0.58,POINT (9656965.826316481 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68a0,40995,2001,1.43,POINT (9712625.57171312 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68a1,40995,2002,1.29,POINT (9712625.57171312 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68a2,40995,2003,1.12,POINT (9712625.57171312 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68a3,40995,2004,1.32,POINT (9712625.57171312 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68a4,40995,2005,1.43,POINT (9712625.57171312 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68a5,40995,2006,1.44,POINT (9712625.57171312 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68a6,40995,2007,1.08,POINT (9712625.57171312 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68a7,40995,2008,0.93,POINT (9712625.57171312 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68a8,40995,2009,0.93,POINT (9712625.57171312 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68a9,40995,2010,1.12,POINT (9712625.57171312 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68aa,40995,2011,0.78,POINT (9712625.57171312 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68ab,40995,2012,0.5,POINT (9712625.57171312 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68ac,40996,2001,1.36,POINT (9768285.317109756 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68ad,40996,2002,1.21,POINT (9768285.317109756 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68ae,40996,2003,1.14,POINT (9768285.317109756 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68af,40996,2004,1.33,POINT (9768285.317109756 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68b0,40996,2005,1.49,POINT (9768285.317109756 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68b1,40996,2006,1.49,POINT (9768285.317109756 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68b2,40996,2007,1.2,POINT (9768285.317109756 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68b3,40996,2008,0.95,POINT (9768285.317109756 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68b4,40996,2009,1.01,POINT (9768285.317109756 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68b5,40996,2010,1.2,POINT (9768285.317109756 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68b6,40996,2011,0.87,POINT (9768285.317109756 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68b7,40996,2012,0.4,POINT (9768285.317109756 3407504.076175717)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68b8,41295,2001,1.01,POINT (8933389.136160204 3343864.953833735)
anomalias_temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_68b9,41295,2002,1.26,POINT (8933389.136160204 3343864.953833735)
