Heating Degree Days - (Celsius), Year, Model, Statistics, ISO3
-197.47, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
-200.52, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
-152.53, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
-79.495, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
-69.827, 2060-2079, cesm1_cam5, May Anomaly, NPL
-74.777, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
-76.375, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
-75.395, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
-87.395, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
-118.62, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
-147.92, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
-157.9, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
-254.52, 2060-2079, cmcc_cesm, Jan Anomaly, NPL
-166.57, 2060-2079, cmcc_cesm, Feb Anomaly, NPL
-180.36, 2060-2079, cmcc_cesm, Mar Anomaly, NPL
-121.01, 2060-2079, cmcc_cesm, Apr Anomaly, NPL
-104.79, 2060-2079, cmcc_cesm, May Anomaly, NPL
-77.935, 2060-2079, cmcc_cesm, Jun Anomaly, NPL
-55.32, 2060-2079, cmcc_cesm, Jul Anomaly, NPL
-52.263, 2060-2079, cmcc_cesm, Aug Anomaly, NPL
-62.734, 2060-2079, cmcc_cesm, Sep Anomaly, NPL
-95.586, 2060-2079, cmcc_cesm, Oct Anomaly, NPL
-148.49, 2060-2079, cmcc_cesm, Nov Anomaly, NPL
-231.44, 2060-2079, cmcc_cesm, Dec Anomaly, NPL
-238.47, 2060-2079, cmcc_cm, Jan Anomaly, NPL
-233.89, 2060-2079, cmcc_cm, Feb Anomaly, NPL
-210.05, 2060-2079, cmcc_cm, Mar Anomaly, NPL
-130.86, 2060-2079, cmcc_cm, Apr Anomaly, NPL
-106.95, 2060-2079, cmcc_cm, May Anomaly, NPL
-67.718, 2060-2079, cmcc_cm, Jun Anomaly, NPL
-65.543, 2060-2079, cmcc_cm, Jul Anomaly, NPL
-70.834, 2060-2079, cmcc_cm, Aug Anomaly, NPL
-82.891, 2060-2079, cmcc_cm, Sep Anomaly, NPL
-120.77, 2060-2079, cmcc_cm, Oct Anomaly, NPL
-167.28, 2060-2079, cmcc_cm, Nov Anomaly, NPL
-227.79, 2060-2079, cmcc_cm, Dec Anomaly, NPL
-255.02, 2060-2079, cmcc_cms, Jan Anomaly, NPL
-208.37, 2060-2079, cmcc_cms, Feb Anomaly, NPL
-203.89, 2060-2079, cmcc_cms, Mar Anomaly, NPL
-137.98, 2060-2079, cmcc_cms, Apr Anomaly, NPL
-103.75, 2060-2079, cmcc_cms, May Anomaly, NPL
-80.318, 2060-2079, cmcc_cms, Jun Anomaly, NPL
-77.671, 2060-2079, cmcc_cms, Jul Anomaly, NPL
-71.134, 2060-2079, cmcc_cms, Aug Anomaly, NPL
-80.98, 2060-2079, cmcc_cms, Sep Anomaly, NPL
-128.27, 2060-2079, cmcc_cms, Oct Anomaly, NPL
-161.11, 2060-2079, cmcc_cms, Nov Anomaly, NPL
-244.72, 2060-2079, cmcc_cms, Dec Anomaly, NPL
-124.29, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
-134.2, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
-118.22, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
-100.01, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
-84.052, 2060-2079, cnrm_cm5, May Anomaly, NPL
-64.394, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
-67.573, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
-67.714, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
-70.216, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
-113.31, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
-117.25, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
-190.16, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
-214.89, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
-226.54, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
-176.59, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
-110.67, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
-78.303, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
-68.674, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
-71.177, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
-61.367, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
-60.795, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
-76.446, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
-156.86, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
-195.44, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
-322.03, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
-243.04, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
-198.79, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
-160.96, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
-144.35, 2060-2079, gfdl_cm3, May Anomaly, NPL
-123.38, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
-101.24, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
-102.4, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
-117.85, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
-167.8, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
-199.33, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
-300.19, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
-169.94, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
-113.89, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
-190.34, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
-112.13, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
-69.54, 2060-2079, gfdl_esm2g, May Anomaly, NPL
-72.629, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
-59.623, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
-54.76, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
-61.974, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
-113.35, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
-158.44, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
-140.81, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
-171.68, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
-126.52, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
-146.23, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
-94.532, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
-65.035, 2060-2079, gfdl_esm2m, May Anomaly, NPL
-61.178, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
-52.902, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
-60.261, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
-63.689, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
-104.75, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
-153.88, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
-117.83, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
-130.37, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
-158.37, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
-151.85, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
-97.967, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
-49.807, 2060-2079, hadgem2_ao, May Anomaly, NPL
-46.006, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
-42.278, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
-47.051, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
-64.959, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
-106.43, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
-165.15, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
-187.55, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
-238.89, 2060-2079, hadgem2_cc, Jan Anomaly, NPL
-188.75, 2060-2079, hadgem2_cc, Feb Anomaly, NPL
-149.04, 2060-2079, hadgem2_cc, Mar Anomaly, NPL
-95.0, 2060-2079, hadgem2_cc, Apr Anomaly, NPL
-68.128, 2060-2079, hadgem2_cc, May Anomaly, NPL
-59.561, 2060-2079, hadgem2_cc, Jun Anomaly, NPL
-59.155, 2060-2079, hadgem2_cc, Jul Anomaly, NPL
-59.843, 2060-2079, hadgem2_cc, Aug Anomaly, NPL
-67.707, 2060-2079, hadgem2_cc, Sep Anomaly, NPL
-112.0, 2060-2079, hadgem2_cc, Oct Anomaly, NPL
-185.21, 2060-2079, hadgem2_cc, Nov Anomaly, NPL
-218.8, 2060-2079, hadgem2_cc, Dec Anomaly, NPL
-207.68, 2060-2079, hadgem2_es, Jan Anomaly, NPL
-197.7, 2060-2079, hadgem2_es, Feb Anomaly, NPL
-161.93, 2060-2079, hadgem2_es, Mar Anomaly, NPL
-110.38, 2060-2079, hadgem2_es, Apr Anomaly, NPL
-67.747, 2060-2079, hadgem2_es, May Anomaly, NPL
-60.736, 2060-2079, hadgem2_es, Jun Anomaly, NPL
-61.81, 2060-2079, hadgem2_es, Jul Anomaly, NPL
-58.657, 2060-2079, hadgem2_es, Aug Anomaly, NPL
-73.711, 2060-2079, hadgem2_es, Sep Anomaly, NPL
-114.09, 2060-2079, hadgem2_es, Oct Anomaly, NPL
-165.83, 2060-2079, hadgem2_es, Nov Anomaly, NPL
-169.82, 2060-2079, hadgem2_es, Dec Anomaly, NPL
-129.42, 2060-2079, inmcm4, Jan Anomaly, NPL
-149.57, 2060-2079, inmcm4, Feb Anomaly, NPL
-143.5, 2060-2079, inmcm4, Mar Anomaly, NPL
-111.46, 2060-2079, inmcm4, Apr Anomaly, NPL
-72.394, 2060-2079, inmcm4, May Anomaly, NPL
-72.393, 2060-2079, inmcm4, Jun Anomaly, NPL
-34.927, 2060-2079, inmcm4, Jul Anomaly, NPL
-30.168, 2060-2079, inmcm4, Aug Anomaly, NPL
-39.503, 2060-2079, inmcm4, Sep Anomaly, NPL
-57.406, 2060-2079, inmcm4, Oct Anomaly, NPL
-78.442, 2060-2079, inmcm4, Nov Anomaly, NPL
-92.429, 2060-2079, inmcm4, Dec Anomaly, NPL
-278.14, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
-243.41, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
-259.39, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
-171.85, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
-138.46, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
-93.444, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
-77.014, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
-60.697, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
-77.666, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
-140.78, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
-228.33, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
-277.67, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
-251.9, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
-229.13, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
-227.07, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
-200.0, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
-129.7, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
-91.272, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
-81.785, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
-73.068, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
-97.674, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
-153.95, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
-196.09, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
-214.52, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
-128.95, 2060-2079, ipsl_cm5b_lr, Jan Anomaly, NPL
-164.19, 2060-2079, ipsl_cm5b_lr, Feb Anomaly, NPL
-120.71, 2060-2079, ipsl_cm5b_lr, Mar Anomaly, NPL
-128.21, 2060-2079, ipsl_cm5b_lr, Apr Anomaly, NPL
-100.03, 2060-2079, ipsl_cm5b_lr, May Anomaly, NPL
-75.51, 2060-2079, ipsl_cm5b_lr, Jun Anomaly, NPL
-47.116, 2060-2079, ipsl_cm5b_lr, Jul Anomaly, NPL
-42.871, 2060-2079, ipsl_cm5b_lr, Aug Anomaly, NPL
-54.537, 2060-2079, ipsl_cm5b_lr, Sep Anomaly, NPL
-90.272, 2060-2079, ipsl_cm5b_lr, Oct Anomaly, NPL
-162.4, 2060-2079, ipsl_cm5b_lr, Nov Anomaly, NPL
-175.45, 2060-2079, ipsl_cm5b_lr, Dec Anomaly, NPL
-211.41, 2060-2079, miroc5, Jan Anomaly, NPL
-177.26, 2060-2079, miroc5, Feb Anomaly, NPL
-159.27, 2060-2079, miroc5, Mar Anomaly, NPL
-121.61, 2060-2079, miroc5, Apr Anomaly, NPL
-111.13, 2060-2079, miroc5, May Anomaly, NPL
-85.157, 2060-2079, miroc5, Jun Anomaly, NPL
-48.533, 2060-2079, miroc5, Jul Anomaly, NPL
-49.426, 2060-2079, miroc5, Aug Anomaly, NPL
-55.01, 2060-2079, miroc5, Sep Anomaly, NPL
-92.408, 2060-2079, miroc5, Oct Anomaly, NPL
-128.3, 2060-2079, miroc5, Nov Anomaly, NPL
-163.76, 2060-2079, miroc5, Dec Anomaly, NPL
-359.33, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
-261.41, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
-252.35, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
-181.21, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
-117.54, 2060-2079, miroc_esm_chem, May Anomaly, NPL
-82.878, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
-56.733, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
-54.986, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
-65.539, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
-89.697, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
-142.3, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
-292.23, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
-268.69, 2060-2079, miroc_esm, Jan Anomaly, NPL
-201.41, 2060-2079, miroc_esm, Feb Anomaly, NPL
-212.54, 2060-2079, miroc_esm, Mar Anomaly, NPL
-168.86, 2060-2079, miroc_esm, Apr Anomaly, NPL
-99.779, 2060-2079, miroc_esm, May Anomaly, NPL
-72.318, 2060-2079, miroc_esm, Jun Anomaly, NPL
-48.558, 2060-2079, miroc_esm, Jul Anomaly, NPL
-54.536, 2060-2079, miroc_esm, Aug Anomaly, NPL
-65.962, 2060-2079, miroc_esm, Sep Anomaly, NPL
-103.11, 2060-2079, miroc_esm, Oct Anomaly, NPL
-143.12, 2060-2079, miroc_esm, Nov Anomaly, NPL
-246.01, 2060-2079, miroc_esm, Dec Anomaly, NPL
-211.01, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
-188.45, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
-171.74, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
-120.57, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
-88.021, 2060-2079, mpi_esm_lr, May Anomaly, NPL
-66.031, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
-62.854, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
-61.794, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
-70.518, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
-95.665, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
-150.89, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
-211.77, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
-183.34, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
-198.96, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
-193.34, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
-115.99, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
-90.342, 2060-2079, mpi_esm_mr, May Anomaly, NPL
-68.891, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
-75.578, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
-67.105, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
-61.202, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
-100.42, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
-139.16, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
-173.36, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
-163.97, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
-165.71, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
-168.26, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
-108.8, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
-64.579, 2060-2079, mri_cgcm3, May Anomaly, NPL
-50.777, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
-48.031, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
-51.641, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
-64.042, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
-94.251, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
-148.01, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
-220.49, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
-134.92, 2060-2079, mri_esm1, Jan Anomaly, NPL
-138.92, 2060-2079, mri_esm1, Feb Anomaly, NPL
-146.84, 2060-2079, mri_esm1, Mar Anomaly, NPL
-86.911, 2060-2079, mri_esm1, Apr Anomaly, NPL
-62.502, 2060-2079, mri_esm1, May Anomaly, NPL
-55.959, 2060-2079, mri_esm1, Jun Anomaly, NPL
-41.788, 2060-2079, mri_esm1, Jul Anomaly, NPL
-46.626, 2060-2079, mri_esm1, Aug Anomaly, NPL
-58.656, 2060-2079, mri_esm1, Sep Anomaly, NPL
-101.87, 2060-2079, mri_esm1, Oct Anomaly, NPL
-137.84, 2060-2079, mri_esm1, Nov Anomaly, NPL
-187.64, 2060-2079, mri_esm1, Dec Anomaly, NPL
-185.29, 2060-2079, noresm1_m, Jan Anomaly, NPL
-145.26, 2060-2079, noresm1_m, Feb Anomaly, NPL
-168.13, 2060-2079, noresm1_m, Mar Anomaly, NPL
-99.205, 2060-2079, noresm1_m, Apr Anomaly, NPL
-84.135, 2060-2079, noresm1_m, May Anomaly, NPL
-66.124, 2060-2079, noresm1_m, Jun Anomaly, NPL
-47.536, 2060-2079, noresm1_m, Jul Anomaly, NPL
-48.862, 2060-2079, noresm1_m, Aug Anomaly, NPL
-58.089, 2060-2079, noresm1_m, Sep Anomaly, NPL
-84.872, 2060-2079, noresm1_m, Oct Anomaly, NPL
-121.77, 2060-2079, noresm1_m, Nov Anomaly, NPL
-143.83, 2060-2079, noresm1_m, Dec Anomaly, NPL
-336.22, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-263.98, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-225.08, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-143.88, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-112.39, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-92.854, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-101.01, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-98.944, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-103.27, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-158.95, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-232.67, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-308.39, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
-222.08, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
-182.49, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
-166.88, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
-106.13, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
-79.902, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
-64.505, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
-62.206, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
-56.807, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
-67.103, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
-108.08, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
-161.0, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
-209.4, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
-98.893, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
-104.73, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
-109.43, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
