Number of Tropical Nights  (Tmin > 20°C) - (Days), Year, Model, Statistics, ISO3
3.33051, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
0.28068, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
38.684, 2080-2099, access1_0, Annual Anomaly, NPL
33.0061, 2080-2099, access1_3, Annual Anomaly, NPL
46.7716, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
44.3573, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
42.8075, 2080-2099, bnu_esm, Annual Anomaly, NPL
47.4464, 2080-2099, canesm2, Annual Anomaly, NPL
41.8061, 2080-2099, ccsm4, Annual Anomaly, NPL
38.7385, 2080-2099, cesm1_bgc, Annual Anomaly, NPL
47.7851, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
48.9255, 2080-2099, cmcc_cesm, Annual Anomaly, NPL
58.9981, 2080-2099, cmcc_cm, Annual Anomaly, NPL
57.3004, 2080-2099, cmcc_cms, Annual Anomaly, NPL
37.4062, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
44.5747, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
60.1999, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
30.6426, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
26.7865, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
33.8588, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
41.5381, 2080-2099, hadgem2_cc, Annual Anomaly, NPL
47.8144, 2080-2099, hadgem2_es, Annual Anomaly, NPL
28.0833, 2080-2099, inmcm4, Annual Anomaly, NPL
61.643, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
64.4618, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
46.242, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, NPL
50.0857, 2080-2099, miroc5, Annual Anomaly, NPL
58.8072, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
55.1286, 2080-2099, miroc_esm, Annual Anomaly, NPL
50.4322, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
45.8305, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
36.7969, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
35.7921, 2080-2099, mri_esm1, Annual Anomaly, NPL
37.1683, 2080-2099, noresm1_m, Annual Anomaly, NPL
28.7361, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
42.6291, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
62.8705, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
