Number of Tropical Nights  (Tmin > 20°C) - (Days), Year, Model, Statistics, ISO3
3.57235, 2060-2079, hadgem2_es, May Anomaly, NPL
2.44247, 2060-2079, hadgem2_es, Jun Anomaly, NPL
1.2387, 2060-2079, hadgem2_es, Jul Anomaly, NPL
1.02774, 2060-2079, hadgem2_es, Aug Anomaly, NPL
4.85451, 2060-2079, hadgem2_es, Sep Anomaly, NPL
2.30842, 2060-2079, hadgem2_es, Oct Anomaly, NPL
0.14387, 2060-2079, hadgem2_es, Nov Anomaly, NPL
1.7E-4, 2060-2079, hadgem2_es, Dec Anomaly, NPL
0.00632, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
0.26695, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
1.50706, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
2.81399, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
4.30655, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
3.15736, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
2.89709, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
4.5631, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
2.52804, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
0.3425, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
0.0024, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
1.7E-4, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
0.00514, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
0.43445, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
2.01999, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
3.60132, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
4.44896, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
5.44501, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
5.42875, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
6.22759, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
2.57126, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
0.41019, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
0.00106, 2060-2079, miroc5, Feb Anomaly, NPL
0.50134, 2060-2079, miroc5, Mar Anomaly, NPL
1.88759, 2060-2079, miroc5, Apr Anomaly, NPL
4.58476, 2060-2079, miroc5, May Anomaly, NPL
3.74141, 2060-2079, miroc5, Jun Anomaly, NPL
3.50688, 2060-2079, miroc5, Jul Anomaly, NPL
4.86259, 2060-2079, miroc5, Aug Anomaly, NPL
2.87178, 2060-2079, miroc5, Sep Anomaly, NPL
2.00221, 2060-2079, miroc5, Oct Anomaly, NPL
0.13263, 2060-2079, miroc5, Nov Anomaly, NPL
1.7E-4, 2060-2079, miroc5, Dec Anomaly, NPL
0.03229, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
0.01936, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
0.4071, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
2.35778, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
5.70313, 2060-2079, miroc_esm_chem, May Anomaly, NPL
3.78309, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
1.3003, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
1.55745, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
4.92292, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
4.74063, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
1.27662, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
0.17755, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
7.7E-4, 2060-2079, miroc_esm, Jan Anomaly, NPL
0.00285, 2060-2079, miroc_esm, Feb Anomaly, NPL
0.16421, 2060-2079, miroc_esm, Mar Anomaly, NPL
2.33996, 2060-2079, miroc_esm, Apr Anomaly, NPL
4.28706, 2060-2079, miroc_esm, May Anomaly, NPL
3.67553, 2060-2079, miroc_esm, Jun Anomaly, NPL
1.45654, 2060-2079, miroc_esm, Jul Anomaly, NPL
2.41369, 2060-2079, miroc_esm, Aug Anomaly, NPL
5.37403, 2060-2079, miroc_esm, Sep Anomaly, NPL
4.32772, 2060-2079, miroc_esm, Oct Anomaly, NPL
0.92926, 2060-2079, miroc_esm, Nov Anomaly, NPL
0.06428, 2060-2079, miroc_esm, Dec Anomaly, NPL
0.00754, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
0.44979, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
2.1811, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
2.82024, 2060-2079, mri_cgcm3, May Anomaly, NPL
1.26158, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
1.03684, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
3.2112, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
2.7269, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
0.76244, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
0.07044, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
0.15061, 2060-2079, noresm1_m, Mar Anomaly, NPL
2.17352, 2060-2079, noresm1_m, Apr Anomaly, NPL
4.9897, 2060-2079, noresm1_m, May Anomaly, NPL
1.9263, 2060-2079, noresm1_m, Jun Anomaly, NPL
0.78137, 2060-2079, noresm1_m, Jul Anomaly, NPL
1.1484, 2060-2079, noresm1_m, Aug Anomaly, NPL
3.2048, 2060-2079, noresm1_m, Sep Anomaly, NPL
2.09497, 2060-2079, noresm1_m, Oct Anomaly, NPL
0.10991, 2060-2079, noresm1_m, Nov Anomaly, NPL
0.01246, 2060-2079, noresm1_m, Dec Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
0.09884, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
1.03911, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
1.11338, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-0.3482, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.2657, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-2.0386, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.9203, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
0.69402, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
0.01279, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
0.0041, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
0.39209, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
1.87262, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
4.63284, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
2.91401, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
1.28871, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
1.97517, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
4.6242, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
2.14947, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
0.16125, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
0.00138, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
0.02692, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
0.03144, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
0.97899, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
4.8209, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
7.16812, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
3.90335, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
2.98099, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
3.65772, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
7.58174, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
6.58063, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
1.39651, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
0.0942, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
21.1716, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
16.7931, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
27.8451, 2060-2079, ccsm4, Annual Anomaly, NPL
30.2252, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
18.265, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
35.8491, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
13.2495, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
15.9242, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
14.3304, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
17.7394, 2060-2079, hadgem2_es, Annual Anomaly, NPL
22.3914, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
30.5928, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
24.0924, 2060-2079, miroc5, Annual Anomaly, NPL
26.2775, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
25.0352, 2060-2079, miroc_esm, Annual Anomaly, NPL
14.5258, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
16.592, 2060-2079, noresm1_m, Annual Anomaly, NPL
4.14659, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
18.256, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
35.8077, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
