Cooling Degree Days - (Celsius), Year, Model, Statistics, ISO3
6.79942, 2060-2079, cmcc_cm, Feb Anomaly, NPL
91.9226, 2060-2079, cmcc_cm, Mar Anomaly, NPL
124.252, 2060-2079, cmcc_cm, Apr Anomaly, NPL
149.667, 2060-2079, cmcc_cm, May Anomaly, NPL
122.315, 2060-2079, cmcc_cm, Jun Anomaly, NPL
122.798, 2060-2079, cmcc_cm, Jul Anomaly, NPL
118.19, 2060-2079, cmcc_cm, Aug Anomaly, NPL
87.7473, 2060-2079, cmcc_cm, Sep Anomaly, NPL
70.634, 2060-2079, cmcc_cm, Oct Anomaly, NPL
23.5424, 2060-2079, cmcc_cm, Nov Anomaly, NPL
4.3792, 2060-2079, cmcc_cm, Dec Anomaly, NPL
2.46324, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
5.72639, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
57.9117, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
89.7138, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
100.434, 2060-2079, cnrm_cm5, May Anomaly, NPL
101.284, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
95.7201, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
88.2876, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
75.6231, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
59.2587, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
8.27521, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
1.17714, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
1.18465, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
11.0428, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
53.4367, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
115.232, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
160.038, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
161.258, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
137.89, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
99.4623, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
92.4636, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
62.6562, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
24.4799, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
2.95201, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
6.67887, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
23.0139, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
72.8137, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
154.172, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
192.829, 2060-2079, gfdl_cm3, May Anomaly, NPL
169.331, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
141.035, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
149.223, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
153.33, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
136.109, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
52.6927, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
8.84907, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
4.24404, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
10.6831, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
72.478, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
112.838, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
115.231, 2060-2079, gfdl_esm2g, May Anomaly, NPL
139.881, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
97.5889, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
84.6145, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
78.0884, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
71.2548, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
19.5812, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
2.59355, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
5.77434, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
8.20685, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
46.8814, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
94.901, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
115.924, 2060-2079, gfdl_esm2m, May Anomaly, NPL
94.3272, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
91.1068, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
100.875, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
83.9936, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
69.8958, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
19.5194, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
0.71927, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
3.47337, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
14.7747, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
54.1869, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
92.1853, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
76.2343, 2060-2079, hadgem2_ao, May Anomaly, NPL
75.633, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
70.5483, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
87.0647, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
96.4145, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
91.2195, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
33.6534, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
5.7093, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
10.7468, 2060-2079, hadgem2_cc, Jan Anomaly, NPL
21.3031, 2060-2079, hadgem2_cc, Feb Anomaly, NPL
59.0041, 2060-2079, hadgem2_cc, Mar Anomaly, NPL
89.5734, 2060-2079, hadgem2_cc, Apr Anomaly, NPL
102.574, 2060-2079, hadgem2_cc, May Anomaly, NPL
105.239, 2060-2079, hadgem2_cc, Jun Anomaly, NPL
106.845, 2060-2079, hadgem2_cc, Jul Anomaly, NPL
112.132, 2060-2079, hadgem2_cc, Aug Anomaly, NPL
117.684, 2060-2079, hadgem2_cc, Sep Anomaly, NPL
106.389, 2060-2079, hadgem2_cc, Oct Anomaly, NPL
47.3718, 2060-2079, hadgem2_cc, Nov Anomaly, NPL
15.638, 2060-2079, hadgem2_cc, Dec Anomaly, NPL
8.96491, 2060-2079, hadgem2_es, Jan Anomaly, NPL
25.2204, 2060-2079, hadgem2_es, Feb Anomaly, NPL
72.0752, 2060-2079, hadgem2_es, Mar Anomaly, NPL
114.581, 2060-2079, hadgem2_es, Apr Anomaly, NPL
116.182, 2060-2079, hadgem2_es, May Anomaly, NPL
123.868, 2060-2079, hadgem2_es, Jun Anomaly, NPL
119.71, 2060-2079, hadgem2_es, Jul Anomaly, NPL
112.664, 2060-2079, hadgem2_es, Aug Anomaly, NPL
123.943, 2060-2079, hadgem2_es, Sep Anomaly, NPL
115.031, 2060-2079, hadgem2_es, Oct Anomaly, NPL
46.1873, 2060-2079, hadgem2_es, Nov Anomaly, NPL
12.5042, 2060-2079, hadgem2_es, Dec Anomaly, NPL
4.64081, 2060-2079, inmcm4, Jan Anomaly, NPL
11.0514, 2060-2079, inmcm4, Feb Anomaly, NPL
47.0586, 2060-2079, inmcm4, Mar Anomaly, NPL
85.0466, 2060-2079, inmcm4, Apr Anomaly, NPL
82.8378, 2060-2079, inmcm4, May Anomaly, NPL
88.8674, 2060-2079, inmcm4, Jun Anomaly, NPL
57.8215, 2060-2079, inmcm4, Jul Anomaly, NPL
49.4941, 2060-2079, inmcm4, Aug Anomaly, NPL
54.9771, 2060-2079, inmcm4, Sep Anomaly, NPL
43.0605, 2060-2079, inmcm4, Oct Anomaly, NPL
14.2376, 2060-2079, inmcm4, Nov Anomaly, NPL
4.97303, 2060-2079, inmcm4, Dec Anomaly, NPL
16.2397, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
27.2436, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
84.8583, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
125.539, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
153.443, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
135.403, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
139.014, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
121.194, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
135.373, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
119.979, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
63.5047, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
23.6393, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
8.61837, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
24.4008, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
76.4916, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
151.778, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
147.611, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
120.965, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
160.417, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
139.568, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
140.975, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
126.163, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
57.3309, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
14.0019, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
2.61844, 2060-2079, ipsl_cm5b_lr, Jan Anomaly, NPL
10.0005, 2060-2079, ipsl_cm5b_lr, Feb Anomaly, NPL
33.5784, 2060-2079, ipsl_cm5b_lr, Mar Anomaly, NPL
88.9233, 2060-2079, ipsl_cm5b_lr, Apr Anomaly, NPL
95.6173, 2060-2079, ipsl_cm5b_lr, May Anomaly, NPL
96.7555, 2060-2079, ipsl_cm5b_lr, Jun Anomaly, NPL
107.463, 2060-2079, ipsl_cm5b_lr, Jul Anomaly, NPL
88.1465, 2060-2079, ipsl_cm5b_lr, Aug Anomaly, NPL
90.4766, 2060-2079, ipsl_cm5b_lr, Sep Anomaly, NPL
70.3186, 2060-2079, ipsl_cm5b_lr, Oct Anomaly, NPL
29.8486, 2060-2079, ipsl_cm5b_lr, Nov Anomaly, NPL
7.56901, 2060-2079, ipsl_cm5b_lr, Dec Anomaly, NPL
5.32649, 2060-2079, miroc5, Jan Anomaly, NPL
14.9011, 2060-2079, miroc5, Feb Anomaly, NPL
53.9306, 2060-2079, miroc5, Mar Anomaly, NPL
99.1116, 2060-2079, miroc5, Apr Anomaly, NPL
125.529, 2060-2079, miroc5, May Anomaly, NPL
78.6961, 2060-2079, miroc5, Jun Anomaly, NPL
57.0524, 2060-2079, miroc5, Jul Anomaly, NPL
73.9818, 2060-2079, miroc5, Aug Anomaly, NPL
61.916, 2060-2079, miroc5, Sep Anomaly, NPL
68.3289, 2060-2079, miroc5, Oct Anomaly, NPL
35.276, 2060-2079, miroc5, Nov Anomaly, NPL
9.90108, 2060-2079, miroc5, Dec Anomaly, NPL
13.1711, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
3.47517, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
96.6281, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
166.823, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
172.357, 2060-2079, miroc_esm_chem, May Anomaly, NPL
146.989, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
85.4801, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
95.9434, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
109.747, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
98.1977, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
55.3334, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
26.7783, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
12.62, 2060-2079, miroc_esm, Jan Anomaly, NPL
10.6406, 2060-2079, miroc_esm, Feb Anomaly, NPL
75.4843, 2060-2079, miroc_esm, Mar Anomaly, NPL
144.477, 2060-2079, miroc_esm, Apr Anomaly, NPL
151.945, 2060-2079, miroc_esm, May Anomaly, NPL
115.185, 2060-2079, miroc_esm, Jun Anomaly, NPL
66.7966, 2060-2079, miroc_esm, Jul Anomaly, NPL
89.1738, 2060-2079, miroc_esm, Aug Anomaly, NPL
103.31, 2060-2079, miroc_esm, Sep Anomaly, NPL
109.348, 2060-2079, miroc_esm, Oct Anomaly, NPL
53.0856, 2060-2079, miroc_esm, Nov Anomaly, NPL
18.7156, 2060-2079, miroc_esm, Dec Anomaly, NPL
3.11932, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
67.511, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
134.552, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
151.174, 2060-2079, mpi_esm_lr, May Anomaly, NPL
140.761, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
129.561, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
109.178, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
107.076, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
85.5871, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
36.6169, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
8.29274, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
2.65235, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
0.42022, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
66.9143, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
120.482, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
163.529, 2060-2079, mpi_esm_mr, May Anomaly, NPL
152.267, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
156.956, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
130.851, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
101.419, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
94.7877, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
36.9236, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
6.78237, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
1.68351, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
4.62302, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
50.0084, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
94.276, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
86.0796, 2060-2079, mri_cgcm3, May Anomaly, NPL
110.543, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
86.7082, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
94.1988, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
77.6015, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
49.5247, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
19.231, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
1.15951, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
0.19705, 2060-2079, mri_esm1, Jan Anomaly, NPL
3.55468, 2060-2079, mri_esm1, Feb Anomaly, NPL
45.2102, 2060-2079, mri_esm1, Mar Anomaly, NPL
76.2959, 2060-2079, mri_esm1, Apr Anomaly, NPL
100.578, 2060-2079, mri_esm1, May Anomaly, NPL
117.687, 2060-2079, mri_esm1, Jun Anomaly, NPL
64.1843, 2060-2079, mri_esm1, Jul Anomaly, NPL
83.0088, 2060-2079, mri_esm1, Aug Anomaly, NPL
79.7477, 2060-2079, mri_esm1, Sep Anomaly, NPL
57.0699, 2060-2079, mri_esm1, Oct Anomaly, NPL
15.0127, 2060-2079, mri_esm1, Nov Anomaly, NPL
0.89862, 2060-2079, mri_esm1, Dec Anomaly, NPL
5.06807, 2060-2079, noresm1_m, Jan Anomaly, NPL
9.26264, 2060-2079, noresm1_m, Feb Anomaly, NPL
43.6201, 2060-2079, noresm1_m, Mar Anomaly, NPL
103.027, 2060-2079, noresm1_m, Apr Anomaly, NPL
152.839, 2060-2079, noresm1_m, May Anomaly, NPL
125.341, 2060-2079, noresm1_m, Jun Anomaly, NPL
88.88, 2060-2079, noresm1_m, Jul Anomaly, NPL
95.2442, 2060-2079, noresm1_m, Aug Anomaly, NPL
98.4014, 2060-2079, noresm1_m, Sep Anomaly, NPL
76.4422, 2060-2079, noresm1_m, Oct Anomaly, NPL
23.8669, 2060-2079, noresm1_m, Nov Anomaly, NPL
5.88287, 2060-2079, noresm1_m, Dec Anomaly, NPL
1.20725, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
6.43227, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
30.2396, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
54.1101, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
27.7818, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
45.7429, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
51.0827, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
48.7729, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
45.8207, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
46.7093, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
13.2733, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
0.9383, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
4.53157, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
13.4247, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
64.6008, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
107.896, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
128.618, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
110.527, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
101.052, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
100.975, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
101.806, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
88.2228, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
34.3752, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
7.52813, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
12.7044, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
25.9104, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
95.7502, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
166.273, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
187.737, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
203.298, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
202.108, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
176.277, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
