Cooling Degree Days - (Celsius), Year, Model, Statistics, ISO3
-0.3863, 2040-2059, bcc_csm1_1_m, Jan Anomaly, NPL
3.4585, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
10.1784, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
54.512, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
60.5733, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
56.2452, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
43.0564, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
44.1784, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
30.2584, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
22.862, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
14.2328, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
3.66529, 2040-2059, bcc_csm1_1_m, Dec Anomaly, NPL
0.95124, 2040-2059, bcc_csm1_1, Jan Anomaly, NPL
0.41905, 2040-2059, bcc_csm1_1, Feb Anomaly, NPL
9.91811, 2040-2059, bcc_csm1_1, Mar Anomaly, NPL
49.0243, 2040-2059, bcc_csm1_1, Apr Anomaly, NPL
61.3199, 2040-2059, bcc_csm1_1, May Anomaly, NPL
60.2824, 2040-2059, bcc_csm1_1, Jun Anomaly, NPL
23.9719, 2040-2059, bcc_csm1_1, Jul Anomaly, NPL
8.8254, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
6.69641, 2040-2059, bcc_csm1_1, Sep Anomaly, NPL
15.2216, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
3.25137, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
-0.9843, 2040-2059, bcc_csm1_1, Dec Anomaly, NPL
0.2491, 2040-2059, bnu_esm, Jan Anomaly, NPL
3.06703, 2040-2059, bnu_esm, Feb Anomaly, NPL
18.9076, 2040-2059, bnu_esm, Mar Anomaly, NPL
50.2061, 2040-2059, bnu_esm, Apr Anomaly, NPL
65.3397, 2040-2059, bnu_esm, May Anomaly, NPL
93.0489, 2040-2059, bnu_esm, Jun Anomaly, NPL
43.2479, 2040-2059, bnu_esm, Jul Anomaly, NPL
28.6248, 2040-2059, bnu_esm, Aug Anomaly, NPL
29.382, 2040-2059, bnu_esm, Sep Anomaly, NPL
18.427, 2040-2059, bnu_esm, Oct Anomaly, NPL
5.48304, 2040-2059, bnu_esm, Nov Anomaly, NPL
1.58076, 2040-2059, bnu_esm, Dec Anomaly, NPL
2.69669, 2040-2059, canesm2, Jan Anomaly, NPL
0.97611, 2040-2059, canesm2, Feb Anomaly, NPL
20.6804, 2040-2059, canesm2, Mar Anomaly, NPL
52.792, 2040-2059, canesm2, Apr Anomaly, NPL
74.8397, 2040-2059, canesm2, May Anomaly, NPL
75.8178, 2040-2059, canesm2, Jun Anomaly, NPL
44.447, 2040-2059, canesm2, Jul Anomaly, NPL
54.8079, 2040-2059, canesm2, Aug Anomaly, NPL
42.4944, 2040-2059, canesm2, Sep Anomaly, NPL
36.5467, 2040-2059, canesm2, Oct Anomaly, NPL
9.60531, 2040-2059, canesm2, Nov Anomaly, NPL
2.60821, 2040-2059, canesm2, Dec Anomaly, NPL
0.53501, 2040-2059, ccsm4, Jan Anomaly, NPL
2.80433, 2040-2059, ccsm4, Feb Anomaly, NPL
20.6822, 2040-2059, ccsm4, Mar Anomaly, NPL
56.3948, 2040-2059, ccsm4, Apr Anomaly, NPL
59.4744, 2040-2059, ccsm4, May Anomaly, NPL
53.705, 2040-2059, ccsm4, Jun Anomaly, NPL
54.063, 2040-2059, ccsm4, Jul Anomaly, NPL
48.3197, 2040-2059, ccsm4, Aug Anomaly, NPL
34.3913, 2040-2059, ccsm4, Sep Anomaly, NPL
21.0947, 2040-2059, ccsm4, Oct Anomaly, NPL
5.68554, 2040-2059, ccsm4, Nov Anomaly, NPL
-1.0295, 2040-2059, ccsm4, Dec Anomaly, NPL
1.05456, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
3.89043, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
16.6994, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
50.6847, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
65.7756, 2040-2059, cesm1_cam5, May Anomaly, NPL
57.6715, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
67.1228, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
65.8122, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
60.1359, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
44.0084, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
6.59283, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
2.19529, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
0.12107, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
2.03857, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
22.8441, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
40.8157, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
48.6831, 2040-2059, cnrm_cm5, May Anomaly, NPL
39.4834, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
59.4244, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
49.7753, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
29.4426, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
20.834, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
-2.991, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
-0.1792, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
0.14587, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
2.81923, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
12.3013, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
58.8078, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
73.2733, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
83.2779, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
66.0063, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
49.9973, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
28.2868, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
32.0056, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
5.69315, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
0.47874, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
0.99129, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
6.00308, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
27.0688, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
69.7455, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
130.618, 2040-2059, gfdl_cm3, May Anomaly, NPL
85.3496, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
65.0568, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
70.3548, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
70.1057, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
49.9413, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
11.5481, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
2.91463, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
0.60048, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
0.82168, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
29.4348, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
30.5115, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
48.1299, 2040-2059, gfdl_esm2g, May Anomaly, NPL
28.3392, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
30.9011, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
25.2827, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
17.2148, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
14.6151, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
5.35807, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
0.37662, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
1.06542, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
-1.77, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
11.1218, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
40.3617, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
77.2407, 2040-2059, gfdl_esm2m, May Anomaly, NPL
74.1794, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
72.2172, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
38.849, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
27.9189, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
26.7588, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
2.65752, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
-0.3337, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
0.17839, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
4.01676, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
15.224, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
4.76391, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
11.5421, 2040-2059, hadgem2_ao, May Anomaly, NPL
26.6351, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
6.30449, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
16.9623, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
30.0598, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
21.2316, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
7.97267, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
1.4053, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
4.13732, 2040-2059, hadgem2_es, Jan Anomaly, NPL
11.1002, 2040-2059, hadgem2_es, Feb Anomaly, NPL
26.8264, 2040-2059, hadgem2_es, Mar Anomaly, NPL
26.1914, 2040-2059, hadgem2_es, Apr Anomaly, NPL
28.9027, 2040-2059, hadgem2_es, May Anomaly, NPL
48.5915, 2040-2059, hadgem2_es, Jun Anomaly, NPL
48.3765, 2040-2059, hadgem2_es, Jul Anomaly, NPL
47.4442, 2040-2059, hadgem2_es, Aug Anomaly, NPL
