Maximum Length of Consecutive Dry Spell - (Days), Year, Model, Statistics, ISO3
-0.5218, 2060-2079, canesm2, Jun Anomaly, NPL
-2.4633, 2060-2079, canesm2, Jul Anomaly, NPL
0.36627, 2060-2079, canesm2, Aug Anomaly, NPL
-0.0902, 2060-2079, canesm2, Sep Anomaly, NPL
-2.6279, 2060-2079, canesm2, Oct Anomaly, NPL
1.02442, 2060-2079, canesm2, Nov Anomaly, NPL
5.47127, 2060-2079, canesm2, Dec Anomaly, NPL
-2.0036, 2060-2079, ccsm4, Jan Anomaly, NPL
3.05132, 2060-2079, ccsm4, Feb Anomaly, NPL
5.1336, 2060-2079, ccsm4, Mar Anomaly, NPL
5.72262, 2060-2079, ccsm4, Apr Anomaly, NPL
3.53352, 2060-2079, ccsm4, May Anomaly, NPL
-0.9828, 2060-2079, ccsm4, Jun Anomaly, NPL
0.25972, 2060-2079, ccsm4, Jul Anomaly, NPL
-0.0123, 2060-2079, ccsm4, Aug Anomaly, NPL
0.40654, 2060-2079, ccsm4, Sep Anomaly, NPL
-0.4871, 2060-2079, ccsm4, Oct Anomaly, NPL
-0.5325, 2060-2079, ccsm4, Nov Anomaly, NPL
3.35393, 2060-2079, ccsm4, Dec Anomaly, NPL
-0.0686, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
2.99471, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
0.46322, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
2.34807, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
1.53082, 2060-2079, cesm1_cam5, May Anomaly, NPL
-0.0429, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
-1.3079, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
-0.0192, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
0.08513, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
-0.7431, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
-1.3041, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
-1.9251, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
3.69056, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
7.8288, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
3.48052, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
5.00381, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
1.57759, 2060-2079, cnrm_cm5, May Anomaly, NPL
-1.0806, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
-0.0304, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
0.07766, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
-0.0384, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
-1.9462, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
-1.2684, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
1.73413, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
-1.0284, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
-3.1668, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
1.46008, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
-2.2808, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
-0.4174, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
0.84062, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
8.9339, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
1.34475, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
-9.9216, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
-11.013, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
-7.9673, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
0.48229, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
3.76865, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
2.99364, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
2.94597, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
-3.235, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
3.21928, 2060-2079, gfdl_cm3, May Anomaly, NPL
1.11366, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
-0.3161, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
-0.3809, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
-1.7869, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
-0.5365, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
1.29405, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
8.68183, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
8.56265, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
10.3582, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
0.39724, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
-1.0092, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
0.10918, 2060-2079, gfdl_esm2g, May Anomaly, NPL
0.16763, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
-1.8487, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
0.41937, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
0.55316, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
0.88998, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
-1.4744, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
3.47742, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
-7.0066, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
1.10973, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
4.15001, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
-1.5682, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
3.48113, 2060-2079, gfdl_esm2m, May Anomaly, NPL
3.98905, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
0.90086, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
1.19923, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
0.42949, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
-1.5324, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
-1.9081, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
-7.6756, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
3.05155, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
2.08764, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
0.1954, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
-0.0254, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
0.36898, 2060-2079, hadgem2_ao, May Anomaly, NPL
2.04712, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
-0.2395, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
-0.0481, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
0.08161, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
1.66765, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
9.47349, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
5.0688, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
3.79968, 2060-2079, hadgem2_es, Jan Anomaly, NPL
-0.2913, 2060-2079, hadgem2_es, Feb Anomaly, NPL
-0.0513, 2060-2079, hadgem2_es, Mar Anomaly, NPL
-0.1153, 2060-2079, hadgem2_es, Apr Anomaly, NPL
0.60528, 2060-2079, hadgem2_es, May Anomaly, NPL
2.66674, 2060-2079, hadgem2_es, Jun Anomaly, NPL
0.00876, 2060-2079, hadgem2_es, Jul Anomaly, NPL
0.09459, 2060-2079, hadgem2_es, Aug Anomaly, NPL
-1.0178, 2060-2079, hadgem2_es, Sep Anomaly, NPL
1.32238, 2060-2079, hadgem2_es, Oct Anomaly, NPL
5.48227, 2060-2079, hadgem2_es, Nov Anomaly, NPL
4.47103, 2060-2079, hadgem2_es, Dec Anomaly, NPL
-0.1443, 2060-2079, miroc5, Jan Anomaly, NPL
-0.6421, 2060-2079, miroc5, Feb Anomaly, NPL
0.5889, 2060-2079, miroc5, Mar Anomaly, NPL
1.62177, 2060-2079, miroc5, Apr Anomaly, NPL
2.52026, 2060-2079, miroc5, May Anomaly, NPL
0.6878, 2060-2079, miroc5, Jun Anomaly, NPL
-1.181, 2060-2079, miroc5, Jul Anomaly, NPL
0.12015, 2060-2079, miroc5, Aug Anomaly, NPL
-0.4795, 2060-2079, miroc5, Sep Anomaly, NPL
-0.5621, 2060-2079, miroc5, Oct Anomaly, NPL
-1.1781, 2060-2079, miroc5, Nov Anomaly, NPL
2.34171, 2060-2079, miroc5, Dec Anomaly, NPL
-0.8236, 2060-2079, miroc_esm, Jan Anomaly, NPL
0.74897, 2060-2079, miroc_esm, Feb Anomaly, NPL
1.65223, 2060-2079, miroc_esm, Mar Anomaly, NPL
1.08417, 2060-2079, miroc_esm, Apr Anomaly, NPL
0.3749, 2060-2079, miroc_esm, May Anomaly, NPL
0.03555, 2060-2079, miroc_esm, Jun Anomaly, NPL
-1.1824, 2060-2079, miroc_esm, Jul Anomaly, NPL
-0.6704, 2060-2079, miroc_esm, Aug Anomaly, NPL
-0.3181, 2060-2079, miroc_esm, Sep Anomaly, NPL
1.47913, 2060-2079, miroc_esm, Oct Anomaly, NPL
-1.1849, 2060-2079, miroc_esm, Nov Anomaly, NPL
-1.617, 2060-2079, miroc_esm, Dec Anomaly, NPL
-1.1301, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
-2.8232, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
2.46583, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
1.35476, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
-1.8939, 2060-2079, mpi_esm_lr, May Anomaly, NPL
1.07005, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
4.38318, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
0.35596, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
-0.9769, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
0.8521, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
2.29911, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
0.52113, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
-6.6122, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
0.61026, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
-2.3759, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
-4.2704, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
1.72877, 2060-2079, mpi_esm_mr, May Anomaly, NPL
1.0775, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
1.45092, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
-0.0178, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
0.52086, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
-1.3147, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
-1.8762, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
-0.6521, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
-2.8437, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
-6.0309, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
-3.3348, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
-0.7275, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
-0.6188, 2060-2079, mri_cgcm3, May Anomaly, NPL
-3.1962, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
3.72715, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
-0.6355, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
0.66272, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
0.44063, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
2.35115, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
-2.749, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
1.0025, 2060-2079, noresm1_m, Jan Anomaly, NPL
-1.6366, 2060-2079, noresm1_m, Feb Anomaly, NPL
-1.3144, 2060-2079, noresm1_m, Mar Anomaly, NPL
1.68817, 2060-2079, noresm1_m, Apr Anomaly, NPL
-0.0344, 2060-2079, noresm1_m, May Anomaly, NPL
-1.034, 2060-2079, noresm1_m, Jun Anomaly, NPL
1.3892, 2060-2079, noresm1_m, Jul Anomaly, NPL
-0.1676, 2060-2079, noresm1_m, Aug Anomaly, NPL
0.65134, 2060-2079, noresm1_m, Sep Anomaly, NPL
-2.3199, 2060-2079, noresm1_m, Oct Anomaly, NPL
3.03769, 2060-2079, noresm1_m, Nov Anomaly, NPL
5.1442, 2060-2079, noresm1_m, Dec Anomaly, NPL
-9.158, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-9.1565, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-11.859, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-13.832, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-15.002, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-10.303, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.6458, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.662, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-2.407, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-6.183, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-7.9857, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-7.6113, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
1.01598, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
2.06264, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
1.81537, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
1.4006, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
3.73008, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
2.11241, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
2.10941, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
0.16021, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
-0.3868, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.6904, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
1.45469, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
2.76909, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
14.7739, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
18.8439, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
19.437, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
18.4349, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
17.5168, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
25.6741, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
26.9902, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
9.04572, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
9.61294, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
7.344, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
10.0243, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
15.0166, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
9.46614, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
0.12706, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
4.75831, 2060-2079, bnu_esm, Annual Anomaly, NPL
4.20084, 2060-2079, canesm2, Annual Anomaly, NPL
3.14542, 2060-2079, ccsm4, Annual Anomaly, NPL
-1.5849, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
7.09744, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
-3.2271, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
6.61378, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
6.02757, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
-3.0735, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
9.7502, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
7.84716, 2060-2079, hadgem2_es, Annual Anomaly, NPL
0.66437, 2060-2079, miroc5, Annual Anomaly, NPL
0.61555, 2060-2079, miroc_esm, Annual Anomaly, NPL
-0.3258, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
-3.8369, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
-4.5822, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
2.53454, 2060-2079, noresm1_m, Annual Anomaly, NPL
-13.171, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
3.91075, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
25.8085, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
