Maximum Length of Consecutive Dry Spell - (Days), Year, Model, Statistics, ISO3
14.9845, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
3.54292, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
1.26175, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
4.59453, 2080-2099, gfdl_cm3, May Anomaly, NPL
0.23283, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
-3.1498, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
-0.4159, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
-1.9873, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
-1.5917, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
-0.9275, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
6.47752, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
9.50921, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
17.1469, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
8.91374, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
-0.1878, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
-8.1697, 2080-2099, gfdl_esm2g, May Anomaly, NPL
-3.6878, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
-1.7699, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
0.77621, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
0.24806, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
1.68988, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
0.7057, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
1.86549, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
-2.0672, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
0.72676, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
9.67351, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
8.80238, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
12.2014, 2080-2099, gfdl_esm2m, May Anomaly, NPL
6.29965, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
0.3134, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
0.78511, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
0.05001, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
-0.8987, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
-0.8942, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
-0.915, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
5.10236, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
2.54814, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
1.59201, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
1.83232, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
0.27428, 2080-2099, hadgem2_ao, May Anomaly, NPL
0.91776, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
-0.238, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
-0.0089, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
-1.0701, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
0.13846, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
3.17625, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
5.29226, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
7.03415, 2080-2099, hadgem2_es, Jan Anomaly, NPL
1.2905, 2080-2099, hadgem2_es, Feb Anomaly, NPL
0.87838, 2080-2099, hadgem2_es, Mar Anomaly, NPL
0.60644, 2080-2099, hadgem2_es, Apr Anomaly, NPL
0.05921, 2080-2099, hadgem2_es, May Anomaly, NPL
2.26496, 2080-2099, hadgem2_es, Jun Anomaly, NPL
0.064, 2080-2099, hadgem2_es, Jul Anomaly, NPL
-0.0529, 2080-2099, hadgem2_es, Aug Anomaly, NPL
-1.4619, 2080-2099, hadgem2_es, Sep Anomaly, NPL
3.44815, 2080-2099, hadgem2_es, Oct Anomaly, NPL
15.6427, 2080-2099, hadgem2_es, Nov Anomaly, NPL
13.5152, 2080-2099, hadgem2_es, Dec Anomaly, NPL
4.49376, 2080-2099, miroc5, Jan Anomaly, NPL
6.82775, 2080-2099, miroc5, Feb Anomaly, NPL
12.1778, 2080-2099, miroc5, Mar Anomaly, NPL
-1.5083, 2080-2099, miroc5, Apr Anomaly, NPL
0.94437, 2080-2099, miroc5, May Anomaly, NPL
-1.8159, 2080-2099, miroc5, Jun Anomaly, NPL
-1.2282, 2080-2099, miroc5, Jul Anomaly, NPL
0.31443, 2080-2099, miroc5, Aug Anomaly, NPL
0.06978, 2080-2099, miroc5, Sep Anomaly, NPL
-2.9387, 2080-2099, miroc5, Oct Anomaly, NPL
-4.3607, 2080-2099, miroc5, Nov Anomaly, NPL
-4.55, 2080-2099, miroc5, Dec Anomaly, NPL
-4.5789, 2080-2099, miroc_esm, Jan Anomaly, NPL
-1.1631, 2080-2099, miroc_esm, Feb Anomaly, NPL
1.36983, 2080-2099, miroc_esm, Mar Anomaly, NPL
3.04424, 2080-2099, miroc_esm, Apr Anomaly, NPL
2.30757, 2080-2099, miroc_esm, May Anomaly, NPL
1.08082, 2080-2099, miroc_esm, Jun Anomaly, NPL
-1.1996, 2080-2099, miroc_esm, Jul Anomaly, NPL
-0.4734, 2080-2099, miroc_esm, Aug Anomaly, NPL
-0.4355, 2080-2099, miroc_esm, Sep Anomaly, NPL
0.86202, 2080-2099, miroc_esm, Oct Anomaly, NPL
-0.6339, 2080-2099, miroc_esm, Nov Anomaly, NPL
-0.1952, 2080-2099, miroc_esm, Dec Anomaly, NPL
1.47774, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
0.27901, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
-6.9153, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
1.68635, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
-2.376, 2080-2099, mri_cgcm3, May Anomaly, NPL
-5.495, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
-2.4267, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
-1.9315, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
-2.551, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
-1.2897, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
2.8779, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
-2.2026, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
5.74476, 2080-2099, noresm1_m, Jan Anomaly, NPL
3.66734, 2080-2099, noresm1_m, Feb Anomaly, NPL
-0.5578, 2080-2099, noresm1_m, Mar Anomaly, NPL
3.40567, 2080-2099, noresm1_m, Apr Anomaly, NPL
0.46622, 2080-2099, noresm1_m, May Anomaly, NPL
-5.7459, 2080-2099, noresm1_m, Jun Anomaly, NPL
-0.761, 2080-2099, noresm1_m, Jul Anomaly, NPL
-0.0367, 2080-2099, noresm1_m, Aug Anomaly, NPL
-0.1584, 2080-2099, noresm1_m, Sep Anomaly, NPL
-2.6328, 2080-2099, noresm1_m, Oct Anomaly, NPL
0.33742, 2080-2099, noresm1_m, Nov Anomaly, NPL
4.70793, 2080-2099, noresm1_m, Dec Anomaly, NPL
-9.6426, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-9.2999, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-13.268, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-14.134, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-15.981, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-10.195, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.7164, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.6786, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-2.8928, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-6.7916, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-8.1121, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-8.4579, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
2.80693, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
4.593, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
1.54495, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
1.41666, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
2.30393, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
0.97304, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
0.51725, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.095, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
-1.2642, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
-1.0091, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
0.39211, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
3.09563, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
16.9914, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
21.2281, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
20.9967, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
20.7553, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
20.6246, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
23.3868, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
25.1763, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
11.2431, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
11.8868, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
8.1919, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
11.3784, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
14.7098, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
4.59822, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
-5.5867, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
4.41624, 2080-2099, ccsm4, Annual Anomaly, NPL
-0.1613, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
-5.5851, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
12.7511, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
7.64425, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
8.20679, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
7.17222, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
20.1365, 2080-2099, hadgem2_es, Annual Anomaly, NPL
3.5646, 2080-2099, miroc5, Annual Anomaly, NPL
-0.8687, 2080-2099, miroc_esm, Annual Anomaly, NPL
-5.6649, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
4.0026, 2080-2099, noresm1_m, Annual Anomaly, NPL
-13.98, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
4.24228, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
26.2021, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
