FID,id_punto,mes,mes_etiqueta,n_period,period,temp_min_normal,geom
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-110a,40665,1,1,30,1940,1.64,POINT (8933389.136160204 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-1109,40666,1,1,30,1940,-3.23,POINT (8989048.88155684 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-1108,40667,1,1,30,1940,-13.61,POINT (9044708.626953477 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-1107,40668,1,1,30,1940,-11.78,POINT (9100368.372350115 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-1106,40669,1,1,30,1940,-15.85,POINT (9156028.117746752 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-1105,40670,1,1,30,1940,-22.02,POINT (9211687.863143386 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-1104,40671,1,1,30,1940,-20.31,POINT (9267347.608540025 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-1103,40672,1,1,30,1940,-20.08,POINT (9323007.353936663 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-1102,40673,1,1,30,1940,-20.26,POINT (9378667.099333297 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-1101,40674,1,1,30,1940,-22.54,POINT (9434326.844729934 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-1100,40675,1,1,30,1940,-22.58,POINT (9489986.590126572 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10ff,40676,1,1,30,1940,-22.82,POINT (9545646.335523209 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10fe,40677,1,1,30,1940,-20.27,POINT (9601306.080919845 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10fd,40678,1,1,30,1940,-21.24,POINT (9656965.826316481 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10fc,40679,1,1,30,1940,-24.8,POINT (9712625.57171312 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10fb,40680,1,1,30,1940,-23.86,POINT (9768285.317109756 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10fa,41295,1,1,30,1940,7.46,POINT (8933389.136160204 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10f9,41296,1,1,30,1940,6.73,POINT (8989048.88155684 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10f8,41297,1,1,30,1940,5.42,POINT (9044708.626953477 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10f7,41298,1,1,30,1940,1.65,POINT (9100368.372350115 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10f6,41299,1,1,30,1940,-1.22,POINT (9156028.117746752 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10f5,41300,1,1,30,1940,-7.4,POINT (9211687.863143386 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10f4,41301,1,1,30,1940,-18.37,POINT (9267347.608540025 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10f3,41302,1,1,30,1940,-18.45,POINT (9323007.353936663 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10f2,41303,1,1,30,1940,-21.63,POINT (9378667.099333297 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10f1,41304,1,1,30,1940,-24.9,POINT (9434326.844729934 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10f0,41305,1,1,30,1940,-25.17,POINT (9489986.590126572 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10ef,41306,1,1,30,1940,-22.81,POINT (9545646.335523209 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10ee,41307,1,1,30,1940,-24.47,POINT (9601306.080919845 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10ed,41308,1,1,30,1940,-24.23,POINT (9656965.826316481 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10ec,41309,1,1,30,1940,-23.79,POINT (9712625.57171312 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-10eb,41310,1,1,30,1940,-21.25,POINT (9768285.317109756 3343864.953833735)
