,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198411,1.12,86.02,4.01,36.93,12.97,-1.73,20.8,7.74,13.06,10.42,1.99,3.73,0.48,3.25,2.3,3.6,0.6,3.0
198412,10.88,85.77,3.06,32.63,10.86,-5.63,18.86,5.79,13.07,7.92,1.97,3.7,0.54,3.15,2.39,4.01,0.73,3.28
198413,681.31,85.47,7.96,47.66,17.93,5.09,24.79,12.35,12.44,17.03,2.16,4.1,0.54,3.55,2.54,4.2,0.74,3.46
198501,27.24,85.91,3.44,45.28,7.75,-4.18,15.3,2.05,13.25,5.55,1.96,3.16,0.62,2.54,2.4,3.76,0.8,2.96
198502,0.73,85.39,1.99,20.55,11.57,-10.2,20.92,4.28,16.64,8.94,2.41,4.74,0.5,4.24,2.79,4.92,0.63,4.28
198503,1.08,85.55,2.68,17.07,18.42,-7.19,27.55,10.28,17.27,17.04,2.74,5.52,0.71,4.8,3.31,6.04,0.99,5.05
198504,22.75,85.35,4.97,26.24,22.03,1.01,30.1,14.26,15.84,21.88,2.72,5.38,0.7,4.68,3.25,5.79,0.94,4.86
198505,40.43,85.22,5.69,25.03,24.77,2.52,32.55,16.47,16.08,24.91,2.75,5.25,0.67,4.58,3.23,5.54,0.87,4.67
198506,148.57,84.87,10.67,44.2,25.76,11.84,32.22,19.57,12.65,26.49,2.42,4.83,0.51,4.31,2.82,5.01,0.67,4.34
198507,156.29,85.08,15.22,73.85,23.09,17.73,27.62,19.47,8.16,24.03,2.09,4.07,0.48,3.59,2.46,4.1,0.87,3.24
198508,156.22,85.09,16.52,81.72,22.58,19.11,26.79,19.32,7.47,23.11,1.88,3.81,0.42,3.39,2.23,3.85,0.64,3.21
198509,175.7,85.38,14.17,81.05,20.3,16.65,24.56,17.17,7.39,20.4,1.69,3.3,0.4,2.9,2.12,3.57,0.63,2.94
198510,103.58,85.77,10.25,73.45,16.51,11.27,21.45,12.89,8.57,15.39,1.68,3.03,0.44,2.59,2.01,3.08,0.6,2.48
198511,0.0,85.88,5.99,55.76,12.63,3.35,19.14,8.42,10.72,10.12,1.79,3.34,0.37,2.96,2.08,3.28,0.49,2.8
198512,24.06,85.94,4.56,49.09,10.75,-0.39,17.58,6.42,11.16,7.91,1.77,3.33,0.59,2.73,2.16,3.49,0.81,2.68
198513,856.65,85.45,8.05,49.65,18.04,5.22,24.66,12.59,12.07,17.19,2.16,4.14,0.54,3.6,2.57,4.37,0.75,3.62
198601,4.15,85.92,3.26,38.52,9.27,-4.65,16.88,4.12,12.76,6.16,1.88,3.47,0.48,2.99,2.17,3.45,0.61,2.84
198602,25.39,85.81,4.27,44.75,11.16,-1.27,18.5,5.67,12.83,9.63,2.04,4.0,0.52,3.48,2.38,4.11,0.68,3.43
198603,14.07,85.65,4.77,37.55,15.42,0.49,23.56,8.42,15.14,14.73,2.49,4.72,0.72,4.0,2.99,5.07,0.99,4.08
198604,19.06,85.48,4.9,27.7,20.71,0.89,28.73,12.93,15.8,20.68,2.7,5.05,0.7,4.35,3.3,5.52,0.93,4.59
198605,25.61,85.31,5.33,25.32,23.46,1.76,31.18,15.3,15.89,23.76,2.71,5.2,0.69,4.51,3.16,5.4,0.82,4.58
198606,92.73,84.95,10.31,43.19,25.7,9.79,32.42,19.01,13.42,26.73,2.42,4.63,0.58,4.05,2.72,4.56,0.75,3.81
198607,315.74,85.07,15.64,77.3,22.72,18.18,27.01,19.18,7.83,23.34,1.9,3.73,0.43,3.3,2.24,3.76,0.67,3.1
198608,160.63,85.19,15.6,80.04,21.99,18.14,26.17,18.4,7.76,22.09,1.82,3.46,0.41,3.05,2.16,3.55,0.57,2.98
198609,100.1,85.52,11.75,66.18,20.63,13.65,26.02,16.16,9.86,20.14,1.72,3.18,0.33,2.86,2.0,3.15,0.46,2.69
198610,13.79,85.85,7.92,55.88,16.69,7.24,23.11,11.44,11.67,15.28,1.91,3.32,0.45,2.88,2.29,3.44,0.57,2.87
198611,0.43,85.96,3.99,34.91,13.8,-1.73,21.65,8.34,13.31,11.0,1.96,3.41,0.5,2.92,2.33,3.46,0.62,2.84
198612,29.83,86.08,3.5,41.22,9.46,-3.82,16.75,4.44,12.31,6.83,1.92,3.34,0.48,2.86,2.28,3.54,0.64,2.9
198613,801.55,85.57,7.63,47.79,17.61,4.93,24.35,11.98,12.37,16.72,2.12,3.96,0.52,3.44,2.5,4.08,0.69,3.39
198701,10.75,86.08,3.25,37.45,9.69,-4.68,17.65,4.17,13.48,7.01,1.97,3.57,0.55,3.02,2.29,3.7,0.69,3.02
198702,10.22,86.02,3.65,35.45,12.19,-3.0,19.88,6.32,13.56,10.55,2.07,3.87,0.53,3.34,2.47,4.12,0.73,3.39
198703,4.31,85.69,4.19,31.05,16.44,-0.97,24.54,9.41,15.13,15.79,2.51,4.99,0.74,4.26,2.99,5.28,0.93,4.36
198704,7.81,85.55,4.08,22.42,21.09,-1.74,29.23,13.12,16.11,21.12,2.73,5.13,0.7,4.44,3.26,5.49,0.9,4.6
198705,56.95,85.56,7.12,37.64,22.35,6.23,29.62,15.18,14.43,22.75,2.58,4.88,0.77,4.12,3.08,5.3,1.01,4.29
198706,14.97,85.03,7.21,26.7,27.63,6.33,35.08,19.93,15.14,28.53,2.62,4.99,0.61,4.37,3.01,5.17,0.75,4.42
198707,80.67,84.99,13.15,53.7,26.14,15.17,32.1,20.9,11.19,27.37,2.17,4.45,0.34,4.11,2.45,4.49,0.52,3.97
198708,145.4,85.13,14.59,65.17,24.44,17.08,29.93,19.95,9.98,25.37,1.98,4.06,0.32,3.74,2.25,4.05,0.46,3.6
198709,32.58,85.46,12.44,62.3,22.39,14.1,28.43,17.63,10.8,22.44,1.94,4.01,0.33,3.68,2.18,3.96,0.44,3.52
198710,28.98,85.84,6.4,41.55,18.42,4.45,25.99,12.72,13.27,17.19,2.12,4.05,0.44,3.61,2.46,4.03,0.55,3.48
198711,0.0,85.92,2.51,20.01,15.02,-7.66,23.69,9.51,14.19,11.2,1.94,3.79,0.48,3.32,2.19,3.62,0.59,3.04
198712,15.36,86.14,2.32,23.09,12.15,-8.66,20.67,7.0,13.67,8.25,1.82,3.61,0.5,3.11,2.06,3.52,0.64,2.87
198713,408.0,85.62,6.77,38.12,19.02,3.11,26.42,13.02,13.4,18.16,2.2,4.29,0.53,3.76,2.56,4.4,0.68,3.71
198801,75.68,85.93,3.33,37.62,10.24,-4.4,18.07,5.08,12.98,7.32,1.86,3.46,0.5,2.96,2.15,3.52,0.58,2.94
198802,24.78,85.79,3.93,38.22,12.35,-2.37,20.33,6.35,13.98,10.48,2.15,3.79,0.54,3.26,2.62,4.19,0.71,3.49
198803,35.19,85.54,4.68,37.58,15.34,-0.01,23.44,8.28,15.16,14.41,2.52,4.6,0.77,3.83,3.09,5.09,1.04,4.05
198804,14.37,85.58,4.35,21.78,22.51,-0.81,30.97,14.01,16.97,22.08,2.66,4.89,0.63,4.26,3.14,5.18,0.75,4.43
198805,26.79,85.2,5.15,21.36,25.92,1.24,34.15,17.02,17.13,25.84,2.88,5.57,0.6,4.97,3.41,5.98,0.79,5.19
198806,72.4,85.11,10.81,43.83,26.12,11.51,32.5,19.86,12.64,27.07,2.35,4.74,0.44,4.3,2.61,4.67,0.58,4.09
198807,363.94,85.08,16.99,82.52,22.87,19.54,26.86,19.56,7.3,23.59,1.95,3.7,0.53,3.17,2.33,3.74,0.88,2.86
198808,228.77,85.12,16.57,85.16,21.94,19.08,25.63,19.02,6.61,22.15,1.84,3.41,0.63,2.78,2.32,3.6,0.98,2.62
198809,21.11,85.43,14.91,80.03,21.29,17.39,25.61,17.91,7.7,21.25,1.68,3.27,0.46,2.81,2.01,3.3,0.68,2.62
198810,1.38,85.68,8.67,56.67,18.07,8.72,24.71,12.96,11.75,16.92,1.98,3.72,0.43,3.29,2.26,3.6,0.54,3.05
198811,0.0,86.07,4.89,42.05,13.89,0.72,21.45,8.71,12.73,11.56,1.94,3.57,0.45,3.12,2.25,3.39,0.56,2.83
198812,13.87,86.1,3.79,40.32,11.24,-2.66,18.1,7.01,11.1,8.46,1.72,3.24,0.47,2.77,2.08,3.39,0.62,2.76
198813,878.29,85.55,8.19,49.01,18.49,5.69,25.15,12.99,12.16,17.6,2.13,4.0,0.54,3.46,2.52,4.14,0.73,3.41
198901,34.13,85.74,3.0,38.12,8.37,-5.94,16.32,3.21,13.11,5.48,1.95,3.59,0.65,2.94,2.33,3.82,0.86,2.96
198902,5.64,85.72,3.14,34.04,10.56,-5.13,18.83,4.01,14.82,8.92,2.29,4.41,0.62,3.78,2.76,4.76,0.84,3.92
198903,16.46,85.65,3.77,29.09,15.75,-2.91,23.82,8.73,15.09,14.77,2.35,4.72,0.52,4.2,2.81,5.17,0.78,4.4
198904,2.39,85.38,3.21,17.88,20.82,-4.83,29.73,12.32,17.41,20.47,3.05,6.08,0.91,5.17,3.75,6.78,1.19,5.59
198905,14.38,85.27,4.88,20.36,25.41,0.03,33.26,17.39,15.88,25.62,2.73,5.23,0.64,4.58,3.22,5.55,0.85,4.69
198906,61.94,85.1,10.94,44.83,25.93,12.35,32.23,19.7,12.53,27.17,2.31,4.76,0.36,4.41,2.6,4.77,0.47,4.3
198907,148.08,85.09,14.87,67.94,24.09,17.28,29.23,19.69,9.54,25.23,2.11,4.21,0.36,3.85,2.35,4.16,0.56,3.6
198908,84.1,85.2,15.4,75.58,22.76,17.97,27.45,19.1,8.35,23.6,1.87,3.82,0.4,3.42,2.17,3.82,0.66,3.16
198909,46.23,85.4,13.49,68.33,22.28,15.78,28.16,17.83,10.34,22.81,1.88,4.03,0.36,3.67,2.15,4.01,0.47,3.53
198910,1.81,85.77,6.03,36.75,18.94,3.24,26.85,12.75,14.1,17.7,2.21,4.13,0.35,3.78,2.56,4.05,0.42,3.63
198911,5.16,86.06,3.29,29.07,13.77,-4.36,22.02,7.96,14.05,11.62,2.11,3.99,0.44,3.55,2.51,4.13,0.56,3.57
198912,7.77,86.1,2.82,31.84,10.48,-6.48,17.95,5.79,12.17,7.71,1.8,3.47,0.45,3.02,2.07,3.4,0.56,2.84
198913,428.1,85.54,7.1,41.22,18.3,3.13,25.52,12.42,13.09,17.63,2.22,4.37,0.51,3.86,2.6,4.53,0.69,3.84
199001,1.91,85.88,2.62,24.29,12.78,-7.09,21.23,7.42,13.81,9.86,2.07,4.22,0.53,3.69,2.45,4.42,0.69,3.73
199002,66.18,85.78,4.53,49.78,10.77,-0.65,17.34,5.82,11.52,9.94,2.02,3.76,0.59,3.17,2.47,4.02,0.79,3.23
199003,13.9,85.78,4.99,43.76,13.75,1.11,21.12,7.32,13.8,13.2,2.38,4.32,0.67,3.66,2.85,4.48,0.89,3.59
199004,17.74,85.37,4.6,26.56,20.62,-0.01,28.97,12.63,16.34,20.34,2.8,5.53,0.74,4.78,3.42,6.07,1.01,5.06
199005,36.25,85.28,8.23,36.33,24.81,7.81,31.72,17.81,13.91,25.42,2.37,4.71,0.42,4.29,2.71,4.74,0.58,4.16
199006,51.82,84.94,10.36,40.35,27.16,10.39,33.87,20.64,13.23,28.35,2.5,4.94,0.47,4.47,2.8,5.03,0.66,4.37
199007,221.27,84.94,16.6,80.55,22.91,19.13,26.9,19.72,7.19,23.71,2.08,3.96,0.58,3.38,2.47,4.09,0.96,3.13
199008,155.51,85.3,16.35,82.94,22.21,18.96,26.1,19.1,7.0,22.66,1.77,3.5,0.46,3.05,2.09,3.55,0.74,2.8
199009,91.63,85.42,15.19,82.55,21.07,17.74,25.24,17.93,7.31,21.32,1.73,3.51,0.37,3.13,2.06,3.52,0.6,2.92
199010,2.21,85.85,8.43,56.24,17.42,7.95,23.87,12.59,11.28,16.38,1.93,3.58,0.38,3.2,2.22,3.49,0.51,2.98
199011,1.29,86.01,4.71,38.28,14.93,0.17,22.85,9.73,13.12,12.51,1.95,3.53,0.5,3.02,2.27,3.44,0.63,2.81
199012,14.22,86.08,3.37,36.2,11.09,-4.15,18.39,6.75,11.63,8.18,1.91,3.52,0.52,3.0,2.28,3.6,0.67,2.94
199013,673.92,85.55,8.36,49.85,18.32,5.99,24.83,13.16,11.67,17.69,2.12,4.09,0.52,3.57,2.51,4.2,0.73,3.48
199101,3.28,85.87,2.9,35.48,8.92,-5.9,16.82,3.51,13.31,6.43,2.06,3.86,0.44,3.42,2.41,3.94,0.56,3.38
199102,12.71,85.93,3.56,34.08,12.44,-3.72,20.13,6.31,13.82,11.12,2.15,3.91,0.65,3.25,2.61,4.26,0.84,3.43
199103,41.88,85.74,4.33,33.18,16.14,-0.77,24.41,8.85,15.56,15.31,2.45,4.26,0.7,3.56,3.01,4.66,0.9,3.76
199104,5.8,85.54,3.79,21.5,20.77,-2.56,29.01,12.81,16.2,20.59,2.67,4.86,0.71,4.15,3.23,5.27,0.91,4.36
199105,13.88,85.34,4.96,19.95,26.13,1.09,34.3,17.62,16.68,26.51,2.92,5.75,0.68,5.08,3.51,6.3,0.85,5.45
199106,56.93,85.04,10.87,44.47,25.93,12.12,32.48,19.66,12.82,27.02,2.43,4.59,0.5,4.1,2.73,4.57,0.71,3.86
199107,50.12,84.95,14.27,58.49,25.87,16.64,31.46,21.01,10.45,27.26,2.12,4.3,0.46,3.83,2.38,4.24,0.7,3.53
199108,179.28,85.1,15.89,76.8,23.03,18.41,27.64,19.59,8.04,23.75,1.87,3.81,0.38,3.44,2.19,3.84,0.64,3.19
199109,50.12,85.46,13.57,73.36,21.17,15.69,26.39,17.36,9.03,21.26,1.91,3.97,0.42,3.55,2.18,3.93,0.62,3.31
199110,0.02,85.74,6.7,43.76,18.07,4.96,25.73,12.51,13.22,16.79,2.1,4.02,0.43,3.59,2.41,3.98,0.55,3.43
199111,3.07,86.06,3.77,34.49,13.14,-2.82,20.76,8.23,12.53,10.7,1.9,3.7,0.36,3.34,2.22,3.69,0.47,3.22
199112,30.59,86.0,3.63,41.02,10.4,-3.3,17.51,6.24,11.27,7.87,1.76,3.58,0.47,3.1,2.07,3.56,0.62,2.94
199113,447.67,85.56,7.38,43.12,18.53,4.2,25.58,12.84,12.74,17.92,2.2,4.22,0.52,3.7,2.58,4.35,0.7,3.66
199201,5.36,86.06,3.62,39.92,10.12,-3.39,17.44,5.36,12.08,7.6,1.84,3.68,0.53,3.15,2.23,3.92,0.73,3.19
199202,2.7,85.7,3.17,34.88,10.26,-5.02,18.27,4.18,14.09,8.66,2.16,4.32,0.44,3.88,2.51,4.42,0.56,3.86
199203,2.54,85.71,3.54,25.75,16.62,-3.84,24.93,10.01,14.93,16.11,2.56,5.1,0.85,4.25,3.26,5.7,1.17,4.53
199204,0.69,85.6,3.55,18.59,21.73,-3.3,30.27,13.89,16.38,21.8,2.84,5.67,0.81,4.86,3.41,6.1,1.09,5.01
199205,18.82,85.34,5.36,25.09,24.03,1.58,31.73,16.34,15.39,24.58,2.76,5.4,0.67,4.74,3.24,5.66,0.9,4.76
199206,82.29,85.04,8.93,35.7,26.22,8.7,33.04,19.33,13.71,26.97,2.47,4.83,0.47,4.36,2.82,4.9,0.63,4.27
199207,126.74,85.1,14.39,66.91,23.82,16.74,29.25,19.2,10.05,24.8,2.11,4.3,0.34,3.96,2.46,4.34,0.57,3.77
199208,137.66,85.22,16.07,79.3,22.67,18.7,27.17,19.29,7.88,23.4,2.09,4.16,0.58,3.58,2.47,4.23,0.97,3.26
199209,72.77,85.44,13.46,72.44,21.2,15.72,26.38,17.31,9.07,21.33,1.86,3.84,0.37,3.47,2.13,3.77,0.5,3.27
199210,47.26,85.76,7.57,51.08,17.57,6.79,24.47,12.21,12.26,16.28,2.04,3.7,0.47,3.22,2.43,3.72,0.57,3.14
199211,3.41,86.08,5.1,43.93,13.94,1.33,21.54,8.93,12.61,11.74,1.86,3.65,0.35,3.3,2.17,3.5,0.46,3.04
199212,0.0,86.11,3.11,33.0,10.87,-5.02,18.72,5.91,12.81,7.67,1.88,3.68,0.36,3.32,2.17,3.65,0.45,3.2
199213,500.24,85.6,7.34,43.95,18.27,4.11,25.28,12.69,12.59,17.6,2.21,4.36,0.52,3.84,2.61,4.49,0.72,3.77
199301,13.92,85.85,3.35,39.42,9.4,-4.72,17.15,4.19,12.97,7.12,2.02,3.99,0.58,3.42,2.46,4.33,0.75,3.58
199302,12.07,85.85,3.1,29.06,12.9,-5.44,21.16,6.92,14.24,11.06,2.19,4.55,0.39,4.15,2.56,4.62,0.52,4.09
199303,35.7,85.77,4.08,37.07,13.57,-1.9,21.2,7.22,13.98,12.8,2.35,4.44,0.64,3.8,2.85,4.86,0.83,4.03
199304,2.77,85.63,4.53,25.91,20.53,-0.25,28.82,12.64,16.18,20.39,2.64,4.95,0.68,4.27,3.11,5.16,0.77,4.39
199305,20.58,85.3,5.62,24.13,25.25,2.14,33.16,16.95,16.22,25.79,2.75,5.32,0.63,4.69,3.18,5.49,0.84,4.65
199306,137.01,85.09,11.14,47.79,25.39,12.3,31.68,19.18,12.5,26.34,2.29,4.47,0.51,3.96,2.6,4.46,0.66,3.8
199307,87.8,85.01,15.62,70.25,24.18,18.16,29.38,19.87,9.51,25.38,2.24,4.3,0.52,3.78,2.55,4.32,0.78,3.54
199308,46.82,85.1,14.82,67.32,24.02,17.3,29.79,19.51,10.28,25.09,2.08,4.3,0.36,3.94,2.35,4.3,0.57,3.73
199309,64.01,85.44,13.87,75.16,21.19,16.33,26.25,17.59,8.66,21.79,1.8,3.77,0.42,3.36,2.17,3.89,0.65,3.24
199310,0.01,85.87,5.63,34.42,18.74,2.05,26.71,12.58,14.13,17.34,2.19,4.1,0.33,3.77,2.53,4.07,0.41,3.66
199311,0.01,85.97,3.21,25.55,15.05,-4.59,23.2,9.51,13.7,12.53,2.04,4.09,0.36,3.73,2.37,4.02,0.45,3.57
199312,0.08,86.06,1.7,16.71,11.94,-11.33,20.16,6.9,13.26,8.11,1.84,3.68,0.42,3.26,2.08,3.56,0.53,3.03
199313,420.8,85.58,7.25,41.14,18.54,3.38,25.74,12.78,12.96,17.84,2.2,4.33,0.49,3.84,2.57,4.42,0.65,3.77
199401,18.18,85.88,3.4,36.75,10.88,-4.31,18.52,5.86,12.66,8.59,1.94,3.68,0.41,3.27,2.3,3.82,0.53,3.3
199402,30.52,85.72,3.69,40.28,10.58,-3.01,18.55,4.32,14.24,9.06,2.27,4.36,0.52,3.84,2.69,4.56,0.67,3.89
199403,0.95,85.66,3.62,24.1,17.89,-3.13,26.77,10.14,16.62,16.92,2.69,5.21,0.74,4.48,3.22,5.61,0.92,4.69
199404,10.89,85.59,4.3,24.99,20.26,-1.07,28.22,12.77,15.45,20.43,2.62,5.1,0.58,4.53,3.11,5.54,0.71,4.83
199405,10.68,85.35,5.55,23.17,25.69,2.6,33.41,17.67,15.74,26.21,2.79,5.35,0.78,4.58,3.24,5.63,1.0,4.63
199406,34.66,84.91,10.21,39.35,27.3,10.25,33.98,20.96,13.02,28.66,2.5,4.91,0.49,4.42,2.76,4.82,0.63,4.19
199407,164.55,84.94,16.18,72.8,24.15,18.71,29.03,20.4,8.62,25.2,2.08,4.0,0.48,3.52,2.39,4.05,0.77,3.28
199408,192.32,85.18,16.61,82.59,22.52,19.18,26.21,19.65,6.56,22.84,1.72,3.24,0.43,2.81,2.08,3.35,0.69,2.66
199409,41.66,85.46,13.74,72.99,21.31,15.8,26.66,17.31,9.34,21.32,1.83,3.79,0.4,3.39,2.11,3.7,0.58,3.12
199410,0.15,85.88,7.49,49.33,17.95,6.58,25.16,12.45,12.7,16.93,2.07,3.96,0.46,3.5,2.4,3.92,0.58,3.34
199411,0.0,86.13,4.63,39.76,14.06,0.36,21.68,8.83,12.85,11.96,2.01,3.87,0.36,3.51,2.34,3.78,0.46,3.33
199412,0.05,86.07,2.73,28.58,10.86,-6.64,19.0,5.67,13.33,7.91,1.96,3.72,0.47,3.25,2.28,3.72,0.58,3.14
199413,504.6,85.56,7.71,44.59,18.66,4.65,25.63,13.05,12.58,18.05,2.21,4.27,0.51,3.75,2.58,4.37,0.68,3.7
