,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198101,28.68,94.66,5.37,52.24,13.68,3.72,20.22,9.38,10.84,12.15,1.93,3.28,0.74,2.55,2.65,4.06,0.94,3.12
198102,1.37,94.39,5.0,38.77,17.3,2.77,25.21,11.83,13.39,15.92,2.4,4.68,0.76,3.92,3.23,5.22,0.95,4.27
198103,27.68,94.27,5.92,34.19,21.76,4.92,29.24,15.74,13.5,21.73,2.63,4.59,0.91,3.68,3.61,5.42,1.27,4.15
198104,57.18,93.91,7.27,32.92,25.82,7.35,33.31,18.63,14.68,26.08,2.65,4.42,0.84,3.58,3.48,5.09,1.21,3.88
198105,136.41,93.64,11.72,45.01,28.54,15.14,34.77,22.49,12.28,29.71,2.48,3.8,0.97,2.82,3.29,4.83,1.46,3.37
198106,155.15,93.23,14.43,52.44,29.67,17.9,35.26,24.39,10.87,30.55,2.8,4.42,1.24,3.18,3.72,5.32,1.99,3.33
198107,457.67,93.29,19.88,85.76,26.37,23.69,29.43,23.66,5.77,26.54,2.59,4.41,1.11,3.3,3.66,5.18,2.02,3.16
198108,247.0,93.32,19.69,87.59,25.85,23.53,28.79,23.34,5.45,25.84,2.23,3.87,0.96,2.91,3.2,4.65,1.73,2.92
198109,120.75,93.88,17.66,85.14,24.6,21.81,27.88,21.86,6.02,24.38,2.11,3.42,0.99,2.43,3.03,4.2,1.6,2.6
198110,1.26,94.19,11.58,66.23,21.79,14.96,27.34,17.82,9.52,20.65,1.96,3.42,0.8,2.62,2.69,3.94,1.12,2.83
198111,25.6,94.42,7.77,54.64,18.38,8.59,24.92,14.07,10.84,16.85,1.83,2.86,0.74,2.12,2.53,3.68,0.95,2.72
198112,4.91,94.78,5.09,45.11,14.84,2.71,22.1,10.44,11.65,12.83,1.96,3.56,0.65,2.9,2.7,4.05,0.89,3.16
198113,1263.67,94.0,10.99,56.82,22.4,12.32,28.21,17.83,10.37,21.96,2.3,3.89,0.89,3.0,3.15,4.63,1.35,3.29
198201,68.5,94.65,4.81,42.31,15.18,2.12,22.52,10.61,11.92,13.42,2.14,3.74,0.85,2.89,2.97,4.4,1.14,3.26
198202,11.46,94.37,5.26,45.47,15.49,3.32,22.73,10.39,12.34,14.67,2.35,4.34,0.85,3.49,3.25,4.9,1.12,3.78
198203,29.17,94.22,6.49,41.49,20.49,6.29,27.77,14.74,13.04,20.34,2.48,4.58,0.85,3.73,3.31,5.13,1.04,4.08
198204,32.82,93.82,6.94,30.1,26.55,7.17,34.14,19.55,14.58,26.95,2.92,5.15,0.95,4.19,3.91,5.86,1.33,4.53
198205,48.93,93.77,8.26,29.81,29.78,9.74,36.87,22.79,14.07,30.62,2.67,4.84,0.85,3.99,3.45,5.27,1.12,4.15
198206,100.16,93.26,14.28,50.32,30.06,18.12,35.75,24.75,11.0,31.63,2.63,4.34,1.16,3.18,3.33,4.94,1.59,3.35
198207,244.02,93.24,17.29,65.67,28.76,21.34,33.2,24.87,8.33,29.69,2.77,4.39,1.34,3.06,3.73,5.18,2.14,3.05
198208,206.11,93.34,19.04,80.21,26.78,23.0,30.49,23.75,6.74,26.97,2.33,3.93,1.02,2.91,3.4,4.85,1.85,3.0
198209,144.76,93.77,16.86,79.8,24.87,20.95,28.72,21.72,7.0,24.64,1.97,3.44,0.8,2.65,2.75,4.04,1.32,2.72
198210,4.22,94.37,10.34,54.95,23.11,13.33,28.96,18.47,10.49,22.37,1.89,2.95,0.74,2.21,2.55,3.69,0.93,2.76
198211,9.55,94.5,7.06,49.06,18.68,7.49,25.26,14.2,11.06,17.49,1.95,3.46,0.61,2.85,2.64,4.07,0.75,3.33
198212,5.62,94.61,4.38,38.82,15.08,0.97,22.54,10.42,12.12,13.09,1.97,3.68,0.71,2.97,2.67,4.27,0.95,3.32
198213,905.32,93.99,10.11,50.69,22.94,11.19,29.11,18.06,11.05,22.69,2.34,4.07,0.89,3.17,3.16,4.71,1.28,3.44
198301,0.24,94.71,3.27,32.13,13.63,-3.0,21.13,8.69,12.44,11.69,2.09,3.63,0.72,2.9,2.76,4.07,0.95,3.12
198302,0.12,94.42,2.87,22.68,16.38,-4.72,24.61,10.4,14.21,15.27,2.59,4.52,0.96,3.56,3.52,5.09,1.27,3.82
198303,6.93,94.09,3.42,19.01,22.35,-2.81,30.75,15.5,15.26,22.08,3.14,5.73,1.28,4.45,4.32,6.61,1.72,4.89
198304,9.05,93.89,5.42,25.59,25.7,3.11,33.2,18.99,14.21,26.36,3.19,5.84,1.16,4.69,4.29,6.65,1.69,4.96
198305,41.05,93.7,8.67,31.87,29.53,10.31,36.25,22.69,13.56,30.98,2.63,4.31,1.02,3.29,3.3,4.75,1.43,3.32
198306,114.16,93.35,11.4,37.9,31.62,13.9,37.76,25.51,12.25,32.86,3.01,4.94,1.27,3.67,3.93,5.57,1.96,3.62
198307,185.76,93.38,17.9,67.35,28.93,21.96,33.26,25.04,8.23,30.06,2.27,3.81,0.89,2.92,3.01,4.31,1.45,2.85
198308,102.94,93.52,18.36,74.12,27.59,22.45,31.89,24.06,7.83,28.32,2.67,4.56,1.18,3.38,3.71,5.21,2.21,3.0
198309,55.59,93.75,16.73,72.21,26.5,20.97,30.93,23.03,7.89,27.05,2.54,4.24,1.16,3.08,3.58,5.04,2.0,3.03
198310,56.43,94.1,11.83,58.9,23.77,14.77,29.41,19.6,9.81,23.63,1.82,3.04,0.69,2.34,2.5,3.61,1.08,2.54
198311,0.0,94.62,6.21,40.68,19.64,5.67,26.86,14.97,11.89,18.31,1.98,3.23,0.78,2.45,2.65,3.62,0.92,2.7
198312,6.78,94.63,3.92,34.87,15.26,-0.66,22.85,10.72,12.13,13.21,2.01,3.67,0.72,2.95,2.71,4.13,0.92,3.21
198313,579.04,94.01,9.21,43.27,23.44,8.58,29.93,18.31,11.62,23.35,2.49,4.29,0.98,3.3,3.35,4.88,1.47,3.42
198401,5.52,94.46,3.24,31.26,13.78,-3.43,21.78,8.75,13.03,11.98,2.36,4.4,0.82,3.58,3.2,4.9,1.09,3.81
198402,20.13,94.4,3.42,28.06,16.09,-3.07,24.67,10.07,14.6,14.89,2.65,4.6,1.3,3.3,3.64,5.18,1.79,3.39
198403,4.96,94.04,3.53,18.08,23.59,-2.08,32.28,16.66,15.62,22.92,2.73,4.98,0.7,4.28,3.58,5.48,0.93,4.55
198404,13.16,93.72,4.63,17.67,28.69,1.3,36.76,21.15,15.61,29.25,3.18,5.65,1.04,4.62,4.21,6.4,1.33,5.07
198405,37.3,93.41,9.31,33.48,30.06,10.25,37.11,23.17,13.93,31.38,3.16,4.85,1.36,3.49,4.08,5.57,2.11,3.46
198406,203.5,93.12,17.08,66.33,28.37,21.14,32.66,24.65,8.01,29.4,2.54,4.23,0.96,3.27,3.37,4.87,1.63,3.23
198407,246.25,93.33,18.55,81.22,26.15,22.57,29.59,23.24,6.35,26.58,2.31,3.95,1.03,2.92,3.17,4.62,1.84,2.78
198408,232.9,93.35,18.74,80.98,26.37,22.73,30.09,23.28,6.81,26.48,2.46,4.2,0.99,3.21,3.55,5.05,1.87,3.18
198409,207.35,93.81,16.67,84.36,23.77,20.81,27.34,21.05,6.28,23.51,2.27,3.85,0.91,2.94,3.22,4.53,1.54,2.99
198410,15.02,94.15,11.89,63.63,22.75,15.16,28.01,18.77,9.25,21.72,1.79,3.02,0.65,2.37,2.39,3.57,0.84,2.74
198411,0.0,94.6,5.76,41.15,18.35,4.76,25.52,13.73,11.79,16.3,1.95,3.14,0.68,2.45,2.61,3.69,0.81,2.88
198412,2.45,94.39,4.21,36.53,15.15,0.14,22.8,10.5,12.31,12.81,2.02,3.62,0.71,2.91,2.73,4.15,0.88,3.27
198413,988.54,93.9,9.77,48.63,22.77,9.23,29.06,17.94,11.12,22.28,2.45,4.21,0.93,3.28,3.31,4.83,1.39,3.45
198501,16.07,94.59,4.38,40.54,14.42,0.57,21.76,9.77,11.99,12.72,2.23,3.9,0.89,3.0,3.05,4.56,1.26,3.3
