,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198304,16.14,92.53,5.44,26.89,24.74,3.04,32.24,18.12,14.12,25.29,3.18,6.11,0.9,5.21,4.16,6.83,1.26,5.57
198305,46.17,92.34,8.39,31.78,28.72,9.64,35.44,21.62,13.82,29.99,2.58,4.47,0.8,3.67,3.18,4.83,1.1,3.73
198306,94.13,92.02,10.44,36.41,30.65,12.27,37.17,24.14,13.03,31.67,2.89,5.02,0.94,4.08,3.74,5.59,1.41,4.18
198307,149.99,92.04,16.94,63.73,28.73,20.77,33.28,24.67,8.61,29.96,2.34,4.17,0.69,3.47,2.96,4.45,1.1,3.34
198308,111.0,92.19,17.8,73.16,27.06,21.68,31.36,23.59,7.77,27.86,2.56,4.51,0.9,3.61,3.44,5.08,1.7,3.38
198309,78.53,92.41,16.49,73.82,25.65,20.47,30.0,22.33,7.67,26.14,2.35,4.1,0.86,3.24,3.28,4.75,1.54,3.21
198310,111.74,92.76,12.06,63.9,22.55,15.01,27.81,18.61,9.19,22.25,1.86,3.11,0.68,2.43,2.52,3.79,0.97,2.82
198311,0.0,93.25,6.31,44.06,18.39,5.68,25.25,13.83,11.41,16.8,2.01,3.38,0.86,2.51,2.59,3.64,0.97,2.68
198312,7.7,93.24,4.17,38.87,14.24,-0.06,21.53,9.79,11.74,12.01,1.99,3.71,0.68,3.03,2.58,4.03,0.8,3.23
198313,626.75,92.65,9.02,44.49,22.54,8.25,28.98,17.41,11.56,22.4,2.47,4.44,0.84,3.6,3.24,4.96,1.17,3.79
198401,3.91,93.07,3.38,33.96,12.89,-3.05,20.73,7.83,12.9,11.01,2.27,4.38,0.67,3.71,2.93,4.84,0.79,4.05
198402,19.85,93.01,3.44,29.11,15.38,-3.1,23.86,9.5,14.36,14.15,2.54,4.83,0.83,3.99,3.28,5.36,1.06,4.31
198403,2.2,92.67,3.58,18.87,22.85,-2.06,31.65,15.56,16.09,22.33,2.87,5.52,0.99,4.53,3.65,6.01,1.07,4.94
198404,4.0,92.37,4.44,17.66,27.69,0.66,35.91,19.87,16.04,28.41,3.39,6.22,1.14,5.08,4.47,7.04,1.45,5.59
198405,19.45,92.04,7.64,27.27,30.03,6.43,37.54,22.71,14.83,31.35,3.01,4.87,1.26,3.61,3.74,5.28,1.73,3.55
198406,162.16,91.78,16.18,62.31,28.28,20.0,32.97,24.22,8.75,29.61,2.59,4.47,0.79,3.67,3.26,4.85,1.31,3.54
198407,292.49,91.98,17.95,80.22,25.58,21.76,29.18,22.54,6.64,26.1,2.49,4.2,0.96,3.24,3.34,4.87,1.72,3.15
198408,216.38,92.04,18.19,79.79,25.91,21.98,29.55,22.73,6.82,26.1,2.2,3.74,0.81,2.93,3.08,4.51,1.43,3.09
198409,257.6,92.46,16.24,84.29,23.1,20.09,26.62,20.21,6.41,22.83,2.37,3.91,1.13,2.78,3.29,4.61,1.83,2.77
198410,23.98,92.8,10.92,60.79,21.9,13.64,27.18,17.58,9.6,20.6,1.81,2.79,0.65,2.14,2.38,3.5,0.81,2.69
198411,0.44,93.23,5.44,40.73,17.39,3.75,24.39,12.73,11.66,15.2,1.98,3.22,0.74,2.47,2.55,3.53,0.77,2.75
198412,4.58,93.0,4.14,37.75,14.24,-0.28,21.86,9.22,12.63,11.8,2.01,3.66,0.8,2.86,2.62,4.11,0.93,3.18
198413,1007.06,92.54,9.31,47.79,22.12,8.35,28.46,17.08,11.38,21.64,2.46,4.31,0.9,3.41,3.21,4.87,1.24,3.63
198501,33.86,93.2,4.42,43.31,13.36,0.5,20.29,8.88,11.4,11.48,2.08,3.63,0.67,2.96,2.72,4.35,0.85,3.5
198502,0.13,92.58,2.88,24.77,15.36,-4.92,23.99,9.11,14.88,13.5,2.46,4.58,0.97,3.6,3.1,4.86,0.97,3.89
198503,0.03,92.55,2.81,14.41,23.19,-5.45,32.44,15.33,17.1,22.49,3.17,6.11,1.03,5.08,4.21,6.98,1.12,5.86
198504,0.94,92.26,4.64,18.66,27.77,1.11,36.07,20.11,15.97,28.52,3.46,6.44,1.31,5.13,4.52,7.24,1.77,5.47
198505,25.29,92.14,6.65,24.12,29.63,5.58,37.09,22.05,15.04,30.79,2.88,4.92,1.08,3.84,3.62,5.42,1.36,4.06
198506,34.98,91.71,11.0,35.69,31.45,13.42,37.49,25.48,12.01,33.29,2.86,4.87,0.9,3.97,3.57,5.35,1.29,4.05
198507,303.31,92.09,16.98,74.05,26.12,20.86,30.14,22.77,7.37,27.09,2.78,4.58,1.06,3.52,3.58,5.16,1.85,3.31
198508,187.74,92.06,18.55,81.23,25.91,22.3,29.47,22.91,6.56,26.24,2.09,3.61,0.78,2.83,2.85,4.33,1.31,3.01
198509,228.79,92.43,17.07,85.95,23.62,20.96,26.76,21.08,5.68,23.63,2.18,3.52,0.98,2.55,3.11,4.24,1.73,2.51
198510,87.21,92.89,13.27,80.2,20.6,16.87,24.49,17.51,6.98,19.99,1.72,2.95,0.71,2.23,2.34,3.44,1.02,2.42
198511,0.0,93.09,8.0,61.82,16.71,9.04,22.79,12.39,10.4,15.12,1.78,3.01,0.66,2.35,2.28,3.43,0.78,2.65
198512,5.2,93.2,5.91,54.18,14.28,4.8,20.93,9.99,10.94,12.47,1.91,3.64,0.6,3.04,2.5,3.92,0.72,3.21
198513,907.47,92.52,9.39,50.07,22.36,8.84,28.51,17.34,11.17,22.09,2.45,4.32,0.9,3.42,3.2,4.89,1.23,3.66
198601,0.48,93.21,4.16,40.25,13.43,-0.1,20.9,8.77,12.14,11.31,2.08,3.98,0.74,3.24,2.68,4.37,0.87,3.5
198602,13.27,93.04,4.63,38.45,16.01,1.2,23.56,10.73,12.83,14.92,2.51,4.77,0.88,3.89,3.27,5.27,1.02,4.24
198603,2.39,92.71,4.17,24.43,21.55,-0.08,30.12,14.57,15.55,21.47,3.06,5.81,1.17,4.64,4.04,6.52,1.29,5.22
198604,9.53,92.45,4.59,19.3,26.73,1.09,34.58,19.2,15.39,27.42,2.97,5.31,0.81,4.51,3.78,6.04,0.94,5.1
198605,25.87,92.29,6.55,26.0,28.01,5.44,35.29,20.65,14.64,29.19,2.89,4.85,1.16,3.69,3.63,5.25,1.57,3.68
198606,135.07,91.85,11.81,41.21,30.33,13.39,36.47,24.27,12.21,32.08,2.76,4.52,1.0,3.52,3.4,4.85,1.53,3.32
198607,265.64,92.06,18.0,81.03,25.46,21.81,28.78,22.59,6.19,25.84,2.64,4.52,1.08,3.45,3.64,5.24,1.93,3.31
198608,86.21,92.16,17.33,75.42,26.07,21.2,30.12,22.69,7.44,26.51,2.23,3.81,0.84,2.97,3.06,4.55,1.39,3.16
198609,58.95,92.54,14.45,68.45,24.79,18.34,29.8,20.86,8.94,25.44,2.36,4.09,0.85,3.24,3.2,4.75,1.45,3.3
198610,28.7,92.95,9.23,50.57,22.03,10.76,28.5,17.06,11.44,21.61,1.98,3.54,0.59,2.95,2.54,3.96,0.74,3.23
198611,0.32,93.14,4.5,31.49,18.49,1.14,26.11,13.2,12.91,16.47,2.1,3.74,0.63,3.1,2.69,3.97,0.72,3.25
198612,31.5,93.38,4.14,37.58,14.65,-0.23,21.65,10.23,11.42,12.62,2.03,3.53,0.66,2.87,2.62,3.93,0.77,3.16
198613,657.94,92.65,8.66,44.61,22.32,7.88,28.84,17.1,11.74,22.1,2.47,4.37,0.87,3.5,3.21,4.89,1.19,3.7
198701,12.94,93.38,3.73,35.27,13.8,-1.66,21.35,8.99,12.35,11.57,2.02,3.69,0.8,2.89,2.54,3.92,0.92,3.0
198702,2.78,93.22,3.73,27.58,17.56,-1.47,25.59,11.74,13.85,16.43,2.52,4.76,0.88,3.88,3.24,5.2,0.98,4.22
198703,5.74,92.78,4.15,24.16,21.59,0.01,29.65,14.84,14.81,21.5,2.74,5.19,0.85,4.34,3.52,5.63,0.93,4.69
198704,3.87,92.55,4.28,18.19,26.76,-0.53,34.84,19.24,15.6,27.48,3.17,5.57,1.06,4.51,4.1,6.3,1.48,4.81
198705,23.14,92.49,6.74,27.18,28.49,6.6,35.78,21.58,14.2,29.68,2.95,5.27,1.04,4.23,3.81,5.93,1.28,4.65
198706,15.84,91.9,9.29,29.24,32.06,10.72,38.84,25.4,13.44,33.96,2.81,4.53,1.05,3.48,3.43,4.77,1.6,3.17
198707,308.87,91.93,17.74,72.32,27.42,21.45,31.58,23.87,7.71,28.4,2.26,3.81,0.86,2.95,2.88,4.22,1.4,2.82
198708,223.27,92.11,18.61,84.36,25.33,22.35,28.87,22.43,6.45,25.55,2.42,4.11,0.94,3.17,3.36,4.76,1.66,3.1
198709,212.59,92.48,17.37,84.53,24.17,21.22,27.56,21.42,6.14,23.99,1.78,3.17,0.53,2.64,2.41,3.71,0.87,2.84
198710,112.52,92.96,12.16,72.47,20.93,15.39,25.68,17.02,8.66,20.02,1.68,2.91,0.54,2.38,2.13,3.26,0.73,2.53
198711,0.0,93.1,6.33,45.49,17.8,5.3,24.53,13.1,11.43,15.01,1.65,3.01,0.51,2.49,2.05,3.27,0.62,2.65
198712,5.14,93.41,4.53,40.72,14.67,0.83,21.86,10.13,11.72,11.69,1.75,3.46,0.56,2.9,2.18,3.55,0.63,2.92
198713,926.69,92.69,9.1,46.98,22.56,8.42,28.84,17.5,11.34,22.12,2.31,4.12,0.8,3.32,2.97,4.54,1.09,3.45
198801,7.48,93.19,4.04,37.59,14.03,-0.58,21.63,9.22,12.41,11.8,2.04,3.88,0.68,3.21,2.61,4.25,0.76,3.49
198802,3.02,92.99,3.9,29.18,17.38,-1.07,25.35,11.62,13.73,15.95,2.39,4.38,0.73,3.65,3.05,4.76,0.85,3.91
198803,29.31,92.63,4.88,29.21,21.09,1.77,29.36,14.41,14.95,20.78,2.79,5.22,0.97,4.25,3.68,5.87,1.04,4.83
198804,20.29,92.55,4.75,19.13,27.64,0.9,35.87,19.81,16.06,27.93,2.89,4.96,0.99,3.98,3.63,5.42,1.22,4.21
198805,36.87,92.14,8.03,28.97,29.62,8.3,37.08,22.11,14.97,30.8,2.8,4.47,1.26,3.21,3.53,4.84,1.85,3.0
198806,87.69,92.04,13.74,49.3,29.46,17.16,35.1,24.01,11.08,31.01,2.43,4.02,0.77,3.26,2.95,4.24,1.15,3.09
198807,408.52,92.07,18.94,82.31,26.07,22.65,29.42,23.24,6.18,26.51,2.43,4.06,0.9,3.17,3.32,4.87,1.62,3.25
198808,342.92,92.11,18.99,86.84,25.18,22.68,28.16,22.62,5.54,25.33,2.22,3.7,0.95,2.76,3.13,4.57,1.7,2.87
198809,82.74,92.43,17.94,85.53,24.53,21.79,28.05,21.66,6.39,24.52,2.17,3.66,0.88,2.78,3.06,4.38,1.53,2.85
198810,15.38,92.75,11.57,63.11,22.31,14.58,27.64,18.16,9.48,21.43,1.74,2.87,0.57,2.3,2.23,3.2,0.68,2.53
198811,0.0,93.24,6.14,41.24,19.02,5.31,25.95,14.31,11.65,17.23,2.0,3.2,0.85,2.34,2.61,3.82,1.01,2.81
198812,18.63,93.37,4.82,41.14,15.51,2.04,22.36,11.22,11.14,13.49,1.96,3.45,0.67,2.78,2.55,3.86,0.78,3.08
198813,1052.84,92.62,9.83,49.58,22.66,9.67,28.82,17.71,11.12,22.23,2.32,3.99,0.85,3.14,3.03,4.51,1.18,3.32
198901,27.39,93.05,3.76,39.76,11.96,-1.61,19.68,7.0,12.68,10.06,2.15,4.0,0.8,3.2,2.81,4.52,0.99,3.54
198902,10.48,92.91,3.66,31.37,15.32,-1.88,23.87,9.29,14.58,14.08,2.85,5.8,0.91,4.89,3.81,6.67,1.13,5.54
198903,6.83,92.71,3.83,22.36,21.33,-1.38,29.78,14.42,15.36,21.01,2.93,5.69,0.97,4.72,3.85,6.43,1.05,5.38
198904,4.43,92.29,3.02,12.75,26.67,-4.41,35.81,18.22,17.59,26.91,3.78,7.27,1.32,5.95,5.1,8.47,1.61,6.86
198905,39.73,92.17,7.78,28.07,29.69,6.49,37.05,22.59,14.45,30.9,3.09,5.49,1.04,4.45,3.9,6.06,1.48,4.58
198906,142.46,92.02,14.36,52.93,29.09,17.95,34.57,23.92,10.65,30.63,2.6,4.26,1.07,3.19,3.33,4.82,1.72,3.1
198907,271.7,92.08,18.01,76.98,26.37,21.85,30.28,23.04,7.24,27.06,2.57,4.43,1.02,3.42,3.42,5.04,1.72,3.32
198908,180.91,92.2,18.3,82.91,25.35,22.1,28.8,22.38,6.42,25.58,2.24,3.74,0.92,2.82,3.15,4.27,1.65,2.62
198909,77.95,92.4,16.71,76.31,25.29,20.68,29.57,21.86,7.71,25.71,2.05,3.63,0.68,2.95,2.8,4.29,1.14,3.15
198910,7.98,92.82,9.51,47.31,23.58,11.16,30.2,18.53,11.67,23.09,2.02,3.27,0.73,2.54,2.57,3.65,0.86,2.79
198911,1.84,93.26,4.45,31.9,18.08,0.92,25.76,12.88,12.88,16.44,2.26,3.94,0.86,3.08,2.95,4.36,0.95,3.42
198912,7.74,93.4,3.27,30.06,14.6,-3.27,22.07,10.06,12.01,12.42,1.99,3.61,0.66,2.96,2.52,3.92,0.77,3.15
198913,779.43,92.61,8.92,44.51,22.31,7.44,28.97,17.06,11.91,22.02,2.54,4.58,0.91,3.67,3.35,5.19,1.26,3.94
199001,0.02,93.08,3.0,25.41,15.51,-4.16,24.1,9.61,14.49,13.39,2.27,4.5,0.79,3.7,2.88,4.81,1.05,3.77
199002,27.46,93.05,4.78,39.96,15.96,1.06,22.75,11.01,11.74,15.44,2.42,4.26,0.85,3.41,3.19,5.08,1.06,4.02
199003,5.07,92.93,4.43,28.15,20.21,0.67,27.88,13.76,14.12,20.2,2.69,4.71,0.97,3.74,3.46,5.32,1.2,4.12
199004,5.2,92.33,3.96,17.37,26.45,-0.86,34.6,18.82,15.78,27.02,3.25,5.73,1.16,4.56,4.27,6.59,1.45,5.14
199005,20.99,92.19,9.08,31.32,30.27,10.67,36.69,23.7,12.99,31.86,2.72,4.91,0.77,4.14,3.35,5.25,1.06,4.19
199006,156.18,91.83,13.58,48.61,30.19,16.28,35.71,24.89,10.82,31.65,2.69,4.45,1.07,3.39,3.33,4.84,1.67,3.17
199007,587.38,91.92,18.79,83.01,25.77,22.5,29.0,23.04,5.96,26.13,2.36,4.09,0.84,3.25,3.2,4.72,1.53,3.19
199008,163.31,92.3,18.77,87.02,24.97,22.51,27.97,22.39,5.57,25.0,2.24,3.77,0.93,2.84,3.14,4.62,1.67,2.94
199009,131.78,92.45,17.52,85.79,24.09,21.41,27.52,21.41,6.11,24.1,2.1,3.53,0.91,2.61,3.01,4.15,1.64,2.51
199010,11.31,92.94,11.66,66.04,21.45,14.38,26.52,17.54,8.98,20.62,1.8,2.88,0.63,2.25,2.36,3.45,0.83,2.62
199011,0.01,93.15,6.65,43.91,19.28,6.49,26.12,14.67,11.45,17.32,1.95,2.93,0.82,2.11,2.58,3.71,0.94,2.77
199012,1.26,93.36,4.45,38.45,15.22,0.96,22.36,10.84,11.52,12.85,1.91,3.17,0.73,2.45,2.5,3.88,0.86,3.03
199013,1109.97,92.63,9.75,49.67,22.47,9.38,28.45,17.67,10.78,22.15,2.37,4.08,0.87,3.2,3.1,4.7,1.25,3.45
199101,6.48,93.18,3.89,38.19,13.34,-1.1,20.65,8.5,12.15,11.58,2.12,3.74,0.87,2.87,2.73,4.23,1.05,3.18
199102,0.61,93.09,3.36,23.78,18.34,-3.06,26.63,12.22,14.41,17.33,2.67,4.86,0.94,3.93,3.57,5.68,1.03,4.66
199103,7.13,92.82,3.68,20.86,22.42,-1.82,30.75,15.6,15.14,22.28,2.88,5.01,1.08,3.94,3.79,5.84,1.2,4.63
199104,1.07,92.52,3.51,14.72,26.8,-2.67,35.19,18.99,16.21,27.37,3.09,5.46,1.04,4.43,3.98,6.24,1.33,4.91
199105,28.74,92.23,5.87,19.44,31.01,3.96,38.75,23.3,15.44,32.27,3.13,5.45,1.12,4.33,4.02,5.98,1.45,4.54
199106,33.43,91.96,13.63,48.68,29.73,17.1,35.22,24.61,10.62,31.4,2.81,4.74,1.03,3.71,3.55,5.2,1.71,3.49
199107,163.78,91.88,17.68,67.95,28.14,21.52,32.86,24.2,8.66,29.2,2.73,4.36,1.2,3.16,3.58,5.06,2.03,3.03
199108,180.38,92.08,18.11,78.03,26.2,21.94,29.99,23.09,6.9,26.74,2.61,4.37,1.04,3.33,3.62,5.13,1.88,3.25
199109,168.62,92.48,17.11,82.51,24.36,21.03,28.13,21.43,6.7,24.53,1.96,3.48,0.72,2.76,2.61,3.83,1.15,2.68
199110,2.48,92.81,9.5,50.85,22.56,11.59,29.08,17.87,11.2,21.92,2.03,3.56,0.81,2.75,2.62,4.03,0.88,3.15
199111,0.62,93.26,4.73,34.83,17.6,1.69,24.98,13.05,11.94,15.72,2.13,3.67,0.8,2.87,2.77,4.02,0.88,3.14
199112,30.15,93.29,4.27,39.19,14.5,0.05,21.6,10.18,11.42,12.38,2.03,3.63,0.76,2.87,2.68,4.09,0.9,3.19
199113,623.49,92.63,8.81,43.39,22.94,7.59,29.49,17.78,11.71,22.75,2.51,4.36,0.95,3.41,3.29,4.94,1.29,3.65
199201,0.61,93.36,4.03,38.52,13.48,-0.53,20.82,8.66,12.16,11.54,2.04,3.9,0.64,3.27,2.61,4.18,0.83,3.35
199202,2.66,92.96,3.31,29.58,14.83,-3.2,22.9,8.9,14.0,13.87,2.54,4.75,0.87,3.88,3.3,5.3,0.96,4.34
199203,0.53,92.65,3.45,17.99,22.87,-2.8,31.77,15.63,16.15,22.67,3.92,8.02,1.14,6.87,5.31,9.33,1.49,7.84
199204,0.09,92.5,3.72,14.7,27.79,-1.96,36.35,20.06,16.28,28.29,3.88,7.0,1.49,5.52,5.19,8.08,2.07,6.01
199205,19.95,92.3,6.5,25.58,28.59,5.37,35.72,21.41,14.31,29.79,3.05,5.24,1.03,4.21,3.88,5.83,1.41,4.42
199206,93.84,91.95,11.61,40.49,30.13,13.73,36.02,24.2,11.83,31.58,2.64,4.37,0.97,3.39,3.32,4.78,1.55,3.23
199207,185.62,92.06,15.94,65.49,27.43,19.7,31.99,23.37,8.63,28.17,2.75,4.66,0.87,3.79,3.61,5.23,1.47,3.76
199208,185.23,92.22,17.82,78.38,25.88,21.7,29.8,22.69,7.11,26.31,2.33,3.9,0.96,2.95,3.23,4.46,1.74,2.72
199209,117.43,92.43,15.98,73.54,25.15,19.93,29.77,21.5,8.27,25.49,2.11,3.77,0.59,3.18,2.8,4.26,0.95,3.32
199210,82.0,92.84,10.5,56.92,22.38,13.02,28.1,18.0,10.11,21.77,1.95,3.0,0.73,2.26,2.63,3.92,0.89,3.02
199211,4.22,93.27,6.45,44.62,18.55,5.94,25.51,13.84,11.67,16.99,2.05,3.53,0.69,2.84,2.69,3.87,0.77,3.1
199212,0.36,93.39,4.1,36.76,14.55,-0.27,21.7,10.01,11.69,12.15,1.93,3.47,0.72,2.75,2.45,3.69,0.82,2.87
199213,692.54,92.66,8.64,43.63,22.65,7.59,29.21,17.37,11.84,22.4,2.6,4.63,0.89,3.74,3.42,5.24,1.25,4.0
199301,5.1,93.13,3.8,37.77,13.0,-1.67,20.84,7.82,13.02,11.39,2.24,4.4,0.68,3.73,2.96,5.0,0.83,4.17
199302,2.13,93.06,3.1,22.81,17.67,-4.32,25.56,11.91,13.65,16.15,2.42,4.47,0.86,3.62,3.08,4.81,1.0,3.81
199303,34.33,92.89,3.98,26.27,19.73,-1.08,27.87,13.44,14.43,19.34,3.11,5.86,1.13,4.73,4.15,6.75,1.49,5.25
199304,13.42,92.65,5.32,24.4,25.54,2.9,33.54,18.37,15.16,25.82,2.92,4.95,1.07,3.88,3.78,5.82,1.39,4.44
199305,28.1,92.25,7.19,26.68,29.32,6.77,36.55,22.02,14.53,30.46,2.87,4.89,1.0,3.89,3.59,5.41,1.4,4.01
199306,125.91,91.99,12.94,46.19,29.78,16.19,35.56,24.3,11.26,31.2,2.55,4.38,0.92,3.46,3.21,4.78,1.37,3.41
199307,182.38,91.94,17.24,66.63,28.07,21.12,32.74,23.96,8.78,29.17,2.91,4.83,1.03,3.8,3.8,5.39,1.72,3.67
199308,129.54,92.07,17.55,73.14,26.8,21.42,31.12,23.16,7.97,27.53,2.2,3.9,0.74,3.16,2.84,4.25,1.27,2.98
199309,138.76,92.5,16.44,81.48,23.93,20.42,27.61,21.11,6.5,24.1,2.21,3.78,0.84,2.94,3.18,4.51,1.48,3.02
199310,2.93,92.96,9.11,47.05,22.74,10.08,29.42,17.72,11.7,21.85,2.0,3.58,0.67,2.9,2.52,3.83,0.7,3.13
199311,0.75,93.14,5.26,35.47,18.88,2.97,26.24,13.76,12.48,16.97,2.05,3.61,0.79,2.82,2.62,3.8,0.91,2.9
199312,0.0,93.32,2.74,23.33,15.33,-5.27,23.17,10.49,12.68,12.3,1.94,3.58,0.7,2.88,2.44,3.66,0.77,2.89
199313,663.34,92.66,8.76,42.72,22.58,7.52,29.2,17.36,11.84,22.21,2.45,4.35,0.87,3.48,3.18,4.84,1.2,3.64
199401,19.96,93.11,3.87,33.6,15.24,-1.5,22.99,10.18,12.82,13.41,2.21,4.15,0.78,3.36,2.88,4.58,0.89,3.69
199402,5.44,92.97,3.73,31.7,15.68,-1.86,23.7,9.88,13.82,14.84,2.57,4.96,0.91,4.05,3.33,5.35,0.98,4.37
199403,3.26,92.71,3.27,17.04,22.91,-3.27,31.65,15.7,15.95,22.36,2.99,5.7,0.97,4.73,3.87,6.38,1.09,5.29
199404,2.3,92.58,4.11,17.73,26.42,-0.58,34.52,19.17,15.35,27.26,3.24,6.03,1.03,5.0,4.22,6.82,1.17,5.65
199405,7.79,92.27,7.04,24.13,30.3,6.56,37.65,22.89,14.76,31.88,3.04,5.1,1.2,3.9,3.83,5.59,1.65,3.94
199406,111.11,91.8,13.36,47.03,30.44,15.84,35.94,25.3,10.63,32.05,2.76,4.71,0.78,3.93,3.35,5.14,1.24,3.89
199407,214.97,91.88,17.78,70.19,27.72,21.6,32.03,23.89,8.14,28.62,2.48,4.15,0.79,3.36,3.28,4.68,1.45,3.23
199408,103.31,92.13,18.22,75.98,26.76,22.02,30.73,23.43,7.3,27.28,2.2,3.78,0.68,3.1,3.07,4.6,1.21,3.39
199409,161.31,92.47,15.77,74.17,24.74,19.64,29.25,21.21,8.04,24.99,2.17,3.94,0.67,3.27,2.94,4.61,1.1,3.51
199410,5.21,92.97,8.87,48.42,22.24,10.42,28.85,17.28,11.56,21.36,1.99,3.47,0.74,2.73,2.54,3.84,0.83,3.01
199411,0.32,93.32,5.27,35.9,18.94,3.34,26.3,14.0,12.29,17.23,2.17,3.7,0.83,2.88,2.75,3.82,0.97,2.86
199412,0.0,93.32,3.19,27.56,15.01,-3.63,23.03,10.0,13.03,12.51,2.14,4.07,0.77,3.31,2.74,4.23,0.81,3.42
199413,634.97,92.63,8.74,42.02,23.07,7.43,29.75,17.79,11.96,22.85,2.49,4.47,0.85,3.63,3.23,4.97,1.12,3.85
