,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198201,75.4,68.72,2.41,50.51,-1.82,-11.52,4.82,-6.83,11.66,-4.36,1.92,4.79,0.31,4.47,1.87,4.2,0.39,3.81
198202,5.9,68.42,2.74,66.75,-4.08,-10.46,2.95,-10.15,13.1,-6.37,2.12,4.96,0.36,4.59,2.12,4.46,0.49,3.97
198203,12.94,68.59,3.67,60.41,1.13,-6.58,7.89,-4.24,12.13,1.07,2.6,5.9,0.37,5.54,2.51,5.12,0.44,4.68
198204,13.58,68.65,4.62,53.13,6.34,-3.08,12.65,0.9,11.75,7.99,2.8,6.32,0.28,6.04,2.62,5.4,0.35,5.05
198205,21.66,68.81,5.53,51.81,9.27,-0.68,15.69,3.55,12.14,11.54,2.8,6.4,0.33,6.07,2.54,5.39,0.38,5.01
198206,43.13,68.52,8.99,67.98,12.39,5.75,18.08,7.39,10.69,15.17,3.08,6.44,0.4,6.04,2.7,5.26,0.48,4.77
198207,160.96,68.53,11.21,80.76,13.22,9.24,17.83,9.5,8.32,15.33,2.84,5.74,0.47,5.26,2.51,4.64,0.55,4.09
198208,140.57,68.58,11.8,88.62,12.57,9.98,16.65,9.25,7.4,13.89,2.46,5.24,0.29,4.96,2.19,4.29,0.35,3.94
198209,92.74,68.77,9.64,84.74,10.05,6.5,14.62,6.57,8.04,10.82,2.19,5.13,0.35,4.78,1.97,4.2,0.43,3.76
198210,2.6,68.97,5.95,71.16,5.74,-0.17,11.31,1.91,9.39,5.93,2.0,4.86,0.27,4.59,1.8,3.84,0.32,3.52
198211,4.68,68.79,3.85,58.45,2.22,-6.09,8.47,-1.89,10.36,0.98,1.78,4.62,0.21,4.41,1.68,3.76,0.29,3.47
198212,3.7,68.7,2.31,42.74,-0.27,-11.68,6.61,-4.71,11.32,-2.53,1.94,5.09,0.33,4.76,2.02,4.49,0.53,3.97
198213,577.86,68.67,6.08,64.72,5.62,-1.52,11.51,1.0,10.51,5.86,2.38,5.46,0.33,5.13,2.21,4.59,0.42,4.17
198301,0.2,68.57,1.84,42.71,-3.28,-14.08,3.62,-8.21,11.83,-4.82,2.08,5.1,0.36,4.75,2.2,4.55,0.58,3.97
198302,0.22,68.44,1.77,37.85,-2.83,-14.49,4.17,-8.08,12.25,-3.29,2.37,6.17,0.22,5.95,2.26,5.35,0.28,5.07
198303,10.21,68.58,2.58,39.18,2.34,-10.31,9.51,-3.28,12.78,2.88,2.97,6.85,0.38,6.47,2.89,6.18,0.48,5.7
198304,8.73,68.63,3.73,46.13,5.26,-5.95,11.85,-0.36,12.21,6.79,2.85,6.67,0.28,6.38,2.69,5.87,0.35,5.52
198305,44.66,68.71,6.08,57.37,9.23,0.45,15.46,3.77,11.68,11.68,2.87,6.45,0.34,6.1,2.57,5.34,0.4,4.94
198306,63.89,68.66,7.43,57.51,12.05,2.92,18.15,6.3,11.85,14.66,2.89,6.26,0.28,5.98,2.59,5.13,0.31,4.82
198307,86.93,68.65,11.39,80.38,13.55,9.44,18.32,9.62,8.71,15.79,2.88,5.76,0.51,5.25,2.53,4.6,0.6,4.0
198308,67.02,68.71,11.51,83.2,13.21,9.61,17.86,9.5,8.36,15.09,2.67,5.5,0.36,5.14,2.31,4.38,0.42,3.96
198309,48.47,68.81,10.25,83.65,11.36,7.84,16.06,7.83,8.22,12.77,2.37,5.31,0.29,5.02,2.1,4.27,0.33,3.94
198310,43.81,68.84,6.5,68.65,6.94,0.28,12.76,2.92,9.84,7.18,2.18,5.27,0.32,4.95,1.98,4.3,0.38,3.93
198311,0.0,68.92,3.05,46.78,2.16,-8.96,9.18,-2.61,11.78,0.65,1.93,4.82,0.29,4.52,1.76,3.92,0.34,3.58
198312,4.0,68.7,1.83,36.93,-1.18,-14.19,5.99,-5.95,11.94,-3.69,1.99,5.24,0.28,4.97,2.02,4.68,0.45,4.23
198313,378.15,68.69,5.69,56.83,5.78,-3.05,11.95,1.01,10.94,6.36,2.5,5.78,0.33,5.45,2.33,4.88,0.41,4.47
198401,2.92,68.43,1.57,35.62,-3.14,-15.77,4.05,-7.86,11.91,-5.25,2.23,5.94,0.41,5.53,2.38,5.4,0.61,4.79
198402,10.8,68.53,1.74,34.69,-1.37,-14.84,6.12,-6.68,12.8,-2.64,2.61,6.59,0.39,6.2,2.72,6.03,0.64,5.38
198403,4.1,68.68,2.42,30.89,4.59,-10.9,12.54,-1.34,13.88,4.74,2.63,6.19,0.3,5.89,2.42,5.14,0.37,4.77
198404,11.35,68.68,3.61,38.72,7.21,-6.25,14.09,1.21,12.87,8.88,2.83,6.55,0.32,6.23,2.63,5.64,0.39,5.24
198405,24.94,68.59,5.92,48.94,11.05,-0.86,18.19,4.76,13.43,13.18,2.93,6.41,0.42,5.98,2.58,5.09,0.54,4.55
198406,102.46,68.42,10.52,76.4,13.11,8.1,18.11,8.91,9.2,15.46,2.72,5.56,0.38,5.19,2.3,4.34,0.43,3.91
198407,158.66,68.51,11.28,87.48,12.06,9.3,16.21,8.66,7.55,13.8,2.65,5.46,0.45,5.01,2.31,4.44,0.54,3.91
198408,188.59,68.58,11.42,86.52,12.44,9.4,16.63,8.95,7.68,13.69,2.15,4.51,0.34,4.17,1.87,3.46,0.4,3.05
198409,120.83,68.73,9.43,86.68,9.41,6.13,13.74,6.16,7.58,9.99,2.2,4.89,0.3,4.59,1.98,4.0,0.37,3.63
198410,13.23,68.89,6.41,68.98,6.99,0.34,12.83,2.91,9.92,6.41,1.94,4.94,0.19,4.75,1.77,4.09,0.25,3.85
198411,0.0,68.85,3.12,50.93,1.3,-8.41,7.89,-3.17,11.06,-0.37,1.83,4.61,0.28,4.33,1.68,3.79,0.32,3.47
198412,2.04,68.58,2.44,43.87,0.04,-11.15,6.83,-4.24,11.07,-2.16,2.01,5.39,0.37,5.02,2.17,4.92,0.64,4.28
198413,639.91,68.62,5.83,57.54,6.17,-2.87,12.29,1.55,10.74,6.34,2.39,5.58,0.34,5.24,2.23,4.69,0.46,4.23
198501,23.48,68.55,2.26,54.72,-4.11,-12.16,2.83,-9.61,12.44,-6.63,2.05,4.69,0.33,4.36,2.03,4.22,0.4,3.82
198502,0.33,68.22,1.77,34.94,-0.85,-14.18,6.89,-6.83,13.72,-2.52,2.47,5.8,0.53,5.27,2.48,5.01,0.79,4.22
198503,0.64,68.65,2.39,30.35,4.88,-11.02,12.75,-1.27,14.02,4.97,2.78,6.56,0.37,6.19,2.67,5.7,0.49,5.21
198504,0.93,68.61,3.62,37.45,7.97,-6.17,15.08,1.99,13.09,9.6,2.96,6.73,0.34,6.39,2.75,5.77,0.38,5.39
198505,25.53,68.62,5.22,47.35,9.71,-1.85,16.47,3.57,12.9,12.06,2.9,6.4,0.41,5.99,2.61,5.23,0.49,4.73
198506,28.23,68.41,8.51,62.01,12.86,5.01,18.81,7.67,11.14,16.01,3.21,6.69,0.45,6.24,2.8,5.49,0.53,4.95
198507,202.45,68.57,11.1,85.49,12.2,9.11,16.42,8.84,7.58,14.03,2.58,5.27,0.39,4.88,2.21,4.16,0.42,3.73
198508,131.64,68.6,11.64,87.66,12.53,9.76,16.89,8.99,7.9,14.06,2.46,5.25,0.29,4.96,2.15,4.18,0.34,3.84
198509,114.73,68.76,10.23,89.78,10.24,7.73,14.32,6.98,7.34,11.27,2.27,5.03,0.3,4.73,2.04,4.12,0.33,3.78
198510,52.02,68.88,7.49,84.04,6.57,2.76,11.17,3.24,7.93,6.6,1.77,4.42,0.2,4.22,1.6,3.56,0.23,3.34
198511,0.0,68.75,4.28,66.55,1.96,-5.23,7.85,-1.9,9.75,0.68,1.84,4.8,0.23,4.57,1.77,4.06,0.31,3.75
198512,3.27,68.73,2.99,52.69,0.5,-9.19,6.85,-3.87,10.72,-1.82,1.85,4.56,0.35,4.21,1.89,4.08,0.48,3.6
198513,583.26,68.62,5.99,61.27,6.24,-2.05,12.22,1.53,10.69,6.57,2.43,5.51,0.35,5.16,2.25,4.63,0.43,4.19
198601,0.11,68.63,1.93,39.09,-1.59,-13.8,5.28,-6.41,11.69,-3.96,2.01,5.35,0.31,5.04,2.01,4.72,0.43,4.3
198602,12.34,68.56,2.5,48.6,-0.97,-10.98,5.72,-6.0,11.71,-1.82,2.28,5.67,0.31,5.36,2.16,4.85,0.35,4.5
198603,3.24,68.6,2.78,42.4,2.37,-9.42,9.56,-3.35,12.91,2.94,2.84,6.52,0.38,6.15,2.73,5.7,0.47,5.23
198604,11.22,68.66,3.75,43.23,6.25,-5.7,13.16,0.28,12.88,7.96,2.88,6.64,0.33,6.31,2.66,5.64,0.36,5.28
198605,21.88,68.63,4.8,47.36,8.5,-2.99,15.07,2.6,12.47,10.84,2.84,6.25,0.37,5.88,2.53,5.11,0.4,4.71
198606,106.77,68.49,8.72,63.15,12.72,4.73,18.65,7.43,11.22,15.4,3.13,6.38,0.4,5.98,2.7,5.1,0.48,4.62
198607,165.38,68.58,11.49,86.39,12.56,9.57,16.73,9.0,7.73,14.18,2.42,5.15,0.23,4.92,2.06,4.04,0.29,3.75
198608,64.5,68.65,11.13,85.07,12.32,9.05,16.87,8.61,8.26,13.87,2.37,5.06,0.28,4.78,2.04,3.93,0.34,3.6
198609,24.47,68.82,9.47,82.26,10.37,6.65,15.33,6.77,8.56,11.94,2.33,5.28,0.31,4.96,2.03,4.18,0.37,3.81
198610,24.49,68.89,5.48,63.33,5.79,-1.84,11.96,1.67,10.29,6.03,2.2,5.42,0.26,5.16,1.97,4.42,0.31,4.12
198611,0.24,68.86,2.67,39.3,2.82,-9.9,9.88,-1.63,11.52,1.18,1.93,5.04,0.29,4.75,1.81,4.17,0.37,3.8
198612,30.31,68.79,2.05,44.1,-2.19,-13.2,4.72,-7.25,11.98,-5.08,1.92,4.42,0.3,4.12,1.91,3.89,0.4,3.49
198613,464.97,68.68,5.58,57.09,5.78,-3.11,11.94,1.01,10.93,6.16,2.43,5.59,0.31,5.28,2.22,4.64,0.38,4.26
198701,3.34,68.76,1.87,39.91,-2.23,-13.93,5.01,-7.5,12.51,-5.22,2.03,4.77,0.29,4.48,1.97,4.15,0.39,3.76
198702,3.37,68.77,2.22,41.01,-0.18,-11.87,6.83,-5.34,12.16,-0.76,2.35,5.64,0.3,5.33,2.22,4.91,0.36,4.56
198703,10.15,68.63,3.02,44.95,2.67,-8.31,9.8,-2.74,12.54,3.28,2.45,5.85,0.33,5.53,2.2,4.72,0.35,4.38
198704,6.4,68.75,3.21,35.77,6.74,-7.99,13.99,0.49,13.51,8.31,2.96,6.59,0.33,6.26,2.73,5.56,0.39,5.17
198705,8.86,68.82,4.65,44.95,9.24,-2.98,15.9,3.35,12.55,11.59,2.98,6.49,0.26,6.22,2.66,5.35,0.33,5.02
198706,25.3,68.58,7.63,54.48,13.37,3.45,20.01,7.47,12.54,16.47,3.1,6.43,0.42,6.02,2.68,5.05,0.5,4.56
198707,151.76,68.54,11.44,80.91,13.49,9.49,18.24,9.72,8.52,15.83,2.83,5.81,0.43,5.38,2.41,4.61,0.44,4.17
198708,161.89,68.61,11.56,88.74,12.24,9.67,16.36,8.78,7.58,13.65,2.49,5.1,0.37,4.73,2.22,4.14,0.47,3.67
198709,104.81,68.83,10.38,88.08,10.73,7.9,15.03,7.45,7.58,11.59,2.09,4.72,0.36,4.36,1.86,3.73,0.42,3.31
198710,83.58,68.93,6.32,77.45,5.37,-0.11,11.1,0.82,10.28,4.35,1.96,4.52,0.26,4.26,1.78,3.76,0.28,3.48
198711,0.02,68.92,3.41,49.09,3.29,-7.81,10.24,-1.76,12.0,-0.05,1.83,4.11,0.31,3.8,1.74,3.57,0.33,3.24
198712,2.15,68.97,2.53,40.72,1.56,-10.99,8.75,-3.64,12.39,-1.33,1.9,4.17,0.4,3.77,1.94,3.79,0.54,3.24
198713,561.63,68.76,5.71,57.31,6.39,-2.73,12.63,1.46,11.17,6.51,2.41,5.35,0.34,5.01,2.2,4.44,0.4,4.04
198801,1.45,68.67,2.22,41.33,-0.39,-12.25,6.52,-5.28,11.8,-2.41,2.06,5.1,0.41,4.68,2.09,4.45,0.57,3.88
198802,1.42,68.65,2.4,40.82,1.06,-11.2,8.14,-4.05,12.18,0.45,2.39,6.04,0.25,5.79,2.31,5.31,0.32,5.0
198803,31.76,68.54,3.2,47.54,2.72,-7.9,9.93,-3.08,13.0,2.95,2.82,6.54,0.34,6.19,2.73,5.72,0.48,5.23
198804,23.69,68.84,3.76,39.32,7.77,-5.91,14.98,1.63,13.35,9.12,2.78,6.17,0.44,5.72,2.55,5.07,0.51,4.56
198805,61.07,68.65,6.17,54.14,10.28,0.32,16.91,4.4,12.51,12.37,2.86,6.16,0.3,5.86,2.54,4.96,0.37,4.59
198806,75.02,68.62,9.23,68.87,12.56,5.94,18.34,7.4,10.94,14.96,2.78,5.88,0.38,5.5,2.37,4.61,0.42,4.19
198807,246.0,68.63,12.02,89.29,12.74,10.31,16.58,9.55,7.02,14.16,2.45,4.91,0.41,4.5,2.17,3.99,0.48,3.51
198808,146.99,68.63,11.79,90.34,12.27,10.02,16.01,9.2,6.82,13.53,2.4,5.01,0.35,4.66,2.13,4.07,0.4,3.67
198809,34.95,68.82,10.46,86.43,11.13,7.9,15.63,7.49,8.15,12.25,2.16,4.72,0.29,4.43,1.94,3.71,0.38,3.33
198810,10.47,68.84,5.84,64.24,6.77,-1.13,12.95,2.44,10.52,6.4,2.13,5.19,0.22,4.97,1.93,4.22,0.27,3.95
198811,0.0,68.96,3.17,47.37,2.43,-8.58,9.2,-2.16,11.36,1.17,1.9,4.56,0.33,4.23,1.77,3.72,0.37,3.35
198812,20.44,68.89,2.57,45.42,0.62,-10.51,7.06,-3.8,10.86,-1.51,1.78,4.38,0.26,4.12,1.7,3.74,0.3,3.44
198813,653.24,68.73,6.08,59.69,6.67,-1.88,12.69,1.99,10.7,6.96,2.37,5.38,0.33,5.05,2.19,4.46,0.41,4.06
198901,21.56,68.44,1.98,45.91,-3.25,-13.82,4.27,-8.62,12.89,-6.78,2.35,5.27,0.78,4.49,2.59,4.88,1.15,3.73
198902,7.3,68.44,2.14,43.92,-1.61,-12.49,5.49,-6.96,12.44,-2.56,2.64,6.41,0.47,5.94,2.76,5.85,0.77,5.08
198903,6.06,68.6,2.69,39.24,2.77,-9.89,10.02,-2.64,12.66,3.15,2.6,6.23,0.35,5.88,2.47,5.35,0.46,4.9
198904,4.48,68.6,2.53,28.34,6.75,-10.31,14.22,-0.13,14.35,7.81,3.14,7.13,0.32,6.81,3.01,6.34,0.39,5.94
198905,52.05,68.68,5.81,48.74,10.8,-1.61,17.35,5.02,12.33,12.81,2.98,6.39,0.33,6.06,2.7,5.34,0.38,4.96
198906,54.36,68.59,9.78,73.17,12.6,7.18,17.94,7.96,9.98,15.35,3.13,6.44,0.43,6.0,2.74,5.25,0.49,4.76
198907,124.18,68.61,11.43,83.15,13.07,9.59,17.58,9.53,8.04,15.18,2.84,5.73,0.41,5.32,2.45,4.6,0.49,4.12
198908,94.6,68.67,11.32,88.39,12.0,9.41,16.04,8.61,7.43,13.47,2.56,5.32,0.34,4.98,2.26,4.31,0.39,3.91
198909,50.68,68.79,10.3,83.99,11.35,7.95,16.19,7.75,8.44,12.87,2.38,5.37,0.29,5.08,2.1,4.3,0.35,3.95
198910,8.29,68.91,5.75,60.85,6.99,-1.22,13.39,2.63,10.76,7.28,2.2,5.33,0.24,5.09,1.97,4.24,0.26,3.98
198911,1.4,68.89,2.76,44.42,1.75,-9.54,8.5,-2.63,11.13,0.76,1.96,5.06,0.23,4.83,1.83,4.25,0.24,4.01
198912,2.32,68.8,1.82,36.58,-1.12,-14.03,5.84,-5.84,11.68,-3.31,1.95,4.9,0.23,4.67,1.88,4.18,0.34,3.84
198913,427.29,68.67,5.72,56.48,6.05,-3.18,12.27,1.27,11.0,6.38,2.56,5.79,0.37,5.42,2.39,4.9,0.47,4.42
199001,0.01,68.7,1.73,28.17,1.26,-14.35,8.89,-3.72,12.61,-1.25,2.17,5.25,0.58,4.67,2.26,4.67,0.83,3.85
199002,17.5,68.52,2.86,55.57,-0.94,-9.63,5.41,-5.51,10.92,-0.87,2.33,5.83,0.37,5.46,2.19,4.92,0.43,4.49
199003,10.82,68.64,2.93,48.35,1.13,-8.92,7.73,-4.14,11.87,1.77,2.74,6.27,0.39,5.88,2.54,5.32,0.43,4.89
199004,4.95,68.57,3.2,37.53,6.33,-7.58,13.51,0.1,13.41,7.88,2.99,6.8,0.35,6.45,2.77,5.76,0.4,5.35
199005,10.65,68.67,6.73,56.09,10.96,1.68,17.31,5.39,11.92,13.87,2.94,6.48,0.37,6.11,2.59,5.24,0.46,4.78
199006,69.9,68.52,9.45,65.26,13.75,6.28,19.76,8.31,11.45,16.51,2.91,6.1,0.33,5.77,2.46,4.77,0.39,4.38
199007,231.85,68.5,11.8,86.16,12.99,10.0,17.19,9.67,7.52,14.82,2.69,5.58,0.31,5.27,2.28,4.49,0.34,4.16
199008,124.31,68.76,11.52,89.27,12.13,9.59,16.13,8.77,7.36,13.4,2.32,4.93,0.34,4.59,2.07,3.91,0.41,3.5
199009,94.93,68.8,10.62,88.88,10.96,8.34,15.27,7.7,7.57,12.12,2.27,5.06,0.28,4.78,2.0,4.06,0.31,3.75
199010,13.81,68.92,6.32,71.95,6.03,-0.04,11.62,2.2,9.42,5.96,2.01,4.98,0.26,4.72,1.81,4.02,0.29,3.74
199011,0.0,68.97,3.44,48.21,3.48,-7.28,10.18,-1.02,11.2,1.72,1.84,4.7,0.23,4.47,1.72,3.96,0.27,3.69
199012,0.23,68.87,2.36,42.17,0.28,-11.44,6.75,-3.91,10.66,-1.89,1.84,4.78,0.32,4.46,1.79,4.12,0.41,3.71
199013,578.96,68.7,6.1,59.83,6.57,-1.9,12.51,2.03,10.48,7.04,2.42,5.56,0.34,5.22,2.21,4.6,0.42,4.19
199101,3.23,68.52,2.02,45.75,-2.94,-13.27,3.92,-7.74,11.66,-4.29,2.14,5.37,0.31,5.06,2.08,4.67,0.38,4.28
199102,0.38,68.73,2.2,39.54,0.11,-11.96,7.13,-4.97,12.1,-0.22,2.45,6.14,0.36,5.78,2.36,5.38,0.43,4.95
199103,6.14,68.74,2.7,38.94,3.5,-9.54,10.69,-2.0,12.69,4.09,2.66,6.39,0.3,6.1,2.48,5.44,0.38,5.06
199104,2.19,68.74,2.87,32.39,6.61,-8.97,13.94,0.19,13.74,8.27,2.91,6.8,0.25,6.54,2.69,5.8,0.34,5.46
199105,23.17,68.76,4.88,41.36,10.73,-2.68,17.99,4.07,13.92,13.16,3.09,6.77,0.39,6.38,2.8,5.56,0.53,5.03
199106,27.15,68.56,9.55,70.59,12.82,6.81,18.21,8.52,9.69,15.6,2.81,6.07,0.27,5.8,2.38,4.83,0.3,4.53
199107,121.67,68.52,11.77,82.02,13.7,10.01,18.52,9.97,8.55,15.9,2.88,5.82,0.46,5.35,2.5,4.69,0.56,4.14
199108,89.6,68.63,11.62,85.92,12.81,9.84,17.1,9.56,7.54,14.48,2.64,5.53,0.4,5.13,2.33,4.46,0.43,4.03
199109,56.7,68.81,10.17,84.86,11.01,7.6,15.8,7.46,8.34,12.23,2.35,5.23,0.24,4.99,2.09,4.17,0.3,3.87
199110,2.55,68.86,5.32,58.21,6.78,-2.07,13.53,2.37,11.16,6.71,2.16,5.49,0.26,5.23,1.92,4.38,0.28,4.11
199111,0.17,68.89,2.52,39.93,1.78,-10.65,8.66,-2.54,11.2,0.19,1.88,5.14,0.27,4.87,1.77,4.3,0.36,3.94
199112,19.53,68.74,2.08,42.41,-1.04,-12.85,5.94,-5.92,11.86,-3.54,1.89,4.64,0.31,4.33,1.82,3.93,0.4,3.54
199113,352.47,68.71,5.66,55.27,6.35,-3.09,12.65,1.61,11.03,6.92,2.49,5.78,0.32,5.46,2.27,4.8,0.39,4.41
199201,0.89,68.73,2.15,43.5,-1.8,-12.59,5.51,-7.07,12.58,-4.24,2.16,4.73,0.53,4.2,2.21,4.22,0.73,3.49
199202,2.71,68.38,1.96,42.38,-2.52,-13.52,4.85,-7.91,12.76,-3.18,2.47,5.93,0.5,5.43,2.57,5.23,0.74,4.49
199203,0.56,68.67,2.51,32.82,4.26,-10.59,11.91,-1.35,13.26,4.62,2.97,7.14,0.43,6.71,3.0,6.52,0.54,5.98
199204,1.03,68.79,2.9,30.18,7.72,-8.93,15.25,1.23,14.02,9.18,2.98,6.74,0.37,6.37,2.81,5.81,0.42,5.39
199205,15.49,68.67,4.97,47.58,9.05,-2.41,15.65,3.3,12.34,11.49,2.93,6.49,0.3,6.19,2.6,5.32,0.35,4.98
199206,42.09,68.55,8.2,62.19,12.23,4.1,18.25,6.96,11.29,15.12,3.14,6.58,0.38,6.21,2.74,5.34,0.42,4.92
199207,100.85,68.6,10.23,76.96,12.58,7.85,17.71,8.52,9.2,14.91,2.73,5.84,0.3,5.54,2.34,4.65,0.35,4.3
199208,98.07,68.7,11.22,85.15,12.43,9.33,16.93,8.94,7.99,14.06,2.5,5.35,0.31,5.04,2.17,4.28,0.32,3.96
199209,71.04,68.78,9.92,82.9,10.93,7.21,16.08,7.09,8.99,12.25,2.45,5.45,0.29,5.16,2.17,4.32,0.33,3.99
199210,40.62,68.87,6.31,70.28,6.49,0.46,12.38,2.42,9.96,6.84,2.04,5.1,0.22,4.89,1.83,4.07,0.23,3.83
199211,6.92,68.95,3.53,52.94,2.5,-7.1,9.32,-2.09,11.41,1.13,1.9,4.75,0.33,4.42,1.8,3.93,0.41,3.52
199212,3.05,68.81,2.25,44.36,-1.02,-12.11,5.89,-5.83,11.72,-3.42,1.88,4.56,0.32,4.24,1.85,3.87,0.41,3.46
199213,383.33,68.71,5.52,56.0,6.09,-3.16,12.49,1.21,11.28,6.58,2.51,5.72,0.35,5.37,2.34,4.79,0.44,4.36
199301,6.04,68.52,2.23,47.7,-2.06,-12.23,4.92,-6.56,11.48,-3.83,2.34,5.62,0.6,5.02,2.55,5.08,0.91,4.17
199302,1.1,68.68,2.14,36.18,0.75,-12.58,8.04,-4.61,12.65,-0.25,2.3,5.43,0.37,5.06,2.17,4.54,0.42,4.12
199303,29.0,68.62,2.49,41.25,1.15,-10.91,8.32,-4.47,12.79,1.36,2.87,6.65,0.35,6.3,2.78,5.89,0.46,5.43
199304,14.69,68.79,4.11,47.12,6.17,-4.85,13.1,0.39,12.71,7.48,2.75,6.24,0.33,5.91,2.52,5.22,0.4,4.82
199305,46.53,68.69,5.71,51.48,9.82,-0.63,16.68,3.71,12.97,11.82,2.8,6.2,0.3,5.9,2.48,4.96,0.39,4.57
199306,65.17,68.59,9.16,68.44,12.58,6.15,18.25,7.62,10.64,15.16,2.92,6.13,0.28,5.85,2.51,4.89,0.34,4.56
199307,130.14,68.54,11.59,80.87,13.71,9.72,18.6,9.79,8.81,16.02,3.0,5.96,0.52,5.45,2.61,4.82,0.61,4.21
199308,56.05,68.61,11.58,85.16,12.89,9.77,17.48,9.37,8.11,14.69,2.68,5.67,0.42,5.25,2.33,4.58,0.5,4.08
199309,63.74,68.81,9.93,85.37,10.59,7.46,15.19,7.22,7.97,11.9,2.2,5.2,0.18,5.02,1.92,4.18,0.22,3.96
199310,5.02,68.99,5.37,56.86,6.93,-2.18,13.49,2.49,11.0,6.99,2.09,5.39,0.24,5.15,1.85,4.29,0.28,4.02
199311,1.39,68.9,3.19,44.3,3.6,-8.22,10.71,-0.85,11.56,2.02,1.85,4.89,0.25,4.64,1.68,3.9,0.28,3.62
199312,0.0,68.87,1.56,26.18,1.08,-15.24,8.18,-3.4,11.58,-1.77,1.75,4.76,0.22,4.54,1.68,4.01,0.29,3.72
199313,418.87,68.72,5.78,56.01,6.46,-2.77,12.77,1.76,11.01,6.83,2.46,5.68,0.34,5.34,2.26,4.7,0.43,4.28
199401,13.51,68.64,2.1,41.49,-0.9,-12.84,6.05,-5.57,11.61,-2.87,2.2,5.61,0.4,5.2,2.24,5.04,0.58,4.46
199402,1.31,68.45,2.1,43.4,-1.76,-12.81,5.2,-6.93,12.13,-2.11,2.54,6.36,0.35,6.01,2.52,5.61,0.55,5.06
199403,4.66,68.69,2.41,31.91,4.0,-10.97,12.0,-1.93,13.93,4.35,2.67,6.34,0.38,5.96,2.51,5.43,0.43,5.0
199404,0.8,68.74,3.16,36.53,6.24,-7.82,13.43,0.03,13.4,8.29,3.0,6.92,0.29,6.63,2.79,5.97,0.33,5.63
199405,15.99,68.75,5.67,48.57,10.51,-0.82,17.33,4.33,13.01,13.14,2.9,6.49,0.32,6.17,2.57,5.32,0.39,4.93
199406,70.8,68.49,9.39,65.16,13.66,5.99,19.49,8.6,10.89,16.41,2.99,6.19,0.39,5.81,2.56,4.91,0.44,4.47
199407,75.38,68.51,11.62,79.76,13.94,9.76,18.9,10.08,8.82,16.28,2.81,5.69,0.36,5.33,2.36,4.5,0.37,4.13
199408,54.92,68.68,11.37,82.29,13.17,9.52,17.85,9.61,8.24,15.07,2.66,5.56,0.31,5.25,2.29,4.46,0.36,4.1
199409,77.76,68.82,9.79,79.88,11.29,7.02,16.42,7.5,8.92,12.55,2.28,5.14,0.27,4.88,1.98,3.99,0.34,3.66
199410,1.09,68.96,4.99,56.62,6.34,-2.69,12.96,1.85,11.1,6.38,2.17,5.53,0.23,5.31,1.93,4.45,0.23,4.21
