,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198201,56.79,61.82,1.91,55.83,-7.59,-14.85,-1.48,-12.39,10.91,-9.99,2.23,4.95,0.63,4.32,2.42,4.87,0.77,4.1
198202,25.77,61.53,2.04,73.96,-10.93,-14.79,-3.99,-17.37,13.38,-14.78,2.38,5.05,0.53,4.53,2.62,5.03,0.71,4.32
198203,28.31,61.76,2.96,73.54,-6.01,-10.27,0.45,-12.16,12.62,-7.64,2.87,5.96,0.68,5.27,3.09,5.99,0.82,5.17
198204,7.03,61.93,4.13,65.2,0.42,-5.57,6.27,-4.27,10.53,1.85,2.88,6.21,0.55,5.66,2.91,5.75,0.67,5.09
198205,15.08,62.12,5.0,63.91,3.22,-3.27,9.44,-2.13,11.57,5.24,2.96,6.49,0.48,6.0,2.9,5.97,0.55,5.42
198206,52.65,61.93,6.82,66.58,7.07,0.87,13.86,0.81,13.05,9.67,2.88,6.25,0.46,5.79,2.72,5.44,0.56,4.87
198207,103.8,61.97,8.72,72.2,9.53,4.38,15.82,4.34,11.47,11.98,2.88,6.0,0.56,5.44,2.73,5.24,0.68,4.55
198208,153.56,62.0,9.55,82.55,8.96,5.86,14.2,4.96,9.24,10.65,2.43,5.29,0.35,4.94,2.35,4.65,0.43,4.22
198209,75.24,62.11,6.83,73.41,5.37,0.49,11.45,0.88,10.57,6.03,2.3,5.46,0.33,5.13,2.26,4.89,0.42,4.47
198210,2.17,62.21,4.21,64.63,0.74,-5.56,7.19,-3.59,10.78,0.9,1.99,4.99,0.31,4.68,1.89,4.33,0.34,3.98
198211,4.15,62.0,2.51,48.28,-2.56,-11.85,3.95,-6.84,10.78,-4.23,1.89,5.03,0.24,4.79,1.97,4.72,0.27,4.45
198212,12.63,61.87,1.72,43.39,-5.83,-15.57,0.63,-9.93,10.56,-8.33,2.23,5.46,0.56,4.9,2.59,5.59,0.76,4.83
198213,537.19,61.94,4.72,65.24,0.27,-5.79,6.54,-4.73,11.27,0.2,2.5,5.6,0.47,5.12,2.54,5.21,0.58,4.62
198301,3.74,61.66,1.63,50.58,-8.66,-16.26,-1.93,-13.76,11.82,-10.53,2.73,5.89,0.88,5.01,3.14,5.98,1.24,4.74
198302,5.2,61.52,1.61,49.55,-8.95,-16.52,-2.37,-13.86,11.49,-9.63,2.5,6.33,0.23,6.1,2.61,6.06,0.32,5.74
198303,14.82,61.77,2.37,51.39,-4.15,-12.36,2.49,-9.47,11.96,-3.83,3.28,7.32,0.55,6.77,3.52,7.23,0.75,6.48
198304,39.3,61.88,3.43,58.31,-0.74,-7.94,5.83,-5.9,11.74,0.72,3.22,6.98,0.55,6.43,3.29,6.71,0.68,6.03
198305,18.32,62.05,5.09,63.48,3.7,-2.84,10.49,-2.07,12.55,6.11,2.95,6.56,0.45,6.11,2.86,5.96,0.56,5.4
198306,69.1,62.05,5.56,56.9,6.44,-2.05,13.6,-0.22,13.82,8.81,2.88,6.48,0.37,6.12,2.77,5.86,0.43,5.43
198307,78.67,62.07,8.85,73.22,9.62,4.64,15.82,4.41,11.42,12.09,2.95,6.19,0.5,5.69,2.82,5.49,0.63,4.87
198308,122.35,62.12,9.68,80.92,9.51,6.04,14.92,5.46,9.46,11.31,2.52,5.34,0.54,4.8,2.45,4.64,0.71,3.93
198309,239.94,62.16,8.38,83.81,6.82,3.81,11.91,2.81,9.1,7.86,2.24,4.84,0.46,4.38,2.29,4.41,0.62,3.79
198310,74.2,62.09,4.8,69.24,1.13,-4.54,7.22,-3.42,10.64,0.78,2.25,5.14,0.3,4.83,2.34,4.77,0.39,4.39
198311,0.0,62.1,2.17,44.6,-3.2,-13.39,3.6,-8.14,11.73,-5.41,1.88,4.7,0.31,4.4,1.9,4.33,0.35,3.98
198312,14.11,61.83,1.61,45.11,-7.13,-16.37,-0.62,-11.59,10.96,-10.13,2.11,5.16,0.43,4.72,2.39,5.13,0.63,4.5
198313,679.74,61.94,4.62,60.68,0.42,-6.42,6.8,-4.59,11.39,0.74,2.63,5.91,0.47,5.44,2.7,5.55,0.61,4.93
198401,6.15,61.51,1.47,50.25,-9.91,-17.41,-3.57,-14.45,10.88,-12.75,2.45,5.93,0.59,5.33,2.86,5.96,0.92,5.04
198402,42.73,61.61,1.73,55.65,-9.15,-16.2,-2.38,-14.29,11.91,-12.21,3.17,6.7,1.02,5.68,3.61,6.75,1.46,5.29
198403,5.37,61.96,2.82,51.75,-1.99,-10.52,5.39,-7.92,13.31,-2.84,2.47,5.63,0.45,5.17,2.51,5.3,0.49,4.8
198404,10.01,61.98,3.76,57.83,0.66,-6.78,7.04,-4.43,11.47,2.16,2.7,6.12,0.45,5.66,2.7,5.64,0.51,5.13
198405,15.23,62.03,4.51,47.83,5.8,-4.88,13.88,-1.42,15.29,7.57,3.04,6.42,0.87,5.55,2.96,5.71,1.0,4.71
198406,138.65,61.86,8.56,72.4,9.3,4.0,15.66,3.76,11.9,11.89,2.95,5.97,0.69,5.27,2.8,5.11,0.85,4.26
198407,119.22,61.91,9.24,79.94,8.91,5.32,14.36,4.47,9.88,11.11,2.92,5.96,0.66,5.3,2.83,5.27,0.85,4.42
198408,107.32,62.0,9.3,78.97,9.25,5.34,14.9,4.99,9.91,10.98,2.27,4.89,0.41,4.48,2.14,4.15,0.44,3.71
198409,79.69,62.07,7.06,74.89,5.62,0.98,11.56,1.33,10.23,6.69,2.44,5.62,0.37,5.24,2.38,5.02,0.48,4.54
198410,14.22,62.18,3.54,49.35,1.95,-8.17,9.04,-3.06,12.1,1.04,2.27,5.77,0.3,5.47,2.27,5.36,0.3,5.05
198411,0.27,62.02,2.03,42.82,-3.47,-13.89,3.45,-8.17,11.63,-5.18,1.96,5.16,0.23,4.92,1.98,4.77,0.24,4.53
198412,10.66,61.76,1.78,44.61,-5.65,-15.38,0.85,-9.71,10.56,-7.55,2.71,6.26,0.85,5.41,3.25,6.38,1.31,5.08
198413,549.5,61.91,4.66,58.84,0.97,-6.44,7.55,-4.04,11.59,0.95,2.61,5.86,0.57,5.29,2.69,5.45,0.74,4.71
198501,62.33,61.63,1.73,69.43,-12.22,-16.47,-5.21,-18.91,13.7,-17.03,2.08,4.3,0.44,3.86,2.22,4.29,0.57,3.72
198502,1.24,61.44,1.52,49.92,-9.04,-17.4,-0.57,-15.6,15.03,-14.07,2.65,5.19,0.92,4.28,2.95,5.23,1.2,4.03
198503,0.85,61.94,2.36,41.35,-1.14,-12.23,6.34,-6.63,12.97,-1.26,3.06,7.06,0.55,6.51,3.3,6.9,0.69,6.2
198504,17.67,61.94,3.38,48.39,1.91,-7.91,8.98,-3.79,12.77,3.5,3.05,6.72,0.57,6.16,3.07,6.31,0.68,5.63
198505,38.13,62.0,4.2,50.41,4.13,-5.46,11.46,-2.32,13.78,6.3,2.96,6.69,0.48,6.21,2.88,6.1,0.59,5.51
198506,82.92,61.85,6.7,62.92,7.6,0.6,14.67,1.2,13.47,10.53,2.92,6.49,0.45,6.03,2.73,5.64,0.55,5.09
198507,113.74,61.97,9.1,78.34,9.05,5.17,14.77,4.68,10.09,11.39,2.74,5.66,0.56,5.1,2.56,4.92,0.69,4.23
198508,104.61,62.02,9.62,81.87,9.2,5.98,14.57,5.14,9.43,11.1,2.7,5.72,0.44,5.28,2.63,5.08,0.58,4.5
198509,120.5,62.1,7.92,81.86,6.38,3.14,11.62,2.47,9.15,7.74,2.28,5.29,0.36,4.93,2.26,4.77,0.46,4.31
198510,71.35,62.14,5.1,71.42,1.87,-3.4,7.69,-2.15,9.84,1.83,2.21,5.22,0.39,4.83,2.3,4.91,0.54,4.37
198511,0.0,61.95,2.55,52.02,-3.13,-11.66,3.57,-7.83,11.4,-4.43,2.04,5.39,0.29,5.1,2.16,5.11,0.39,4.72
198512,19.39,61.91,2.12,50.01,-4.78,-13.62,1.71,-9.64,11.35,-7.26,2.27,5.27,0.57,4.7,2.49,5.21,0.75,4.46
198513,632.73,61.91,4.71,61.59,0.87,-6.04,7.51,-4.38,11.89,0.78,2.58,5.75,0.5,5.25,2.63,5.37,0.64,4.73
198601,1.54,61.75,1.41,42.49,-8.02,-17.45,-1.37,-12.99,11.62,-10.96,2.15,5.37,0.41,4.97,2.35,5.24,0.55,4.69
198602,15.21,61.69,1.92,53.12,-7.16,-14.66,-0.78,-12.02,11.24,-8.38,2.35,5.69,0.38,5.31,2.45,5.43,0.49,4.94
198603,12.39,61.8,2.63,56.82,-3.97,-11.11,2.59,-9.43,12.02,-3.53,3.11,6.94,0.59,6.35,3.24,6.7,0.71,5.99
198604,17.32,61.95,3.55,56.5,0.26,-7.45,6.64,-4.97,11.61,1.8,2.89,6.29,0.46,5.82,2.9,5.89,0.51,5.38
198605,22.14,61.97,3.8,50.25,2.83,-6.77,9.86,-3.23,13.09,4.98,3.04,6.63,0.59,6.05,3.04,6.2,0.74,5.46
198606,87.01,61.93,6.71,59.68,7.95,-0.05,15.11,1.6,13.51,10.46,3.01,6.42,0.57,5.85,2.87,5.63,0.68,4.95
198607,238.89,61.98,9.31,80.33,9.03,5.47,14.57,4.69,9.89,10.98,2.45,5.28,0.39,4.89,2.29,4.6,0.46,4.13
198608,127.58,62.06,9.06,80.91,8.5,5.02,13.99,3.96,10.03,10.1,2.38,5.11,0.42,4.69,2.27,4.41,0.53,3.88
198609,84.39,62.17,6.89,75.12,5.56,0.91,11.88,0.42,11.46,6.51,2.32,5.27,0.38,4.89,2.25,4.58,0.46,4.13
198610,15.7,62.13,4.01,61.98,0.35,-6.54,6.79,-4.45,11.25,0.03,2.13,5.07,0.35,4.72,2.11,4.55,0.4,4.15
198611,0.33,62.07,2.27,44.84,-2.48,-12.56,4.3,-7.11,11.4,-4.33,1.95,5.06,0.36,4.69,2.03,4.8,0.41,4.4
198612,27.82,61.89,1.86,56.52,-8.36,-15.18,-1.49,-14.19,12.7,-11.56,2.22,4.91,0.44,4.47,2.42,4.96,0.59,4.36
198613,650.31,61.95,4.47,59.94,0.41,-6.65,6.87,-4.78,11.65,0.55,2.5,5.67,0.45,5.22,2.52,5.25,0.55,4.7
198701,6.54,61.88,1.65,51.03,-8.46,-16.24,-1.45,-13.98,12.53,-12.09,2.11,4.69,0.47,4.22,2.22,4.56,0.5,4.05
198702,7.84,61.89,2.09,54.87,-6.27,-13.52,-0.02,-11.12,11.09,-7.06,2.3,5.4,0.39,5.01,2.37,5.14,0.44,4.7
198703,3.84,61.85,2.8,56.18,-2.86,-10.19,4.01,-8.3,12.31,-2.02,2.51,5.77,0.41,5.36,2.46,5.21,0.5,4.72
198704,9.71,62.03,3.17,48.0,0.93,-8.89,8.02,-4.63,12.65,2.54,3.08,6.87,0.49,6.38,3.09,6.4,0.57,5.83
198705,52.34,62.14,4.34,57.69,2.88,-4.98,9.81,-3.2,13.01,4.64,2.86,6.42,0.4,6.02,2.8,5.87,0.49,5.38
198706,14.9,62.03,5.28,49.51,7.81,-2.44,16.07,-0.04,16.1,10.36,3.02,6.64,0.42,6.22,2.85,5.81,0.51,5.3
198707,90.89,61.98,8.69,70.45,9.87,4.33,16.41,4.32,12.09,12.64,3.19,6.66,0.64,6.03,3.01,5.88,0.78,5.1
198708,127.24,62.04,9.15,76.08,9.54,5.22,15.79,4.9,10.89,11.88,2.78,5.93,0.64,5.29,2.63,5.13,0.8,4.33
198709,43.17,62.2,7.43,72.52,6.96,1.89,13.44,2.03,11.42,8.22,2.53,5.68,0.53,5.15,2.45,4.98,0.64,4.34
198710,40.29,62.2,3.64,53.7,1.35,-7.39,8.51,-3.5,12.01,0.79,2.38,5.84,0.41,5.43,2.39,5.45,0.47,4.99
198711,0.0,62.18,1.55,26.13,-0.47,-16.13,7.03,-5.47,12.5,-3.21,1.95,5.07,0.32,4.75,2.03,4.83,0.36,4.47
198712,14.44,62.2,1.53,32.0,-3.49,-16.75,4.46,-9.34,13.8,-6.7,2.21,4.82,0.52,4.3,2.42,4.78,0.57,4.21
198713,411.2,62.05,4.29,54.06,1.52,-7.04,8.55,-3.99,12.54,1.71,2.58,5.82,0.47,5.35,2.56,5.34,0.55,4.78
198801,61.02,61.85,1.71,53.11,-8.49,-16.22,-0.89,-14.23,13.34,-13.66,2.05,4.6,0.47,4.13,2.23,4.61,0.53,4.08
198802,14.82,61.82,2.16,52.9,-5.39,-13.56,1.26,-10.51,11.77,-6.87,2.93,6.32,0.66,5.66,3.15,6.32,0.87,5.44
198803,30.39,61.76,2.7,55.38,-3.21,-10.87,3.69,-8.9,12.6,-3.11,3.48,7.53,0.64,6.89,3.74,7.42,0.9,6.52
198804,13.54,62.16,3.16,44.58,2.05,-8.77,9.46,-3.95,13.41,3.58,2.78,6.36,0.45,5.92,2.77,5.87,0.52,5.35
198805,24.69,62.07,3.96,45.25,5.06,-6.13,12.97,-2.04,15.01,7.14,3.09,6.77,0.77,6.01,3.06,6.14,0.88,5.26
198806,64.34,62.04,6.87,60.88,8.27,0.63,15.58,1.43,14.15,11.07,2.94,6.32,0.62,5.7,2.76,5.47,0.71,4.77
198807,285.2,62.03,10.11,83.67,9.6,6.7,14.62,5.51,9.1,11.43,2.64,5.43,0.43,5.01,2.57,4.83,0.57,4.27
198808,184.56,62.03,9.81,84.03,9.04,6.15,13.98,5.14,8.84,10.48,2.65,5.58,0.47,5.11,2.63,5.04,0.59,4.45
198809,21.4,62.2,7.54,76.09,6.69,2.15,12.68,1.57,11.1,7.63,2.34,5.17,0.34,4.82,2.29,4.55,0.45,4.1
198810,3.38,62.12,3.92,56.7,1.47,-6.86,8.42,-3.45,11.88,1.1,2.31,5.48,0.35,5.12,2.29,4.97,0.4,4.58
198811,0.0,62.13,2.51,50.06,-2.88,-11.94,3.94,-8.01,11.95,-4.07,1.97,4.55,0.42,4.13,1.99,4.16,0.47,3.69
198812,11.18,62.03,2.06,48.26,-4.26,-13.76,1.88,-8.82,10.7,-6.46,2.02,4.65,0.39,4.26,2.13,4.43,0.45,3.97
198813,714.52,62.02,4.72,59.29,1.51,-6.02,8.15,-3.84,11.98,1.54,2.6,5.73,0.5,5.23,2.63,5.32,0.61,4.7
198901,29.71,61.58,1.53,50.77,-9.63,-17.6,-2.34,-14.74,12.4,-14.35,3.04,5.91,1.31,4.6,3.77,6.22,1.93,4.29
198902,6.87,61.57,1.78,51.4,-7.79,-15.44,-1.34,-12.58,11.24,-8.56,3.41,7.12,1.15,5.97,3.94,7.19,1.66,5.54
198903,10.55,61.81,2.45,49.62,-3.3,-12.09,3.44,-8.64,12.08,-2.85,2.86,6.46,0.53,5.92,3.01,6.12,0.71,5.4
198904,2.94,61.91,2.54,39.02,0.68,-11.46,7.83,-5.2,13.03,1.91,3.47,7.72,0.42,7.3,3.62,7.5,0.55,6.94
198905,18.74,62.08,3.85,43.91,4.94,-6.84,12.64,-1.83,14.47,6.87,3.1,6.82,0.6,6.22,3.05,6.27,0.7,5.56
198906,65.95,62.0,7.34,67.22,8.03,1.99,14.69,2.15,12.54,11.1,3.23,6.76,0.61,6.15,3.09,5.99,0.77,5.22
198907,122.2,62.03,9.05,74.56,9.66,4.95,15.68,4.54,11.14,12.1,2.83,5.93,0.54,5.39,2.66,5.17,0.61,4.56
198908,82.86,62.06,9.28,81.24,8.8,5.48,13.86,4.69,9.17,10.84,2.88,5.92,0.5,5.42,2.81,5.33,0.62,4.7
198909,36.23,62.16,8.11,77.95,7.39,3.43,13.27,2.93,10.34,9.12,2.56,5.82,0.41,5.41,2.51,5.18,0.52,4.66
198910,3.3,62.17,3.82,53.32,1.66,-7.35,8.83,-3.31,12.14,1.85,2.25,5.5,0.32,5.19,2.2,4.97,0.38,4.59
198911,3.11,62.06,2.04,43.47,-3.49,-13.84,3.53,-8.46,11.99,-4.42,2.19,5.52,0.33,5.19,2.3,5.21,0.41,4.79
198912,4.88,61.92,1.54,40.52,-6.22,-16.69,0.6,-10.99,11.6,-8.26,2.04,5.11,0.35,4.76,2.13,4.87,0.4,4.47
198913,387.35,61.95,4.46,56.11,0.94,-7.08,7.61,-4.24,11.85,1.33,2.82,6.21,0.59,5.62,2.92,5.82,0.77,5.05
199001,1.68,61.93,1.57,34.69,-4.09,-16.23,3.1,-8.62,11.72,-6.34,2.57,6.13,0.67,5.46,2.91,6.18,0.87,5.31
199002,41.75,61.62,2.29,62.53,-6.88,-12.79,-0.66,-11.61,10.95,-7.42,2.75,6.3,0.56,5.74,2.93,6.06,0.73,5.34
199003,9.43,61.76,2.52,58.53,-4.98,-11.65,1.57,-10.46,12.03,-4.64,3.12,6.65,0.69,5.96,3.17,6.31,0.79,5.52
199004,16.13,61.88,2.93,45.67,0.74,-9.72,8.04,-5.1,13.14,2.34,3.19,7.26,0.38,6.88,3.22,6.82,0.48,6.33
199005,31.43,62.04,5.47,59.27,5.61,-2.16,12.87,-0.77,13.64,8.33,2.8,6.22,0.42,5.8,2.64,5.45,0.53,4.91
199006,52.35,61.98,6.97,57.65,9.32,0.74,16.77,2.33,14.45,12.08,3.03,6.39,0.59,5.8,2.87,5.63,0.68,4.95
199007,171.19,61.92,9.72,80.27,9.63,6.09,14.76,5.51,9.25,11.73,2.73,5.62,0.53,5.09,2.62,4.98,0.65,4.33
199008,114.07,62.15,9.39,80.8,9.09,5.59,14.41,4.8,9.61,10.95,2.56,5.38,0.41,4.97,2.47,4.75,0.53,4.22
199009,57.79,62.17,8.45,81.12,7.37,3.98,12.7,3.38,9.32,8.81,2.41,5.41,0.38,5.03,2.39,4.85,0.5,4.35
199010,3.28,62.16,4.1,58.97,1.16,-6.57,7.85,-3.63,11.48,1.34,2.25,5.58,0.25,5.33,2.21,5.01,0.27,4.75
199011,0.3,62.18,2.25,42.68,-1.77,-12.89,4.98,-6.55,11.53,-3.28,2.08,5.16,0.39,4.77,2.19,4.89,0.48,4.41
199012,8.74,61.99,1.75,43.72,-5.37,-15.37,0.95,-9.5,10.45,-7.38,2.19,5.36,0.54,4.82,2.36,5.2,0.67,4.53
199013,508.16,61.98,4.8,58.82,1.7,-5.87,8.16,-3.3,11.46,2.26,2.64,5.95,0.48,5.47,2.66,5.5,0.6,4.91
199101,2.59,61.6,1.5,47.74,-8.81,-17.02,-2.12,-13.69,11.57,-10.61,2.5,5.77,0.55,5.22,2.74,5.68,0.69,4.99
199102,4.83,61.85,2.0,50.97,-6.01,-14.07,0.09,-10.58,10.68,-6.22,2.81,6.79,0.46,6.33,3.05,6.64,0.66,5.97
199103,40.37,61.95,2.56,52.58,-3.09,-11.35,3.78,-8.78,12.56,-3.43,2.82,6.44,0.5,5.93,2.9,6.16,0.63,5.54
199104,3.83,62.02,2.84,44.56,0.6,-10.09,7.52,-4.99,12.51,2.15,3.21,7.25,0.37,6.88,3.27,6.89,0.49,6.4
199105,19.84,62.16,3.83,44.06,4.92,-6.41,12.95,-2.17,15.12,6.98,3.25,7.28,0.45,6.82,3.25,6.75,0.56,6.2
199106,23.9,61.99,7.05,61.71,8.77,1.28,16.07,2.06,14.02,11.83,2.97,6.42,0.49,5.93,2.76,5.53,0.56,4.96
199107,61.06,61.97,9.09,71.68,10.3,5.03,16.83,4.95,11.88,13.08,3.11,6.42,0.57,5.85,2.91,5.61,0.69,4.93
199108,87.64,62.03,9.54,79.51,9.52,5.86,14.97,5.41,9.55,11.55,2.74,5.79,0.46,5.33,2.64,5.15,0.59,4.56
199109,49.99,62.18,7.16,70.34,6.84,1.13,13.42,1.74,11.67,8.03,2.5,5.75,0.36,5.39,2.42,5.07,0.41,4.66
199110,0.59,62.14,3.04,43.79,1.54,-9.78,9.19,-3.51,12.7,1.02,2.27,5.79,0.31,5.48,2.22,5.26,0.36,4.9
199111,1.21,62.06,1.74,36.27,-3.29,-15.43,3.71,-7.9,11.61,-4.89,2.06,5.54,0.27,5.27,2.16,5.23,0.32,4.91
199112,30.08,61.86,1.71,46.51,-6.24,-15.72,0.72,-11.07,11.78,-9.05,2.08,5.09,0.36,4.73,2.21,4.88,0.45,4.43
199113,325.94,61.98,4.35,54.18,1.29,-7.17,8.14,-4.01,12.15,1.74,2.69,6.19,0.43,5.76,2.71,5.73,0.53,5.2
199201,2.87,61.89,1.78,48.36,-7.14,-15.51,-0.3,-12.1,11.8,-10.24,2.32,5.21,0.71,4.5,2.55,5.19,0.86,4.33
199202,1.52,61.51,1.52,43.57,-7.81,-16.95,-0.6,-12.95,12.35,-8.44,3.14,6.81,0.86,5.95,3.53,6.71,1.23,5.47
199203,5.32,61.92,2.34,43.97,-2.11,-12.61,4.76,-7.1,11.86,-1.32,3.54,7.65,0.75,6.9,4.0,7.64,1.18,6.46
199204,0.62,62.1,2.69,38.25,1.78,-10.72,9.31,-4.17,13.49,3.56,3.02,7.02,0.38,6.63,3.04,6.56,0.46,6.11
199205,15.48,62.01,3.79,46.84,3.83,-6.81,11.52,-2.63,14.14,6.39,3.16,7.17,0.43,6.74,3.06,6.51,0.52,5.99
199206,77.09,61.97,6.1,57.88,7.32,-0.94,14.88,0.47,14.41,10.26,3.08,6.69,0.48,6.21,2.89,5.84,0.6,5.24
199207,101.27,61.99,8.65,74.42,8.94,4.23,15.0,4.03,10.96,11.44,2.78,5.81,0.55,5.26,2.63,5.04,0.75,4.29
199208,107.37,62.09,9.66,81.73,9.3,6.09,14.76,5.33,9.43,11.33,2.75,5.8,0.52,5.28,2.66,5.12,0.64,4.48
199209,68.04,62.14,7.56,74.76,6.83,2.15,13.22,1.97,11.25,8.2,2.51,5.73,0.31,5.42,2.41,4.98,0.4,4.58
199210,43.56,62.13,4.28,61.45,1.4,-5.73,8.34,-3.43,11.77,1.29,2.13,5.33,0.32,5.01,2.08,4.77,0.34,4.42
199211,2.8,62.14,2.52,48.14,-2.16,-11.77,4.91,-6.98,11.89,-3.57,2.14,5.11,0.55,4.56,2.25,4.81,0.68,4.13
199212,0.05,61.97,1.61,40.78,-5.77,-16.16,1.33,-10.59,11.92,-8.07,1.96,4.96,0.35,4.62,2.04,4.72,0.4,4.32
199213,426.0,61.99,4.39,55.08,1.23,-7.03,8.11,-3.98,12.1,1.76,2.71,6.1,0.52,5.59,2.76,5.65,0.67,4.98
199301,9.24,61.65,1.79,51.19,-7.52,-15.52,-0.93,-11.87,10.93,-8.94,3.35,6.83,1.24,5.59,4.02,6.94,1.83,5.11
199302,4.64,61.84,1.96,43.97,-4.17,-14.25,3.02,-9.31,12.34,-4.74,2.69,5.98,0.54,5.44,2.79,5.66,0.66,5.0
199303,29.59,61.77,2.2,51.77,-5.06,-13.24,1.66,-10.56,12.22,-5.11,3.31,7.29,0.66,6.62,3.54,7.13,0.91,6.22
199304,4.51,62.07,3.27,50.03,0.56,-8.61,7.72,-5.17,12.89,2.05,2.85,6.64,0.41,6.23,2.79,6.07,0.46,5.61
199305,18.93,62.08,4.2,47.43,4.96,-5.6,12.84,-1.73,14.57,7.27,3.11,6.99,0.62,6.37,3.02,6.31,0.73,5.58
199306,77.18,62.01,7.01,63.64,8.14,1.22,15.26,1.89,13.38,11.1,2.97,6.54,0.43,6.11,2.78,5.67,0.54,5.13
199307,51.33,61.98,9.39,73.63,10.4,5.51,16.69,5.35,11.35,13.19,3.12,6.4,0.51,5.88,2.94,5.59,0.66,4.93
199308,43.55,62.03,9.19,74.51,9.88,5.18,16.12,5.02,11.09,12.33,3.09,6.47,0.58,5.89,2.94,5.69,0.7,4.99
199309,51.16,62.15,7.75,78.29,6.67,2.77,12.22,2.75,9.47,8.25,2.27,5.26,0.33,4.94,2.22,4.67,0.41,4.26
199310,0.55,62.25,2.86,39.13,1.89,-10.59,9.79,-3.51,13.3,1.62,2.32,5.94,0.26,5.68,2.28,5.37,0.3,5.07
199311,0.07,62.12,1.89,32.8,-0.88,-14.55,6.75,-5.54,12.29,-2.58,2.01,5.31,0.35,4.96,2.01,4.84,0.39,4.45
199312,0.07,62.05,1.12,25.27,-3.96,-18.97,3.29,-8.88,12.17,-6.77,1.98,5.27,0.33,4.94,2.12,5.04,0.36,4.68
199313,290.82,62.0,4.4,52.67,1.77,-7.19,8.73,-3.44,12.17,2.34,2.76,6.25,0.52,5.73,2.79,5.75,0.67,5.09
199401,13.86,61.76,1.71,47.19,-6.94,-15.84,-0.59,-11.21,10.62,-8.58,2.56,6.23,0.56,5.66,2.85,6.17,0.8,5.37
199402,12.64,61.55,1.69,49.5,-7.88,-15.84,-0.92,-12.97,12.05,-8.55,3.18,7.48,0.55,6.93,3.45,7.45,0.77,6.68
199403,1.93,61.96,2.26,39.51,-1.31,-12.79,6.62,-7.18,13.79,-0.71,2.98,7.08,0.55,6.53,3.06,6.79,0.62,6.16
199404,5.89,61.99,2.85,45.72,0.14,-10.2,7.2,-5.34,12.54,2.19,3.2,7.45,0.31,7.14,3.19,7.03,0.35,6.67
199405,9.6,62.12,4.12,46.89,5.09,-5.6,13.18,-1.87,15.05,7.76,3.1,7.03,0.58,6.45,2.99,6.31,0.7,5.61
199406,34.22,61.94,6.95,55.37,9.74,0.5,17.47,3.05,14.43,12.9,3.21,6.82,0.62,6.19,3.0,5.89,0.74,5.15
199407,100.14,61.95,9.52,73.95,10.56,5.75,16.74,6.04,10.7,13.21,2.75,5.67,0.58,5.08,2.52,4.82,0.68,4.13
199408,77.61,62.09,9.53,80.29,9.37,5.88,14.76,5.36,9.41,11.42,2.64,5.61,0.42,5.18,2.51,4.94,0.53,4.41
