Warm Spell Duration Index - (Days), Year, Model, Statistics, ISO3
1.63128, 2040-2059, bcc_csm1_1_m, Jan Anomaly, NPL
0.63481, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
2.69203, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
2.92611, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
3.66285, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
2.71672, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
0.51171, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
1.08625, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
0.82459, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
2.36986, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
1.39839, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
0.6769, 2040-2059, bcc_csm1_1_m, Dec Anomaly, NPL
0.74417, 2040-2059, ccsm4, Jan Anomaly, NPL
0.42437, 2040-2059, ccsm4, Feb Anomaly, NPL
3.83506, 2040-2059, ccsm4, Mar Anomaly, NPL
5.37776, 2040-2059, ccsm4, Apr Anomaly, NPL
3.97275, 2040-2059, ccsm4, May Anomaly, NPL
2.57013, 2040-2059, ccsm4, Jun Anomaly, NPL
1.2606, 2040-2059, ccsm4, Jul Anomaly, NPL
0.60851, 2040-2059, ccsm4, Aug Anomaly, NPL
0.23522, 2040-2059, ccsm4, Sep Anomaly, NPL
1.13404, 2040-2059, ccsm4, Oct Anomaly, NPL
0.71337, 2040-2059, ccsm4, Nov Anomaly, NPL
0.19829, 2040-2059, ccsm4, Dec Anomaly, NPL
1.05388, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
1.00856, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
0.22639, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
0.31258, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
0.49929, 2040-2059, cesm1_cam5, May Anomaly, NPL
1.61789, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
0.69062, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
0.56062, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
1.40442, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
1.40313, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
0.78266, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
0.57168, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
1.29856, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
1.92915, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
3.42829, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
3.04884, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
2.78711, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
3.59783, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
5.78305, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
3.46796, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
2.52495, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
2.40885, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
2.70618, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
2.50924, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
3.02459, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
2.77484, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
1.58111, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
2.40222, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
3.53847, 2040-2059, gfdl_cm3, May Anomaly, NPL
5.22735, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
7.64557, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
9.88689, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
5.80155, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
3.99648, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
5.23761, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
