Warm Spell Duration Index - (Days), Year, Model, Statistics, ISO3
1.90788, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
4.74798, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
2.83422, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
5.2917, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
4.11161, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
1.74233, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
1.67485, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
4.79354, 2060-2079, gfdl_cm3, May Anomaly, NPL
6.74785, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
8.53124, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
13.3002, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
9.55533, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
8.57695, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
6.49745, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
8.72169, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
0.74521, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
-0.1563, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
1.57886, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
1.02692, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
0.22818, 2060-2079, gfdl_esm2g, May Anomaly, NPL
0.62212, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
0.28413, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
1.66023, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
0.60472, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
2.89983, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
-0.0318, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
0.81148, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
0.59016, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
0.07987, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
0.45424, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
0.51563, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
1.15107, 2060-2079, gfdl_esm2m, May Anomaly, NPL
1.28249, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
1.51817, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
2.08052, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
1.66706, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
0.64828, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
1.28491, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
-0.2177, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
0.01118, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
0.31901, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
0.94414, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
0.57661, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
0.83097, 2060-2079, hadgem2_ao, May Anomaly, NPL
1.45127, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
-0.1303, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
0.09443, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
0.58225, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
1.50099, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
2.42826, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
1.00245, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
2.75601, 2060-2079, hadgem2_es, Jan Anomaly, NPL
2.40406, 2060-2079, hadgem2_es, Feb Anomaly, NPL
0.28532, 2060-2079, hadgem2_es, Mar Anomaly, NPL
0.4024, 2060-2079, hadgem2_es, Apr Anomaly, NPL
0.76046, 2060-2079, hadgem2_es, May Anomaly, NPL
3.36101, 2060-2079, hadgem2_es, Jun Anomaly, NPL
0.40135, 2060-2079, hadgem2_es, Jul Anomaly, NPL
1.28448, 2060-2079, hadgem2_es, Aug Anomaly, NPL
3.39618, 2060-2079, hadgem2_es, Sep Anomaly, NPL
6.22894, 2060-2079, hadgem2_es, Oct Anomaly, NPL
4.79066, 2060-2079, hadgem2_es, Nov Anomaly, NPL
1.7482, 2060-2079, hadgem2_es, Dec Anomaly, NPL
3.78564, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
2.31158, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
1.0957, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
2.92639, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
2.00926, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
3.25013, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
5.68594, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
1.41895, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
1.8075, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
2.91771, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
7.05521, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
5.25492, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
1.47967, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
1.4227, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
1.70189, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
1.75424, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
1.54477, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
1.46303, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
3.32627, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
1.36524, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
1.75962, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
3.32643, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
2.62606, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
2.03933, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
1.98237, 2060-2079, miroc_esm, Jan Anomaly, NPL
1.83356, 2060-2079, miroc_esm, Feb Anomaly, NPL
2.94944, 2060-2079, miroc_esm, Mar Anomaly, NPL
3.14374, 2060-2079, miroc_esm, Apr Anomaly, NPL
2.0716, 2060-2079, miroc_esm, May Anomaly, NPL
0.69589, 2060-2079, miroc_esm, Jun Anomaly, NPL
0.02736, 2060-2079, miroc_esm, Jul Anomaly, NPL
-0.0899, 2060-2079, miroc_esm, Aug Anomaly, NPL
0.52064, 2060-2079, miroc_esm, Sep Anomaly, NPL
2.83428, 2060-2079, miroc_esm, Oct Anomaly, NPL
1.08788, 2060-2079, miroc_esm, Nov Anomaly, NPL
0.26909, 2060-2079, miroc_esm, Dec Anomaly, NPL
0.53331, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
2.11135, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
1.0591, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
1.44386, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
1.01302, 2060-2079, mpi_esm_lr, May Anomaly, NPL
1.67669, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
2.51713, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
1.28914, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
1.41563, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
2.27594, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
1.66488, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
0.22944, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
1.25731, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
0.06538, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
0.38375, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
1.05854, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
1.11795, 2060-2079, mpi_esm_mr, May Anomaly, NPL
1.27615, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
1.06325, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
0.72423, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
1.03237, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
1.35203, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
0.56234, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
0.65664, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
0.7714, 2060-2079, noresm1_m, Jan Anomaly, NPL
0.38273, 2060-2079, noresm1_m, Feb Anomaly, NPL
1.83745, 2060-2079, noresm1_m, Mar Anomaly, NPL
2.57067, 2060-2079, noresm1_m, Apr Anomaly, NPL
0.94343, 2060-2079, noresm1_m, May Anomaly, NPL
1.41447, 2060-2079, noresm1_m, Jun Anomaly, NPL
0.99356, 2060-2079, noresm1_m, Jul Anomaly, NPL
-0.1301, 2060-2079, noresm1_m, Aug Anomaly, NPL
0.76315, 2060-2079, noresm1_m, Sep Anomaly, NPL
1.54896, 2060-2079, noresm1_m, Oct Anomaly, NPL
1.4508, 2060-2079, noresm1_m, Nov Anomaly, NPL
0.29723, 2060-2079, noresm1_m, Dec Anomaly, NPL
0.34332, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-0.0363, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
0.06298, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
0.27043, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
0.34318, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
0.52403, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.1912, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.0752, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
0.13029, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
0.36719, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
0.19519, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
0.06464, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
1.41995, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
1.3415, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
1.29942, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
1.95652, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
1.72337, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
1.80883, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
1.19276, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
0.8132, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
1.19546, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
1.81317, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
1.86266, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
1.53517, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
5.29848, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
4.86103, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
3.7231, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
4.25276, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
5.01863, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
5.48083, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
7.00669, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
5.32078, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
4.30853, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
5.69516, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
6.16643, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
5.03169, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
17.4727, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
21.6509, 2060-2079, bnu_esm, Annual Anomaly, NPL
30.3799, 2060-2079, canesm2, Annual Anomaly, NPL
13.8089, 2060-2079, ccsm4, Annual Anomaly, NPL
16.2799, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
24.8622, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
49.0309, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
79.5448, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
10.2734, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
11.0547, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
9.15409, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
26.6256, 2060-2079, hadgem2_es, Annual Anomaly, NPL
39.5189, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
23.8092, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
17.3207, 2060-2079, miroc_esm, Annual Anomaly, NPL
17.2243, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
10.5485, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
12.8437, 2060-2079, noresm1_m, Annual Anomaly, NPL
8.71513, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
18.5285, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
48.2963, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
