Warm Spell Duration Index - (Days), Year, Model, Statistics, ISO3
21.559, 2080-2099, access1_0, Jan Anomaly, NPL
15.4581, 2080-2099, access1_0, Feb Anomaly, NPL
15.7665, 2080-2099, access1_0, Mar Anomaly, NPL
11.0394, 2080-2099, access1_0, Apr Anomaly, NPL
7.4979, 2080-2099, access1_0, May Anomaly, NPL
9.28408, 2080-2099, access1_0, Jun Anomaly, NPL
11.4938, 2080-2099, access1_0, Jul Anomaly, NPL
13.1666, 2080-2099, access1_0, Aug Anomaly, NPL
19.6456, 2080-2099, access1_0, Sep Anomaly, NPL
24.5072, 2080-2099, access1_0, Oct Anomaly, NPL
25.548, 2080-2099, access1_0, Nov Anomaly, NPL
23.1179, 2080-2099, access1_0, Dec Anomaly, NPL
17.5343, 2080-2099, access1_3, Jan Anomaly, NPL
11.5602, 2080-2099, access1_3, Feb Anomaly, NPL
9.89773, 2080-2099, access1_3, Mar Anomaly, NPL
10.7796, 2080-2099, access1_3, Apr Anomaly, NPL
5.99824, 2080-2099, access1_3, May Anomaly, NPL
6.03199, 2080-2099, access1_3, Jun Anomaly, NPL
12.6902, 2080-2099, access1_3, Jul Anomaly, NPL
16.4085, 2080-2099, access1_3, Aug Anomaly, NPL
20.4469, 2080-2099, access1_3, Sep Anomaly, NPL
19.4438, 2080-2099, access1_3, Oct Anomaly, NPL
22.1677, 2080-2099, access1_3, Nov Anomaly, NPL
19.7235, 2080-2099, access1_3, Dec Anomaly, NPL
9.35839, 2080-2099, bcc_csm1_1_m, Jan Anomaly, NPL
5.03178, 2080-2099, bcc_csm1_1_m, Feb Anomaly, NPL
11.0653, 2080-2099, bcc_csm1_1_m, Mar Anomaly, NPL
15.7915, 2080-2099, bcc_csm1_1_m, Apr Anomaly, NPL
12.3524, 2080-2099, bcc_csm1_1_m, May Anomaly, NPL
10.465, 2080-2099, bcc_csm1_1_m, Jun Anomaly, NPL
3.52568, 2080-2099, bcc_csm1_1_m, Jul Anomaly, NPL
4.34195, 2080-2099, bcc_csm1_1_m, Aug Anomaly, NPL
3.81399, 2080-2099, bcc_csm1_1_m, Sep Anomaly, NPL
8.0586, 2080-2099, bcc_csm1_1_m, Oct Anomaly, NPL
8.8166, 2080-2099, bcc_csm1_1_m, Nov Anomaly, NPL
7.89814, 2080-2099, bcc_csm1_1_m, Dec Anomaly, NPL
18.7423, 2080-2099, bcc_csm1_1, Jan Anomaly, NPL
8.014, 2080-2099, bcc_csm1_1, Feb Anomaly, NPL
7.55493, 2080-2099, bcc_csm1_1, Mar Anomaly, NPL
14.2709, 2080-2099, bcc_csm1_1, Apr Anomaly, NPL
13.201, 2080-2099, bcc_csm1_1, May Anomaly, NPL
12.071, 2080-2099, bcc_csm1_1, Jun Anomaly, NPL
2.35847, 2080-2099, bcc_csm1_1, Jul Anomaly, NPL
2.82978, 2080-2099, bcc_csm1_1, Aug Anomaly, NPL
10.8544, 2080-2099, bcc_csm1_1, Sep Anomaly, NPL
13.1289, 2080-2099, bcc_csm1_1, Oct Anomaly, NPL
9.96722, 2080-2099, bcc_csm1_1, Nov Anomaly, NPL
10.1422, 2080-2099, bcc_csm1_1, Dec Anomaly, NPL
22.4747, 2080-2099, bnu_esm, Jan Anomaly, NPL
16.2212, 2080-2099, bnu_esm, Feb Anomaly, NPL
16.2632, 2080-2099, bnu_esm, Mar Anomaly, NPL
18.1671, 2080-2099, bnu_esm, Apr Anomaly, NPL
17.2962, 2080-2099, bnu_esm, May Anomaly, NPL
10.9952, 2080-2099, bnu_esm, Jun Anomaly, NPL
2.66877, 2080-2099, bnu_esm, Jul Anomaly, NPL
1.51562, 2080-2099, bnu_esm, Aug Anomaly, NPL
