DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
19810101,0.0,91.14,4.88,48.33,12.76,1.84,19.68,8.65,11.03,10.48,1.8,3.99,0.72,3.27,2.23,3.62,0.91,2.71
19810102,0.0,91.21,5.05,49.44,12.95,2.42,19.55,8.75,10.8,10.53,1.63,3.4,0.88,2.52,2.01,3.03,0.89,2.14
19810103,0.0,91.17,5.4,52.45,13.05,3.36,19.43,9.42,10.01,10.98,1.86,3.18,0.96,2.22,2.3,2.91,0.91,2.0
19810104,0.05,91.11,5.59,56.38,12.47,3.88,18.7,8.77,9.93,10.96,1.99,3.49,0.45,3.04,2.51,3.55,0.44,3.12
19810105,0.22,91.1,5.37,54.62,12.35,3.3,18.32,8.16,10.17,10.78,1.92,3.13,0.89,2.24,2.45,3.23,1.22,2.0
19810106,0.46,91.01,5.49,55.68,12.37,3.47,18.54,8.22,10.32,10.81,1.8,3.77,0.46,3.31,2.24,3.89,0.41,3.48
19810107,0.84,91.06,6.08,71.64,10.12,5.0,13.73,7.16,6.57,9.54,1.71,3.06,1.09,1.97,2.33,4.53,1.36,3.16
19810108,0.67,91.16,5.09,60.95,9.91,2.42,16.57,5.81,10.76,8.81,1.89,3.59,1.0,2.59,2.41,3.74,1.38,2.36
19810109,0.13,91.46,4.51,53.96,9.95,0.68,16.2,6.23,9.97,8.13,1.71,3.28,0.43,2.86,2.05,2.97,0.55,2.42
19810110,0.0,91.62,4.14,46.73,10.87,-0.45,17.79,6.02,11.77,8.55,1.56,2.86,0.35,2.52,1.91,2.57,0.27,2.3
19810111,0.0,91.71,4.11,50.48,9.62,-0.71,14.31,6.68,7.63,6.94,1.53,2.55,0.27,2.27,2.25,4.22,0.35,3.87
19810112,0.07,91.82,5.64,66.39,10.24,3.87,14.26,7.66,6.61,9.83,1.15,2.74,0.29,2.45,1.38,2.61,0.39,2.22
19810113,3.05,91.64,6.4,73.09,10.67,5.84,16.19,7.06,9.13,10.05,1.48,2.42,0.42,2.0,2.02,3.64,0.24,3.41
19810114,0.0,91.55,5.24,57.2,11.33,2.78,18.98,5.94,13.04,9.77,2.04,4.28,0.76,3.52,2.69,4.19,1.11,3.09
