DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
19810101,0.0,73.77,2.51,41.92,2.02,-9.61,10.92,-5.36,16.28,-1.01,2.34,3.77,0.57,3.2,2.37,4.14,0.66,3.49
19810102,0.0,73.77,2.6,43.27,2.08,-9.34,9.12,-2.73,11.85,-1.54,1.79,3.71,0.4,3.32,1.69,3.01,0.45,2.56
19810103,1.64,73.69,3.39,59.86,1.24,-6.07,6.6,-2.85,9.45,-0.38,1.62,3.89,0.38,3.51,1.62,3.48,0.51,2.96
19810104,1.99,73.61,3.54,67.92,0.07,-5.68,6.82,-5.45,12.26,-0.6,1.78,4.52,0.24,4.28,1.77,3.88,0.34,3.54
19810105,3.52,73.6,3.86,79.18,-0.84,-4.52,3.93,-4.42,8.35,-2.24,1.59,3.74,0.3,3.44,1.57,3.29,0.36,2.93
19810106,0.22,73.4,3.17,73.38,-2.49,-7.5,3.04,-7.24,10.28,-4.04,1.89,4.43,0.16,4.27,1.85,3.86,0.2,3.66
19810107,0.16,73.39,3.24,76.5,-2.77,-6.98,2.08,-6.37,8.45,-4.07,1.33,2.94,0.31,2.63,1.3,2.34,0.42,1.92
19810108,0.02,73.49,2.63,65.29,-3.44,-9.47,3.02,-8.34,11.36,-5.19,2.04,3.88,0.11,3.77,1.92,3.09,0.13,2.96
19810109,0.0,73.76,2.41,58.43,-3.08,-10.35,4.48,-8.64,13.12,-4.95,2.12,3.9,0.34,3.57,1.96,3.12,0.28,2.84
19810110,0.0,73.93,2.12,49.14,-2.39,-11.61,5.12,-8.0,13.13,-5.02,2.08,3.78,0.44,3.34,1.97,3.09,0.47,2.62
19810111,0.01,73.96,2.19,52.52,-2.89,-11.52,4.13,-8.4,12.53,-5.34,2.25,3.96,0.35,3.6,2.29,3.77,0.46,3.31
19810112,1.49,73.97,2.46,60.82,-3.27,-10.47,3.78,-8.09,11.87,-4.88,1.83,2.81,0.76,2.06,1.77,2.76,0.88,1.88
19810113,0.67,73.98,2.31,53.01,-2.28,-11.3,6.4,-9.06,15.46,-4.89,2.14,3.6,0.57,3.03,2.09,3.71,0.59,3.12
19810114,0.14,74.04,1.95,38.62,-0.26,-12.54,9.13,-8.19,17.33,-3.79,2.33,3.78,0.37,3.41,2.27,4.17,0.21,3.96
19810115,0.0,74.18,2.31,40.01,1.64,-10.36,9.69,-4.31,14.0,-2.03,2.07,3.47,0.42,3.05,1.95,2.77,0.51,2.26
19810116,0.0,74.31,2.64,41.01,3.18,-8.76,11.43,-2.7,14.13,-0.71,2.12,3.86,0.08,3.78,2.05,3.27,0.09,3.18
19810117,0.23,74.3,3.12,45.84,3.94,-6.89,10.47,-0.2,10.68,1.17,1.88,3.87,0.37,3.51,1.93,3.41,0.43,2.99
19810118,0.04,73.91,3.1,50.53,2.43,-6.85,9.14,-2.15,11.29,0.5,2.02,4.12,0.3,3.82,2.01,3.45,0.37,3.09
19810119,0.0,73.73,2.95,54.42,0.64,-7.77,8.03,-4.87,12.9,-1.32,2.11,4.47,0.42,4.05,2.03,3.91,0.45,3.46
19810120,0.0,73.9,2.79,49.08,1.33,-8.64,9.52,-5.03,14.55,-1.14,2.17,4.42,0.25,4.17,2.08,3.67,0.38,3.29
19810121,0.0,73.81,3.52,66.84,0.25,-5.62,4.22,-2.72,6.93,-1.25,1.3,3.23,0.37,2.86,1.25,2.81,0.39,2.42
19810122,0.01,73.63,3.76,73.82,-0.22,-4.69,4.58,-3.97,8.55,-0.75,1.56,4.0,0.34,3.66,1.55,3.5,0.4,3.11
19810123,0.78,73.57,3.93,84.12,-1.43,-4.19,1.7,-3.45,5.15,-1.58,1.33,2.83,0.61,2.22,1.44,2.49,0.82,1.67
19810124,27.95,73.44,4.2,97.49,-2.53,-3.28,-0.15,-4.36,4.21,-2.73,2.33,5.14,0.84,4.3,2.72,5.54,1.12,4.42
19810125,10.7,73.87,3.21,84.51,-4.15,-6.82,0.03,-8.68,8.7,-5.9,1.37,2.21,0.42,1.79,1.58,2.35,0.49,1.86
19810126,3.65,74.08,2.35,69.45,-5.65,-11.08,2.58,-12.46,15.04,-9.86,2.18,3.23,0.46,2.77,2.16,3.27,0.5,2.77
19810127,0.0,74.09,2.56,58.87,-2.29,-9.99,6.07,-11.21,17.28,-6.32,2.31,3.68,0.61,3.07,2.35,3.99,0.74,3.25
19810128,0.0,74.09,3.96,69.86,1.33,-4.3,6.93,-2.33,9.26,-1.97,1.55,3.66,0.42,3.25,1.6,3.35,0.39,2.96
19810129,0.05,73.74,4.65,87.28,0.39,-2.13,5.61,-3.64,9.25,-1.93,1.59,3.85,0.26,3.59,1.58,3.61,0.33,3.28
19810130,0.09,73.54,3.93,91.22,-2.51,-5.06,2.81,-8.09,10.89,-4.88,2.11,4.6,0.77,3.83,2.14,4.28,0.88,3.4
19810131,0.22,73.64,3.17,76.58,-3.03,-7.27,3.07,-8.41,11.48,-5.23,1.86,3.59,0.59,3.0,1.96,3.21,0.72,2.48
19810201,1.45,73.76,3.05,77.43,-3.68,-7.95,2.88,-11.06,13.94,-5.33,1.43,3.38,0.03,3.35,1.41,3.56,0.09,3.47
19810202,0.39,73.86,2.15,52.77,-3.21,-12.1,6.55,-11.75,18.29,-6.88,2.54,3.97,0.14,3.83,2.56,4.48,0.23,4.25
19810203,0.46,73.97,3.09,59.26,0.17,-7.66,6.59,-5.07,11.66,-3.46,1.6,3.38,0.04,3.33,1.54,2.99,0.1,2.89
19810204,0.14,74.01,4.33,73.82,1.81,-2.83,8.06,-3.2,11.26,-0.56,1.99,4.42,0.37,4.05,2.03,4.19,0.62,3.57
19810205,0.06,74.18,4.4,70.01,2.8,-2.57,8.83,-1.69,10.52,1.17,1.48,3.06,0.85,2.22,1.57,2.93,0.93,1.99
19810206,0.22,74.2,4.14,71.25,1.71,-3.5,7.01,-4.07,11.08,0.33,1.7,3.24,0.79,2.45,1.83,2.99,0.96,2.03
19810207,0.0,73.87,2.28,48.46,-1.24,-11.41,7.86,-10.1,17.96,-3.14,2.68,5.39,0.54,4.85,2.73,5.44,0.59,4.84
19810208,0.0,73.64,2.46,52.44,-1.35,-10.42,6.83,-8.38,15.21,-3.28,2.56,4.06,0.25,3.81,2.6,3.83,0.27,3.56
19810209,0.54,73.6,3.07,69.87,-2.23,-7.76,3.48,-7.31,10.8,-3.4,2.22,3.95,0.6,3.35,2.26,3.68,0.71,2.97
19810210,0.06,73.72,2.45,52.12,-1.32,-10.53,7.99,-9.63,17.62,-3.03,2.61,6.28,0.51,5.77,2.59,5.26,0.5,4.76
19810211,0.0,73.56,2.88,49.39,1.63,-8.4,11.73,-7.09,18.82,-0.95,2.55,4.64,0.36,4.28,2.56,4.13,0.38,3.75
19810212,0.0,73.61,3.6,54.39,3.43,-5.37,11.52,-3.53,15.04,0.66,2.39,5.11,0.5,4.61,2.34,4.74,0.54,4.2
19810213,0.0,73.73,3.32,51.55,3.08,-6.44,11.13,-4.07,15.21,0.48,2.34,4.51,0.53,3.98,2.36,4.1,0.64,3.46
19810214,0.01,73.81,3.02,49.16,2.43,-7.49,9.49,-3.59,13.08,0.09,2.27,4.37,0.45,3.92,2.38,4.17,0.54,3.63
19810215,0.03,73.8,3.04,50.42,2.15,-7.54,9.62,-4.85,14.46,0.08,2.08,3.96,0.05,3.92,2.05,3.49,0.07,3.42
19810216,0.0,73.91,2.48,40.57,2.38,-9.93,10.35,-5.25,15.6,-0.31,2.11,3.97,0.4,3.57,2.09,3.51,0.46,3.05
19810217,0.0,73.89,2.19,34.0,3.13,-11.23,11.38,-3.56,14.94,-0.42,2.38,4.21,0.15,4.06,2.42,4.01,0.21,3.81
19810218,0.0,73.84,2.49,38.02,3.32,-9.76,13.48,-5.58,19.06,0.45,2.79,4.44,0.8,3.65,2.8,4.16,0.9,3.26
19810219,0.0,73.97,2.56,36.37,4.4,-9.37,13.12,-3.32,16.44,1.15,2.61,4.57,0.72,3.84,2.6,4.06,0.88,3.17
19810220,0.0,74.0,2.81,37.22,5.39,-8.12,13.48,-0.77,14.25,2.18,2.32,4.7,0.51,4.19,2.4,4.46,0.61,3.84
19810221,0.0,73.88,2.7,40.19,3.67,-8.77,12.8,-4.39,17.19,1.44,2.71,4.27,0.37,3.91,2.77,4.11,0.43,3.68
19810222,0.0,73.85,2.79,39.22,4.48,-8.38,12.97,-3.05,16.02,2.12,2.48,4.23,0.21,4.01,2.55,3.78,0.28,3.5
19810223,0.0,74.0,3.62,46.26,5.88,-5.1,13.16,1.74,11.42,4.42,2.32,5.28,0.64,4.64,2.4,4.81,0.82,3.99
19810224,0.02,74.11,3.72,49.2,5.41,-4.6,12.72,-0.18,12.9,3.62,2.17,4.85,0.17,4.67,2.25,4.71,0.26,4.45
19810225,0.22,74.08,3.92,53.64,4.91,-3.9,11.65,-0.65,12.29,4.35,1.9,4.36,0.19,4.18,2.01,4.04,0.22,3.81
19810226,0.22,73.9,3.47,45.75,5.42,-5.54,12.66,-1.05,13.71,4.42,2.14,4.75,0.11,4.65,2.17,4.31,0.16,4.15
19810227,0.37,73.84,4.08,57.82,4.37,-3.53,10.5,0.22,10.28,4.16,2.13,5.2,0.45,4.75,2.19,4.84,0.6,4.24
19810228,4.87,73.78,5.11,89.59,1.36,-0.74,5.18,-1.99,7.17,1.19,1.85,5.66,0.46,5.21,1.94,5.54,0.5,5.04
19810301,0.57,73.9,3.59,57.93,2.56,-5.41,8.91,-2.57,11.48,2.08,2.12,4.8,0.3,4.5,2.23,4.5,0.37,4.13
19810302,0.02,73.75,3.01,48.82,2.44,-7.64,9.85,-3.57,13.42,1.44,2.48,5.13,0.76,4.37,2.71,5.05,0.9,4.14
19810303,0.0,74.08,2.3,32.84,4.32,-10.52,14.27,-5.99,20.26,2.6,2.85,5.67,0.16,5.51,2.93,5.6,0.34,5.25
19810304,0.0,74.24,3.21,39.65,6.43,-6.43,14.67,-1.03,15.71,4.8,2.37,4.36,0.43,3.94,2.27,3.75,0.48,3.27
19810305,0.0,74.27,4.41,51.26,7.32,-2.41,13.47,2.27,11.2,6.44,2.17,4.56,0.33,4.23,2.16,4.17,0.37,3.8
19810306,1.04,74.3,5.19,61.85,6.95,-0.29,13.96,2.36,11.6,7.39,2.48,5.2,0.57,4.63,2.58,5.29,0.56,4.74
19810307,0.2,74.3,4.88,64.05,5.56,-1.05,10.97,0.64,10.33,6.04,2.1,4.46,0.21,4.25,2.4,4.44,0.33,4.11
19810308,0.0,73.92,3.94,52.51,5.25,-4.07,12.16,-1.33,13.5,5.28,2.08,5.12,0.35,4.77,2.02,4.43,0.33,4.1
19810309,0.0,73.88,3.62,50.13,4.71,-4.91,10.35,-0.28,10.63,4.25,2.1,4.67,0.34,4.33,2.17,4.22,0.39,3.83
19810310,0.31,73.92,3.88,57.41,3.77,-4.12,9.59,-0.91,10.5,4.05,2.37,5.59,0.41,5.19,2.44,5.33,0.46,4.87
19810311,0.23,73.92,3.4,49.78,3.94,-5.91,10.52,-1.47,11.99,5.13,1.86,4.61,0.24,4.37,1.85,3.83,0.17,3.66
19810312,5.26,73.96,3.7,55.59,3.58,-4.65,9.03,-1.05,10.08,3.8,2.3,4.77,0.5,4.27,2.34,4.22,0.62,3.6
19810313,0.06,74.09,3.66,53.77,3.92,-4.84,10.85,-2.51,13.37,3.38,2.19,4.24,0.27,3.98,2.14,3.59,0.34,3.25
19810314,0.26,74.16,3.65,51.83,4.4,-5.12,12.29,-2.82,15.12,4.19,2.64,4.8,0.38,4.42,2.65,4.14,0.53,3.6
19810315,3.51,74.22,4.57,61.25,5.23,-1.97,11.08,1.99,9.09,4.73,1.71,4.73,0.29,4.44,1.59,3.98,0.31,3.68
19810316,0.8,73.93,5.16,71.09,4.79,-0.49,10.55,0.34,10.21,4.81,2.05,4.32,0.19,4.13,1.93,3.53,0.2,3.33
19810317,0.03,73.68,4.35,53.89,6.26,-3.08,14.97,-1.45,16.42,5.85,2.49,5.37,0.56,4.81,2.41,4.74,0.62,4.12
19810318,0.02,73.79,4.16,44.56,8.41,-3.45,16.32,1.11,15.21,7.32,2.46,5.09,0.29,4.8,2.35,4.39,0.32,4.08
19810319,0.77,73.89,4.49,52.76,7.09,-2.29,12.82,2.95,9.87,6.58,1.98,3.73,0.61,3.12,2.01,3.1,0.75,2.34
19810320,0.58,73.87,5.49,67.46,6.43,0.39,12.61,1.76,10.86,6.73,2.22,4.5,1.05,3.45,2.32,3.93,1.34,2.59
