Number of Hot Days (Tmax > 35°C) - (Days), Year, Model, Statistics, ISO3
3.5E-4, 2040-2059, access1_0, Feb Anomaly, NPL
0.51825, 2040-2059, access1_0, Mar Anomaly, NPL
1.79586, 2040-2059, access1_0, Apr Anomaly, NPL
0.11989, 2040-2059, access1_0, May Anomaly, NPL
-0.6046, 2040-2059, access1_0, Jun Anomaly, NPL
0.65428, 2040-2059, access1_0, Jul Anomaly, NPL
1.0858, 2040-2059, access1_0, Aug Anomaly, NPL
1.01906, 2040-2059, access1_0, Sep Anomaly, NPL
0.10926, 2040-2059, access1_0, Oct Anomaly, NPL
0.17428, 2040-2059, access1_3, Mar Anomaly, NPL
1.72361, 2040-2059, access1_3, Apr Anomaly, NPL
1.54961, 2040-2059, access1_3, May Anomaly, NPL
-0.3558, 2040-2059, access1_3, Jun Anomaly, NPL
0.03364, 2040-2059, access1_3, Jul Anomaly, NPL
0.73935, 2040-2059, access1_3, Aug Anomaly, NPL
1.14907, 2040-2059, access1_3, Sep Anomaly, NPL
0.18809, 2040-2059, access1_3, Oct Anomaly, NPL
-1.0E-4, 2040-2059, access1_3, Nov Anomaly, NPL
0.00294, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
0.57326, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
2.23859, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
4.13059, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
0.3742, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
0.45213, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
1.36227, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
1.15656, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
0.36088, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
0.01732, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
0.11645, 2040-2059, bcc_csm1_1, Mar Anomaly, NPL
1.54328, 2040-2059, bcc_csm1_1, Apr Anomaly, NPL
2.55726, 2040-2059, bcc_csm1_1, May Anomaly, NPL
1.33308, 2040-2059, bcc_csm1_1, Jun Anomaly, NPL
0.49169, 2040-2059, bcc_csm1_1, Jul Anomaly, NPL
0.26086, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
