Number of Hot Days (Tmax > 35°C) - (Days), Year, Model, Statistics, ISO3
0.9713, 2080-2099, bcc_csm1_1, Jul Anomaly, NPL
0.51877, 2080-2099, bcc_csm1_1, Aug Anomaly, NPL
2.54798, 2080-2099, bcc_csm1_1, Sep Anomaly, NPL
1.36688, 2080-2099, bcc_csm1_1, Oct Anomaly, NPL
0.01327, 2080-2099, bcc_csm1_1, Nov Anomaly, NPL
0.01599, 2080-2099, bnu_esm, Feb Anomaly, NPL
0.54544, 2080-2099, bnu_esm, Mar Anomaly, NPL
1.7998, 2080-2099, bnu_esm, Apr Anomaly, NPL
3.45451, 2080-2099, bnu_esm, May Anomaly, NPL
2.80533, 2080-2099, bnu_esm, Jun Anomaly, NPL
1.64649, 2080-2099, bnu_esm, Jul Anomaly, NPL
0.81728, 2080-2099, bnu_esm, Aug Anomaly, NPL
0.6349, 2080-2099, bnu_esm, Sep Anomaly, NPL
0.26936, 2080-2099, bnu_esm, Oct Anomaly, NPL
0.05123, 2080-2099, bnu_esm, Nov Anomaly, NPL
0.00805, 2080-2099, canesm2, Feb Anomaly, NPL
0.26879, 2080-2099, canesm2, Mar Anomaly, NPL
1.75363, 2080-2099, canesm2, Apr Anomaly, NPL
4.22806, 2080-2099, canesm2, May Anomaly, NPL
2.74653, 2080-2099, canesm2, Jun Anomaly, NPL
0.72015, 2080-2099, canesm2, Jul Anomaly, NPL
1.13507, 2080-2099, canesm2, Aug Anomaly, NPL
0.5146, 2080-2099, canesm2, Sep Anomaly, NPL
0.33772, 2080-2099, canesm2, Oct Anomaly, NPL
0.01277, 2080-2099, canesm2, Nov Anomaly, NPL
0.01636, 2080-2099, ccsm4, Feb Anomaly, NPL
0.82056, 2080-2099, ccsm4, Mar Anomaly, NPL
2.35672, 2080-2099, ccsm4, Apr Anomaly, NPL
3.06513, 2080-2099, ccsm4, May Anomaly, NPL
2.20203, 2080-2099, ccsm4, Jun Anomaly, NPL
0.86426, 2080-2099, ccsm4, Jul Anomaly, NPL
0.75742, 2080-2099, ccsm4, Aug Anomaly, NPL
0.56396, 2080-2099, ccsm4, Sep Anomaly, NPL
0.24357, 2080-2099, ccsm4, Oct Anomaly, NPL
0.01165, 2080-2099, ccsm4, Nov Anomaly, NPL
1.4E-4, 2080-2099, cesm1_bgc, Jan Anomaly, NPL
0.00494, 2080-2099, cesm1_bgc, Feb Anomaly, NPL
0.53397, 2080-2099, cesm1_bgc, Mar Anomaly, NPL
1.82581, 2080-2099, cesm1_bgc, Apr Anomaly, NPL
3.05415, 2080-2099, cesm1_bgc, May Anomaly, NPL
2.46798, 2080-2099, cesm1_bgc, Jun Anomaly, NPL
1.23395, 2080-2099, cesm1_bgc, Jul Anomaly, NPL
0.91682, 2080-2099, cesm1_bgc, Aug Anomaly, NPL
0.59757, 2080-2099, cesm1_bgc, Sep Anomaly, NPL
0.20696, 2080-2099, cesm1_bgc, Oct Anomaly, NPL
2.6E-4, 2080-2099, cesm1_bgc, Nov Anomaly, NPL
0.10709, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
1.31103, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
3.50819, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
4.55751, 2080-2099, cesm1_cam5, May Anomaly, NPL
2.55844, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
1.68973, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
1.45625, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
0.93232, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
0.41437, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
0.01534, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
0.02701, 2080-2099, cnrm_cm5, Feb Anomaly, NPL
1.56816, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
3.97526, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
2.21586, 2080-2099, cnrm_cm5, May Anomaly, NPL
2.32059, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
0.30179, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
0.01021, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
0.11484, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
0.1306, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
0.00313, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
0.37622, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
3.20764, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
5.33225, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
4.23278, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
3.70826, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
1.75463, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
0.95201, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
0.18054, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
9.6E-4, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
0.0054, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
0.28669, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
2.37898, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
4.51881, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
6.96324, 2080-2099, gfdl_cm3, May Anomaly, NPL
5.03885, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
2.87915, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
3.22631, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
1.79055, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
0.50373, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
0.15424, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
9.2E-4, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
0.03741, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
0.89474, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
2.54227, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
3.2733, 2080-2099, gfdl_esm2g, May Anomaly, NPL
1.89448, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
1.42742, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
0.85935, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
0.45622, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
0.01521, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
0.00157, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
0.02651, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
0.88473, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
2.09026, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
3.22771, 2080-2099, gfdl_esm2m, May Anomaly, NPL
1.78021, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
1.62293, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
1.74152, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
0.60885, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
0.05809, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
0.0031, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
0.68902, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
4.95558, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
3.58015, 2080-2099, hadgem2_ao, May Anomaly, NPL
1.79445, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
1.27387, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
2.30609, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
2.73248, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
0.95017, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
8.2E-4, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
0.30569, 2080-2099, hadgem2_cc, Mar Anomaly, NPL
2.3089, 2080-2099, hadgem2_cc, Apr Anomaly, NPL
4.36964, 2080-2099, hadgem2_cc, May Anomaly, NPL
4.13737, 2080-2099, hadgem2_cc, Jun Anomaly, NPL
1.76017, 2080-2099, hadgem2_cc, Jul Anomaly, NPL
1.78973, 2080-2099, hadgem2_cc, Aug Anomaly, NPL
2.58092, 2080-2099, hadgem2_cc, Sep Anomaly, NPL
1.18682, 2080-2099, hadgem2_cc, Oct Anomaly, NPL
1.7E-4, 2080-2099, hadgem2_cc, Nov Anomaly, NPL
0.01577, 2080-2099, inmcm4, Jan Anomaly, NPL
0.08827, 2080-2099, inmcm4, Feb Anomaly, NPL
0.74736, 2080-2099, inmcm4, Mar Anomaly, NPL
1.95788, 2080-2099, inmcm4, Apr Anomaly, NPL
-0.0748, 2080-2099, inmcm4, May Anomaly, NPL
0.24694, 2080-2099, inmcm4, Jun Anomaly, NPL
0.30151, 2080-2099, inmcm4, Jul Anomaly, NPL
0.00825, 2080-2099, inmcm4, Aug Anomaly, NPL
0.00308, 2080-2099, inmcm4, Sep Anomaly, NPL
0.01592, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
0.44739, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
2.10135, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
4.49133, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
4.20332, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
3.25469, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
2.50716, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
2.04228, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
0.66626, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
0.01507, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
0.41296, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
3.01203, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
4.42563, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
3.87396, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
3.78988, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
2.98737, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
1.92911, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
0.80727, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
0.0024, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
1.4E-4, 2080-2099, ipsl_cm5b_lr, Feb Anomaly, NPL
0.06548, 2080-2099, ipsl_cm5b_lr, Mar Anomaly, NPL
1.00878, 2080-2099, ipsl_cm5b_lr, Apr Anomaly, NPL
2.80183, 2080-2099, ipsl_cm5b_lr, May Anomaly, NPL
2.93524, 2080-2099, ipsl_cm5b_lr, Jun Anomaly, NPL
1.81485, 2080-2099, ipsl_cm5b_lr, Jul Anomaly, NPL
1.08883, 2080-2099, ipsl_cm5b_lr, Aug Anomaly, NPL
3.02144, 2080-2099, ipsl_cm5b_lr, Sep Anomaly, NPL
0.78405, 2080-2099, ipsl_cm5b_lr, Oct Anomaly, NPL
0.0011, 2080-2099, ipsl_cm5b_lr, Nov Anomaly, NPL
0.00135, 2080-2099, miroc5, Feb Anomaly, NPL
0.9984, 2080-2099, miroc5, Mar Anomaly, NPL
3.7117, 2080-2099, miroc5, Apr Anomaly, NPL
4.03918, 2080-2099, miroc5, May Anomaly, NPL
1.53714, 2080-2099, miroc5, Jun Anomaly, NPL
-0.0997, 2080-2099, miroc5, Jul Anomaly, NPL
0.69945, 2080-2099, miroc5, Aug Anomaly, NPL
0.64986, 2080-2099, miroc5, Sep Anomaly, NPL
0.2663, 2080-2099, miroc5, Oct Anomaly, NPL
0.00865, 2080-2099, miroc5, Nov Anomaly, NPL
0.02908, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
0.69398, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
3.87283, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
5.4411, 2080-2099, miroc_esm_chem, May Anomaly, NPL
3.33273, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
0.40043, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
0.73278, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
1.21954, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
0.64016, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
0.007, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
0.00534, 2080-2099, miroc_esm, Feb Anomaly, NPL
0.34641, 2080-2099, miroc_esm, Mar Anomaly, NPL
2.30072, 2080-2099, miroc_esm, Apr Anomaly, NPL
4.00151, 2080-2099, miroc_esm, May Anomaly, NPL
0.6395, 2080-2099, miroc_esm, Jun Anomaly, NPL
-0.169, 2080-2099, miroc_esm, Jul Anomaly, NPL
0.55038, 2080-2099, miroc_esm, Aug Anomaly, NPL
1.14191, 2080-2099, miroc_esm, Sep Anomaly, NPL
0.54368, 2080-2099, miroc_esm, Oct Anomaly, NPL
-0.01, 2080-2099, miroc_esm, Nov Anomaly, NPL
1.4E-4, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
0.83767, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
3.70833, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
4.75792, 2080-2099, mpi_esm_lr, May Anomaly, NPL
2.22957, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
1.7262, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
1.00354, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
0.68886, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
0.19402, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
0.47083, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
2.32498, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
4.0921, 2080-2099, mpi_esm_mr, May Anomaly, NPL
2.84867, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
2.38529, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
1.42088, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
0.76772, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
0.30595, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
0.00422, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
0.29437, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
1.94563, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
3.64615, 2080-2099, mri_cgcm3, May Anomaly, NPL
2.21892, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
2.34317, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
1.79876, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
1.08937, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
0.02359, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
0.00138, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
0.07516, 2080-2099, noresm1_m, Mar Anomaly, NPL
2.74242, 2080-2099, noresm1_m, Apr Anomaly, NPL
3.73402, 2080-2099, noresm1_m, May Anomaly, NPL
2.34072, 2080-2099, noresm1_m, Jun Anomaly, NPL
0.57165, 2080-2099, noresm1_m, Jul Anomaly, NPL
0.47788, 2080-2099, noresm1_m, Aug Anomaly, NPL
0.67854, 2080-2099, noresm1_m, Sep Anomaly, NPL
0.49026, 2080-2099, noresm1_m, Oct Anomaly, NPL
0.00486, 2080-2099, noresm1_m, Nov Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
0.03013, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
0.50698, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.6612, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-1.1654, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.1093, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.2382, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.0482, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0254, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
0.00213, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
0.55543, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
2.84648, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
3.85925, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
2.17482, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
1.09763, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
1.05948, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
1.04625, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
0.50223, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
0.00124, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
0.00278, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
0.08786, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
2.24078, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
5.81323, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
6.74242, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
7.95705, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
8.37203, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
6.21506, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
4.80232, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
1.39587, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
0.06147, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
0.0, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
13.4598, 2080-2099, access1_0, Annual Anomaly, NPL
18.0699, 2080-2099, access1_3, Annual Anomaly, NPL
13.73, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
14.3965, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
12.0403, 2080-2099, bnu_esm, Annual Anomaly, NPL
11.7254, 2080-2099, canesm2, Annual Anomaly, NPL
10.9017, 2080-2099, ccsm4, Annual Anomaly, NPL
10.8425, 2080-2099, cesm1_bgc, Annual Anomaly, NPL
16.5503, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
10.6621, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
19.7484, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
27.746, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
11.4013, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
12.0424, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
17.415, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
17.5613, 2080-2099, hadgem2_cc, Annual Anomaly, NPL
3.29425, 2080-2099, inmcm4, Annual Anomaly, NPL
19.7448, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
21.2406, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
13.5217, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, NPL
11.8123, 2080-2099, miroc5, Annual Anomaly, NPL
16.37, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
9.35082, 2080-2099, miroc_esm, Annual Anomaly, NPL
15.1476, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
14.6201, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
13.3593, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
11.1155, 2080-2099, noresm1_m, Annual Anomaly, NPL
3.18778, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
13.7297, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
30.662, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
