Number of Hot Days (Tmax > 35°C) - (Days), Year, Model, Statistics, ISO3
0.00179, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
0.45766, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
1.87562, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
3.67756, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
3.05327, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
1.02582, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
0.88375, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
0.68971, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
0.78143, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
0.02397, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
0.03626, 2040-2059, bcc_csm1_1, Mar Anomaly, NPL
1.17086, 2040-2059, bcc_csm1_1, Apr Anomaly, NPL
3.144, 2040-2059, bcc_csm1_1, May Anomaly, NPL
1.66849, 2040-2059, bcc_csm1_1, Jun Anomaly, NPL
1.24862, 2040-2059, bcc_csm1_1, Jul Anomaly, NPL
-0.7278, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
1.22959, 2040-2059, bcc_csm1_1, Sep Anomaly, NPL
0.57629, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
0.02725, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
0.00257, 2040-2059, ccsm4, Feb Anomaly, NPL
0.66767, 2040-2059, ccsm4, Mar Anomaly, NPL
2.12131, 2040-2059, ccsm4, Apr Anomaly, NPL
2.83616, 2040-2059, ccsm4, May Anomaly, NPL
2.19909, 2040-2059, ccsm4, Jun Anomaly, NPL
0.98453, 2040-2059, ccsm4, Jul Anomaly, NPL
0.42491, 2040-2059, ccsm4, Aug Anomaly, NPL
0.15372, 2040-2059, ccsm4, Sep Anomaly, NPL
0.05022, 2040-2059, ccsm4, Oct Anomaly, NPL
0.00713, 2040-2059, ccsm4, Nov Anomaly, NPL
0.0265, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
0.49302, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
0.96528, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
0.15553, 2040-2059, cesm1_cam5, May Anomaly, NPL
1.6018, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
1.02112, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
0.45382, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
0.20791, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
0.07127, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
0.0371, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
1.25013, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
2.0635, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
1.89251, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
2.67295, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
1.46301, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
0.80811, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
0.01594, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
0.00117, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
-0.0043, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
0.03564, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
0.4574, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
2.26199, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
3.53561, 2040-2059, gfdl_cm3, May Anomaly, NPL
2.23498, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
1.28164, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
0.78517, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
0.32304, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
0.03277, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
0.00794, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
8.1E-4, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
0.00215, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
0.24891, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
2.06916, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
1.6129, 2040-2059, gfdl_esm2g, May Anomaly, NPL
