Number of Hot Days (Tmax > 35°C) - (Days), Year, Model, Statistics, ISO3
2.12605, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
0.52733, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
0.59749, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
0.13065, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
0.00274, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
0.00238, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
0.00335, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
0.22702, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
1.37219, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
2.29561, 2040-2059, gfdl_esm2m, May Anomaly, NPL
1.9504, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
2.85973, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
1.22978, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
0.3628, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
0.04111, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
0.11337, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
0.95302, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
0.32437, 2040-2059, hadgem2_ao, May Anomaly, NPL
-0.894, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
0.22408, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
0.78827, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
0.72634, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
0.14545, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
0.07982, 2040-2059, hadgem2_es, Mar Anomaly, NPL
0.76464, 2040-2059, hadgem2_es, Apr Anomaly, NPL
1.41585, 2040-2059, hadgem2_es, May Anomaly, NPL
2.05569, 2040-2059, hadgem2_es, Jun Anomaly, NPL
1.14008, 2040-2059, hadgem2_es, Jul Anomaly, NPL
1.80908, 2040-2059, hadgem2_es, Aug Anomaly, NPL
1.59805, 2040-2059, hadgem2_es, Sep Anomaly, NPL
0.40796, 2040-2059, hadgem2_es, Oct Anomaly, NPL
1.4E-4, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
0.1383, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
1.19743, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
1.87841, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
2.27828, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
2.41654, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
2.42367, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
1.37166, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
0.25824, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
0.15082, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
1.27646, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
1.50906, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
2.27301, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
2.1981, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
0.88882, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
0.96891, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
0.24622, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
0.00105, 2040-2059, miroc5, Feb Anomaly, NPL
0.19566, 2040-2059, miroc5, Mar Anomaly, NPL
1.32707, 2040-2059, miroc5, Apr Anomaly, NPL
2.26488, 2040-2059, miroc5, May Anomaly, NPL
1.06466, 2040-2059, miroc5, Jun Anomaly, NPL
-0.1039, 2040-2059, miroc5, Jul Anomaly, NPL
0.16879, 2040-2059, miroc5, Aug Anomaly, NPL
0.16869, 2040-2059, miroc5, Sep Anomaly, NPL
0.04258, 2040-2059, miroc5, Oct Anomaly, NPL
3.7E-4, 2040-2059, miroc5, Nov Anomaly, NPL
0.00359, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
0.4015, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
2.78683, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
3.56069, 2040-2059, miroc_esm_chem, May Anomaly, NPL
2.31345, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
-0.3455, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
0.52208, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
1.39622, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
0.62472, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
-0.0047, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
0.00192, 2040-2059, miroc_esm, Feb Anomaly, NPL
0.13346, 2040-2059, miroc_esm, Mar Anomaly, NPL
1.42829, 2040-2059, miroc_esm, Apr Anomaly, NPL
3.04243, 2040-2059, miroc_esm, May Anomaly, NPL
2.09893, 2040-2059, miroc_esm, Jun Anomaly, NPL
-0.3429, 2040-2059, miroc_esm, Jul Anomaly, NPL
-0.0319, 2040-2059, miroc_esm, Aug Anomaly, NPL
0.83111, 2040-2059, miroc_esm, Sep Anomaly, NPL
0.35472, 2040-2059, miroc_esm, Oct Anomaly, NPL
0.01841, 2040-2059, miroc_esm, Nov Anomaly, NPL
5.8E-4, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
0.07701, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
0.43828, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
0.8849, 2040-2059, mri_cgcm3, May Anomaly, NPL
0.95209, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
0.69947, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
0.80545, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
0.35837, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
-0.068, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
5.6E-4, 2040-2059, noresm1_m, Feb Anomaly, NPL
0.04329, 2040-2059, noresm1_m, Mar Anomaly, NPL
1.65915, 2040-2059, noresm1_m, Apr Anomaly, NPL
2.89899, 2040-2059, noresm1_m, May Anomaly, NPL
-0.6747, 2040-2059, noresm1_m, Jun Anomaly, NPL
0.05522, 2040-2059, noresm1_m, Jul Anomaly, NPL
0.05247, 2040-2059, noresm1_m, Aug Anomaly, NPL
0.11214, 2040-2059, noresm1_m, Sep Anomaly, NPL
0.05843, 2040-2059, noresm1_m, Oct Anomaly, NPL
3.9E-4, 2040-2059, noresm1_m, Nov Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.0558, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.5006, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-2.4865, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-2.0291, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.41, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.5469, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.2515, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0547, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
3.3E-4, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
0.18793, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
1.49422, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
2.62979, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
1.13356, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
0.26094, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
0.54845, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
0.69245, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
0.15387, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
8.7E-4, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
0.02668, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
1.23064, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
3.65529, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
5.20006, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
7.2363, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
7.49335, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
4.97594, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
3.67089, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
1.29006, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
0.03704, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
12.4706, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
8.37353, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
9.44736, 2040-2059, ccsm4, Annual Anomaly, NPL
4.99629, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
10.2044, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
10.9518, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
7.31825, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
10.3444, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
2.26754, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
8.82971, 2040-2059, hadgem2_es, Annual Anomaly, NPL
11.9627, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
9.51143, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
5.12982, 2040-2059, miroc5, Annual Anomaly, NPL
11.2612, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
7.53537, 2040-2059, miroc_esm, Annual Anomaly, NPL
4.14697, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
4.20588, 2040-2059, noresm1_m, Annual Anomaly, NPL
-3.5881, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
7.65621, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
24.5992, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
