Number of Hot Days (Tmax > 35°C) - (Days), Year, Model, Statistics, ISO3
0.40539, 2040-2059, access1_0, Mar Anomaly, NPL
1.98344, 2040-2059, access1_0, Apr Anomaly, NPL
0.5825, 2040-2059, access1_0, May Anomaly, NPL
0.20096, 2040-2059, access1_0, Jun Anomaly, NPL
1.34342, 2040-2059, access1_0, Jul Anomaly, NPL
1.42754, 2040-2059, access1_0, Aug Anomaly, NPL
1.66244, 2040-2059, access1_0, Sep Anomaly, NPL
0.35035, 2040-2059, access1_0, Oct Anomaly, NPL
0.37934, 2040-2059, access1_3, Mar Anomaly, NPL
3.12894, 2040-2059, access1_3, Apr Anomaly, NPL
1.75398, 2040-2059, access1_3, May Anomaly, NPL
-0.1869, 2040-2059, access1_3, Jun Anomaly, NPL
0.69864, 2040-2059, access1_3, Jul Anomaly, NPL
1.29061, 2040-2059, access1_3, Aug Anomaly, NPL
1.44365, 2040-2059, access1_3, Sep Anomaly, NPL
0.48202, 2040-2059, access1_3, Oct Anomaly, NPL
6.6E-4, 2040-2059, access1_3, Nov Anomaly, NPL
0.00941, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
0.47417, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
3.01403, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
5.03075, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
2.35517, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
1.73918, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
1.20732, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
0.82907, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
0.35973, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
0.04113, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
0.15313, 2040-2059, bcc_csm1_1, Mar Anomaly, NPL
2.62047, 2040-2059, bcc_csm1_1, Apr Anomaly, NPL
3.88259, 2040-2059, bcc_csm1_1, May Anomaly, NPL
1.73367, 2040-2059, bcc_csm1_1, Jun Anomaly, NPL
1.76591, 2040-2059, bcc_csm1_1, Jul Anomaly, NPL
1.00899, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
1.46393, 2040-2059, bcc_csm1_1, Sep Anomaly, NPL
1.16917, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
0.03913, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
0.01206, 2040-2059, bnu_esm, Feb Anomaly, NPL
0.7092, 2040-2059, bnu_esm, Mar Anomaly, NPL
2.56924, 2040-2059, bnu_esm, Apr Anomaly, NPL
2.7735, 2040-2059, bnu_esm, May Anomaly, NPL
3.07425, 2040-2059, bnu_esm, Jun Anomaly, NPL
1.85026, 2040-2059, bnu_esm, Jul Anomaly, NPL
1.35343, 2040-2059, bnu_esm, Aug Anomaly, NPL
0.76649, 2040-2059, bnu_esm, Sep Anomaly, NPL
0.39143, 2040-2059, bnu_esm, Oct Anomaly, NPL
0.05257, 2040-2059, bnu_esm, Nov Anomaly, NPL
0.00461, 2040-2059, canesm2, Feb Anomaly, NPL
0.41756, 2040-2059, canesm2, Mar Anomaly, NPL
1.89234, 2040-2059, canesm2, Apr Anomaly, NPL
5.33325, 2040-2059, canesm2, May Anomaly, NPL
4.99638, 2040-2059, canesm2, Jun Anomaly, NPL
1.9431, 2040-2059, canesm2, Jul Anomaly, NPL
1.35847, 2040-2059, canesm2, Aug Anomaly, NPL
0.85485, 2040-2059, canesm2, Sep Anomaly, NPL
0.45636, 2040-2059, canesm2, Oct Anomaly, NPL
0.05812, 2040-2059, canesm2, Nov Anomaly, NPL
0.00231, 2040-2059, ccsm4, Feb Anomaly, NPL
1.05336, 2040-2059, ccsm4, Mar Anomaly, NPL
2.49938, 2040-2059, ccsm4, Apr Anomaly, NPL
3.42835, 2040-2059, ccsm4, May Anomaly, NPL
3.10126, 2040-2059, ccsm4, Jun Anomaly, NPL
0.77215, 2040-2059, ccsm4, Jul Anomaly, NPL
0.7917, 2040-2059, ccsm4, Aug Anomaly, NPL
0.31049, 2040-2059, ccsm4, Sep Anomaly, NPL
0.23788, 2040-2059, ccsm4, Oct Anomaly, NPL
0.00146, 2040-2059, ccsm4, Nov Anomaly, NPL
0.00319, 2040-2059, cesm1_bgc, Feb Anomaly, NPL
0.40578, 2040-2059, cesm1_bgc, Mar Anomaly, NPL
2.31579, 2040-2059, cesm1_bgc, Apr Anomaly, NPL
3.3294, 2040-2059, cesm1_bgc, May Anomaly, NPL
1.66697, 2040-2059, cesm1_bgc, Jun Anomaly, NPL
1.5407, 2040-2059, cesm1_bgc, Jul Anomaly, NPL
0.4332, 2040-2059, cesm1_bgc, Aug Anomaly, NPL
0.30275, 2040-2059, cesm1_bgc, Sep Anomaly, NPL
0.07819, 2040-2059, cesm1_bgc, Oct Anomaly, NPL
-0.0013, 2040-2059, cesm1_bgc, Nov Anomaly, NPL
0.02327, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
0.92599, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
3.32396, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
3.16131, 2040-2059, cesm1_cam5, May Anomaly, NPL
1.33719, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
0.7619, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
0.65576, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
0.442, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
0.20393, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
0.01104, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
0.03239, 2040-2059, cmcc_cesm, Feb Anomaly, NPL
0.80729, 2040-2059, cmcc_cesm, Mar Anomaly, NPL
1.46466, 2040-2059, cmcc_cesm, Apr Anomaly, NPL
4.16207, 2040-2059, cmcc_cesm, May Anomaly, NPL
4.84082, 2040-2059, cmcc_cesm, Jun Anomaly, NPL
2.6041, 2040-2059, cmcc_cesm, Jul Anomaly, NPL
2.44872, 2040-2059, cmcc_cesm, Aug Anomaly, NPL
1.98038, 2040-2059, cmcc_cesm, Sep Anomaly, NPL
0.41029, 2040-2059, cmcc_cesm, Oct Anomaly, NPL
0.00189, 2040-2059, cmcc_cm, Feb Anomaly, NPL
0.79872, 2040-2059, cmcc_cm, Mar Anomaly, NPL
2.85945, 2040-2059, cmcc_cm, Apr Anomaly, NPL
3.03073, 2040-2059, cmcc_cm, May Anomaly, NPL
1.52555, 2040-2059, cmcc_cm, Jun Anomaly, NPL
1.95209, 2040-2059, cmcc_cm, Jul Anomaly, NPL
1.1679, 2040-2059, cmcc_cm, Aug Anomaly, NPL
0.38065, 2040-2059, cmcc_cm, Sep Anomaly, NPL
0.10381, 2040-2059, cmcc_cm, Oct Anomaly, NPL
0.01109, 2040-2059, cmcc_cms, Feb Anomaly, NPL
1.13207, 2040-2059, cmcc_cms, Mar Anomaly, NPL
3.14793, 2040-2059, cmcc_cms, Apr Anomaly, NPL
5.06494, 2040-2059, cmcc_cms, May Anomaly, NPL
2.259, 2040-2059, cmcc_cms, Jun Anomaly, NPL
2.73512, 2040-2059, cmcc_cms, Jul Anomaly, NPL
1.45226, 2040-2059, cmcc_cms, Aug Anomaly, NPL
0.76494, 2040-2059, cmcc_cms, Sep Anomaly, NPL
0.22647, 2040-2059, cmcc_cms, Oct Anomaly, NPL
0.02359, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
1.32162, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
3.68468, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
2.42237, 2040-2059, cnrm_cm5, May Anomaly, NPL
1.17716, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
-0.0235, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
-0.1837, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
-0.064, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
0.00602, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
1.9E-4, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
0.19615, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
1.96766, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
3.69574, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
2.21267, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
0.11418, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
-0.3168, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
-0.2332, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
0.12978, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
0.03624, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
0.06609, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
0.92289, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
2.89249, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
5.346, 2040-2059, gfdl_cm3, May Anomaly, NPL
4.17886, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
2.75319, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
2.39308, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
1.28396, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
0.58007, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
0.01552, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
0.00336, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
0.01781, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
0.64816, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
2.07243, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
3.66124, 2040-2059, gfdl_esm2g, May Anomaly, NPL
2.78759, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
1.95186, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
1.08727, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
0.42129, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
0.03335, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
0.00126, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
-0.0063, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
0.39173, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
1.72665, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
3.09545, 2040-2059, gfdl_esm2m, May Anomaly, NPL
1.93783, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
