Number of Hot Days (Tmax > 35°C) - (Days), Year, Model, Statistics, ISO3
0.4778, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
0.0973, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
0.02367, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
0.56392, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
1.1535, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
1.18488, 2040-2059, gfdl_esm2g, May Anomaly, NPL
-0.0415, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
0.93221, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
0.54477, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
0.05238, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
3.6E-4, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
-0.0049, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
0.26765, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
0.99857, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
2.48394, 2040-2059, gfdl_esm2m, May Anomaly, NPL
2.5287, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
3.26609, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
1.51863, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
0.29791, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
0.00706, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
0.04324, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
-0.0747, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
-0.1444, 2040-2059, hadgem2_ao, May Anomaly, NPL
0.31608, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
-0.1212, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
0.42213, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
0.64842, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
0.07446, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
0.11697, 2040-2059, hadgem2_es, Mar Anomaly, NPL
0.39922, 2040-2059, hadgem2_es, Apr Anomaly, NPL
0.69361, 2040-2059, hadgem2_es, May Anomaly, NPL
1.45425, 2040-2059, hadgem2_es, Jun Anomaly, NPL
1.17019, 2040-2059, hadgem2_es, Jul Anomaly, NPL
1.66243, 2040-2059, hadgem2_es, Aug Anomaly, NPL
1.55256, 2040-2059, hadgem2_es, Sep Anomaly, NPL
0.31406, 2040-2059, hadgem2_es, Oct Anomaly, NPL
0.00529, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
0.10749, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
0.82347, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
1.47522, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
1.99934, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
1.88978, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
0.61042, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
0.72956, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
-0.0126, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
0.16936, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
0.96918, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
1.03889, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
1.32511, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
1.63413, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
0.7764, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
0.89999, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
0.32146, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
1.4E-4, 2040-2059, miroc5, Feb Anomaly, NPL
0.25347, 2040-2059, miroc5, Mar Anomaly, NPL
1.55104, 2040-2059, miroc5, Apr Anomaly, NPL
2.19996, 2040-2059, miroc5, May Anomaly, NPL
1.3612, 2040-2059, miroc5, Jun Anomaly, NPL
-0.3793, 2040-2059, miroc5, Jul Anomaly, NPL
0.27448, 2040-2059, miroc5, Aug Anomaly, NPL
0.17752, 2040-2059, miroc5, Sep Anomaly, NPL
0.05933, 2040-2059, miroc5, Oct Anomaly, NPL
8.9E-4, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
0.34081, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
2.39374, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
4.45623, 2040-2059, miroc_esm_chem, May Anomaly, NPL
2.96486, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
-0.1569, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
0.44719, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
0.81703, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
0.70272, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
0.01718, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
0.00684, 2040-2059, miroc_esm, Feb Anomaly, NPL
0.25359, 2040-2059, miroc_esm, Mar Anomaly, NPL
1.87733, 2040-2059, miroc_esm, Apr Anomaly, NPL
3.33734, 2040-2059, miroc_esm, May Anomaly, NPL
1.03534, 2040-2059, miroc_esm, Jun Anomaly, NPL
-0.2522, 2040-2059, miroc_esm, Jul Anomaly, NPL
-0.0712, 2040-2059, miroc_esm, Aug Anomaly, NPL
0.93334, 2040-2059, miroc_esm, Sep Anomaly, NPL
0.60067, 2040-2059, miroc_esm, Oct Anomaly, NPL
-0.0017, 2040-2059, miroc_esm, Nov Anomaly, NPL
8.4E-4, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
0.29354, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
1.53202, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
1.96488, 2040-2059, mpi_esm_lr, May Anomaly, NPL
0.77083, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
0.94914, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
0.68001, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
0.29599, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
0.10801, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
0.00563, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
0.09705, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
0.88796, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
2.31404, 2040-2059, mpi_esm_mr, May Anomaly, NPL
1.16772, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
0.98402, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
0.4783, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
0.38675, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
0.10341, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
0.00476, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
0.06998, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
0.90477, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
1.39675, 2040-2059, mri_cgcm3, May Anomaly, NPL
0.71243, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
0.26659, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
0.78453, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
0.63229, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
-0.0461, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
0.01615, 2040-2059, noresm1_m, Mar Anomaly, NPL
1.39075, 2040-2059, noresm1_m, Apr Anomaly, NPL
2.28682, 2040-2059, noresm1_m, May Anomaly, NPL
0.7112, 2040-2059, noresm1_m, Jun Anomaly, NPL
0.03742, 2040-2059, noresm1_m, Jul Anomaly, NPL
0.0983, 2040-2059, noresm1_m, Aug Anomaly, NPL
0.21359, 2040-2059, noresm1_m, Sep Anomaly, NPL
0.19554, 2040-2059, noresm1_m, Oct Anomaly, NPL
0.00436, 2040-2059, noresm1_m, Nov Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.0459, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.689, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-2.45, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-2.6021, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.4216, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.4892, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.3334, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0649, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
8.2E-4, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
0.19473, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
1.3447, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
2.66165, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
1.48181, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
0.57967, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
0.51037, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
0.37311, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
0.10863, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
0.0224, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
1.32128, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
4.01983, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
4.86394, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
6.95665, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
6.26254, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
4.05407, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
2.7254, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
1.03903, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
0.03164, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
8.46933, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
5.45746, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
9.04089, 2040-2059, bnu_esm, Annual Anomaly, NPL
9.22088, 2040-2059, canesm2, Annual Anomaly, NPL
6.66793, 2040-2059, ccsm4, Annual Anomaly, NPL
5.32746, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
4.86214, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
9.74076, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
9.773, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
4.41422, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
11.3636, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
1.10849, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
7.01269, 2040-2059, hadgem2_es, Annual Anomaly, NPL
7.62791, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
7.13454, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
5.49779, 2040-2059, miroc5, Annual Anomaly, NPL
11.983, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
7.72112, 2040-2059, miroc_esm, Annual Anomaly, NPL
6.59739, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
6.42915, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
4.7195, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
4.95417, 2040-2059, noresm1_m, Annual Anomaly, NPL
-3.1273, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
7.03559, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
21.8227, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
