Number of Hot Days (Tmax > 35°C) - (Days), Year, Model, Statistics, ISO3
0.74226, 2060-2079, ipsl_cm5b_lr, Apr Anomaly, NPL
1.86545, 2060-2079, ipsl_cm5b_lr, May Anomaly, NPL
1.35683, 2060-2079, ipsl_cm5b_lr, Jun Anomaly, NPL
0.81873, 2060-2079, ipsl_cm5b_lr, Jul Anomaly, NPL
0.95102, 2060-2079, ipsl_cm5b_lr, Aug Anomaly, NPL
2.83044, 2060-2079, ipsl_cm5b_lr, Sep Anomaly, NPL
0.52445, 2060-2079, ipsl_cm5b_lr, Oct Anomaly, NPL
0.03432, 2060-2079, miroc5, Feb Anomaly, NPL
0.90517, 2060-2079, miroc5, Mar Anomaly, NPL
3.51819, 2060-2079, miroc5, Apr Anomaly, NPL
3.64455, 2060-2079, miroc5, May Anomaly, NPL
0.70014, 2060-2079, miroc5, Jun Anomaly, NPL
-0.1621, 2060-2079, miroc5, Jul Anomaly, NPL
0.36871, 2060-2079, miroc5, Aug Anomaly, NPL
0.41241, 2060-2079, miroc5, Sep Anomaly, NPL
0.19193, 2060-2079, miroc5, Oct Anomaly, NPL
0.00103, 2060-2079, miroc5, Nov Anomaly, NPL
0.00774, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
0.47284, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
3.11986, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
5.19444, 2060-2079, miroc_esm_chem, May Anomaly, NPL
2.19636, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
-0.5462, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
1.17391, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
1.18334, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
0.23624, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
-0.0056, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
0.01747, 2060-2079, miroc_esm, Feb Anomaly, NPL
0.48516, 2060-2079, miroc_esm, Mar Anomaly, NPL
3.59037, 2060-2079, miroc_esm, Apr Anomaly, NPL
4.21707, 2060-2079, miroc_esm, May Anomaly, NPL
1.56336, 2060-2079, miroc_esm, Jun Anomaly, NPL
-0.1704, 2060-2079, miroc_esm, Jul Anomaly, NPL
0.47362, 2060-2079, miroc_esm, Aug Anomaly, NPL
0.91129, 2060-2079, miroc_esm, Sep Anomaly, NPL
0.5699, 2060-2079, miroc_esm, Oct Anomaly, NPL
0.00128, 2060-2079, miroc_esm, Nov Anomaly, NPL
0.74469, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
3.16675, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
4.14208, 2060-2079, mpi_esm_lr, May Anomaly, NPL
2.30617, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
2.26403, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
1.15961, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
0.73775, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
0.339, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
9.8E-4, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
1.4E-4, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
0.30659, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
1.83586, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
3.55173, 2060-2079, mpi_esm_mr, May Anomaly, NPL
3.24407, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
3.53412, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
1.5681, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
0.93108, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
0.34635, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
0.00292, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
0.28367, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
2.16773, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
2.66503, 2060-2079, mri_cgcm3, May Anomaly, NPL
2.04332, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
2.2271, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
1.2734, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
1.13047, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
0.2305, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
5.8E-4, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
3.7E-4, 2060-2079, noresm1_m, Feb Anomaly, NPL
0.13803, 2060-2079, noresm1_m, Mar Anomaly, NPL
2.30114, 2060-2079, noresm1_m, Apr Anomaly, NPL
3.28587, 2060-2079, noresm1_m, May Anomaly, NPL
0.18567, 2060-2079, noresm1_m, Jun Anomaly, NPL
-0.2097, 2060-2079, noresm1_m, Jul Anomaly, NPL
0.37577, 2060-2079, noresm1_m, Aug Anomaly, NPL
0.53103, 2060-2079, noresm1_m, Sep Anomaly, NPL
0.12082, 2060-2079, noresm1_m, Oct Anomaly, NPL
0.00418, 2060-2079, noresm1_m, Nov Anomaly, NPL
0.00291, 2060-2079, noresm1_m, Dec Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
0.04223, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
0.36428, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-1.6174, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-1.9718, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.3729, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.3804, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.0956, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0199, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
6.9E-4, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
0.51654, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
2.70214, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
3.63578, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
2.04147, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
1.17842, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
1.04307, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
0.86859, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
0.37097, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
3.3E-4, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
0.0, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
5.3E-4, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
0.07964, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
1.64764, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
5.26904, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
6.37789, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
7.50954, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
7.771, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
5.45035, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
4.53999, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
1.19831, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
0.06742, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
9.22291, 2060-2079, access1_0, Annual Anomaly, NPL
12.2707, 2060-2079, access1_3, Annual Anomaly, NPL
12.9252, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
13.7996, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
18.1112, 2060-2079, bnu_esm, Annual Anomaly, NPL
14.1127, 2060-2079, canesm2, Annual Anomaly, NPL
11.7439, 2060-2079, ccsm4, Annual Anomaly, NPL
7.93455, 2060-2079, cesm1_bgc, Annual Anomaly, NPL
8.21627, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
7.6032, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
14.0076, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
21.5578, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
11.9819, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
14.3763, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
14.7387, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
12.9717, 2060-2079, hadgem2_cc, Annual Anomaly, NPL
3.70855, 2060-2079, inmcm4, Annual Anomaly, NPL
16.9736, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
17.6442, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
9.1452, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, NPL
9.61432, 2060-2079, miroc5, Annual Anomaly, NPL
13.0357, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
11.6609, 2060-2079, miroc_esm, Annual Anomaly, NPL
14.8612, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
15.3192, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
12.0208, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
6.73605, 2060-2079, noresm1_m, Annual Anomaly, NPL
1.17372, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
12.6607, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
27.7726, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
