Cold Spell Duration Index - (Days), Year, Model, Statistics, ISO3
-0.0887, 2080-2099, bcc_csm1_1_m, Jan Anomaly, NPL
0.10024, 2080-2099, bcc_csm1_1_m, Feb Anomaly, NPL
-0.0561, 2080-2099, bcc_csm1_1_m, Mar Anomaly, NPL
-0.169, 2080-2099, bcc_csm1_1_m, Apr Anomaly, NPL
-0.1029, 2080-2099, bcc_csm1_1_m, May Anomaly, NPL
-0.231, 2080-2099, bcc_csm1_1_m, Jun Anomaly, NPL
-0.2043, 2080-2099, bcc_csm1_1_m, Jul Anomaly, NPL
-0.1639, 2080-2099, bcc_csm1_1_m, Aug Anomaly, NPL
-0.3206, 2080-2099, bcc_csm1_1_m, Sep Anomaly, NPL
-0.3986, 2080-2099, bcc_csm1_1_m, Oct Anomaly, NPL
-0.1362, 2080-2099, bcc_csm1_1_m, Nov Anomaly, NPL
-0.3366, 2080-2099, bcc_csm1_1_m, Dec Anomaly, NPL
-0.076, 2080-2099, ccsm4, Jan Anomaly, NPL
-0.3546, 2080-2099, ccsm4, Feb Anomaly, NPL
-0.0758, 2080-2099, ccsm4, Mar Anomaly, NPL
-0.1018, 2080-2099, ccsm4, Apr Anomaly, NPL
-0.1441, 2080-2099, ccsm4, May Anomaly, NPL
-0.2598, 2080-2099, ccsm4, Jun Anomaly, NPL
-0.2131, 2080-2099, ccsm4, Jul Anomaly, NPL
-0.0858, 2080-2099, ccsm4, Aug Anomaly, NPL
-0.224, 2080-2099, ccsm4, Sep Anomaly, NPL
-0.5043, 2080-2099, ccsm4, Oct Anomaly, NPL
-0.1082, 2080-2099, ccsm4, Nov Anomaly, NPL
-0.2417, 2080-2099, ccsm4, Dec Anomaly, NPL
-0.2899, 2080-2099, cesm1_cam5, Jan Anomaly, NPL
-0.5039, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
-0.0884, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
-0.1379, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
-0.2311, 2080-2099, cesm1_cam5, May Anomaly, NPL
-0.1065, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
-0.0442, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
-0.0176, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
-0.1567, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
-0.4238, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
-0.3252, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
-0.466, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
-0.3159, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
-0.4885, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
-0.3005, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
-0.3428, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
-0.1267, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
-0.3327, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
-0.3015, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
-0.49, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
-0.2867, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
-0.4857, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
-0.3977, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
-0.3642, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
-0.2172, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
-0.082, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
-0.1072, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
-0.0427, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
-0.0418, 2080-2099, gfdl_cm3, May Anomaly, NPL
-0.1626, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
-0.4266, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
-0.1797, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
-0.3207, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
-0.1953, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
-0.288, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
-0.1119, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
-0.1041, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
-0.2019, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
-0.0942, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
-0.1699, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
-0.0534, 2080-2099, gfdl_esm2g, May Anomaly, NPL
-0.091, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
-0.1766, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
-0.037, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
-0.1679, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
-0.1774, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
-0.3382, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
-0.3276, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
-0.4449, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
-0.1379, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
-0.1914, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
-0.2381, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
-0.4281, 2080-2099, gfdl_esm2m, May Anomaly, NPL
-0.1585, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
-0.0911, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
-0.0398, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
-0.2086, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
-0.1668, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
-0.2893, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
-0.7774, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
-0.1852, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
-0.3216, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
-0.0965, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
-0.3749, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
-0.4391, 2080-2099, hadgem2_ao, May Anomaly, NPL
-0.5351, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
-0.1612, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
-0.4541, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
-0.0355, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
-0.1667, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
-0.2615, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
-0.169, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
-0.2387, 2080-2099, hadgem2_es, Jan Anomaly, NPL
-0.2675, 2080-2099, hadgem2_es, Feb Anomaly, NPL
-0.0247, 2080-2099, hadgem2_es, Mar Anomaly, NPL
-0.1106, 2080-2099, hadgem2_es, Apr Anomaly, NPL
-0.3115, 2080-2099, hadgem2_es, May Anomaly, NPL
-0.4206, 2080-2099, hadgem2_es, Jun Anomaly, NPL
-0.2178, 2080-2099, hadgem2_es, Jul Anomaly, NPL
-0.087, 2080-2099, hadgem2_es, Aug Anomaly, NPL
-0.1207, 2080-2099, hadgem2_es, Sep Anomaly, NPL
-0.2047, 2080-2099, hadgem2_es, Oct Anomaly, NPL
-0.202, 2080-2099, hadgem2_es, Nov Anomaly, NPL
-0.097, 2080-2099, hadgem2_es, Dec Anomaly, NPL
-0.194, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
-0.2857, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
-0.1297, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.2949, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
-0.2869, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
-0.5086, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
-0.7294, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
-0.3057, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
-0.7988, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
-0.3157, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
-0.277, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
-0.2428, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
-0.1583, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
-0.1702, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
-0.1882, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.0224, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
-0.3122, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
-0.1154, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
-0.2734, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
-0.1703, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
-0.2287, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
-0.4063, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
-0.1327, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
-0.111, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
-0.3088, 2080-2099, miroc_esm, Jan Anomaly, NPL
-0.3382, 2080-2099, miroc_esm, Feb Anomaly, NPL
-0.2081, 2080-2099, miroc_esm, Mar Anomaly, NPL
-0.0023, 2080-2099, miroc_esm, Apr Anomaly, NPL
-0.4336, 2080-2099, miroc_esm, May Anomaly, NPL
-0.0374, 2080-2099, miroc_esm, Jun Anomaly, NPL
-0.0659, 2080-2099, miroc_esm, Jul Anomaly, NPL
-0.0504, 2080-2099, miroc_esm, Aug Anomaly, NPL
-0.0747, 2080-2099, miroc_esm, Sep Anomaly, NPL
-0.2828, 2080-2099, miroc_esm, Oct Anomaly, NPL
-0.239, 2080-2099, miroc_esm, Nov Anomaly, NPL
-0.479, 2080-2099, miroc_esm, Dec Anomaly, NPL
-0.3328, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
-0.154, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
-0.1629, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
-0.2001, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
-0.2283, 2080-2099, mri_cgcm3, May Anomaly, NPL
-0.1476, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
-0.0935, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
-0.1969, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
-0.4619, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
-0.4454, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
-0.3249, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
-0.5576, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
-0.1963, 2080-2099, noresm1_m, Jan Anomaly, NPL
-0.129, 2080-2099, noresm1_m, Feb Anomaly, NPL
-0.3196, 2080-2099, noresm1_m, Mar Anomaly, NPL
-0.1202, 2080-2099, noresm1_m, Apr Anomaly, NPL
-0.3792, 2080-2099, noresm1_m, May Anomaly, NPL
-0.1485, 2080-2099, noresm1_m, Jun Anomaly, NPL
