FID,id_punto,mes,mes_etiqueta,n_period,period,temp_normal,geom
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c2a,40665,9,9,30,1930,20.12,POINT (8933389.136160204 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c2b,40666,9,9,30,1930,15.72,POINT (8989048.88155684 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c2c,40667,9,9,30,1930,7.62,POINT (9044708.626953477 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c2d,40668,9,9,30,1930,9.71,POINT (9100368.372350115 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c2e,40669,9,9,30,1930,6.71,POINT (9156028.117746752 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c2f,40670,9,9,30,1930,1.52,POINT (9211687.863143386 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c30,40671,9,9,30,1930,3.71,POINT (9267347.608540025 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c31,40672,9,9,30,1930,4.31,POINT (9323007.353936663 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c32,40673,9,9,30,1930,4.7,POINT (9378667.099333297 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c33,40674,9,9,30,1930,2.99,POINT (9434326.844729934 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c34,40675,9,9,30,1930,3.3,POINT (9489986.590126572 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c35,40676,9,9,30,1930,3.49,POINT (9545646.335523209 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c36,40677,9,9,30,1930,6.5,POINT (9601306.080919845 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c37,40678,9,9,30,1930,5.69,POINT (9656965.826316481 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c38,40679,9,9,30,1930,1.79,POINT (9712625.57171312 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c39,40680,9,9,30,1930,2.58,POINT (9768285.317109756 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c3a,41295,9,9,30,1930,28.34,POINT (8933389.136160204 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c3b,41296,9,9,30,1930,27.2,POINT (8989048.88155684 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c3c,41297,9,9,30,1930,25.61,POINT (9044708.626953477 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c3d,41298,9,9,30,1930,21.12,POINT (9100368.372350115 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c3e,41299,9,9,30,1930,18.63,POINT (9156028.117746752 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c4fa94d_7c3f,41300,9,9,30,1930,13.43,POINT (9211687.863143386 3343864.953833735)
