Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
2.4072528, 2040-2059, bcc_csm1_1, Jan Anomaly, Nepal, NPL
1.3875126, 2040-2059, bcc_csm1_1, Feb Anomaly, Nepal, NPL
1.3044648, 2040-2059, bcc_csm1_1, Mar Anomaly, Nepal, NPL
2.9407547, 2040-2059, bcc_csm1_1, Apr Anomaly, Nepal, NPL
2.1938598, 2040-2059, bcc_csm1_1, May Anomaly, Nepal, NPL
1.3648146, 2040-2059, bcc_csm1_1, Jun Anomaly, Nepal, NPL
1.2373549, 2040-2059, bcc_csm1_1, Jul Anomaly, Nepal, NPL
1.2343475, 2040-2059, bcc_csm1_1, Aug Anomaly, Nepal, NPL
1.2425432, 2040-2059, bcc_csm1_1, Sep Anomaly, Nepal, NPL
1.9331523, 2040-2059, bcc_csm1_1, Oct Anomaly, Nepal, NPL
1.7642335, 2040-2059, bcc_csm1_1, Nov Anomaly, Nepal, NPL
1.5863323, 2040-2059, bcc_csm1_1, Dec Anomaly, Nepal, NPL
2.277972, 2040-2059, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
1.8654596, 2040-2059, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
2.296537, 2040-2059, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
2.667986, 2040-2059, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
3.022029, 2040-2059, bcc_csm1_1_m, May Anomaly, Nepal, NPL
2.173403, 2040-2059, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
1.9835405, 2040-2059, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
1.6327703, 2040-2059, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
0.8712602, 2040-2059, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
1.0981699, 2040-2059, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
2.5580904, 2040-2059, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
2.2188873, 2040-2059, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
2.3378139, 2040-2059, ccsm4, Jan Anomaly, Nepal, NPL
2.1078722, 2040-2059, ccsm4, Feb Anomaly, Nepal, NPL
