Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
4.5913024, 2080-2099, bcc_csm1_1, Jan Average, Nepal, NPL
6.866925, 2080-2099, bcc_csm1_1, Feb Average, Nepal, NPL
12.399385, 2080-2099, bcc_csm1_1, Mar Average, Nepal, NPL
18.250462, 2080-2099, bcc_csm1_1, Apr Average, Nepal, NPL
23.13584, 2080-2099, bcc_csm1_1, May Average, Nepal, NPL
26.162832, 2080-2099, bcc_csm1_1, Jun Average, Nepal, NPL
23.921682, 2080-2099, bcc_csm1_1, Jul Average, Nepal, NPL
21.579287, 2080-2099, bcc_csm1_1, Aug Average, Nepal, NPL
21.406296, 2080-2099, bcc_csm1_1, Sep Average, Nepal, NPL
17.83687, 2080-2099, bcc_csm1_1, Oct Average, Nepal, NPL
11.739492, 2080-2099, bcc_csm1_1, Nov Average, Nepal, NPL
6.0558963, 2080-2099, bcc_csm1_1, Dec Average, Nepal, NPL
11.2322645, 2080-2099, bcc_csm1_1_m, Jan Average, Nepal, NPL
14.0615, 2080-2099, bcc_csm1_1_m, Feb Average, Nepal, NPL
18.946196, 2080-2099, bcc_csm1_1_m, Mar Average, Nepal, NPL
24.72719, 2080-2099, bcc_csm1_1_m, Apr Average, Nepal, NPL
29.345179, 2080-2099, bcc_csm1_1_m, May Average, Nepal, NPL
30.881178, 2080-2099, bcc_csm1_1_m, Jun Average, Nepal, NPL
27.47942, 2080-2099, bcc_csm1_1_m, Jul Average, Nepal, NPL
25.771318, 2080-2099, bcc_csm1_1_m, Aug Average, Nepal, NPL
24.924824, 2080-2099, bcc_csm1_1_m, Sep Average, Nepal, NPL
22.641222, 2080-2099, bcc_csm1_1_m, Oct Average, Nepal, NPL
17.571066, 2080-2099, bcc_csm1_1_m, Nov Average, Nepal, NPL
13.119249, 2080-2099, bcc_csm1_1_m, Dec Average, Nepal, NPL
11.791769, 2080-2099, ccsm4, Jan Average, Nepal, NPL
14.052177, 2080-2099, ccsm4, Feb Average, Nepal, NPL
19.302252, 2080-2099, ccsm4, Mar Average, Nepal, NPL
25.552807, 2080-2099, ccsm4, Apr Average, Nepal, NPL
30.61582, 2080-2099, ccsm4, May Average, Nepal, NPL
29.268383, 2080-2099, ccsm4, Jun Average, Nepal, NPL
26.746569, 2080-2099, ccsm4, Jul Average, Nepal, NPL
25.84692, 2080-2099, ccsm4, Aug Average, Nepal, NPL
24.594316, 2080-2099, ccsm4, Sep Average, Nepal, NPL
21.316547, 2080-2099, ccsm4, Oct Average, Nepal, NPL
16.79919, 2080-2099, ccsm4, Nov Average, Nepal, NPL
