Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
5.4342613, 2080-2099, bcc_csm1_1, Jan Average, Nepal, NPL
8.114879, 2080-2099, bcc_csm1_1, Feb Average, Nepal, NPL
13.136864, 2080-2099, bcc_csm1_1, Mar Average, Nepal, NPL
19.347355, 2080-2099, bcc_csm1_1, Apr Average, Nepal, NPL
24.456505, 2080-2099, bcc_csm1_1, May Average, Nepal, NPL
27.33895, 2080-2099, bcc_csm1_1, Jun Average, Nepal, NPL
24.260794, 2080-2099, bcc_csm1_1, Jul Average, Nepal, NPL
22.814707, 2080-2099, bcc_csm1_1, Aug Average, Nepal, NPL
22.137815, 2080-2099, bcc_csm1_1, Sep Average, Nepal, NPL
18.719887, 2080-2099, bcc_csm1_1, Oct Average, Nepal, NPL
12.814067, 2080-2099, bcc_csm1_1, Nov Average, Nepal, NPL
7.479169, 2080-2099, bcc_csm1_1, Dec Average, Nepal, NPL
12.678765, 2080-2099, bcc_csm1_1_m, Jan Average, Nepal, NPL
14.918398, 2080-2099, bcc_csm1_1_m, Feb Average, Nepal, NPL
19.955107, 2080-2099, bcc_csm1_1_m, Mar Average, Nepal, NPL
25.800566, 2080-2099, bcc_csm1_1_m, Apr Average, Nepal, NPL
29.758873, 2080-2099, bcc_csm1_1_m, May Average, Nepal, NPL
31.36423, 2080-2099, bcc_csm1_1_m, Jun Average, Nepal, NPL
27.944103, 2080-2099, bcc_csm1_1_m, Jul Average, Nepal, NPL
26.732243, 2080-2099, bcc_csm1_1_m, Aug Average, Nepal, NPL
26.068106, 2080-2099, bcc_csm1_1_m, Sep Average, Nepal, NPL
23.211147, 2080-2099, bcc_csm1_1_m, Oct Average, Nepal, NPL
19.261694, 2080-2099, bcc_csm1_1_m, Nov Average, Nepal, NPL
14.952132, 2080-2099, bcc_csm1_1_m, Dec Average, Nepal, NPL
13.375767, 2080-2099, ccsm4, Jan Average, Nepal, NPL
15.620215, 2080-2099, ccsm4, Feb Average, Nepal, NPL
20.496082, 2080-2099, ccsm4, Mar Average, Nepal, NPL
26.608507, 2080-2099, ccsm4, Apr Average, Nepal, NPL
30.810102, 2080-2099, ccsm4, May Average, Nepal, NPL
29.626848, 2080-2099, ccsm4, Jun Average, Nepal, NPL
27.112091, 2080-2099, ccsm4, Jul Average, Nepal, NPL
26.565699, 2080-2099, ccsm4, Aug Average, Nepal, NPL
25.419584, 2080-2099, ccsm4, Sep Average, Nepal, NPL
22.13498, 2080-2099, ccsm4, Oct Average, Nepal, NPL
17.567484, 2080-2099, ccsm4, Nov Average, Nepal, NPL
14.3189535, 2080-2099, ccsm4, Dec Average, Nepal, NPL
12.507147, 2080-2099, cesm1_cam5, Jan Average, Nepal, NPL
15.221365, 2080-2099, cesm1_cam5, Feb Average, Nepal, NPL
20.935028, 2080-2099, cesm1_cam5, Mar Average, Nepal, NPL
26.588032, 2080-2099, cesm1_cam5, Apr Average, Nepal, NPL
28.895823, 2080-2099, cesm1_cam5, May Average, Nepal, NPL
28.763994, 2080-2099, cesm1_cam5, Jun Average, Nepal, NPL
26.90629, 2080-2099, cesm1_cam5, Jul Average, Nepal, NPL
26.391726, 2080-2099, cesm1_cam5, Aug Average, Nepal, NPL
25.422789, 2080-2099, cesm1_cam5, Sep Average, Nepal, NPL
22.374384, 2080-2099, cesm1_cam5, Oct Average, Nepal, NPL
17.278944, 2080-2099, cesm1_cam5, Nov Average, Nepal, NPL
13.535546, 2080-2099, cesm1_cam5, Dec Average, Nepal, NPL
9.527154, 2080-2099, csiro_mk3_6_0, Jan Average, Nepal, NPL
12.695995, 2080-2099, csiro_mk3_6_0, Feb Average, Nepal, NPL
16.97563, 2080-2099, csiro_mk3_6_0, Mar Average, Nepal, NPL
23.184162, 2080-2099, csiro_mk3_6_0, Apr Average, Nepal, NPL
28.358185, 2080-2099, csiro_mk3_6_0, May Average, Nepal, NPL
31.800396, 2080-2099, csiro_mk3_6_0, Jun Average, Nepal, NPL
29.355406, 2080-2099, csiro_mk3_6_0, Jul Average, Nepal, NPL
26.713242, 2080-2099, csiro_mk3_6_0, Aug Average, Nepal, NPL
23.758356, 2080-2099, csiro_mk3_6_0, Sep Average, Nepal, NPL
19.23139, 2080-2099, csiro_mk3_6_0, Oct Average, Nepal, NPL
15.1128, 2080-2099, csiro_mk3_6_0, Nov Average, Nepal, NPL
10.805798, 2080-2099, csiro_mk3_6_0, Dec Average, Nepal, NPL
7.924595, 2080-2099, fio_esm, Jan Average, Nepal, NPL
10.353634, 2080-2099, fio_esm, Feb Average, Nepal, NPL
13.927979, 2080-2099, fio_esm, Mar Average, Nepal, NPL
18.848612, 2080-2099, fio_esm, Apr Average, Nepal, NPL
22.6458, 2080-2099, fio_esm, May Average, Nepal, NPL
26.24148, 2080-2099, fio_esm, Jun Average, Nepal, NPL
23.940474, 2080-2099, fio_esm, Jul Average, Nepal, NPL
22.086996, 2080-2099, fio_esm, Aug Average, Nepal, NPL
20.214985, 2080-2099, fio_esm, Sep Average, Nepal, NPL
16.434546, 2080-2099, fio_esm, Oct Average, Nepal, NPL
11.982592, 2080-2099, fio_esm, Nov Average, Nepal, NPL
9.198274, 2080-2099, fio_esm, Dec Average, Nepal, NPL
9.632529, 2080-2099, gfdl_cm3, Jan Average, Nepal, NPL
12.10834, 2080-2099, gfdl_cm3, Feb Average, Nepal, NPL
18.257622, 2080-2099, gfdl_cm3, Mar Average, Nepal, NPL
23.65014, 2080-2099, gfdl_cm3, Apr Average, Nepal, NPL
27.49709, 2080-2099, gfdl_cm3, May Average, Nepal, NPL
28.054922, 2080-2099, gfdl_cm3, Jun Average, Nepal, NPL
25.427742, 2080-2099, gfdl_cm3, Jul Average, Nepal, NPL
24.867231, 2080-2099, gfdl_cm3, Aug Average, Nepal, NPL
23.468811, 2080-2099, gfdl_cm3, Sep Average, Nepal, NPL
19.578392, 2080-2099, gfdl_cm3, Oct Average, Nepal, NPL
14.447584, 2080-2099, gfdl_cm3, Nov Average, Nepal, NPL
9.380168, 2080-2099, gfdl_cm3, Dec Average, Nepal, NPL
8.280829, 2080-2099, gfdl_esm2m, Jan Average, Nepal, NPL
10.348152, 2080-2099, gfdl_esm2m, Feb Average, Nepal, NPL
14.931982, 2080-2099, gfdl_esm2m, Mar Average, Nepal, NPL
20.449823, 2080-2099, gfdl_esm2m, Apr Average, Nepal, NPL
25.54784, 2080-2099, gfdl_esm2m, May Average, Nepal, NPL
25.881884, 2080-2099, gfdl_esm2m, Jun Average, Nepal, NPL
23.611197, 2080-2099, gfdl_esm2m, Jul Average, Nepal, NPL
22.593033, 2080-2099, gfdl_esm2m, Aug Average, Nepal, NPL
