Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
2.7029665, 2080-2099, bcc_csm1_1, Jan Anomaly, Nepal, NPL
1.769929, 2080-2099, bcc_csm1_1, Feb Anomaly, Nepal, NPL
1.4926188, 2080-2099, bcc_csm1_1, Mar Anomaly, Nepal, NPL
2.515622, 2080-2099, bcc_csm1_1, Apr Anomaly, Nepal, NPL
2.4863253, 2080-2099, bcc_csm1_1, May Anomaly, Nepal, NPL
1.852517, 2080-2099, bcc_csm1_1, Jun Anomaly, Nepal, NPL
1.1235055, 2080-2099, bcc_csm1_1, Jul Anomaly, Nepal, NPL
0.95323074, 2080-2099, bcc_csm1_1, Aug Anomaly, Nepal, NPL
1.6201341, 2080-2099, bcc_csm1_1, Sep Anomaly, Nepal, NPL
2.0657232, 2080-2099, bcc_csm1_1, Oct Anomaly, Nepal, NPL
1.7735115, 2080-2099, bcc_csm1_1, Nov Anomaly, Nepal, NPL
2.305134, 2080-2099, bcc_csm1_1, Dec Anomaly, Nepal, NPL
2.1727808, 2080-2099, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
1.3973904, 2080-2099, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
1.96342, 2080-2099, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
2.3244257, 2080-2099, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
1.9112297, 2080-2099, bcc_csm1_1_m, May Anomaly, Nepal, NPL
2.1517098, 2080-2099, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
1.654835, 2080-2099, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
1.9507579, 2080-2099, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
1.5615938, 2080-2099, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
1.6691521, 2080-2099, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
2.8802073, 2080-2099, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
3.0745966, 2080-2099, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
2.6335797, 2080-2099, ccsm4, Jan Anomaly, Nepal, NPL
2.5909905, 2080-2099, ccsm4, Feb Anomaly, Nepal, NPL
2.9687319, 2080-2099, ccsm4, Mar Anomaly, Nepal, NPL
2.3391247, 2080-2099, ccsm4, Apr Anomaly, Nepal, NPL
1.888228, 2080-2099, ccsm4, May Anomaly, Nepal, NPL
1.6704228, 2080-2099, ccsm4, Jun Anomaly, Nepal, NPL
1.5610263, 2080-2099, ccsm4, Jul Anomaly, Nepal, NPL
1.4805697, 2080-2099, ccsm4, Aug Anomaly, Nepal, NPL
1.566069, 2080-2099, ccsm4, Sep Anomaly, Nepal, NPL
1.9289492, 2080-2099, ccsm4, Oct Anomaly, Nepal, NPL
1.9608945, 2080-2099, ccsm4, Nov Anomaly, Nepal, NPL
1.7123188, 2080-2099, ccsm4, Dec Anomaly, Nepal, NPL
3.3714066, 2080-2099, cesm1_cam5, Jan Anomaly, Nepal, NPL
3.7116761, 2080-2099, cesm1_cam5, Feb Anomaly, Nepal, NPL
2.6433742, 2080-2099, cesm1_cam5, Mar Anomaly, Nepal, NPL
2.4638324, 2080-2099, cesm1_cam5, Apr Anomaly, Nepal, NPL
3.1580267, 2080-2099, cesm1_cam5, May Anomaly, Nepal, NPL
3.118279, 2080-2099, cesm1_cam5, Jun Anomaly, Nepal, NPL
2.5695946, 2080-2099, cesm1_cam5, Jul Anomaly, Nepal, NPL
2.4346898, 2080-2099, cesm1_cam5, Aug Anomaly, Nepal, NPL
2.4763172, 2080-2099, cesm1_cam5, Sep Anomaly, Nepal, NPL
2.394141, 2080-2099, cesm1_cam5, Oct Anomaly, Nepal, NPL
2.9058502, 2080-2099, cesm1_cam5, Nov Anomaly, Nepal, NPL
2.76199, 2080-2099, cesm1_cam5, Dec Anomaly, Nepal, NPL
3.6430671, 2080-2099, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
4.5227876, 2080-2099, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
3.1137335, 2080-2099, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
3.3278377, 2080-2099, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
3.0396154, 2080-2099, csiro_mk3_6_0, May Anomaly, Nepal, NPL
3.8113315, 2080-2099, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
3.2029004, 2080-2099, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
2.3124483, 2080-2099, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
2.0997875, 2080-2099, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
2.192251, 2080-2099, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
3.52634, 2080-2099, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
3.804781, 2080-2099, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
1.7052753, 2080-2099, fio_esm, Jan Anomaly, Nepal, NPL
2.3057947, 2080-2099, fio_esm, Feb Anomaly, Nepal, NPL
1.5989656, 2080-2099, fio_esm, Mar Anomaly, Nepal, NPL
1.3788521, 2080-2099, fio_esm, Apr Anomaly, Nepal, NPL
0.80517715, 2080-2099, fio_esm, May Anomaly, Nepal, NPL
1.6244771, 2080-2099, fio_esm, Jun Anomaly, Nepal, NPL
1.4349635, 2080-2099, fio_esm, Jul Anomaly, Nepal, NPL
1.4981183, 2080-2099, fio_esm, Aug Anomaly, Nepal, NPL
1.3837308, 2080-2099, fio_esm, Sep Anomaly, Nepal, NPL
