Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
1.8848029, 2060-2079, bcc_csm1_1, Jan Anomaly, Nepal, NPL
0.9680001, 2060-2079, bcc_csm1_1, Feb Anomaly, Nepal, NPL
1.1071728, 2060-2079, bcc_csm1_1, Mar Anomaly, Nepal, NPL
1.3303008, 2060-2079, bcc_csm1_1, Apr Anomaly, Nepal, NPL
1.1421472, 2060-2079, bcc_csm1_1, May Anomaly, Nepal, NPL
1.067344, 2060-2079, bcc_csm1_1, Jun Anomaly, Nepal, NPL
1.1875507, 2060-2079, bcc_csm1_1, Jul Anomaly, Nepal, NPL
0.0883973, 2060-2079, bcc_csm1_1, Aug Anomaly, Nepal, NPL
0.6732415, 2060-2079, bcc_csm1_1, Sep Anomaly, Nepal, NPL
1.1906354, 2060-2079, bcc_csm1_1, Oct Anomaly, Nepal, NPL
1.2184031, 2060-2079, bcc_csm1_1, Nov Anomaly, Nepal, NPL
1.554922, 2060-2079, bcc_csm1_1, Dec Anomaly, Nepal, NPL
1.7163464, 2060-2079, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
0.7248215, 2060-2079, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
1.8346895, 2060-2079, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
1.9255016, 2060-2079, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
1.4709737, 2060-2079, bcc_csm1_1_m, May Anomaly, Nepal, NPL
1.6203134, 2060-2079, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
0.91978306, 2060-2079, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
1.0559266, 2060-2079, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
0.40412834, 2060-2079, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
0.9319183, 2060-2079, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
1.5142429, 2060-2079, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
1.9654131, 2060-2079, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
1.4354602, 2060-2079, ccsm4, Jan Anomaly, Nepal, NPL
0.8228096, 2060-2079, ccsm4, Feb Anomaly, Nepal, NPL
1.3052212, 2060-2079, ccsm4, Mar Anomaly, Nepal, NPL
1.3269205, 2060-2079, ccsm4, Apr Anomaly, Nepal, NPL
1.9015115, 2060-2079, ccsm4, May Anomaly, Nepal, NPL
1.8758614, 2060-2079, ccsm4, Jun Anomaly, Nepal, NPL
1.0500363, 2060-2079, ccsm4, Jul Anomaly, Nepal, NPL
0.991683, 2060-2079, ccsm4, Aug Anomaly, Nepal, NPL
0.9490123, 2060-2079, ccsm4, Sep Anomaly, Nepal, NPL
0.85490674, 2060-2079, ccsm4, Oct Anomaly, Nepal, NPL
1.4116026, 2060-2079, ccsm4, Nov Anomaly, Nepal, NPL
0.9804576, 2060-2079, ccsm4, Dec Anomaly, Nepal, NPL
2.2362244, 2060-2079, cesm1_cam5, Jan Anomaly, Nepal, NPL
2.6874545, 2060-2079, cesm1_cam5, Feb Anomaly, Nepal, NPL
1.7352897, 2060-2079, cesm1_cam5, Mar Anomaly, Nepal, NPL
1.5613538, 2060-2079, cesm1_cam5, Apr Anomaly, Nepal, NPL
2.0143282, 2060-2079, cesm1_cam5, May Anomaly, Nepal, NPL
2.317974, 2060-2079, cesm1_cam5, Jun Anomaly, Nepal, NPL
1.608941, 2060-2079, cesm1_cam5, Jul Anomaly, Nepal, NPL
1.4407244, 2060-2079, cesm1_cam5, Aug Anomaly, Nepal, NPL
1.7531246, 2060-2079, cesm1_cam5, Sep Anomaly, Nepal, NPL
1.4720304, 2060-2079, cesm1_cam5, Oct Anomaly, Nepal, NPL
2.1365557, 2060-2079, cesm1_cam5, Nov Anomaly, Nepal, NPL
1.9238194, 2060-2079, cesm1_cam5, Dec Anomaly, Nepal, NPL
2.0342696, 2060-2079, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
2.455874, 2060-2079, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
1.7049485, 2060-2079, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
1.7159425, 2060-2079, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
1.8582255, 2060-2079, csiro_mk3_6_0, May Anomaly, Nepal, NPL
2.3093724, 2060-2079, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
2.336733, 2060-2079, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
1.5328058, 2060-2079, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
1.1261487, 2060-2079, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
1.5309675, 2060-2079, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
2.0680733, 2060-2079, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
1.9548072, 2060-2079, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
0.73357266, 2060-2079, fio_esm, Jan Anomaly, Nepal, NPL
0.7585947, 2060-2079, fio_esm, Feb Anomaly, Nepal, NPL
0.051431622, 2060-2079, fio_esm, Mar Anomaly, Nepal, NPL
0.04050582, 2060-2079, fio_esm, Apr Anomaly, Nepal, NPL
-0.19799934, 2060-2079, fio_esm, May Anomaly, Nepal, NPL
0.36239037, 2060-2079, fio_esm, Jun Anomaly, Nepal, NPL
0.9311386, 2060-2079, fio_esm, Jul Anomaly, Nepal, NPL
0.51259166, 2060-2079, fio_esm, Aug Anomaly, Nepal, NPL
0.52267706, 2060-2079, fio_esm, Sep Anomaly, Nepal, NPL
0.27751133, 2060-2079, fio_esm, Oct Anomaly, Nepal, NPL
-0.08748726, 2060-2079, fio_esm, Nov Anomaly, Nepal, NPL
0.19490746, 2060-2079, fio_esm, Dec Anomaly, Nepal, NPL
3.0745397, 2060-2079, gfdl_cm3, Jan Anomaly, Nepal, NPL
2.4179149, 2060-2079, gfdl_cm3, Feb Anomaly, Nepal, NPL
1.9173944, 2060-2079, gfdl_cm3, Mar Anomaly, Nepal, NPL
2.3312886, 2060-2079, gfdl_cm3, Apr Anomaly, Nepal, NPL
3.1593544, 2060-2079, gfdl_cm3, May Anomaly, Nepal, NPL
2.6401298, 2060-2079, gfdl_cm3, Jun Anomaly, Nepal, NPL
2.1460378, 2060-2079, gfdl_cm3, Jul Anomaly, Nepal, NPL
2.3811433, 2060-2079, gfdl_cm3, Aug Anomaly, Nepal, NPL
2.5408971, 2060-2079, gfdl_cm3, Sep Anomaly, Nepal, NPL
2.6196358, 2060-2079, gfdl_cm3, Oct Anomaly, Nepal, NPL
2.5182319, 2060-2079, gfdl_cm3, Nov Anomaly, Nepal, NPL
2.753391, 2060-2079, gfdl_cm3, Dec Anomaly, Nepal, NPL
0.38916746, 2060-2079, gfdl_esm2m, Jan Anomaly, Nepal, NPL
0.3727573, 2060-2079, gfdl_esm2m, Feb Anomaly, Nepal, NPL
0.8589046, 2060-2079, gfdl_esm2m, Mar Anomaly, Nepal, NPL
0.39015463, 2060-2079, gfdl_esm2m, Apr Anomaly, Nepal, NPL
1.3150722, 2060-2079, gfdl_esm2m, May Anomaly, Nepal, NPL
1.2504836, 2060-2079, gfdl_esm2m, Jun Anomaly, Nepal, NPL
1.5168575, 2060-2079, gfdl_esm2m, Jul Anomaly, Nepal, NPL
1.0980012, 2060-2079, gfdl_esm2m, Aug Anomaly, Nepal, NPL
0.9068547, 2060-2079, gfdl_esm2m, Sep Anomaly, Nepal, NPL
1.0854821, 2060-2079, gfdl_esm2m, Oct Anomaly, Nepal, NPL
1.4060733, 2060-2079, gfdl_esm2m, Nov Anomaly, Nepal, NPL
0.07667787, 2060-2079, gfdl_esm2m, Dec Anomaly, Nepal, NPL
0.8742583, 2060-2079, giss_e2_h, Jan Anomaly, Nepal, NPL
0.9983807, 2060-2079, giss_e2_h, Feb Anomaly, Nepal, NPL
0.8362485, 2060-2079, giss_e2_h, Mar Anomaly, Nepal, NPL
0.705953, 2060-2079, giss_e2_h, Apr Anomaly, Nepal, NPL
1.0513843, 2060-2079, giss_e2_h, May Anomaly, Nepal, NPL
0.9514697, 2060-2079, giss_e2_h, Jun Anomaly, Nepal, NPL
0.8417978, 2060-2079, giss_e2_h, Jul Anomaly, Nepal, NPL
0.8353552, 2060-2079, giss_e2_h, Aug Anomaly, Nepal, NPL
1.3265752, 2060-2079, giss_e2_h, Sep Anomaly, Nepal, NPL
1.0861015, 2060-2079, giss_e2_h, Oct Anomaly, Nepal, NPL
0.8109222, 2060-2079, giss_e2_h, Nov Anomaly, Nepal, NPL
0.30141306, 2060-2079, giss_e2_h, Dec Anomaly, Nepal, NPL
0.99215186, 2060-2079, giss_e2_r, Jan Anomaly, Nepal, NPL
1.3478004, 2060-2079, giss_e2_r, Feb Anomaly, Nepal, NPL
1.5943482, 2060-2079, giss_e2_r, Mar Anomaly, Nepal, NPL
1.5134171, 2060-2079, giss_e2_r, Apr Anomaly, Nepal, NPL
0.7384141, 2060-2079, giss_e2_r, May Anomaly, Nepal, NPL
0.5403471, 2060-2079, giss_e2_r, Jun Anomaly, Nepal, NPL
0.9998594, 2060-2079, giss_e2_r, Jul Anomaly, Nepal, NPL
0.6300828, 2060-2079, giss_e2_r, Aug Anomaly, Nepal, NPL
1.0190841, 2060-2079, giss_e2_r, Sep Anomaly, Nepal, NPL
0.8143872, 2060-2079, giss_e2_r, Oct Anomaly, Nepal, NPL
0.75380045, 2060-2079, giss_e2_r, Nov Anomaly, Nepal, NPL
0.73647153, 2060-2079, giss_e2_r, Dec Anomaly, Nepal, NPL
0.94323885, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, Nepal, NPL
1.7049972, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, Nepal, NPL
1.9059849, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, Nepal, NPL
1.7428368, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, Nepal, NPL
1.2660156, 2060-2079, ipsl_cm5a_mr, May Anomaly, Nepal, NPL
1.3246461, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, Nepal, NPL
1.443176, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, Nepal, NPL
1.085746, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, Nepal, NPL
1.0876738, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, Nepal, NPL
1.1646227, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, Nepal, NPL
1.4102497, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, Nepal, NPL
0.96698827, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, Nepal, NPL
1.8514104, 2060-2079, miroc_esm, Jan Anomaly, Nepal, NPL
1.6366507, 2060-2079, miroc_esm, Feb Anomaly, Nepal, NPL
2.0803895, 2060-2079, miroc_esm, Mar Anomaly, Nepal, NPL
2.3784058, 2060-2079, miroc_esm, Apr Anomaly, Nepal, NPL
1.8467857, 2060-2079, miroc_esm, May Anomaly, Nepal, NPL
1.1466731, 2060-2079, miroc_esm, Jun Anomaly, Nepal, NPL
0.38867214, 2060-2079, miroc_esm, Jul Anomaly, Nepal, NPL
0.7001759, 2060-2079, miroc_esm, Aug Anomaly, Nepal, NPL
1.1515083, 2060-2079, miroc_esm, Sep Anomaly, Nepal, NPL
1.6965591, 2060-2079, miroc_esm, Oct Anomaly, Nepal, NPL
1.4975941, 2060-2079, miroc_esm, Nov Anomaly, Nepal, NPL
1.6686988, 2060-2079, miroc_esm, Dec Anomaly, Nepal, NPL
3.795771, 2060-2079, miroc_esm_chem, Jan Anomaly, Nepal, NPL
2.7547407, 2060-2079, miroc_esm_chem, Feb Anomaly, Nepal, NPL
1.9469618, 2060-2079, miroc_esm_chem, Mar Anomaly, Nepal, NPL
2.1482644, 2060-2079, miroc_esm_chem, Apr Anomaly, Nepal, NPL
2.391451, 2060-2079, miroc_esm_chem, May Anomaly, Nepal, NPL
1.7696002, 2060-2079, miroc_esm_chem, Jun Anomaly, Nepal, NPL
0.90950125, 2060-2079, miroc_esm_chem, Jul Anomaly, Nepal, NPL
0.7681284, 2060-2079, miroc_esm_chem, Aug Anomaly, Nepal, NPL
1.2670838, 2060-2079, miroc_esm_chem, Sep Anomaly, Nepal, NPL
1.3183272, 2060-2079, miroc_esm_chem, Oct Anomaly, Nepal, NPL
1.6674993, 2060-2079, miroc_esm_chem, Nov Anomaly, Nepal, NPL
2.4726114, 2060-2079, miroc_esm_chem, Dec Anomaly, Nepal, NPL
1.5512453, 2060-2079, miroc5, Jan Anomaly, Nepal, NPL
1.5347338, 2060-2079, miroc5, Feb Anomaly, Nepal, NPL
0.9331881, 2060-2079, miroc5, Mar Anomaly, Nepal, NPL
2.11863, 2060-2079, miroc5, Apr Anomaly, Nepal, NPL
1.6590769, 2060-2079, miroc5, May Anomaly, Nepal, NPL
