Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
1.7105658, 2020-2039, bcc_csm1_1, Jan Anomaly, Nepal, NPL
0.29150835, 2020-2039, bcc_csm1_1, Feb Anomaly, Nepal, NPL
0.6886637, 2020-2039, bcc_csm1_1, Mar Anomaly, Nepal, NPL
0.94021386, 2020-2039, bcc_csm1_1, Apr Anomaly, Nepal, NPL
0.931491, 2020-2039, bcc_csm1_1, May Anomaly, Nepal, NPL
0.6579324, 2020-2039, bcc_csm1_1, Jun Anomaly, Nepal, NPL
1.2530909, 2020-2039, bcc_csm1_1, Jul Anomaly, Nepal, NPL
0.50244206, 2020-2039, bcc_csm1_1, Aug Anomaly, Nepal, NPL
0.17003345, 2020-2039, bcc_csm1_1, Sep Anomaly, Nepal, NPL
0.55634004, 2020-2039, bcc_csm1_1, Oct Anomaly, Nepal, NPL
0.6247016, 2020-2039, bcc_csm1_1, Nov Anomaly, Nepal, NPL
0.37208074, 2020-2039, bcc_csm1_1, Dec Anomaly, Nepal, NPL
1.0729955, 2020-2039, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
0.42228648, 2020-2039, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
0.94145805, 2020-2039, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
1.4023216, 2020-2039, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
1.5931317, 2020-2039, bcc_csm1_1_m, May Anomaly, Nepal, NPL
0.7125882, 2020-2039, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
0.9726887, 2020-2039, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
0.7734574, 2020-2039, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
0.24808012, 2020-2039, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
1.3910769, 2020-2039, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
1.201146, 2020-2039, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
1.7233548, 2020-2039, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
0.89170074, 2020-2039, ccsm4, Jan Anomaly, Nepal, NPL
0.7503628, 2020-2039, ccsm4, Feb Anomaly, Nepal, NPL
1.3418158, 2020-2039, ccsm4, Mar Anomaly, Nepal, NPL
1.1958205, 2020-2039, ccsm4, Apr Anomaly, Nepal, NPL
0.86929077, 2020-2039, ccsm4, May Anomaly, Nepal, NPL
0.68384224, 2020-2039, ccsm4, Jun Anomaly, Nepal, NPL
0.78986686, 2020-2039, ccsm4, Jul Anomaly, Nepal, NPL
0.668778, 2020-2039, ccsm4, Aug Anomaly, Nepal, NPL
0.70720255, 2020-2039, ccsm4, Sep Anomaly, Nepal, NPL
0.597127, 2020-2039, ccsm4, Oct Anomaly, Nepal, NPL
0.8626244, 2020-2039, ccsm4, Nov Anomaly, Nepal, NPL
0.49437174, 2020-2039, ccsm4, Dec Anomaly, Nepal, NPL
1.2999653, 2020-2039, cesm1_cam5, Jan Anomaly, Nepal, NPL
2.3082702, 2020-2039, cesm1_cam5, Feb Anomaly, Nepal, NPL
