Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
5.6054707, 2060-2079, bcc_csm1_1, Jan Average, Nepal, NPL
7.726956, 2060-2079, bcc_csm1_1, Feb Average, Nepal, NPL
12.982415, 2060-2079, bcc_csm1_1, Mar Average, Nepal, NPL
19.063332, 2060-2079, bcc_csm1_1, Apr Average, Nepal, NPL
24.010702, 2060-2079, bcc_csm1_1, May Average, Nepal, NPL
27.08724, 2060-2079, bcc_csm1_1, Jun Average, Nepal, NPL
24.19632, 2060-2079, bcc_csm1_1, Jul Average, Nepal, NPL
22.392286, 2060-2079, bcc_csm1_1, Aug Average, Nepal, NPL
21.582888, 2060-2079, bcc_csm1_1, Sep Average, Nepal, NPL
18.63801, 2060-2079, bcc_csm1_1, Oct Average, Nepal, NPL
13.078162, 2060-2079, bcc_csm1_1, Nov Average, Nepal, NPL
7.471317, 2060-2079, bcc_csm1_1, Dec Average, Nepal, NPL
12.852184, 2060-2079, bcc_csm1_1_m, Jan Average, Nepal, NPL
15.005282, 2060-2079, bcc_csm1_1_m, Feb Average, Nepal, NPL
20.338577, 2060-2079, bcc_csm1_1_m, Mar Average, Nepal, NPL
26.361292, 2060-2079, bcc_csm1_1_m, Apr Average, Nepal, NPL
30.462542, 2060-2079, bcc_csm1_1_m, May Average, Nepal, NPL
30.477676, 2060-2079, bcc_csm1_1_m, Jun Average, Nepal, NPL
27.80995, 2060-2079, bcc_csm1_1_m, Jul Average, Nepal, NPL
26.425467, 2060-2079, bcc_csm1_1_m, Aug Average, Nepal, NPL
25.55504, 2060-2079, bcc_csm1_1_m, Sep Average, Nepal, NPL
22.998747, 2060-2079, bcc_csm1_1_m, Oct Average, Nepal, NPL
18.45646, 2060-2079, bcc_csm1_1_m, Nov Average, Nepal, NPL
14.588938, 2060-2079, bcc_csm1_1_m, Dec Average, Nepal, NPL
13.208459, 2060-2079, ccsm4, Jan Average, Nepal, NPL
15.022542, 2060-2079, ccsm4, Feb Average, Nepal, NPL
20.828354, 2060-2079, ccsm4, Mar Average, Nepal, NPL
27.348045, 2060-2079, ccsm4, Apr Average, Nepal, NPL
32.006207, 2060-2079, ccsm4, May Average, Nepal, NPL
30.294456, 2060-2079, ccsm4, Jun Average, Nepal, NPL
26.911455, 2060-2079, ccsm4, Jul Average, Nepal, NPL
26.73529, 2060-2079, ccsm4, Aug Average, Nepal, NPL
