FID,id_punto,mes,mes_etiqueta,n_period,period,temp_min_normal,geom
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-703e,40665,15,spring,30,1970,12.15,POINT (8933389.136160204 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-703d,40666,15,spring,30,1970,6.74,POINT (8989048.88155684 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-703c,40667,15,spring,30,1970,-4.01,POINT (9044708.626953477 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-703b,40668,15,spring,30,1970,-1.96,POINT (9100368.372350115 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-703a,40669,15,spring,30,1970,-6.02,POINT (9156028.117746752 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-7039,40670,15,spring,30,1970,-12.55,POINT (9211687.863143386 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-7038,40671,15,spring,30,1970,-10.42,POINT (9267347.608540025 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-7037,40672,15,spring,30,1970,-10.08,POINT (9323007.353936663 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-7036,40673,15,spring,30,1970,-10.1,POINT (9378667.099333297 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-7035,40674,15,spring,30,1970,-12.39,POINT (9434326.844729934 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-7034,40675,15,spring,30,1970,-12.29,POINT (9489986.590126572 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-7033,40676,15,spring,30,1970,-12.36,POINT (9545646.335523209 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-7032,40677,15,spring,30,1970,-9.34,POINT (9601306.080919845 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-7031,40678,15,spring,30,1970,-10.24,POINT (9656965.826316481 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-7030,40679,15,spring,30,1970,-14.25,POINT (9712625.57171312 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-702f,40680,15,spring,30,1970,-13.21,POINT (9768285.317109756 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-702e,41295,15,spring,30,1970,20.05,POINT (8933389.136160204 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-702d,41296,15,spring,30,1970,18.98,POINT (8989048.88155684 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-702c,41297,15,spring,30,1970,17.25,POINT (9044708.626953477 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-702b,41298,15,spring,30,1970,12.31,POINT (9100368.372350115 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-702a,41299,15,spring,30,1970,9.21,POINT (9156028.117746752 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-7029,41300,15,spring,30,1970,2.51,POINT (9211687.863143386 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-7028,41301,15,spring,30,1970,-8.91,POINT (9267347.608540025 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-7027,41302,15,spring,30,1970,-8.77,POINT (9323007.353936663 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d035376_-7026,41303,15,spring,30,1970,-11.94,POINT (9378667.099333297 3343864.953833735)
