Number of Days with Dangerous Heat (Heat Index > 35°C) - (Days), Year, Model, Statistics, ISO3
0.0, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
1.29521, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
-12.081, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
-12.823, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
-12.724, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
1.16851, 2080-2099, hadgem2_es, Annual Anomaly, NPL
10.687, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
-2.7887, 2080-2099, miroc5, Annual Anomaly, NPL
2.25759, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
-7.7772, 2080-2099, noresm1_m, Annual Anomaly, NPL
-0.0345, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
0.55559, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
9.04202, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
