Number of Tropical Nights  (Tmin > 20°C) - (Days), Year, Model, Statistics, ISO3
2.15696, 2020-2039, canesm2, Aug Anomaly, NPL
1.82881, 2020-2039, canesm2, Sep Anomaly, NPL
2.05258, 2020-2039, canesm2, Oct Anomaly, NPL
0.04343, 2020-2039, canesm2, Nov Anomaly, NPL
0.00835, 2020-2039, canesm2, Dec Anomaly, NPL
0.05455, 2020-2039, ccsm4, Mar Anomaly, NPL
1.28724, 2020-2039, ccsm4, Apr Anomaly, NPL
2.11137, 2020-2039, ccsm4, May Anomaly, NPL
1.51659, 2020-2039, ccsm4, Jun Anomaly, NPL
1.76718, 2020-2039, ccsm4, Jul Anomaly, NPL
2.61014, 2020-2039, ccsm4, Aug Anomaly, NPL
2.1715, 2020-2039, ccsm4, Sep Anomaly, NPL
0.39396, 2020-2039, ccsm4, Oct Anomaly, NPL
0.0118, 2020-2039, ccsm4, Nov Anomaly, NPL
0.12453, 2020-2039, cesm1_bgc, Mar Anomaly, NPL
0.54226, 2020-2039, cesm1_bgc, Apr Anomaly, NPL
2.23076, 2020-2039, cesm1_bgc, May Anomaly, NPL
2.28822, 2020-2039, cesm1_bgc, Jun Anomaly, NPL
2.54216, 2020-2039, cesm1_bgc, Jul Anomaly, NPL
2.14261, 2020-2039, cesm1_bgc, Aug Anomaly, NPL
2.80525, 2020-2039, cesm1_bgc, Sep Anomaly, NPL
0.64601, 2020-2039, cesm1_bgc, Oct Anomaly, NPL
-9.0E-4, 2020-2039, cesm1_bgc, Nov Anomaly, NPL
-0.0017, 2020-2039, cesm1_bgc, Dec Anomaly, NPL
0.00292, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
0.22814, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
1.27157, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
2.39731, 2020-2039, cesm1_cam5, May Anomaly, NPL
1.79733, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
1.37031, 2020-2039, cesm1_cam5, Jul Anomaly, NPL
1.33457, 2020-2039, cesm1_cam5, Aug Anomaly, NPL
2.36414, 2020-2039, cesm1_cam5, Sep Anomaly, NPL
1.09514, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
0.04992, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
-7.0E-4, 2020-2039, cnrm_cm5, Jan Anomaly, NPL
0.00937, 2020-2039, cnrm_cm5, Feb Anomaly, NPL
0.09387, 2020-2039, cnrm_cm5, Mar Anomaly, NPL
1.26193, 2020-2039, cnrm_cm5, Apr Anomaly, NPL
2.8167, 2020-2039, cnrm_cm5, May Anomaly, NPL
1.2687, 2020-2039, cnrm_cm5, Jun Anomaly, NPL
0.92335, 2020-2039, cnrm_cm5, Jul Anomaly, NPL
0.92496, 2020-2039, cnrm_cm5, Aug Anomaly, NPL
0.92231, 2020-2039, cnrm_cm5, Sep Anomaly, NPL
0.37441, 2020-2039, cnrm_cm5, Oct Anomaly, NPL
-0.0223, 2020-2039, cnrm_cm5, Nov Anomaly, NPL
-3.0E-4, 2020-2039, cnrm_cm5, Dec Anomaly, NPL
0.03301, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
0.96414, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
2.82647, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
1.45818, 2020-2039, csiro_mk3_6_0, Jun Anomaly, NPL
0.19118, 2020-2039, csiro_mk3_6_0, Jul Anomaly, NPL
1.32146, 2020-2039, csiro_mk3_6_0, Aug Anomaly, NPL
2.96348, 2020-2039, csiro_mk3_6_0, Sep Anomaly, NPL
0.64262, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
0.00588, 2020-2039, csiro_mk3_6_0, Nov Anomaly, NPL
-9.0E-4, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
0.092, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
1.10015, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
3.53563, 2020-2039, gfdl_cm3, May Anomaly, NPL
3.12901, 2020-2039, gfdl_cm3, Jun Anomaly, NPL
2.13672, 2020-2039, gfdl_cm3, Jul Anomaly, NPL
2.4445, 2020-2039, gfdl_cm3, Aug Anomaly, NPL
2.15868, 2020-2039, gfdl_cm3, Sep Anomaly, NPL
2.46902, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
0.30197, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
2.1E-4, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
-2.0E-4, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
0.1176, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
0.58486, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
1.37953, 2020-2039, gfdl_esm2g, May Anomaly, NPL
1.46715, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
0.5249, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
0.47156, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
1.7127, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
0.50738, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
0.04572, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
0.00207, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
0.02115, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
0.55146, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
1.63019, 2020-2039, gfdl_esm2m, May Anomaly, NPL
0.81489, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
0.31554, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
0.30327, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
1.85137, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
1.09915, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
0.03132, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
0.00476, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
0.10098, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
1.4628, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
1.74897, 2020-2039, hadgem2_ao, May Anomaly, NPL
1.52372, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
1.01362, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
1.20666, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
2.87406, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
0.74221, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
0.01282, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
0.17639, 2020-2039, hadgem2_cc, Mar Anomaly, NPL
0.81749, 2020-2039, hadgem2_cc, Apr Anomaly, NPL
0.90073, 2020-2039, hadgem2_cc, May Anomaly, NPL
2.11449, 2020-2039, hadgem2_cc, Jun Anomaly, NPL
1.32129, 2020-2039, hadgem2_cc, Jul Anomaly, NPL
1.37712, 2020-2039, hadgem2_cc, Aug Anomaly, NPL
2.8646, 2020-2039, hadgem2_cc, Sep Anomaly, NPL
0.38395, 2020-2039, hadgem2_cc, Oct Anomaly, NPL
0.00622, 2020-2039, hadgem2_cc, Nov Anomaly, NPL
0.05936, 2020-2039, inmcm4, Jan Anomaly, NPL
-0.0119, 2020-2039, inmcm4, Feb Anomaly, NPL
0.03467, 2020-2039, inmcm4, Mar Anomaly, NPL
0.17635, 2020-2039, inmcm4, Apr Anomaly, NPL
1.3291, 2020-2039, inmcm4, May Anomaly, NPL
1.8763, 2020-2039, inmcm4, Jun Anomaly, NPL
0.35674, 2020-2039, inmcm4, Jul Anomaly, NPL
0.67471, 2020-2039, inmcm4, Aug Anomaly, NPL
0.46163, 2020-2039, inmcm4, Sep Anomaly, NPL
0.19154, 2020-2039, inmcm4, Oct Anomaly, NPL
0.27076, 2020-2039, inmcm4, Nov Anomaly, NPL
0.42832, 2020-2039, inmcm4, Dec Anomaly, NPL
-0.0093, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
0.42911, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
0.79511, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
2.6326, 2020-2039, ipsl_cm5a_lr, Jun Anomaly, NPL
1.97638, 2020-2039, ipsl_cm5a_lr, Jul Anomaly, NPL
1.68667, 2020-2039, ipsl_cm5a_lr, Aug Anomaly, NPL
2.06572, 2020-2039, ipsl_cm5a_lr, Sep Anomaly, NPL
0.69406, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
0.01648, 2020-2039, ipsl_cm5a_lr, Nov Anomaly, NPL
1.7E-4, 2020-2039, ipsl_cm5a_lr, Dec Anomaly, NPL
5.3E-4, 2020-2039, ipsl_cm5a_mr, Feb Anomaly, NPL
0.09175, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
0.8553, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
1.81565, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
2.74341, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, NPL
4.11025, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, NPL
3.96204, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, NPL
3.34091, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, NPL
1.34007, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
0.07442, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
0.00343, 2020-2039, ipsl_cm5b_lr, Feb Anomaly, NPL
0.0637, 2020-2039, ipsl_cm5b_lr, Mar Anomaly, NPL
0.70404, 2020-2039, ipsl_cm5b_lr, Apr Anomaly, NPL
0.67254, 2020-2039, ipsl_cm5b_lr, May Anomaly, NPL
1.88204, 2020-2039, ipsl_cm5b_lr, Jun Anomaly, NPL
1.19286, 2020-2039, ipsl_cm5b_lr, Jul Anomaly, NPL
1.32664, 2020-2039, ipsl_cm5b_lr, Aug Anomaly, NPL
2.42843, 2020-2039, ipsl_cm5b_lr, Sep Anomaly, NPL
0.61332, 2020-2039, ipsl_cm5b_lr, Oct Anomaly, NPL
0.12016, 2020-2039, ipsl_cm5b_lr, Nov Anomaly, NPL
1.7E-4, 2020-2039, ipsl_cm5b_lr, Dec Anomaly, NPL
0.18696, 2020-2039, miroc5, Mar Anomaly, NPL
1.29198, 2020-2039, miroc5, Apr Anomaly, NPL
2.10797, 2020-2039, miroc5, May Anomaly, NPL
2.18866, 2020-2039, miroc5, Jun Anomaly, NPL
1.85366, 2020-2039, miroc5, Jul Anomaly, NPL
2.77346, 2020-2039, miroc5, Aug Anomaly, NPL
1.30698, 2020-2039, miroc5, Sep Anomaly, NPL
1.14338, 2020-2039, miroc5, Oct Anomaly, NPL
0.04505, 2020-2039, miroc5, Nov Anomaly, NPL
6.3E-4, 2020-2039, miroc_esm_chem, Feb Anomaly, NPL
0.07762, 2020-2039, miroc_esm_chem, Mar Anomaly, NPL
1.12292, 2020-2039, miroc_esm_chem, Apr Anomaly, NPL
3.1009, 2020-2039, miroc_esm_chem, May Anomaly, NPL
2.76433, 2020-2039, miroc_esm_chem, Jun Anomaly, NPL
0.90295, 2020-2039, miroc_esm_chem, Jul Anomaly, NPL
0.81478, 2020-2039, miroc_esm_chem, Aug Anomaly, NPL
2.65281, 2020-2039, miroc_esm_chem, Sep Anomaly, NPL
1.00291, 2020-2039, miroc_esm_chem, Oct Anomaly, NPL
0.30552, 2020-2039, miroc_esm_chem, Nov Anomaly, NPL
0.01122, 2020-2039, miroc_esm_chem, Dec Anomaly, NPL
6.4E-4, 2020-2039, miroc_esm, Feb Anomaly, NPL
0.07895, 2020-2039, miroc_esm, Mar Anomaly, NPL
1.14692, 2020-2039, miroc_esm, Apr Anomaly, NPL
2.39886, 2020-2039, miroc_esm, May Anomaly, NPL
2.92521, 2020-2039, miroc_esm, Jun Anomaly, NPL
1.1481, 2020-2039, miroc_esm, Jul Anomaly, NPL
1.86432, 2020-2039, miroc_esm, Aug Anomaly, NPL
3.3695, 2020-2039, miroc_esm, Sep Anomaly, NPL
1.224, 2020-2039, miroc_esm, Oct Anomaly, NPL
0.17231, 2020-2039, miroc_esm, Nov Anomaly, NPL
0.01143, 2020-2039, miroc_esm, Dec Anomaly, NPL
0.10867, 2020-2039, mpi_esm_lr, Mar Anomaly, NPL
1.00689, 2020-2039, mpi_esm_lr, Apr Anomaly, NPL
1.9611, 2020-2039, mpi_esm_lr, May Anomaly, NPL
0.87624, 2020-2039, mpi_esm_lr, Jun Anomaly, NPL
1.52699, 2020-2039, mpi_esm_lr, Jul Anomaly, NPL
1.55785, 2020-2039, mpi_esm_lr, Aug Anomaly, NPL
2.93627, 2020-2039, mpi_esm_lr, Sep Anomaly, NPL
0.33647, 2020-2039, mpi_esm_lr, Oct Anomaly, NPL
0.01371, 2020-2039, mpi_esm_lr, Nov Anomaly, NPL
0.00233, 2020-2039, mpi_esm_mr, Feb Anomaly, NPL
0.03297, 2020-2039, mpi_esm_mr, Mar Anomaly, NPL
0.6596, 2020-2039, mpi_esm_mr, Apr Anomaly, NPL
2.01548, 2020-2039, mpi_esm_mr, May Anomaly, NPL
1.23306, 2020-2039, mpi_esm_mr, Jun Anomaly, NPL
1.04281, 2020-2039, mpi_esm_mr, Jul Anomaly, NPL
2.07994, 2020-2039, mpi_esm_mr, Aug Anomaly, NPL
2.17191, 2020-2039, mpi_esm_mr, Sep Anomaly, NPL
0.97053, 2020-2039, mpi_esm_mr, Oct Anomaly, NPL
0.02481, 2020-2039, mpi_esm_mr, Nov Anomaly, NPL
8.1E-4, 2020-2039, mpi_esm_mr, Dec Anomaly, NPL
4.2E-4, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
3.4E-4, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
0.10169, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
0.87078, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
1.42077, 2020-2039, mri_cgcm3, May Anomaly, NPL
0.87168, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
0.6779, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
1.69739, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
0.99333, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
0.14605, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
0.00494, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
1.7E-4, 2020-2039, noresm1_m, Feb Anomaly, NPL
0.05084, 2020-2039, noresm1_m, Mar Anomaly, NPL
0.8482, 2020-2039, noresm1_m, Apr Anomaly, NPL
2.60685, 2020-2039, noresm1_m, May Anomaly, NPL
0.75537, 2020-2039, noresm1_m, Jun Anomaly, NPL
0.25125, 2020-2039, noresm1_m, Jul Anomaly, NPL
0.76678, 2020-2039, noresm1_m, Aug Anomaly, NPL
2.01121, 2020-2039, noresm1_m, Sep Anomaly, NPL
0.5908, 2020-2039, noresm1_m, Oct Anomaly, NPL
0.01148, 2020-2039, noresm1_m, Nov Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.0266, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.3582, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-1.2218, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-2.2912, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.2483, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-1.5452, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-2.0448, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.1776, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.0113, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
1.4E-4, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
0.08438, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
0.75457, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
2.2132, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
1.70704, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
0.88132, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
1.55708, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
2.59043, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
0.97781, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
0.02833, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
4.7E-4, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
0.00856, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
0.36455, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
2.29363, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
4.58087, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
3.3219, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
3.40562, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
4.38206, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
6.24026, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
3.68386, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
0.5608, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
0.01431, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
9.71947, 2020-2039, access1_0, Annual Anomaly, NPL
9.2272, 2020-2039, access1_3, Annual Anomaly, NPL
11.1145, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
7.95247, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
10.4074, 2020-2039, bnu_esm, Annual Anomaly, NPL
12.4781, 2020-2039, canesm2, Annual Anomaly, NPL
11.9243, 2020-2039, ccsm4, Annual Anomaly, NPL
13.3191, 2020-2039, cesm1_bgc, Annual Anomaly, NPL
11.9113, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
8.57165, 2020-2039, cnrm_cm5, Annual Anomaly, NPL
10.4064, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
17.3669, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
6.8112, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
6.62045, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
10.1815, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
9.48792, 2020-2039, hadgem2_cc, Annual Anomaly, NPL
5.8476, 2020-2039, inmcm4, Annual Anomaly, NPL
10.2869, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
18.3343, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
9.00736, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, NPL
12.8981, 2020-2039, miroc5, Annual Anomaly, NPL
12.7551, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
14.3388, 2020-2039, miroc_esm, Annual Anomaly, NPL
10.3245, 2020-2039, mpi_esm_lr, Annual Anomaly, NPL
10.2355, 2020-2039, mpi_esm_mr, Annual Anomaly, NPL
6.78329, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
7.89299, 2020-2039, noresm1_m, Annual Anomaly, NPL
-2.5649, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
10.0023, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
24.4294, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
