Number of Tropical Nights  (Tmin > 20°C) - (Days), Year, Model, Statistics, ISO3
0.0161, 2060-2079, ccsm4, Nov Anomaly, NPL
7.7E-4, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
0.41057, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
1.34124, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
4.13995, 2060-2079, cesm1_cam5, May Anomaly, NPL
2.56506, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
1.98444, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
1.85876, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
3.76911, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
1.80008, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
0.08829, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
0.00337, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
-5.0E-4, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
0.00631, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
0.08835, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
0.94625, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
1.88369, 2060-2079, cnrm_cm5, May Anomaly, NPL
1.47592, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
1.14579, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
1.32048, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
1.90586, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
0.84427, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
-0.0074, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
2.2E-4, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
1.4E-4, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
0.11505, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
1.40061, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
3.43751, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
1.58734, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
0.24233, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
1.55345, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
4.42833, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
1.40317, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
0.09115, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
0.01047, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
0.01091, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
0.27333, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
1.96306, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
4.80796, 2060-2079, gfdl_cm3, May Anomaly, NPL
3.97361, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
3.61819, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
4.09117, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
5.08397, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
3.17756, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
0.34203, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
0.00597, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
-5.0E-4, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
0.15487, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
0.10121, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
-0.512, 2060-2079, gfdl_esm2g, May Anomaly, NPL
0.89719, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
0.27164, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
0.34103, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
1.3715, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
0.50447, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
0.00321, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
0.00292, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
0.09349, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
-0.0735, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
1.31103, 2060-2079, gfdl_esm2m, May Anomaly, NPL
1.04394, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
0.58859, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
0.32412, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
1.51572, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
0.69677, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
0.03951, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
2.4E-4, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
0.0623, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
0.57184, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
0.55226, 2060-2079, hadgem2_ao, May Anomaly, NPL
1.32064, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
0.85491, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
1.09623, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
2.52987, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
0.66194, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
0.00638, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
0.00415, 2060-2079, hadgem2_es, Feb Anomaly, NPL
0.09997, 2060-2079, hadgem2_es, Mar Anomaly, NPL
1.08119, 2060-2079, hadgem2_es, Apr Anomaly, NPL
1.89924, 2060-2079, hadgem2_es, May Anomaly, NPL
1.97427, 2060-2079, hadgem2_es, Jun Anomaly, NPL
1.17521, 2060-2079, hadgem2_es, Jul Anomaly, NPL
0.98242, 2060-2079, hadgem2_es, Aug Anomaly, NPL
4.10929, 2060-2079, hadgem2_es, Sep Anomaly, NPL
1.219, 2060-2079, hadgem2_es, Oct Anomaly, NPL
0.06735, 2060-2079, hadgem2_es, Nov Anomaly, NPL
1.7E-4, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
0.02773, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
0.50356, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
0.86222, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
2.22865, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
2.08529, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
2.39404, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
2.57608, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
1.41228, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
0.12999, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
7.4E-4, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
6.9E-4, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
0.1525, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
1.14399, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
1.83646, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
2.36681, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
4.19468, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
4.39193, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
3.14615, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
1.18299, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
0.16234, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
0.13157, 2060-2079, miroc5, Mar Anomaly, NPL
1.83014, 2060-2079, miroc5, Apr Anomaly, NPL
3.24288, 2060-2079, miroc5, May Anomaly, NPL
2.95466, 2060-2079, miroc5, Jun Anomaly, NPL
3.10683, 2060-2079, miroc5, Jul Anomaly, NPL
4.12212, 2060-2079, miroc5, Aug Anomaly, NPL
2.16694, 2060-2079, miroc5, Sep Anomaly, NPL
1.45563, 2060-2079, miroc5, Oct Anomaly, NPL
0.05581, 2060-2079, miroc5, Nov Anomaly, NPL
4.9E-4, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
0.00549, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
0.06387, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
1.28733, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
3.64797, 2060-2079, miroc_esm_chem, May Anomaly, NPL
3.0866, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
0.88608, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
0.86087, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
3.20781, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
1.87101, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
0.4536, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
0.03062, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
0.0056, 2060-2079, miroc_esm, Jan Anomaly, NPL
0.01067, 2060-2079, miroc_esm, Feb Anomaly, NPL
0.17583, 2060-2079, miroc_esm, Mar Anomaly, NPL
1.33516, 2060-2079, miroc_esm, Apr Anomaly, NPL
2.52687, 2060-2079, miroc_esm, May Anomaly, NPL
3.28431, 2060-2079, miroc_esm, Jun Anomaly, NPL
1.01146, 2060-2079, miroc_esm, Jul Anomaly, NPL
1.63638, 2060-2079, miroc_esm, Aug Anomaly, NPL
3.64786, 2060-2079, miroc_esm, Sep Anomaly, NPL
1.74483, 2060-2079, miroc_esm, Oct Anomaly, NPL
0.24291, 2060-2079, miroc_esm, Nov Anomaly, NPL
0.026, 2060-2079, miroc_esm, Dec Anomaly, NPL
3.1E-4, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
0.16731, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
1.07163, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
1.80569, 2060-2079, mpi_esm_lr, May Anomaly, NPL
0.95992, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
1.70823, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
2.0568, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
3.07492, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
0.89785, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
0.01062, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
0.15248, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
1.03325, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
1.93505, 2060-2079, mpi_esm_mr, May Anomaly, NPL
1.20233, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
1.32907, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
1.91439, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
1.91794, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
0.75043, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
0.02436, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
4.2E-4, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
-4.0E-4, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
0.04979, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
1.62431, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
1.32445, 2060-2079, mri_cgcm3, May Anomaly, NPL
1.12472, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
0.8057, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
2.324, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
1.94041, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
0.58034, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
0.00316, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
8.8E-4, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
0.03037, 2060-2079, noresm1_m, Mar Anomaly, NPL
0.81775, 2060-2079, noresm1_m, Apr Anomaly, NPL
2.44106, 2060-2079, noresm1_m, May Anomaly, NPL
1.20319, 2060-2079, noresm1_m, Jun Anomaly, NPL
0.28668, 2060-2079, noresm1_m, Jul Anomaly, NPL
0.6332, 2060-2079, noresm1_m, Aug Anomaly, NPL
2.2673, 2060-2079, noresm1_m, Sep Anomaly, NPL
1.19324, 2060-2079, noresm1_m, Oct Anomaly, NPL
0.04074, 2060-2079, noresm1_m, Nov Anomaly, NPL
0.00223, 2060-2079, noresm1_m, Dec Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
0.00988, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
0.04873, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.5427, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-1.4889, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.476, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-1.9451, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-1.3444, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
0.15597, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.0082, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
3.5E-4, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
0.1306, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
0.96652, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
2.46529, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
2.23644, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
0.96594, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
1.42319, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
2.88243, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
1.2032, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
0.06585, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
0.0, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
0.00533, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
0.01353, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
0.46411, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
2.92483, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
5.17474, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
3.63639, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
4.0963, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
4.77672, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
6.94014, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
4.45954, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
0.54416, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
0.02955, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
13.5224, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
10.1403, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
11.5559, 2060-2079, bnu_esm, Annual Anomaly, NPL
17.0092, 2060-2079, canesm2, Annual Anomaly, NPL
14.9459, 2060-2079, ccsm4, Annual Anomaly, NPL
17.9616, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
9.60746, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
14.2591, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
27.3582, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
3.13261, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
5.54284, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
7.29181, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
12.0115, 2060-2079, hadgem2_es, Annual Anomaly, NPL
12.2207, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
18.5785, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
19.0666, 2060-2079, miroc5, Annual Anomaly, NPL
15.4013, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
15.6471, 2060-2079, miroc_esm, Annual Anomaly, NPL
11.7538, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
10.2603, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
9.77659, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
8.91581, 2060-2079, noresm1_m, Annual Anomaly, NPL
-2.01, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
11.928, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
30.0565, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
