Number of Tropical Nights  (Tmin > 20°C) - (Days), Year, Model, Statistics, ISO3
0.04997, 2040-2059, bnu_esm, Nov Anomaly, NPL
-0.0012, 2040-2059, bnu_esm, Dec Anomaly, NPL
0.00191, 2040-2059, canesm2, Jan Anomaly, NPL
0.01846, 2040-2059, canesm2, Feb Anomaly, NPL
0.21104, 2040-2059, canesm2, Mar Anomaly, NPL
0.80602, 2040-2059, canesm2, Apr Anomaly, NPL
3.18032, 2040-2059, canesm2, May Anomaly, NPL
2.28188, 2040-2059, canesm2, Jun Anomaly, NPL
2.42009, 2040-2059, canesm2, Jul Anomaly, NPL
2.8432, 2040-2059, canesm2, Aug Anomaly, NPL
2.64007, 2040-2059, canesm2, Sep Anomaly, NPL
3.94045, 2040-2059, canesm2, Oct Anomaly, NPL
0.08369, 2040-2059, canesm2, Nov Anomaly, NPL
0.02405, 2040-2059, canesm2, Dec Anomaly, NPL
1.7E-4, 2040-2059, ccsm4, Feb Anomaly, NPL
0.21043, 2040-2059, ccsm4, Mar Anomaly, NPL
1.9507, 2040-2059, ccsm4, Apr Anomaly, NPL
2.1051, 2040-2059, ccsm4, May Anomaly, NPL
2.32582, 2040-2059, ccsm4, Jun Anomaly, NPL
2.26228, 2040-2059, ccsm4, Jul Anomaly, NPL
3.01241, 2040-2059, ccsm4, Aug Anomaly, NPL
2.79584, 2040-2059, ccsm4, Sep Anomaly, NPL
0.48884, 2040-2059, ccsm4, Oct Anomaly, NPL
0.0041, 2040-2059, ccsm4, Nov Anomaly, NPL
0.00212, 2040-2059, cesm1_bgc, Feb Anomaly, NPL
0.18703, 2040-2059, cesm1_bgc, Mar Anomaly, NPL
0.96687, 2040-2059, cesm1_bgc, Apr Anomaly, NPL
2.46356, 2040-2059, cesm1_bgc, May Anomaly, NPL
2.24748, 2040-2059, cesm1_bgc, Jun Anomaly, NPL
2.82086, 2040-2059, cesm1_bgc, Jul Anomaly, NPL
2.35845, 2040-2059, cesm1_bgc, Aug Anomaly, NPL
3.24047, 2040-2059, cesm1_bgc, Sep Anomaly, NPL
0.87449, 2040-2059, cesm1_bgc, Oct Anomaly, NPL
0.00978, 2040-2059, cesm1_bgc, Nov Anomaly, NPL
-9.0E-4, 2040-2059, cesm1_bgc, Dec Anomaly, NPL
4.2E-4, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
0.2412, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
1.2946, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
2.67593, 2040-2059, cesm1_cam5, May Anomaly, NPL
2.06268, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
1.82838, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
1.77044, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
3.6272, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
2.14734, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
0.08731, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
-3.0E-4, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
0.01409, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
0.27419, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
1.68008, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
3.2898, 2040-2059, cnrm_cm5, May Anomaly, NPL
1.86182, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
1.53238, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
1.39659, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
2.56193, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
1.06331, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
-0.0025, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
-1.0E-4, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
0.00255, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
0.16286, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
1.79508, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
4.77963, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
1.74821, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
0.33023, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
1.57932, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
4.9973, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
1.75099, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
0.0699, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
0.00363, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
0.00794, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
0.28339, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
2.26054, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
5.20495, 2040-2059, gfdl_cm3, May Anomaly, NPL
3.63485, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
3.32819, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
3.83453, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
4.20742, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
3.03287, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
0.18463, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
3.1E-4, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
0.00576, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
0.16122, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
0.65907, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
1.04569, 2040-2059, gfdl_esm2g, May Anomaly, NPL
1.52205, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
0.72828, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
0.66672, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
2.63257, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
1.11572, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
0.0045, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
-1.0E-4, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
0.04887, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
0.21308, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
2.15592, 2040-2059, gfdl_esm2m, May Anomaly, NPL
1.66417, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
0.46182, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
0.47037, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
2.83347, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
1.09233, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
0.04698, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
0.21831, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
1.79586, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
3.3111, 2040-2059, hadgem2_ao, May Anomaly, NPL
1.76192, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
1.24387, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
1.37918, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
4.27149, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
1.67512, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
0.01789, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
0.22926, 2040-2059, hadgem2_cc, Mar Anomaly, NPL
1.39676, 2040-2059, hadgem2_cc, Apr Anomaly, NPL
1.90326, 2040-2059, hadgem2_cc, May Anomaly, NPL
2.94232, 2040-2059, hadgem2_cc, Jun Anomaly, NPL
1.64073, 2040-2059, hadgem2_cc, Jul Anomaly, NPL
1.59572, 2040-2059, hadgem2_cc, Aug Anomaly, NPL
4.59719, 2040-2059, hadgem2_cc, Sep Anomaly, NPL
1.08239, 2040-2059, hadgem2_cc, Oct Anomaly, NPL
0.02212, 2040-2059, hadgem2_cc, Nov Anomaly, NPL
0.00117, 2040-2059, hadgem2_cc, Dec Anomaly, NPL
0.05579, 2040-2059, inmcm4, Jan Anomaly, NPL
-0.0894, 2040-2059, inmcm4, Feb Anomaly, NPL
0.02158, 2040-2059, inmcm4, Mar Anomaly, NPL
0.2225, 2040-2059, inmcm4, Apr Anomaly, NPL
0.953, 2040-2059, inmcm4, May Anomaly, NPL
1.8859, 2040-2059, inmcm4, Jun Anomaly, NPL
0.79648, 2040-2059, inmcm4, Jul Anomaly, NPL
1.03369, 2040-2059, inmcm4, Aug Anomaly, NPL
0.80608, 2040-2059, inmcm4, Sep Anomaly, NPL
0.42525, 2040-2059, inmcm4, Oct Anomaly, NPL
-0.8831, 2040-2059, inmcm4, Nov Anomaly, NPL
0.31719, 2040-2059, inmcm4, Dec Anomaly, NPL
3.7E-4, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
0.07524, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
1.10626, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
2.28511, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
4.1735, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
2.81976, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
2.70186, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
3.96944, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
2.14831, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
0.26044, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
3.7E-4, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
0.0065, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
0.14073, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
1.68613, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
2.95345, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
3.55699, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
4.91117, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
5.02364, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
5.57406, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
2.33639, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
0.23309, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
1.4E-4, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
0.19513, 2040-2059, ipsl_cm5b_lr, Mar Anomaly, NPL
0.68833, 2040-2059, ipsl_cm5b_lr, Apr Anomaly, NPL
1.32011, 2040-2059, ipsl_cm5b_lr, May Anomaly, NPL
2.427, 2040-2059, ipsl_cm5b_lr, Jun Anomaly, NPL
1.52387, 2040-2059, ipsl_cm5b_lr, Jul Anomaly, NPL
1.8473, 2040-2059, ipsl_cm5b_lr, Aug Anomaly, NPL
3.4849, 2040-2059, ipsl_cm5b_lr, Sep Anomaly, NPL
1.13315, 2040-2059, ipsl_cm5b_lr, Oct Anomaly, NPL
0.01859, 2040-2059, ipsl_cm5b_lr, Nov Anomaly, NPL
0.00529, 2040-2059, ipsl_cm5b_lr, Dec Anomaly, NPL
0.33745, 2040-2059, miroc5, Mar Anomaly, NPL
2.12066, 2040-2059, miroc5, Apr Anomaly, NPL
4.27327, 2040-2059, miroc5, May Anomaly, NPL
2.96478, 2040-2059, miroc5, Jun Anomaly, NPL
2.57092, 2040-2059, miroc5, Jul Anomaly, NPL
4.15924, 2040-2059, miroc5, Aug Anomaly, NPL
2.13297, 2040-2059, miroc5, Sep Anomaly, NPL
1.71036, 2040-2059, miroc5, Oct Anomaly, NPL
0.08454, 2040-2059, miroc5, Nov Anomaly, NPL
3.9E-4, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
0.01242, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
0.1395, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
1.67442, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
4.13622, 2040-2059, miroc_esm_chem, May Anomaly, NPL
3.27631, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
1.11626, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
1.28014, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
3.96678, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
2.97805, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
0.85858, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
0.0038, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
0.00486, 2040-2059, miroc_esm, Jan Anomaly, NPL
0.0156, 2040-2059, miroc_esm, Feb Anomaly, NPL
0.13344, 2040-2059, miroc_esm, Mar Anomaly, NPL
1.67383, 2040-2059, miroc_esm, Apr Anomaly, NPL
2.83517, 2040-2059, miroc_esm, May Anomaly, NPL
3.40146, 2040-2059, miroc_esm, Jun Anomaly, NPL
1.35765, 2040-2059, miroc_esm, Jul Anomaly, NPL
1.89667, 2040-2059, miroc_esm, Aug Anomaly, NPL
4.16555, 2040-2059, miroc_esm, Sep Anomaly, NPL
2.44187, 2040-2059, miroc_esm, Oct Anomaly, NPL
0.4892, 2040-2059, miroc_esm, Nov Anomaly, NPL
0.02981, 2040-2059, miroc_esm, Dec Anomaly, NPL
0.00109, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
0.27057, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
2.17211, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
3.57711, 2040-2059, mpi_esm_lr, May Anomaly, NPL
1.5371, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
1.94933, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
2.94066, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
4.63041, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
0.98738, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
0.06146, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
1.8E-4, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
0.24294, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
1.99109, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
3.46382, 2040-2059, mpi_esm_mr, May Anomaly, NPL
1.91555, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
1.71988, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
2.62293, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
3.71021, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
1.81315, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
0.07152, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
0.0018, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
0.38002, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
1.57297, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
2.72507, 2040-2059, mri_cgcm3, May Anomaly, NPL
1.11373, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
0.94055, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
2.32206, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
2.35419, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
0.23934, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
7.6E-4, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
0.09269, 2040-2059, noresm1_m, Mar Anomaly, NPL
1.33378, 2040-2059, noresm1_m, Apr Anomaly, NPL
2.51381, 2040-2059, noresm1_m, May Anomaly, NPL
1.24325, 2040-2059, noresm1_m, Jun Anomaly, NPL
0.39071, 2040-2059, noresm1_m, Jul Anomaly, NPL
0.80686, 2040-2059, noresm1_m, Aug Anomaly, NPL
3.02671, 2040-2059, noresm1_m, Sep Anomaly, NPL
1.58181, 2040-2059, noresm1_m, Oct Anomaly, NPL
0.06155, 2040-2059, noresm1_m, Nov Anomaly, NPL
0.0528, 2040-2059, noresm1_m, Dec Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
0.01159, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.0676, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.5152, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-1.133, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.2465, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.516, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.5938, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
0.32377, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.002, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
3.2E-4, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
0.17775, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
1.25183, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
2.89525, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
2.30489, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
1.16961, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
1.86347, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
3.97448, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
1.69441, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
0.05842, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
0.00428, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
0.02108, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
0.55192, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
3.17277, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
5.87546, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
3.7923, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
4.46217, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
5.48121, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
7.33464, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
4.96153, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
0.6927, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
0.04477, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
16.9224, 2040-2059, access1_0, Annual Anomaly, NPL
12.932, 2040-2059, access1_3, Annual Anomaly, NPL
17.7086, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
13.7629, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
12.9368, 2040-2059, bnu_esm, Annual Anomaly, NPL
18.4512, 2040-2059, canesm2, Annual Anomaly, NPL
15.1557, 2040-2059, ccsm4, Annual Anomaly, NPL
15.1702, 2040-2059, cesm1_bgc, Annual Anomaly, NPL
15.7355, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
13.6722, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
17.2161, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
25.9833, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
8.54162, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
8.98694, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
14.9283, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
14.6771, 2040-2059, hadgem2_cc, Annual Anomaly, NPL
5.54494, 2040-2059, inmcm4, Annual Anomaly, NPL
19.5407, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
26.4223, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
12.6437, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, NPL
20.3542, 2040-2059, miroc5, Annual Anomaly, NPL
19.4413, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
18.4446, 2040-2059, miroc_esm, Annual Anomaly, NPL
18.127, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
17.5514, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
11.6494, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
11.104, 2040-2059, noresm1_m, Annual Anomaly, NPL
4.14661, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
14.0453, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
31.6348, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
