Number of Tropical Nights  (Tmin > 20°C) - (Days), Year, Model, Statistics, ISO3
2.40655, 2020-2039, canesm2, May Anomaly, NPL
1.98829, 2020-2039, canesm2, Jun Anomaly, NPL
1.66997, 2020-2039, canesm2, Jul Anomaly, NPL
1.69547, 2020-2039, canesm2, Aug Anomaly, NPL
1.58668, 2020-2039, canesm2, Sep Anomaly, NPL
2.78821, 2020-2039, canesm2, Oct Anomaly, NPL
0.05389, 2020-2039, canesm2, Nov Anomaly, NPL
0.01235, 2020-2039, canesm2, Dec Anomaly, NPL
0.08068, 2020-2039, ccsm4, Mar Anomaly, NPL
1.34407, 2020-2039, ccsm4, Apr Anomaly, NPL
3.21778, 2020-2039, ccsm4, May Anomaly, NPL
2.45348, 2020-2039, ccsm4, Jun Anomaly, NPL
1.92413, 2020-2039, ccsm4, Jul Anomaly, NPL
2.57726, 2020-2039, ccsm4, Aug Anomaly, NPL
1.92556, 2020-2039, ccsm4, Sep Anomaly, NPL
0.62736, 2020-2039, ccsm4, Oct Anomaly, NPL
0.00628, 2020-2039, ccsm4, Nov Anomaly, NPL
6.6E-4, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
0.25482, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
1.01509, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
2.21805, 2020-2039, cesm1_cam5, May Anomaly, NPL
2.03224, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
1.23906, 2020-2039, cesm1_cam5, Jul Anomaly, NPL
1.39417, 2020-2039, cesm1_cam5, Aug Anomaly, NPL
3.03154, 2020-2039, cesm1_cam5, Sep Anomaly, NPL
1.16875, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
0.06277, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
-5.0E-4, 2020-2039, cnrm_cm5, Jan Anomaly, NPL
0.00631, 2020-2039, cnrm_cm5, Feb Anomaly, NPL
0.07622, 2020-2039, cnrm_cm5, Mar Anomaly, NPL
0.81079, 2020-2039, cnrm_cm5, Apr Anomaly, NPL
1.54417, 2020-2039, cnrm_cm5, May Anomaly, NPL
1.38083, 2020-2039, cnrm_cm5, Jun Anomaly, NPL
0.87638, 2020-2039, cnrm_cm5, Jul Anomaly, NPL
0.62361, 2020-2039, cnrm_cm5, Aug Anomaly, NPL
1.08467, 2020-2039, cnrm_cm5, Sep Anomaly, NPL
0.57875, 2020-2039, cnrm_cm5, Oct Anomaly, NPL
0.06145, 2020-2039, cnrm_cm5, Nov Anomaly, NPL
-3.0E-4, 2020-2039, cnrm_cm5, Dec Anomaly, NPL
0.03395, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
1.1526, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
2.8992, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
1.37939, 2020-2039, csiro_mk3_6_0, Jun Anomaly, NPL
0.20996, 2020-2039, csiro_mk3_6_0, Jul Anomaly, NPL
1.26855, 2020-2039, csiro_mk3_6_0, Aug Anomaly, NPL
3.07536, 2020-2039, csiro_mk3_6_0, Sep Anomaly, NPL
1.06423, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
0.01413, 2020-2039, csiro_mk3_6_0, Nov Anomaly, NPL
4.2E-4, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
0.0069, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
0.17211, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
1.26566, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
3.07438, 2020-2039, gfdl_cm3, May Anomaly, NPL
2.99374, 2020-2039, gfdl_cm3, Jun Anomaly, NPL
2.07397, 2020-2039, gfdl_cm3, Jul Anomaly, NPL
2.013, 2020-2039, gfdl_cm3, Aug Anomaly, NPL
1.91329, 2020-2039, gfdl_cm3, Sep Anomaly, NPL
1.86438, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
0.23534, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
-0.001, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
0.00854, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
0.13621, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
0.26136, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
0.32911, 2020-2039, gfdl_esm2g, May Anomaly, NPL
0.68611, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
0.50421, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
0.13682, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
1.45744, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
0.16703, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
0.00806, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
-2.0E-4, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
0.09433, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
0.22484, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
1.83273, 2020-2039, gfdl_esm2m, May Anomaly, NPL
1.13276, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
0.43715, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
0.68319, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
2.44368, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
0.73736, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
0.02522, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
-0.0212, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
0.23606, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
0.44724, 2020-2039, hadgem2_ao, May Anomaly, NPL
0.55744, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
0.43892, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
0.67508, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
1.46923, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
0.33981, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
0.00155, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
0.15982, 2020-2039, hadgem2_es, Mar Anomaly, NPL
1.3677, 2020-2039, hadgem2_es, Apr Anomaly, NPL
1.81729, 2020-2039, hadgem2_es, May Anomaly, NPL
1.85906, 2020-2039, hadgem2_es, Jun Anomaly, NPL
1.1548, 2020-2039, hadgem2_es, Jul Anomaly, NPL
0.97511, 2020-2039, hadgem2_es, Aug Anomaly, NPL
3.35139, 2020-2039, hadgem2_es, Sep Anomaly, NPL
0.97524, 2020-2039, hadgem2_es, Oct Anomaly, NPL
0.02906, 2020-2039, hadgem2_es, Nov Anomaly, NPL
0.00869, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
0.34597, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
0.68542, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
1.6783, 2020-2039, ipsl_cm5a_lr, Jun Anomaly, NPL
1.79251, 2020-2039, ipsl_cm5a_lr, Jul Anomaly, NPL
1.81352, 2020-2039, ipsl_cm5a_lr, Aug Anomaly, NPL
2.58855, 2020-2039, ipsl_cm5a_lr, Sep Anomaly, NPL
0.63651, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
0.09326, 2020-2039, ipsl_cm5a_lr, Nov Anomaly, NPL
0.11709, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
0.74409, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
1.05859, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
1.23809, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, NPL
3.03017, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, NPL
2.83903, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, NPL
1.88413, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, NPL
0.70239, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
0.02501, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
0.10911, 2020-2039, miroc5, Mar Anomaly, NPL
1.20403, 2020-2039, miroc5, Apr Anomaly, NPL
2.27719, 2020-2039, miroc5, May Anomaly, NPL
1.95074, 2020-2039, miroc5, Jun Anomaly, NPL
1.68986, 2020-2039, miroc5, Jul Anomaly, NPL
2.42983, 2020-2039, miroc5, Aug Anomaly, NPL
1.30635, 2020-2039, miroc5, Sep Anomaly, NPL
0.92503, 2020-2039, miroc5, Oct Anomaly, NPL
0.00886, 2020-2039, miroc5, Nov Anomaly, NPL
0.00311, 2020-2039, miroc_esm_chem, Feb Anomaly, NPL
0.03613, 2020-2039, miroc_esm_chem, Mar Anomaly, NPL
1.00809, 2020-2039, miroc_esm_chem, Apr Anomaly, NPL
3.42694, 2020-2039, miroc_esm_chem, May Anomaly, NPL
2.96932, 2020-2039, miroc_esm_chem, Jun Anomaly, NPL
0.88644, 2020-2039, miroc_esm_chem, Jul Anomaly, NPL
0.86764, 2020-2039, miroc_esm_chem, Aug Anomaly, NPL
3.26767, 2020-2039, miroc_esm_chem, Sep Anomaly, NPL
1.94695, 2020-2039, miroc_esm_chem, Oct Anomaly, NPL
0.21769, 2020-2039, miroc_esm_chem, Nov Anomaly, NPL
6.0E-4, 2020-2039, miroc_esm_chem, Dec Anomaly, NPL
0.00272, 2020-2039, miroc_esm, Feb Anomaly, NPL
0.01966, 2020-2039, miroc_esm, Mar Anomaly, NPL
0.63787, 2020-2039, miroc_esm, Apr Anomaly, NPL
1.72513, 2020-2039, miroc_esm, May Anomaly, NPL
2.57448, 2020-2039, miroc_esm, Jun Anomaly, NPL
1.01384, 2020-2039, miroc_esm, Jul Anomaly, NPL
1.46927, 2020-2039, miroc_esm, Aug Anomaly, NPL
2.84649, 2020-2039, miroc_esm, Sep Anomaly, NPL
1.11516, 2020-2039, miroc_esm, Oct Anomaly, NPL
0.19406, 2020-2039, miroc_esm, Nov Anomaly, NPL
0.0054, 2020-2039, miroc_esm, Dec Anomaly, NPL
0.15803, 2020-2039, mpi_esm_lr, Mar Anomaly, NPL
1.13608, 2020-2039, mpi_esm_lr, Apr Anomaly, NPL
2.21402, 2020-2039, mpi_esm_lr, May Anomaly, NPL
0.89355, 2020-2039, mpi_esm_lr, Jun Anomaly, NPL
1.42156, 2020-2039, mpi_esm_lr, Jul Anomaly, NPL
2.15965, 2020-2039, mpi_esm_lr, Aug Anomaly, NPL
2.57453, 2020-2039, mpi_esm_lr, Sep Anomaly, NPL
0.72417, 2020-2039, mpi_esm_lr, Oct Anomaly, NPL
0.02967, 2020-2039, mpi_esm_lr, Nov Anomaly, NPL
5.3E-4, 2020-2039, mpi_esm_lr, Dec Anomaly, NPL
0.05487, 2020-2039, mpi_esm_mr, Mar Anomaly, NPL
0.32691, 2020-2039, mpi_esm_mr, Apr Anomaly, NPL
1.63937, 2020-2039, mpi_esm_mr, May Anomaly, NPL
1.22338, 2020-2039, mpi_esm_mr, Jun Anomaly, NPL
1.33804, 2020-2039, mpi_esm_mr, Jul Anomaly, NPL
1.85348, 2020-2039, mpi_esm_mr, Aug Anomaly, NPL
2.24417, 2020-2039, mpi_esm_mr, Sep Anomaly, NPL
0.78294, 2020-2039, mpi_esm_mr, Oct Anomaly, NPL
0.05028, 2020-2039, mpi_esm_mr, Nov Anomaly, NPL
0.00191, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
0.11149, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
0.90286, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
1.03902, 2020-2039, mri_cgcm3, May Anomaly, NPL
0.95529, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
0.81888, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
1.80342, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
0.9937, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
0.21489, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
0.02879, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
-0.0209, 2020-2039, noresm1_m, Mar Anomaly, NPL
0.61469, 2020-2039, noresm1_m, Apr Anomaly, NPL
2.03551, 2020-2039, noresm1_m, May Anomaly, NPL
1.14317, 2020-2039, noresm1_m, Jun Anomaly, NPL
0.20831, 2020-2039, noresm1_m, Jul Anomaly, NPL
0.5654, 2020-2039, noresm1_m, Aug Anomaly, NPL
1.89349, 2020-2039, noresm1_m, Sep Anomaly, NPL
0.47326, 2020-2039, noresm1_m, Oct Anomaly, NPL
0.00372, 2020-2039, noresm1_m, Nov Anomaly, NPL
0.02678, 2020-2039, noresm1_m, Dec Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.0431, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.1066, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.6941, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-2.5632, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.4867, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-3.3126, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-2.1372, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.1415, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.0055, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
0.09775, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
0.81266, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
2.01701, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
1.91963, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
0.8791, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
1.3089, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
2.5644, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
0.93132, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
0.03131, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
2.6E-4, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
0.01062, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
0.39597, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
2.36707, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
4.67117, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
3.29441, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
3.25565, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
3.75477, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
5.8811, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
3.5668, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
0.4855, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
0.01387, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
8.54681, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
7.20576, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
9.73889, 2020-2039, bnu_esm, Annual Anomaly, NPL
13.0151, 2020-2039, canesm2, Annual Anomaly, NPL
14.1566, 2020-2039, ccsm4, Annual Anomaly, NPL
12.4172, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
7.04403, 2020-2039, cnrm_cm5, Annual Anomaly, NPL
11.0974, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
15.6122, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
3.69493, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
7.61104, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
3.94681, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
11.1328, 2020-2039, hadgem2_es, Annual Anomaly, NPL
9.64278, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
11.6386, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
11.901, 2020-2039, miroc5, Annual Anomaly, NPL
14.6302, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
11.6028, 2020-2039, miroc_esm, Annual Anomaly, NPL
11.3126, 2020-2039, mpi_esm_lr, Annual Anomaly, NPL
9.51451, 2020-2039, mpi_esm_mr, Annual Anomaly, NPL
6.86918, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
6.94343, 2020-2039, noresm1_m, Annual Anomaly, NPL
-6.3591, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
10.0825, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
23.2989, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
