Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
3.86772, 2080-2099, access1_0, Jan Anomaly, NPL
4.85409, 2080-2099, access1_0, Feb Anomaly, NPL
5.21931, 2080-2099, access1_0, Mar Anomaly, NPL
5.3372, 2080-2099, access1_0, Apr Anomaly, NPL
4.15929, 2080-2099, access1_0, May Anomaly, NPL
4.15425, 2080-2099, access1_0, Jun Anomaly, NPL
3.61143, 2080-2099, access1_0, Jul Anomaly, NPL
3.9645, 2080-2099, access1_0, Aug Anomaly, NPL
5.37052, 2080-2099, access1_0, Sep Anomaly, NPL
4.83924, 2080-2099, access1_0, Oct Anomaly, NPL
3.36668, 2080-2099, access1_0, Nov Anomaly, NPL
4.12142, 2080-2099, access1_0, Dec Anomaly, NPL
3.96837, 2080-2099, access1_3, Jan Anomaly, NPL
3.95564, 2080-2099, access1_3, Feb Anomaly, NPL
3.31532, 2080-2099, access1_3, Mar Anomaly, NPL
4.22527, 2080-2099, access1_3, Apr Anomaly, NPL
3.82366, 2080-2099, access1_3, May Anomaly, NPL
4.29886, 2080-2099, access1_3, Jun Anomaly, NPL
3.87479, 2080-2099, access1_3, Jul Anomaly, NPL
4.05007, 2080-2099, access1_3, Aug Anomaly, NPL
5.63686, 2080-2099, access1_3, Sep Anomaly, NPL
4.33092, 2080-2099, access1_3, Oct Anomaly, NPL
4.42318, 2080-2099, access1_3, Nov Anomaly, NPL
4.27706, 2080-2099, access1_3, Dec Anomaly, NPL
6.00961, 2080-2099, bcc_csm1_1_m, Jan Anomaly, NPL
4.45561, 2080-2099, bcc_csm1_1_m, Feb Anomaly, NPL
5.68556, 2080-2099, bcc_csm1_1_m, Mar Anomaly, NPL
5.56586, 2080-2099, bcc_csm1_1_m, Apr Anomaly, NPL
5.0843, 2080-2099, bcc_csm1_1_m, May Anomaly, NPL
3.41128, 2080-2099, bcc_csm1_1_m, Jun Anomaly, NPL
3.44738, 2080-2099, bcc_csm1_1_m, Jul Anomaly, NPL
3.64391, 2080-2099, bcc_csm1_1_m, Aug Anomaly, NPL
3.77463, 2080-2099, bcc_csm1_1_m, Sep Anomaly, NPL
4.27444, 2080-2099, bcc_csm1_1_m, Oct Anomaly, NPL
5.37214, 2080-2099, bcc_csm1_1_m, Nov Anomaly, NPL
5.7852, 2080-2099, bcc_csm1_1_m, Dec Anomaly, NPL
7.3222, 2080-2099, bcc_csm1_1, Jan Anomaly, NPL
4.15564, 2080-2099, bcc_csm1_1, Feb Anomaly, NPL
3.5655, 2080-2099, bcc_csm1_1, Mar Anomaly, NPL
4.7211, 2080-2099, bcc_csm1_1, Apr Anomaly, NPL
4.75804, 2080-2099, bcc_csm1_1, May Anomaly, NPL
4.10743, 2080-2099, bcc_csm1_1, Jun Anomaly, NPL
3.09217, 2080-2099, bcc_csm1_1, Jul Anomaly, NPL
4.01528, 2080-2099, bcc_csm1_1, Aug Anomaly, NPL
4.43529, 2080-2099, bcc_csm1_1, Sep Anomaly, NPL
4.72103, 2080-2099, bcc_csm1_1, Oct Anomaly, NPL
5.81171, 2080-2099, bcc_csm1_1, Nov Anomaly, NPL
6.67097, 2080-2099, bcc_csm1_1, Dec Anomaly, NPL
7.29435, 2080-2099, bnu_esm, Jan Anomaly, NPL
6.73997, 2080-2099, bnu_esm, Feb Anomaly, NPL
6.72374, 2080-2099, bnu_esm, Mar Anomaly, NPL
6.57158, 2080-2099, bnu_esm, Apr Anomaly, NPL
6.02072, 2080-2099, bnu_esm, May Anomaly, NPL
5.04544, 2080-2099, bnu_esm, Jun Anomaly, NPL
4.01466, 2080-2099, bnu_esm, Jul Anomaly, NPL
3.94765, 2080-2099, bnu_esm, Aug Anomaly, NPL
5.12433, 2080-2099, bnu_esm, Sep Anomaly, NPL
5.93978, 2080-2099, bnu_esm, Oct Anomaly, NPL
5.85264, 2080-2099, bnu_esm, Nov Anomaly, NPL
6.64395, 2080-2099, bnu_esm, Dec Anomaly, NPL
9.65258, 2080-2099, canesm2, Jan Anomaly, NPL
9.17699, 2080-2099, canesm2, Feb Anomaly, NPL
7.86002, 2080-2099, canesm2, Mar Anomaly, NPL
7.32365, 2080-2099, canesm2, Apr Anomaly, NPL
7.66701, 2080-2099, canesm2, May Anomaly, NPL
6.48275, 2080-2099, canesm2, Jun Anomaly, NPL
5.65832, 2080-2099, canesm2, Jul Anomaly, NPL
4.72026, 2080-2099, canesm2, Aug Anomaly, NPL
5.99931, 2080-2099, canesm2, Sep Anomaly, NPL
7.35355, 2080-2099, canesm2, Oct Anomaly, NPL
7.9891, 2080-2099, canesm2, Nov Anomaly, NPL
9.15858, 2080-2099, canesm2, Dec Anomaly, NPL
4.94024, 2080-2099, ccsm4, Jan Anomaly, NPL
5.15684, 2080-2099, ccsm4, Feb Anomaly, NPL
5.66174, 2080-2099, ccsm4, Mar Anomaly, NPL
5.48807, 2080-2099, ccsm4, Apr Anomaly, NPL
5.89056, 2080-2099, ccsm4, May Anomaly, NPL
3.98194, 2080-2099, ccsm4, Jun Anomaly, NPL
3.50766, 2080-2099, ccsm4, Jul Anomaly, NPL
4.1504, 2080-2099, ccsm4, Aug Anomaly, NPL
3.9534, 2080-2099, ccsm4, Sep Anomaly, NPL
4.89375, 2080-2099, ccsm4, Oct Anomaly, NPL
5.13418, 2080-2099, ccsm4, Nov Anomaly, NPL
4.99492, 2080-2099, ccsm4, Dec Anomaly, NPL
5.76232, 2080-2099, cesm1_bgc, Jan Anomaly, NPL
5.28362, 2080-2099, cesm1_bgc, Feb Anomaly, NPL
4.96606, 2080-2099, cesm1_bgc, Mar Anomaly, NPL
4.36053, 2080-2099, cesm1_bgc, Apr Anomaly, NPL
5.06804, 2080-2099, cesm1_bgc, May Anomaly, NPL
3.7262, 2080-2099, cesm1_bgc, Jun Anomaly, NPL
3.84397, 2080-2099, cesm1_bgc, Jul Anomaly, NPL
3.56638, 2080-2099, cesm1_bgc, Aug Anomaly, NPL
4.33151, 2080-2099, cesm1_bgc, Sep Anomaly, NPL
5.0027, 2080-2099, cesm1_bgc, Oct Anomaly, NPL
5.49608, 2080-2099, cesm1_bgc, Nov Anomaly, NPL
5.55489, 2080-2099, cesm1_bgc, Dec Anomaly, NPL
7.48616, 2080-2099, cesm1_cam5, Jan Anomaly, NPL
7.12056, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
6.92861, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
5.63583, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
4.43899, 2080-2099, cesm1_cam5, May Anomaly, NPL
4.37173, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
4.44428, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
4.46271, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
5.24765, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
6.16917, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
6.63109, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
6.41844, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
6.51973, 2080-2099, cmcc_cesm, Jan Anomaly, NPL
7.24587, 2080-2099, cmcc_cesm, Feb Anomaly, NPL
7.56786, 2080-2099, cmcc_cesm, Mar Anomaly, NPL
6.6949, 2080-2099, cmcc_cesm, Apr Anomaly, NPL
5.98636, 2080-2099, cmcc_cesm, May Anomaly, NPL
5.29977, 2080-2099, cmcc_cesm, Jun Anomaly, NPL
3.79937, 2080-2099, cmcc_cesm, Jul Anomaly, NPL
4.09688, 2080-2099, cmcc_cesm, Aug Anomaly, NPL
5.94191, 2080-2099, cmcc_cesm, Sep Anomaly, NPL
5.48942, 2080-2099, cmcc_cesm, Oct Anomaly, NPL
5.19306, 2080-2099, cmcc_cesm, Nov Anomaly, NPL
5.99907, 2080-2099, cmcc_cesm, Dec Anomaly, NPL
7.97225, 2080-2099, cmcc_cm, Jan Anomaly, NPL
8.72795, 2080-2099, cmcc_cm, Feb Anomaly, NPL
8.58937, 2080-2099, cmcc_cm, Mar Anomaly, NPL
7.17024, 2080-2099, cmcc_cm, Apr Anomaly, NPL
7.31353, 2080-2099, cmcc_cm, May Anomaly, NPL
5.25717, 2080-2099, cmcc_cm, Jun Anomaly, NPL
4.51359, 2080-2099, cmcc_cm, Jul Anomaly, NPL
4.45182, 2080-2099, cmcc_cm, Aug Anomaly, NPL
4.4858, 2080-2099, cmcc_cm, Sep Anomaly, NPL
6.17342, 2080-2099, cmcc_cm, Oct Anomaly, NPL
6.97033, 2080-2099, cmcc_cm, Nov Anomaly, NPL
8.25033, 2080-2099, cmcc_cm, Dec Anomaly, NPL
8.71265, 2080-2099, cmcc_cms, Jan Anomaly, NPL
8.70038, 2080-2099, cmcc_cms, Feb Anomaly, NPL
9.60396, 2080-2099, cmcc_cms, Mar Anomaly, NPL
7.48714, 2080-2099, cmcc_cms, Apr Anomaly, NPL
7.0992, 2080-2099, cmcc_cms, May Anomaly, NPL
6.23445, 2080-2099, cmcc_cms, Jun Anomaly, NPL
4.99981, 2080-2099, cmcc_cms, Jul Anomaly, NPL
5.31043, 2080-2099, cmcc_cms, Aug Anomaly, NPL
5.82579, 2080-2099, cmcc_cms, Sep Anomaly, NPL
7.44747, 2080-2099, cmcc_cms, Oct Anomaly, NPL
7.47634, 2080-2099, cmcc_cms, Nov Anomaly, NPL
9.4343, 2080-2099, cmcc_cms, Dec Anomaly, NPL
4.29745, 2080-2099, cnrm_cm5, Jan Anomaly, NPL
4.83923, 2080-2099, cnrm_cm5, Feb Anomaly, NPL
