Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
1.7713, 2040-2059, hadgem2_es, Jan Anomaly, NPL
1.44095, 2040-2059, hadgem2_es, Feb Anomaly, NPL
2.33029, 2040-2059, hadgem2_es, Mar Anomaly, NPL
1.62234, 2040-2059, hadgem2_es, Apr Anomaly, NPL
1.48273, 2040-2059, hadgem2_es, May Anomaly, NPL
1.0563, 2040-2059, hadgem2_es, Jun Anomaly, NPL
1.36749, 2040-2059, hadgem2_es, Jul Anomaly, NPL
1.38878, 2040-2059, hadgem2_es, Aug Anomaly, NPL
1.44439, 2040-2059, hadgem2_es, Sep Anomaly, NPL
1.39833, 2040-2059, hadgem2_es, Oct Anomaly, NPL
1.22004, 2040-2059, hadgem2_es, Nov Anomaly, NPL
1.44895, 2040-2059, hadgem2_es, Dec Anomaly, NPL
0.9826, 2040-2059, ipsl_cm5a_lr, Jan Anomaly, NPL
1.9851, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
2.73144, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
2.05921, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
1.56837, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
1.84826, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
1.53936, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
1.66938, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
1.9765, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
2.35675, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
2.82202, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
2.41137, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
3.34135, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
3.40042, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
3.09831, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
3.11904, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
2.58085, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
1.86853, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
1.72603, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
1.50107, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
1.70613, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
2.26498, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
2.16018, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
2.55614, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
1.39905, 2040-2059, miroc5, Jan Anomaly, NPL
1.83477, 2040-2059, miroc5, Feb Anomaly, NPL
1.05543, 2040-2059, miroc5, Mar Anomaly, NPL
1.35, 2040-2059, miroc5, Apr Anomaly, NPL
2.08353, 2040-2059, miroc5, May Anomaly, NPL
1.52432, 2040-2059, miroc5, Jun Anomaly, NPL
1.12217, 2040-2059, miroc5, Jul Anomaly, NPL
1.00528, 2040-2059, miroc5, Aug Anomaly, NPL
0.91734, 2040-2059, miroc5, Sep Anomaly, NPL
1.28702, 2040-2059, miroc5, Oct Anomaly, NPL
1.33673, 2040-2059, miroc5, Nov Anomaly, NPL
1.37247, 2040-2059, miroc5, Dec Anomaly, NPL
4.16806, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
3.37756, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
2.56821, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
3.92588, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
3.57303, 2040-2059, miroc_esm_chem, May Anomaly, NPL
2.29758, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
1.7474, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
1.65813, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
1.64237, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
1.17997, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
3.17866, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
4.56365, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
2.42239, 2040-2059, miroc_esm, Jan Anomaly, NPL
2.08808, 2040-2059, miroc_esm, Feb Anomaly, NPL
1.93318, 2040-2059, miroc_esm, Mar Anomaly, NPL
2.48518, 2040-2059, miroc_esm, Apr Anomaly, NPL
1.87825, 2040-2059, miroc_esm, May Anomaly, NPL
1.58784, 2040-2059, miroc_esm, Jun Anomaly, NPL
1.67676, 2040-2059, miroc_esm, Jul Anomaly, NPL
1.82888, 2040-2059, miroc_esm, Aug Anomaly, NPL
1.66524, 2040-2059, miroc_esm, Sep Anomaly, NPL
1.31992, 2040-2059, miroc_esm, Oct Anomaly, NPL
2.38989, 2040-2059, miroc_esm, Nov Anomaly, NPL
2.88269, 2040-2059, miroc_esm, Dec Anomaly, NPL
2.75174, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
1.48515, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
2.02351, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
0.98458, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
0.61505, 2040-2059, mri_cgcm3, May Anomaly, NPL
1.1682, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
1.06433, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
0.71972, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
1.52977, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
0.94376, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
1.68673, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
3.55178, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
2.66763, 2040-2059, noresm1_m, Jan Anomaly, NPL
1.72266, 2040-2059, noresm1_m, Feb Anomaly, NPL
2.47899, 2040-2059, noresm1_m, Mar Anomaly, NPL
1.32183, 2040-2059, noresm1_m, Apr Anomaly, NPL
1.42292, 2040-2059, noresm1_m, May Anomaly, NPL
2.14779, 2040-2059, noresm1_m, Jun Anomaly, NPL
0.65561, 2040-2059, noresm1_m, Jul Anomaly, NPL
0.7877, 2040-2059, noresm1_m, Aug Anomaly, NPL
1.29573, 2040-2059, noresm1_m, Sep Anomaly, NPL
1.90119, 2040-2059, noresm1_m, Oct Anomaly, NPL
2.21993, 2040-2059, noresm1_m, Nov Anomaly, NPL
1.69127, 2040-2059, noresm1_m, Dec Anomaly, NPL
-0.3508, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-0.4253, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
0.09819, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
0.1358, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
0.08962, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-0.7131, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.7246, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-1.2745, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.2009, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.5278, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.146, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.7727, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
2.74568, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
2.32358, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
2.04891, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
1.96112, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
1.84446, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
1.46202, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
1.01128, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
1.1973, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
1.8234, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
2.15746, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
2.09367, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
2.6747, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
4.02563, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
4.17877, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
4.45779, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
3.99507, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
3.87179, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
3.16753, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
2.93127, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
3.34497, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
3.39303, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
4.12087, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
4.74716, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
4.62285, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
2.06091, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
1.59409, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
1.96097, 2040-2059, ccsm4, Annual Anomaly, NPL
2.94906, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
2.31584, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
1.43891, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
0.89422, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
0.5208, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
1.81591, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
1.71711, 2040-2059, hadgem2_es, Annual Anomaly, NPL
1.79528, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
3.59027, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
1.54367, 2040-2059, miroc5, Annual Anomaly, NPL
3.68966, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
2.43425, 2040-2059, miroc_esm, Annual Anomaly, NPL
3.05479, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
2.15212, 2040-2059, noresm1_m, Annual Anomaly, NPL
-0.5405, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
2.69258, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
4.26657, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
