Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
2.45108, 2040-2059, bcc_csm1_1_m, Jan Anomaly, NPL
1.87404, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
1.18348, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
2.06732, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
2.12444, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
1.43374, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
1.30414, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
1.22953, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
0.667, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
1.67025, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
2.65791, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
2.16367, 2040-2059, bcc_csm1_1_m, Dec Anomaly, NPL
2.08211, 2040-2059, bcc_csm1_1, Jan Anomaly, NPL
1.36303, 2040-2059, bcc_csm1_1, Feb Anomaly, NPL
0.43345, 2040-2059, bcc_csm1_1, Mar Anomaly, NPL
0.58236, 2040-2059, bcc_csm1_1, Apr Anomaly, NPL
1.59725, 2040-2059, bcc_csm1_1, May Anomaly, NPL
0.83426, 2040-2059, bcc_csm1_1, Jun Anomaly, NPL
0.80932, 2040-2059, bcc_csm1_1, Jul Anomaly, NPL
1.31915, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
1.33951, 2040-2059, bcc_csm1_1, Sep Anomaly, NPL
1.35483, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
0.84705, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
1.12813, 2040-2059, bcc_csm1_1, Dec Anomaly, NPL
2.17099, 2040-2059, ccsm4, Jan Anomaly, NPL
1.43125, 2040-2059, ccsm4, Feb Anomaly, NPL
1.95691, 2040-2059, ccsm4, Mar Anomaly, NPL
2.74784, 2040-2059, ccsm4, Apr Anomaly, NPL
2.86128, 2040-2059, ccsm4, May Anomaly, NPL
2.47039, 2040-2059, ccsm4, Jun Anomaly, NPL
1.65165, 2040-2059, ccsm4, Jul Anomaly, NPL
1.9528, 2040-2059, ccsm4, Aug Anomaly, NPL
1.64976, 2040-2059, ccsm4, Sep Anomaly, NPL
2.34798, 2040-2059, ccsm4, Oct Anomaly, NPL
2.31505, 2040-2059, ccsm4, Nov Anomaly, NPL
2.49627, 2040-2059, ccsm4, Dec Anomaly, NPL
2.86803, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
2.84897, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
2.83045, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
2.07906, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
2.32462, 2040-2059, cesm1_cam5, May Anomaly, NPL
1.89038, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
2.02856, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
1.92378, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
2.6463, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
2.50787, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
2.87977, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
2.93046, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
2.33589, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
2.3079, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
1.82515, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
2.56201, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
2.09215, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
2.08617, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
1.46146, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
1.28376, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
1.83014, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
1.65293, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
1.54041, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
1.97649, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
2.1691, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
1.68218, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
2.48426, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
3.7973, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
3.2961, 2040-2059, gfdl_cm3, May Anomaly, NPL
4.12815, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
3.62383, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
3.52418, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
2.15796, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
2.03722, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
1.32606, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
2.31288, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
0.53335, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
0.33614, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
1.05414, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
1.61795, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
1.65609, 2040-2059, gfdl_esm2g, May Anomaly, NPL
1.28813, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
1.70527, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
0.529, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
1.50996, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
0.75318, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
0.81142, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
1.40435, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
0.8495, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
0.32241, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
0.81351, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
2.18542, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
2.25716, 2040-2059, gfdl_esm2m, May Anomaly, NPL
1.36004, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
1.25897, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
1.06105, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
2.22955, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
1.8143, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
1.50334, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
0.02666, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
1.21229, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
1.39222, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
1.68818, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
1.7381, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
1.4246, 2040-2059, hadgem2_ao, May Anomaly, NPL
0.95283, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
0.64812, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
0.61589, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
1.25502, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
0.67731, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
1.53191, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
2.05535, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
