Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
1.43719, 2020-2039, access1_0, Jan Anomaly, NPL
1.48809, 2020-2039, access1_0, Feb Anomaly, NPL
1.52101, 2020-2039, access1_0, Mar Anomaly, NPL
1.03706, 2020-2039, access1_0, Apr Anomaly, NPL
1.15017, 2020-2039, access1_0, May Anomaly, NPL
1.25682, 2020-2039, access1_0, Jun Anomaly, NPL
0.75259, 2020-2039, access1_0, Jul Anomaly, NPL
0.80374, 2020-2039, access1_0, Aug Anomaly, NPL
1.13981, 2020-2039, access1_0, Sep Anomaly, NPL
1.54359, 2020-2039, access1_0, Oct Anomaly, NPL
0.88483, 2020-2039, access1_0, Nov Anomaly, NPL
1.38356, 2020-2039, access1_0, Dec Anomaly, NPL
1.10947, 2020-2039, access1_3, Jan Anomaly, NPL
1.16317, 2020-2039, access1_3, Feb Anomaly, NPL
1.00492, 2020-2039, access1_3, Mar Anomaly, NPL
0.77147, 2020-2039, access1_3, Apr Anomaly, NPL
0.91233, 2020-2039, access1_3, May Anomaly, NPL
0.66295, 2020-2039, access1_3, Jun Anomaly, NPL
0.7924, 2020-2039, access1_3, Jul Anomaly, NPL
0.78644, 2020-2039, access1_3, Aug Anomaly, NPL
1.54456, 2020-2039, access1_3, Sep Anomaly, NPL
1.21745, 2020-2039, access1_3, Oct Anomaly, NPL
1.05702, 2020-2039, access1_3, Nov Anomaly, NPL
1.49072, 2020-2039, access1_3, Dec Anomaly, NPL
2.07728, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
0.82755, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
1.38837, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
0.5193, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
1.5967, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
0.70022, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
0.82925, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
0.90542, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
0.4777, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
1.44422, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
1.48359, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
2.41124, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
2.24687, 2020-2039, bcc_csm1_1, Jan Anomaly, NPL
-0.0952, 2020-2039, bcc_csm1_1, Feb Anomaly, NPL
0.61252, 2020-2039, bcc_csm1_1, Mar Anomaly, NPL
0.15639, 2020-2039, bcc_csm1_1, Apr Anomaly, NPL
0.78653, 2020-2039, bcc_csm1_1, May Anomaly, NPL
0.84178, 2020-2039, bcc_csm1_1, Jun Anomaly, NPL
0.66531, 2020-2039, bcc_csm1_1, Jul Anomaly, NPL
1.234, 2020-2039, bcc_csm1_1, Aug Anomaly, NPL
0.56612, 2020-2039, bcc_csm1_1, Sep Anomaly, NPL
0.70067, 2020-2039, bcc_csm1_1, Oct Anomaly, NPL
1.04636, 2020-2039, bcc_csm1_1, Nov Anomaly, NPL
1.03889, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
1.93812, 2020-2039, bnu_esm, Jan Anomaly, NPL
1.68652, 2020-2039, bnu_esm, Feb Anomaly, NPL
2.47377, 2020-2039, bnu_esm, Mar Anomaly, NPL
2.13977, 2020-2039, bnu_esm, Apr Anomaly, NPL
0.73085, 2020-2039, bnu_esm, May Anomaly, NPL
1.08217, 2020-2039, bnu_esm, Jun Anomaly, NPL
1.02301, 2020-2039, bnu_esm, Jul Anomaly, NPL
1.09109, 2020-2039, bnu_esm, Aug Anomaly, NPL
1.67338, 2020-2039, bnu_esm, Sep Anomaly, NPL
1.64545, 2020-2039, bnu_esm, Oct Anomaly, NPL
1.40617, 2020-2039, bnu_esm, Nov Anomaly, NPL
2.2076, 2020-2039, bnu_esm, Dec Anomaly, NPL
2.94448, 2020-2039, canesm2, Jan Anomaly, NPL
2.65392, 2020-2039, canesm2, Feb Anomaly, NPL
2.66642, 2020-2039, canesm2, Mar Anomaly, NPL
