Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
6.32086, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
5.97329, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
5.22346, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
5.42294, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
5.64632, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
6.44996, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
6.43649, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
6.97004, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
7.73287, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
2.78078, 2060-2079, access1_0, Annual Anomaly, NPL
3.34669, 2060-2079, access1_3, Annual Anomaly, NPL
3.81668, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
4.76869, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
4.0571, 2060-2079, bnu_esm, Annual Anomaly, NPL
8.03621, 2060-2079, canesm2, Annual Anomaly, NPL
4.35768, 2060-2079, ccsm4, Annual Anomaly, NPL
3.37348, 2060-2079, cesm1_bgc, Annual Anomaly, NPL
5.8074, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
5.51769, 2060-2079, cmcc_cesm, Annual Anomaly, NPL
6.04509, 2060-2079, cmcc_cm, Annual Anomaly, NPL
5.86836, 2060-2079, cmcc_cms, Annual Anomaly, NPL
3.38714, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
5.47088, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
6.5, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
3.55151, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
2.67166, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
3.61775, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
4.46765, 2060-2079, hadgem2_cc, Annual Anomaly, NPL
4.00104, 2060-2079, hadgem2_es, Annual Anomaly, NPL
2.31804, 2060-2079, inmcm4, Annual Anomaly, NPL
6.12004, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
7.22273, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
3.23075, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, NPL
4.57568, 2060-2079, miroc5, Annual Anomaly, NPL
7.96617, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
6.98043, 2060-2079, miroc_esm, Annual Anomaly, NPL
5.39739, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
4.65824, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
5.08913, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
3.88452, 2060-2079, mri_esm1, Annual Anomaly, NPL
5.06322, 2060-2079, noresm1_m, Annual Anomaly, NPL
1.5962, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
4.92261, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
7.33386, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
