Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
5.06678, 2060-2079, canesm2, Dec Anomaly, NPL
1.85013, 2060-2079, ccsm4, Jan Anomaly, NPL
1.57374, 2060-2079, ccsm4, Feb Anomaly, NPL
1.67512, 2060-2079, ccsm4, Mar Anomaly, NPL
3.04164, 2060-2079, ccsm4, Apr Anomaly, NPL
2.3721, 2060-2079, ccsm4, May Anomaly, NPL
1.91585, 2060-2079, ccsm4, Jun Anomaly, NPL
1.80699, 2060-2079, ccsm4, Jul Anomaly, NPL
1.72537, 2060-2079, ccsm4, Aug Anomaly, NPL
1.23018, 2060-2079, ccsm4, Sep Anomaly, NPL
1.77952, 2060-2079, ccsm4, Oct Anomaly, NPL
2.56156, 2060-2079, ccsm4, Nov Anomaly, NPL
1.86934, 2060-2079, ccsm4, Dec Anomaly, NPL
2.93673, 2060-2079, cesm1_bgc, Jan Anomaly, NPL
2.58218, 2060-2079, cesm1_bgc, Feb Anomaly, NPL
2.47257, 2060-2079, cesm1_bgc, Mar Anomaly, NPL
0.95345, 2060-2079, cesm1_bgc, Apr Anomaly, NPL
1.57956, 2060-2079, cesm1_bgc, May Anomaly, NPL
1.21742, 2060-2079, cesm1_bgc, Jun Anomaly, NPL
1.53985, 2060-2079, cesm1_bgc, Jul Anomaly, NPL
1.36702, 2060-2079, cesm1_bgc, Aug Anomaly, NPL
2.40396, 2060-2079, cesm1_bgc, Sep Anomaly, NPL
1.78915, 2060-2079, cesm1_bgc, Oct Anomaly, NPL
2.66358, 2060-2079, cesm1_bgc, Nov Anomaly, NPL
2.80108, 2060-2079, cesm1_bgc, Dec Anomaly, NPL
2.95085, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
2.90937, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
3.17525, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
1.70248, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
0.86514, 2060-2079, cesm1_cam5, May Anomaly, NPL
2.32052, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
2.33574, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
2.15575, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
2.82509, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
2.1282, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
3.11847, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
2.3917, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
2.11861, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
3.47342, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
3.01946, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
3.08001, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
2.89764, 2060-2079, cnrm_cm5, May Anomaly, NPL
2.17558, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
2.16454, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
2.13047, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
1.62582, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
2.33886, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
3.38388, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
2.37421, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
3.63605, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
3.55186, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
2.62517, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
3.59926, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
2.72593, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
2.8993, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
2.7541, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
2.73217, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
2.33784, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
2.35521, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
3.25266, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
3.06776, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
3.68651, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
4.08478, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
4.5545, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
3.35157, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
4.68678, 2060-2079, gfdl_cm3, May Anomaly, NPL
5.51072, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
5.17785, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
5.95267, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
5.47433, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
3.71149, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
4.17527, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
5.32307, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
1.20908, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
0.65016, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
2.02593, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
1.1489, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
0.69745, 2060-2079, gfdl_esm2g, May Anomaly, NPL
1.20091, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
1.48537, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
0.78184, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
1.17292, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
1.39864, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
1.77137, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
1.56893, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
1.3018, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
0.5564, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
1.00551, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
1.03682, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
1.92459, 2060-2079, gfdl_esm2m, May Anomaly, NPL
1.25383, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
1.50176, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
1.24304, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
1.68814, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
1.82698, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
1.46579, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
1.04489, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
1.94557, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
3.06231, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
4.08859, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
3.18789, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
2.41234, 2060-2079, hadgem2_ao, May Anomaly, NPL
2.01642, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
2.07188, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
1.89862, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
3.63151, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
2.14139, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
2.52278, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
2.82499, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
2.43202, 2060-2079, hadgem2_cc, Jan Anomaly, NPL
2.78433, 2060-2079, hadgem2_cc, Feb Anomaly, NPL
2.91053, 2060-2079, hadgem2_cc, Mar Anomaly, NPL
2.32013, 2060-2079, hadgem2_cc, Apr Anomaly, NPL
2.23263, 2060-2079, hadgem2_cc, May Anomaly, NPL
2.24029, 2060-2079, hadgem2_cc, Jun Anomaly, NPL
1.80602, 2060-2079, hadgem2_cc, Jul Anomaly, NPL
2.08074, 2060-2079, hadgem2_cc, Aug Anomaly, NPL
2.40177, 2060-2079, hadgem2_cc, Sep Anomaly, NPL
1.8942, 2060-2079, hadgem2_cc, Oct Anomaly, NPL
2.05913, 2060-2079, hadgem2_cc, Nov Anomaly, NPL
2.33765, 2060-2079, hadgem2_cc, Dec Anomaly, NPL
0.38971, 2060-2079, inmcm4, Jan Anomaly, NPL
1.09336, 2060-2079, inmcm4, Feb Anomaly, NPL
1.44413, 2060-2079, inmcm4, Mar Anomaly, NPL
1.15785, 2060-2079, inmcm4, Apr Anomaly, NPL
1.7479, 2060-2079, inmcm4, May Anomaly, NPL
2.57003, 2060-2079, inmcm4, Jun Anomaly, NPL
2.75091, 2060-2079, inmcm4, Jul Anomaly, NPL
2.06509, 2060-2079, inmcm4, Aug Anomaly, NPL
1.47855, 2060-2079, inmcm4, Sep Anomaly, NPL
1.95585, 2060-2079, inmcm4, Oct Anomaly, NPL
1.36486, 2060-2079, inmcm4, Nov Anomaly, NPL
0.26096, 2060-2079, inmcm4, Dec Anomaly, NPL
3.35008, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
3.71878, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
3.72688, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
4.09496, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
2.48363, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
2.63819, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
2.4143, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
2.26844, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
2.93036, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
4.36076, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
3.80191, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
3.79545, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
5.01304, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
4.43032, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
4.43748, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
4.53545, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
3.43684, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
2.68308, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
2.79097, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
2.26913, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
2.94206, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
4.33716, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
3.46936, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
3.46909, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
0.80939, 2060-2079, ipsl_cm5b_lr, Jan Anomaly, NPL
2.36193, 2060-2079, ipsl_cm5b_lr, Feb Anomaly, NPL
1.13782, 2060-2079, ipsl_cm5b_lr, Mar Anomaly, NPL
2.13474, 2060-2079, ipsl_cm5b_lr, Apr Anomaly, NPL
1.52289, 2060-2079, ipsl_cm5b_lr, May Anomaly, NPL
2.10804, 2060-2079, ipsl_cm5b_lr, Jun Anomaly, NPL
1.68463, 2060-2079, ipsl_cm5b_lr, Jul Anomaly, NPL
2.2153, 2060-2079, ipsl_cm5b_lr, Aug Anomaly, NPL
2.41559, 2060-2079, ipsl_cm5b_lr, Sep Anomaly, NPL
1.96636, 2060-2079, ipsl_cm5b_lr, Oct Anomaly, NPL
2.47878, 2060-2079, ipsl_cm5b_lr, Nov Anomaly, NPL
2.01503, 2060-2079, ipsl_cm5b_lr, Dec Anomaly, NPL
3.29962, 2060-2079, miroc5, Jan Anomaly, NPL
3.67556, 2060-2079, miroc5, Feb Anomaly, NPL
3.2604, 2060-2079, miroc5, Mar Anomaly, NPL
3.21918, 2060-2079, miroc5, Apr Anomaly, NPL
3.99259, 2060-2079, miroc5, May Anomaly, NPL
3.12262, 2060-2079, miroc5, Jun Anomaly, NPL
1.78765, 2060-2079, miroc5, Jul Anomaly, NPL
1.45409, 2060-2079, miroc5, Aug Anomaly, NPL
1.76551, 2060-2079, miroc5, Sep Anomaly, NPL
2.44945, 2060-2079, miroc5, Oct Anomaly, NPL
3.11098, 2060-2079, miroc5, Nov Anomaly, NPL
2.69681, 2060-2079, miroc5, Dec Anomaly, NPL
4.68455, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
4.90201, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
3.70849, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
4.37819, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
4.46728, 2060-2079, miroc_esm_chem, May Anomaly, NPL
3.00887, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
2.5792, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
2.1061, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
2.50212, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
2.33345, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
3.82339, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
4.99062, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
5.09611, 2060-2079, miroc_esm, Jan Anomaly, NPL
4.55112, 2060-2079, miroc_esm, Feb Anomaly, NPL
4.0182, 2060-2079, miroc_esm, Mar Anomaly, NPL
4.10544, 2060-2079, miroc_esm, Apr Anomaly, NPL
3.31128, 2060-2079, miroc_esm, May Anomaly, NPL
2.86451, 2060-2079, miroc_esm, Jun Anomaly, NPL
2.71488, 2060-2079, miroc_esm, Jul Anomaly, NPL
2.62159, 2060-2079, miroc_esm, Aug Anomaly, NPL
2.50915, 2060-2079, miroc_esm, Sep Anomaly, NPL
2.47084, 2060-2079, miroc_esm, Oct Anomaly, NPL
3.56462, 2060-2079, miroc_esm, Nov Anomaly, NPL
4.72058, 2060-2079, miroc_esm, Dec Anomaly, NPL
3.24944, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
3.40435, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
3.48643, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
3.92774, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
2.94112, 2060-2079, mpi_esm_lr, May Anomaly, NPL
2.1966, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
1.52354, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
1.89759, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
2.14136, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
1.58971, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
2.20091, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
3.96969, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
2.69727, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
3.21837, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
3.80565, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
2.4471, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
2.06875, 2060-2079, mpi_esm_mr, May Anomaly, NPL
2.12885, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
1.8576, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
1.99162, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
1.80751, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
2.72541, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
2.26029, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
2.2528, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
2.2131, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
1.61072, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
3.03579, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
1.65019, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
1.11347, 2060-2079, mri_cgcm3, May Anomaly, NPL
1.88681, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
1.73308, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
1.31974, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
1.49791, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
1.2543, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
2.65705, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
3.40747, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
2.69918, 2060-2079, noresm1_m, Jan Anomaly, NPL
2.26726, 2060-2079, noresm1_m, Feb Anomaly, NPL
2.64856, 2060-2079, noresm1_m, Mar Anomaly, NPL
1.77368, 2060-2079, noresm1_m, Apr Anomaly, NPL
1.46626, 2060-2079, noresm1_m, May Anomaly, NPL
1.80282, 2060-2079, noresm1_m, Jun Anomaly, NPL
1.3224, 2060-2079, noresm1_m, Jul Anomaly, NPL
1.24592, 2060-2079, noresm1_m, Aug Anomaly, NPL
2.29999, 2060-2079, noresm1_m, Sep Anomaly, NPL
1.86751, 2060-2079, noresm1_m, Oct Anomaly, NPL
2.24528, 2060-2079, noresm1_m, Nov Anomaly, NPL
2.96211, 2060-2079, noresm1_m, Dec Anomaly, NPL
-0.7719, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-0.3876, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.1155, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.4952, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.3597, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-0.2858, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
0.0362, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.3167, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
0.45265, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
0.34501, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.7202, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.5836, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
3.1837, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
2.6349, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
2.75531, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
2.42675, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
2.27942, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
2.0844, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
1.85942, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
1.9823, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
2.59429, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
2.50719, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
2.41508, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
2.79706, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
5.40569, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
5.332, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
5.67514, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
4.71276, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
4.17629, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
3.60979, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
4.36499, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
4.80236, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
5.03678, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
5.03944, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
5.48489, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
5.46427, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
2.5852, 2060-2079, access1_0, Annual Anomaly, NPL
2.36329, 2060-2079, access1_3, Annual Anomaly, NPL
2.76297, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
2.26959, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
3.75841, 2060-2079, bnu_esm, Annual Anomaly, NPL
5.75892, 2060-2079, canesm2, Annual Anomaly, NPL
1.57187, 2060-2079, ccsm4, Annual Anomaly, NPL
3.18132, 2060-2079, cesm1_bgc, Annual Anomaly, NPL
2.77143, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
2.17354, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
3.60405, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
3.57499, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
1.36321, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
1.07864, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
2.77075, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
2.3987, 2060-2079, hadgem2_cc, Annual Anomaly, NPL
0.5131, 2060-2079, inmcm4, Annual Anomaly, NPL
3.63267, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
5.07431, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
1.9357, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, NPL
3.64955, 2060-2079, miroc5, Annual Anomaly, NPL
4.62406, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
4.71778, 2060-2079, miroc_esm, Annual Anomaly, NPL
3.34629, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
3.61687, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
2.50142, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
2.82809, 2060-2079, noresm1_m, Annual Anomaly, NPL
-0.7402, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
2.98016, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
5.5518, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
