Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
2.41855, 2060-2079, access1_0, Jan Anomaly, NPL
2.85522, 2060-2079, access1_0, Feb Anomaly, NPL
2.77089, 2060-2079, access1_0, Mar Anomaly, NPL
2.6114, 2060-2079, access1_0, Apr Anomaly, NPL
2.03693, 2060-2079, access1_0, May Anomaly, NPL
2.20143, 2060-2079, access1_0, Jun Anomaly, NPL
1.75161, 2060-2079, access1_0, Jul Anomaly, NPL
2.121, 2060-2079, access1_0, Aug Anomaly, NPL
2.20355, 2060-2079, access1_0, Sep Anomaly, NPL
2.76225, 2060-2079, access1_0, Oct Anomaly, NPL
1.03105, 2060-2079, access1_0, Nov Anomaly, NPL
2.24539, 2060-2079, access1_0, Dec Anomaly, NPL
2.19971, 2060-2079, access1_3, Jan Anomaly, NPL
1.66192, 2060-2079, access1_3, Feb Anomaly, NPL
1.29755, 2060-2079, access1_3, Mar Anomaly, NPL
2.30953, 2060-2079, access1_3, Apr Anomaly, NPL
2.27446, 2060-2079, access1_3, May Anomaly, NPL
2.42836, 2060-2079, access1_3, Jun Anomaly, NPL
2.17668, 2060-2079, access1_3, Jul Anomaly, NPL
1.94831, 2060-2079, access1_3, Aug Anomaly, NPL
2.96414, 2060-2079, access1_3, Sep Anomaly, NPL
2.0885, 2060-2079, access1_3, Oct Anomaly, NPL
2.08681, 2060-2079, access1_3, Nov Anomaly, NPL
2.63532, 2060-2079, access1_3, Dec Anomaly, NPL
3.57205, 2060-2079, bcc_csm1_1_m, Jan Anomaly, NPL
1.31693, 2060-2079, bcc_csm1_1_m, Feb Anomaly, NPL
2.50473, 2060-2079, bcc_csm1_1_m, Mar Anomaly, NPL
1.77217, 2060-2079, bcc_csm1_1_m, Apr Anomaly, NPL
1.68745, 2060-2079, bcc_csm1_1_m, May Anomaly, NPL
1.39096, 2060-2079, bcc_csm1_1_m, Jun Anomaly, NPL
1.55125, 2060-2079, bcc_csm1_1_m, Jul Anomaly, NPL
1.45995, 2060-2079, bcc_csm1_1_m, Aug Anomaly, NPL
1.30242, 2060-2079, bcc_csm1_1_m, Sep Anomaly, NPL
2.06717, 2060-2079, bcc_csm1_1_m, Oct Anomaly, NPL
2.67633, 2060-2079, bcc_csm1_1_m, Nov Anomaly, NPL
2.89549, 2060-2079, bcc_csm1_1_m, Dec Anomaly, NPL
2.42235, 2060-2079, bcc_csm1_1, Jan Anomaly, NPL
1.52145, 2060-2079, bcc_csm1_1, Feb Anomaly, NPL
1.65907, 2060-2079, bcc_csm1_1, Mar Anomaly, NPL
1.30809, 2060-2079, bcc_csm1_1, Apr Anomaly, NPL
2.30788, 2060-2079, bcc_csm1_1, May Anomaly, NPL
1.57383, 2060-2079, bcc_csm1_1, Jun Anomaly, NPL
0.94508, 2060-2079, bcc_csm1_1, Jul Anomaly, NPL
1.50633, 2060-2079, bcc_csm1_1, Aug Anomaly, NPL
1.9458, 2060-2079, bcc_csm1_1, Sep Anomaly, NPL
1.89254, 2060-2079, bcc_csm1_1, Oct Anomaly, NPL
2.13455, 2060-2079, bcc_csm1_1, Nov Anomaly, NPL
2.36341, 2060-2079, bcc_csm1_1, Dec Anomaly, NPL
4.06373, 2060-2079, bnu_esm, Jan Anomaly, NPL
2.83106, 2060-2079, bnu_esm, Feb Anomaly, NPL
4.23733, 2060-2079, bnu_esm, Mar Anomaly, NPL
4.17614, 2060-2079, bnu_esm, Apr Anomaly, NPL
2.83813, 2060-2079, bnu_esm, May Anomaly, NPL
2.85467, 2060-2079, bnu_esm, Jun Anomaly, NPL
1.72736, 2060-2079, bnu_esm, Jul Anomaly, NPL
1.90658, 2060-2079, bnu_esm, Aug Anomaly, NPL
3.00624, 2060-2079, bnu_esm, Sep Anomaly, NPL
2.63848, 2060-2079, bnu_esm, Oct Anomaly, NPL
2.43184, 2060-2079, bnu_esm, Nov Anomaly, NPL
3.39061, 2060-2079, bnu_esm, Dec Anomaly, NPL
5.49405, 2060-2079, canesm2, Jan Anomaly, NPL
5.84443, 2060-2079, canesm2, Feb Anomaly, NPL
4.09785, 2060-2079, canesm2, Mar Anomaly, NPL
4.09656, 2060-2079, canesm2, Apr Anomaly, NPL
2.88029, 2060-2079, canesm2, May Anomaly, NPL
2.96603, 2060-2079, canesm2, Jun Anomaly, NPL
2.75415, 2060-2079, canesm2, Jul Anomaly, NPL
2.36696, 2060-2079, canesm2, Aug Anomaly, NPL
3.23748, 2060-2079, canesm2, Sep Anomaly, NPL
3.60084, 2060-2079, canesm2, Oct Anomaly, NPL
4.53101, 2060-2079, canesm2, Nov Anomaly, NPL
