Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
1.57421, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
2.22435, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
1.48462, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
3.00173, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
3.43095, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
2.76884, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
2.69596, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
2.26183, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
2.52633, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
1.99787, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
1.96857, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
2.01887, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
1.97761, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
2.36979, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
3.0938, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
2.56623, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
2.13401, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
1.86099, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
2.83508, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
3.94731, 2040-2059, gfdl_cm3, May Anomaly, NPL
4.23868, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
3.73997, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
4.31013, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
3.35124, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
3.15643, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
2.73572, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
3.49742, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
0.86109, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
0.08367, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
1.43751, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
-0.3261, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
0.87824, 2040-2059, gfdl_esm2g, May Anomaly, NPL
0.70351, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
1.13841, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
0.75645, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
1.40368, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
1.25883, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
0.97285, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
1.49126, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
0.93712, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
1.26886, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
1.72254, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
0.84655, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
2.26458, 2040-2059, gfdl_esm2m, May Anomaly, NPL
1.47874, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
0.53948, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
0.18971, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
1.24713, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
1.40468, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
1.47018, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
0.17112, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
1.70403, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
2.5489, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
2.69303, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
2.14801, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
2.42042, 2040-2059, hadgem2_ao, May Anomaly, NPL
1.36467, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
1.62474, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
1.58234, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
3.09862, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
1.50462, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
2.51551, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
2.88945, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
1.48168, 2040-2059, hadgem2_cc, Jan Anomaly, NPL
2.46507, 2040-2059, hadgem2_cc, Feb Anomaly, NPL
2.21922, 2040-2059, hadgem2_cc, Mar Anomaly, NPL
2.14322, 2040-2059, hadgem2_cc, Apr Anomaly, NPL
1.15538, 2040-2059, hadgem2_cc, May Anomaly, NPL
1.52355, 2040-2059, hadgem2_cc, Jun Anomaly, NPL
1.49748, 2040-2059, hadgem2_cc, Jul Anomaly, NPL
1.70883, 2040-2059, hadgem2_cc, Aug Anomaly, NPL
2.63203, 2040-2059, hadgem2_cc, Sep Anomaly, NPL
1.91179, 2040-2059, hadgem2_cc, Oct Anomaly, NPL
1.60419, 2040-2059, hadgem2_cc, Nov Anomaly, NPL
1.31402, 2040-2059, hadgem2_cc, Dec Anomaly, NPL
1.26515, 2040-2059, inmcm4, Jan Anomaly, NPL
1.30414, 2040-2059, inmcm4, Feb Anomaly, NPL
0.34601, 2040-2059, inmcm4, Mar Anomaly, NPL
1.67386, 2040-2059, inmcm4, Apr Anomaly, NPL
0.6373, 2040-2059, inmcm4, May Anomaly, NPL
2.36183, 2040-2059, inmcm4, Jun Anomaly, NPL
1.40186, 2040-2059, inmcm4, Jul Anomaly, NPL
1.18241, 2040-2059, inmcm4, Aug Anomaly, NPL
0.76409, 2040-2059, inmcm4, Sep Anomaly, NPL
1.08395, 2040-2059, inmcm4, Oct Anomaly, NPL
-1.7517, 2040-2059, inmcm4, Nov Anomaly, NPL
0.14363, 2040-2059, inmcm4, Dec Anomaly, NPL
3.60052, 2040-2059, ipsl_cm5a_lr, Jan Anomaly, NPL
1.48161, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
3.15701, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
2.87056, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
1.69762, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
2.46262, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
2.22846, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
1.72922, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
2.77241, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
3.33692, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
3.10172, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
3.43044, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
3.28903, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
3.80262, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
4.32268, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
3.99217, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
2.55455, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
2.21365, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
2.21687, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
1.7038, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
2.42014, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
3.07917, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
3.44204, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
3.22067, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
-0.0146, 2040-2059, ipsl_cm5b_lr, Jan Anomaly, NPL
1.55046, 2040-2059, ipsl_cm5b_lr, Feb Anomaly, NPL
0.92884, 2040-2059, ipsl_cm5b_lr, Mar Anomaly, NPL
2.59971, 2040-2059, ipsl_cm5b_lr, Apr Anomaly, NPL
0.27135, 2040-2059, ipsl_cm5b_lr, May Anomaly, NPL
1.37238, 2040-2059, ipsl_cm5b_lr, Jun Anomaly, NPL
1.44558, 2040-2059, ipsl_cm5b_lr, Jul Anomaly, NPL
1.62218, 2040-2059, ipsl_cm5b_lr, Aug Anomaly, NPL
1.99551, 2040-2059, ipsl_cm5b_lr, Sep Anomaly, NPL
2.36172, 2040-2059, ipsl_cm5b_lr, Oct Anomaly, NPL
2.61272, 2040-2059, ipsl_cm5b_lr, Nov Anomaly, NPL
1.34154, 2040-2059, ipsl_cm5b_lr, Dec Anomaly, NPL
3.09706, 2040-2059, miroc5, Jan Anomaly, NPL
2.43982, 2040-2059, miroc5, Feb Anomaly, NPL
3.25687, 2040-2059, miroc5, Mar Anomaly, NPL
2.89406, 2040-2059, miroc5, Apr Anomaly, NPL
3.58976, 2040-2059, miroc5, May Anomaly, NPL
2.39544, 2040-2059, miroc5, Jun Anomaly, NPL
1.3294, 2040-2059, miroc5, Jul Anomaly, NPL
1.24404, 2040-2059, miroc5, Aug Anomaly, NPL
1.15729, 2040-2059, miroc5, Sep Anomaly, NPL
1.59129, 2040-2059, miroc5, Oct Anomaly, NPL
1.95384, 2040-2059, miroc5, Nov Anomaly, NPL
1.85423, 2040-2059, miroc5, Dec Anomaly, NPL
3.54418, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
3.51547, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
2.92831, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
3.28309, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
3.47211, 2040-2059, miroc_esm_chem, May Anomaly, NPL
1.96354, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
2.29099, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
1.45943, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
2.07707, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
1.78682, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
2.87162, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
4.10249, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
2.82698, 2040-2059, miroc_esm, Jan Anomaly, NPL
2.47416, 2040-2059, miroc_esm, Feb Anomaly, NPL
2.43326, 2040-2059, miroc_esm, Mar Anomaly, NPL
3.44738, 2040-2059, miroc_esm, Apr Anomaly, NPL
1.6893, 2040-2059, miroc_esm, May Anomaly, NPL
1.80119, 2040-2059, miroc_esm, Jun Anomaly, NPL
2.02867, 2040-2059, miroc_esm, Jul Anomaly, NPL
1.88363, 2040-2059, miroc_esm, Aug Anomaly, NPL
1.61898, 2040-2059, miroc_esm, Sep Anomaly, NPL
2.07992, 2040-2059, miroc_esm, Oct Anomaly, NPL
2.15965, 2040-2059, miroc_esm, Nov Anomaly, NPL
2.82913, 2040-2059, miroc_esm, Dec Anomaly, NPL
3.54467, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
3.01325, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
2.42506, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
2.56252, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
2.54204, 2040-2059, mpi_esm_lr, May Anomaly, NPL
2.19722, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
1.33844, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
1.9169, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
2.06084, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
1.56603, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
2.00175, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
2.96254, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
1.40971, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
2.93173, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
3.25454, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
1.69996, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
1.31128, 2040-2059, mpi_esm_mr, May Anomaly, NPL
1.77792, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
1.51726, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
1.89777, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
1.01613, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
2.11839, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
1.13409, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
0.87537, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
2.22029, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
1.70234, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
2.65293, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
1.94306, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
1.81743, 2040-2059, mri_cgcm3, May Anomaly, NPL
1.27571, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
1.26518, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
0.96253, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
1.17648, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
0.72504, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
1.84156, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
3.57439, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
2.38365, 2040-2059, noresm1_m, Jan Anomaly, NPL
1.9739, 2040-2059, noresm1_m, Feb Anomaly, NPL
3.19856, 2040-2059, noresm1_m, Mar Anomaly, NPL
1.58952, 2040-2059, noresm1_m, Apr Anomaly, NPL
1.46771, 2040-2059, noresm1_m, May Anomaly, NPL
1.35834, 2040-2059, noresm1_m, Jun Anomaly, NPL
0.59171, 2040-2059, noresm1_m, Jul Anomaly, NPL
0.99955, 2040-2059, noresm1_m, Aug Anomaly, NPL
1.74078, 2040-2059, noresm1_m, Sep Anomaly, NPL
1.67038, 2040-2059, noresm1_m, Oct Anomaly, NPL
1.85617, 2040-2059, noresm1_m, Nov Anomaly, NPL
2.4265, 2040-2059, noresm1_m, Dec Anomaly, NPL
-1.2962, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.0081, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.7518, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.1929, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.9146, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-0.835, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.429, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.7452, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
0.07179, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0654, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.2512, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.1195, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
2.46603, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
2.05574, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
2.26262, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
1.81798, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
1.77421, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
1.42175, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
1.32815, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
1.554, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
2.11729, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
2.15332, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
1.94164, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
2.26067, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
4.92325, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
4.74107, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
5.1289, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
4.05912, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
3.85245, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
3.10282, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
3.60248, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
4.24856, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
4.05336, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
4.38074, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
4.69674, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
4.70682, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
1.92287, 2040-2059, access1_0, Annual Anomaly, NPL
1.89635, 2040-2059, access1_3, Annual Anomaly, NPL
2.65646, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
1.24632, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
2.48669, 2040-2059, bnu_esm, Annual Anomaly, NPL
5.48187, 2040-2059, canesm2, Annual Anomaly, NPL
0.98022, 2040-2059, ccsm4, Annual Anomaly, NPL
1.3201, 2040-2059, cesm1_bgc, Annual Anomaly, NPL
2.67915, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
1.70494, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
3.54201, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
2.22268, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
1.10043, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
0.79935, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
2.63926, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
1.29804, 2040-2059, hadgem2_cc, Annual Anomaly, NPL
1.26354, 2040-2059, inmcm4, Annual Anomaly, NPL
2.4873, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
4.27005, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
1.01576, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, NPL
2.70927, 2040-2059, miroc5, Annual Anomaly, NPL
3.41852, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
2.50655, 2040-2059, miroc_esm, Annual Anomaly, NPL
3.52993, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
2.4463, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
2.59232, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
2.29894, 2040-2059, noresm1_m, Annual Anomaly, NPL
-1.5027, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
2.29641, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
4.78609, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
