Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
1.27952, 2020-2039, gfdl_esm2m, May Anomaly, NPL
0.96413, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
0.8311, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
0.81938, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
1.30729, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
1.7813, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
0.26172, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
-0.0933, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
0.43783, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
0.90751, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
1.1364, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
0.86852, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
0.90016, 2020-2039, hadgem2_ao, May Anomaly, NPL
0.26715, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
0.38767, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
0.13086, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
1.40623, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
0.00439, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
1.07489, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
1.17952, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
1.9843, 2020-2039, hadgem2_es, Jan Anomaly, NPL
0.61686, 2020-2039, hadgem2_es, Feb Anomaly, NPL
1.38862, 2020-2039, hadgem2_es, Mar Anomaly, NPL
1.05752, 2020-2039, hadgem2_es, Apr Anomaly, NPL
1.01622, 2020-2039, hadgem2_es, May Anomaly, NPL
0.84016, 2020-2039, hadgem2_es, Jun Anomaly, NPL
1.06764, 2020-2039, hadgem2_es, Jul Anomaly, NPL
1.09042, 2020-2039, hadgem2_es, Aug Anomaly, NPL
1.24505, 2020-2039, hadgem2_es, Sep Anomaly, NPL
1.31619, 2020-2039, hadgem2_es, Oct Anomaly, NPL
0.90584, 2020-2039, hadgem2_es, Nov Anomaly, NPL
0.65691, 2020-2039, hadgem2_es, Dec Anomaly, NPL
1.95706, 2020-2039, ipsl_cm5a_lr, Jan Anomaly, NPL
0.47247, 2020-2039, ipsl_cm5a_lr, Feb Anomaly, NPL
1.56063, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
1.494, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
0.80573, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
1.11498, 2020-2039, ipsl_cm5a_lr, Jun Anomaly, NPL
1.20836, 2020-2039, ipsl_cm5a_lr, Jul Anomaly, NPL
0.96899, 2020-2039, ipsl_cm5a_lr, Aug Anomaly, NPL
1.86557, 2020-2039, ipsl_cm5a_lr, Sep Anomaly, NPL
2.14004, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
0.91003, 2020-2039, ipsl_cm5a_lr, Nov Anomaly, NPL
0.29576, 2020-2039, ipsl_cm5a_lr, Dec Anomaly, NPL
2.16172, 2020-2039, ipsl_cm5a_mr, Jan Anomaly, NPL
2.46764, 2020-2039, ipsl_cm5a_mr, Feb Anomaly, NPL
2.52533, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
2.41731, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
1.2616, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
1.05241, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, NPL
1.22598, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, NPL
0.85423, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, NPL
1.18461, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, NPL
1.10876, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
0.80058, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
1.48244, 2020-2039, ipsl_cm5a_mr, Dec Anomaly, NPL
1.0409, 2020-2039, miroc5, Jan Anomaly, NPL
0.90824, 2020-2039, miroc5, Feb Anomaly, NPL
1.48521, 2020-2039, miroc5, Mar Anomaly, NPL
1.7509, 2020-2039, miroc5, Apr Anomaly, NPL
2.14024, 2020-2039, miroc5, May Anomaly, NPL
1.25774, 2020-2039, miroc5, Jun Anomaly, NPL
0.76557, 2020-2039, miroc5, Jul Anomaly, NPL
0.67331, 2020-2039, miroc5, Aug Anomaly, NPL
0.96588, 2020-2039, miroc5, Sep Anomaly, NPL
1.07683, 2020-2039, miroc5, Oct Anomaly, NPL
0.75306, 2020-2039, miroc5, Nov Anomaly, NPL
0.74401, 2020-2039, miroc5, Dec Anomaly, NPL
4.59669, 2020-2039, miroc_esm_chem, Jan Anomaly, NPL
3.18165, 2020-2039, miroc_esm_chem, Feb Anomaly, NPL
1.76554, 2020-2039, miroc_esm_chem, Mar Anomaly, NPL
1.69565, 2020-2039, miroc_esm_chem, Apr Anomaly, NPL
2.8718, 2020-2039, miroc_esm_chem, May Anomaly, NPL
1.72379, 2020-2039, miroc_esm_chem, Jun Anomaly, NPL
1.60657, 2020-2039, miroc_esm_chem, Jul Anomaly, NPL
1.10866, 2020-2039, miroc_esm_chem, Aug Anomaly, NPL
1.44161, 2020-2039, miroc_esm_chem, Sep Anomaly, NPL
1.20779, 2020-2039, miroc_esm_chem, Oct Anomaly, NPL
1.94495, 2020-2039, miroc_esm_chem, Nov Anomaly, NPL
3.81293, 2020-2039, miroc_esm_chem, Dec Anomaly, NPL
1.01047, 2020-2039, miroc_esm, Jan Anomaly, NPL
0.78914, 2020-2039, miroc_esm, Feb Anomaly, NPL
1.12555, 2020-2039, miroc_esm, Mar Anomaly, NPL
1.45845, 2020-2039, miroc_esm, Apr Anomaly, NPL
1.16033, 2020-2039, miroc_esm, May Anomaly, NPL
1.5521, 2020-2039, miroc_esm, Jun Anomaly, NPL
0.94732, 2020-2039, miroc_esm, Jul Anomaly, NPL
1.39355, 2020-2039, miroc_esm, Aug Anomaly, NPL
1.18367, 2020-2039, miroc_esm, Sep Anomaly, NPL
1.09725, 2020-2039, miroc_esm, Oct Anomaly, NPL
1.37313, 2020-2039, miroc_esm, Nov Anomaly, NPL
1.36311, 2020-2039, miroc_esm, Dec Anomaly, NPL
0.54308, 2020-2039, mpi_esm_lr, Jan Anomaly, NPL
1.65231, 2020-2039, mpi_esm_lr, Feb Anomaly, NPL
1.1798, 2020-2039, mpi_esm_lr, Mar Anomaly, NPL
1.82055, 2020-2039, mpi_esm_lr, Apr Anomaly, NPL
1.6468, 2020-2039, mpi_esm_lr, May Anomaly, NPL
1.30759, 2020-2039, mpi_esm_lr, Jun Anomaly, NPL
0.65047, 2020-2039, mpi_esm_lr, Jul Anomaly, NPL
1.15605, 2020-2039, mpi_esm_lr, Aug Anomaly, NPL
0.89168, 2020-2039, mpi_esm_lr, Sep Anomaly, NPL
0.36549, 2020-2039, mpi_esm_lr, Oct Anomaly, NPL
1.10992, 2020-2039, mpi_esm_lr, Nov Anomaly, NPL
1.94904, 2020-2039, mpi_esm_lr, Dec Anomaly, NPL
0.45241, 2020-2039, mpi_esm_mr, Jan Anomaly, NPL
2.22885, 2020-2039, mpi_esm_mr, Feb Anomaly, NPL
1.54875, 2020-2039, mpi_esm_mr, Mar Anomaly, NPL
0.34712, 2020-2039, mpi_esm_mr, Apr Anomaly, NPL
0.50802, 2020-2039, mpi_esm_mr, May Anomaly, NPL
0.78087, 2020-2039, mpi_esm_mr, Jun Anomaly, NPL
1.05349, 2020-2039, mpi_esm_mr, Jul Anomaly, NPL
0.86041, 2020-2039, mpi_esm_mr, Aug Anomaly, NPL
0.5656, 2020-2039, mpi_esm_mr, Sep Anomaly, NPL
0.30432, 2020-2039, mpi_esm_mr, Oct Anomaly, NPL
0.48079, 2020-2039, mpi_esm_mr, Nov Anomaly, NPL
0.13321, 2020-2039, mpi_esm_mr, Dec Anomaly, NPL
1.23916, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
1.50656, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
1.89713, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
0.85652, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
0.15154, 2020-2039, mri_cgcm3, May Anomaly, NPL
0.92337, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
0.80522, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
0.51877, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
0.53535, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
0.16334, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
1.17013, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
1.90779, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
1.90863, 2020-2039, noresm1_m, Jan Anomaly, NPL
0.42369, 2020-2039, noresm1_m, Feb Anomaly, NPL
1.16624, 2020-2039, noresm1_m, Mar Anomaly, NPL
0.30282, 2020-2039, noresm1_m, Apr Anomaly, NPL
0.93188, 2020-2039, noresm1_m, May Anomaly, NPL
1.03361, 2020-2039, noresm1_m, Jun Anomaly, NPL
0.50376, 2020-2039, noresm1_m, Jul Anomaly, NPL
0.61329, 2020-2039, noresm1_m, Aug Anomaly, NPL
0.93086, 2020-2039, noresm1_m, Sep Anomaly, NPL
1.12129, 2020-2039, noresm1_m, Oct Anomaly, NPL
1.13498, 2020-2039, noresm1_m, Nov Anomaly, NPL
1.37988, 2020-2039, noresm1_m, Dec Anomaly, NPL
-1.6653, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.4433, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.0315, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.1664, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.9531, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-1.1929, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.9209, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-1.5686, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.5299, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.6376, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.6994, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.8578, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
1.67457, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
1.18097, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
1.20456, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
0.95395, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
1.17594, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
1.03801, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
0.76593, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
0.85549, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
1.33193, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
1.31975, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
1.09715, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
1.17898, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
3.79425, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
3.31679, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
3.8404, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
3.24252, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
3.06927, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
2.64351, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
2.84093, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
2.85723, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
3.15119, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
3.62991, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
3.55364, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
3.5979, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
0.83411, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
1.13552, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
2.01415, 2020-2039, bnu_esm, Annual Anomaly, NPL
1.52006, 2020-2039, canesm2, Annual Anomaly, NPL
0.38264, 2020-2039, ccsm4, Annual Anomaly, NPL
1.78828, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
0.75534, 2020-2039, cnrm_cm5, Annual Anomaly, NPL
2.52057, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
1.41027, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
1.00038, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
0.29112, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
1.24088, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
1.41233, 2020-2039, hadgem2_es, Annual Anomaly, NPL
1.26264, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
2.64626, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
0.8705, 2020-2039, miroc5, Annual Anomaly, NPL
3.37375, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
0.99657, 2020-2039, miroc_esm, Annual Anomaly, NPL
1.0568, 2020-2039, mpi_esm_lr, Annual Anomaly, NPL
1.48641, 2020-2039, mpi_esm_mr, Annual Anomaly, NPL
1.51615, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
1.4229, 2020-2039, noresm1_m, Annual Anomaly, NPL
-1.6422, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
1.48948, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
3.59723, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
