Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
0.82142, 2020-2039, access1_0, Jan Anomaly, NPL
1.27918, 2020-2039, access1_0, Feb Anomaly, NPL
0.88895, 2020-2039, access1_0, Mar Anomaly, NPL
1.62207, 2020-2039, access1_0, Apr Anomaly, NPL
0.90472, 2020-2039, access1_0, May Anomaly, NPL
1.17164, 2020-2039, access1_0, Jun Anomaly, NPL
0.87024, 2020-2039, access1_0, Jul Anomaly, NPL
0.98938, 2020-2039, access1_0, Aug Anomaly, NPL
0.5241, 2020-2039, access1_0, Sep Anomaly, NPL
1.36209, 2020-2039, access1_0, Oct Anomaly, NPL
0.71363, 2020-2039, access1_0, Nov Anomaly, NPL
1.39654, 2020-2039, access1_0, Dec Anomaly, NPL
0.92543, 2020-2039, access1_3, Jan Anomaly, NPL
0.90115, 2020-2039, access1_3, Feb Anomaly, NPL
0.70596, 2020-2039, access1_3, Mar Anomaly, NPL
1.69255, 2020-2039, access1_3, Apr Anomaly, NPL
1.08725, 2020-2039, access1_3, May Anomaly, NPL
0.66463, 2020-2039, access1_3, Jun Anomaly, NPL
0.87539, 2020-2039, access1_3, Jul Anomaly, NPL
1.03336, 2020-2039, access1_3, Aug Anomaly, NPL
1.92803, 2020-2039, access1_3, Sep Anomaly, NPL
1.29516, 2020-2039, access1_3, Oct Anomaly, NPL
1.20275, 2020-2039, access1_3, Nov Anomaly, NPL
1.29789, 2020-2039, access1_3, Dec Anomaly, NPL
2.51473, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
1.19387, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
2.23526, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
1.44661, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
2.18197, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
0.69038, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
0.84611, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
0.94392, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
0.90055, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
1.34629, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
1.83303, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
2.49372, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
1.80593, 2020-2039, bcc_csm1_1, Jan Anomaly, NPL
1.67446, 2020-2039, bcc_csm1_1, Feb Anomaly, NPL
1.51023, 2020-2039, bcc_csm1_1, Mar Anomaly, NPL
-0.118, 2020-2039, bcc_csm1_1, Apr Anomaly, NPL
0.6873, 2020-2039, bcc_csm1_1, May Anomaly, NPL
0.38619, 2020-2039, bcc_csm1_1, Jun Anomaly, NPL
0.2641, 2020-2039, bcc_csm1_1, Jul Anomaly, NPL
0.78817, 2020-2039, bcc_csm1_1, Aug Anomaly, NPL
0.65181, 2020-2039, bcc_csm1_1, Sep Anomaly, NPL
0.84697, 2020-2039, bcc_csm1_1, Oct Anomaly, NPL
1.15013, 2020-2039, bcc_csm1_1, Nov Anomaly, NPL
1.00479, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
2.37224, 2020-2039, bnu_esm, Jan Anomaly, NPL
2.20291, 2020-2039, bnu_esm, Feb Anomaly, NPL
2.38126, 2020-2039, bnu_esm, Mar Anomaly, NPL
2.46599, 2020-2039, bnu_esm, Apr Anomaly, NPL
1.14626, 2020-2039, bnu_esm, May Anomaly, NPL
1.17938, 2020-2039, bnu_esm, Jun Anomaly, NPL
1.2974, 2020-2039, bnu_esm, Jul Anomaly, NPL
1.30463, 2020-2039, bnu_esm, Aug Anomaly, NPL
1.96061, 2020-2039, bnu_esm, Sep Anomaly, NPL
2.17823, 2020-2039, bnu_esm, Oct Anomaly, NPL
1.20311, 2020-2039, bnu_esm, Nov Anomaly, NPL
2.35175, 2020-2039, bnu_esm, Dec Anomaly, NPL
4.9061, 2020-2039, canesm2, Jan Anomaly, NPL
4.81226, 2020-2039, canesm2, Feb Anomaly, NPL
3.84008, 2020-2039, canesm2, Mar Anomaly, NPL
2.43174, 2020-2039, canesm2, Apr Anomaly, NPL
2.52023, 2020-2039, canesm2, May Anomaly, NPL
1.99194, 2020-2039, canesm2, Jun Anomaly, NPL
2.09443, 2020-2039, canesm2, Jul Anomaly, NPL
1.63163, 2020-2039, canesm2, Aug Anomaly, NPL
2.13302, 2020-2039, canesm2, Sep Anomaly, NPL
2.60441, 2020-2039, canesm2, Oct Anomaly, NPL
3.01843, 2020-2039, canesm2, Nov Anomaly, NPL
3.69214, 2020-2039, canesm2, Dec Anomaly, NPL
1.39607, 2020-2039, ccsm4, Jan Anomaly, NPL
1.17652, 2020-2039, ccsm4, Feb Anomaly, NPL
2.02622, 2020-2039, ccsm4, Mar Anomaly, NPL
1.5085, 2020-2039, ccsm4, Apr Anomaly, NPL
1.35344, 2020-2039, ccsm4, May Anomaly, NPL
