Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
2.38675, 2060-2079, bcc_csm1_1_m, Jan Anomaly, NPL
0.33939, 2060-2079, bcc_csm1_1_m, Feb Anomaly, NPL
2.0833, 2060-2079, bcc_csm1_1_m, Mar Anomaly, NPL
1.82668, 2060-2079, bcc_csm1_1_m, Apr Anomaly, NPL
2.20611, 2060-2079, bcc_csm1_1_m, May Anomaly, NPL
1.2112, 2060-2079, bcc_csm1_1_m, Jun Anomaly, NPL
1.01632, 2060-2079, bcc_csm1_1_m, Jul Anomaly, NPL
1.2258, 2060-2079, bcc_csm1_1_m, Aug Anomaly, NPL
0.91415, 2060-2079, bcc_csm1_1_m, Sep Anomaly, NPL
1.14875, 2060-2079, bcc_csm1_1_m, Oct Anomaly, NPL
1.89666, 2060-2079, bcc_csm1_1_m, Nov Anomaly, NPL
2.09259, 2060-2079, bcc_csm1_1_m, Dec Anomaly, NPL
2.06651, 2060-2079, bcc_csm1_1, Jan Anomaly, NPL
0.82047, 2060-2079, bcc_csm1_1, Feb Anomaly, NPL
1.31378, 2060-2079, bcc_csm1_1, Mar Anomaly, NPL
0.45484, 2060-2079, bcc_csm1_1, Apr Anomaly, NPL
1.45225, 2060-2079, bcc_csm1_1, May Anomaly, NPL
1.30447, 2060-2079, bcc_csm1_1, Jun Anomaly, NPL
0.92472, 2060-2079, bcc_csm1_1, Jul Anomaly, NPL
0.82987, 2060-2079, bcc_csm1_1, Aug Anomaly, NPL
0.88094, 2060-2079, bcc_csm1_1, Sep Anomaly, NPL
0.75995, 2060-2079, bcc_csm1_1, Oct Anomaly, NPL
1.44285, 2060-2079, bcc_csm1_1, Nov Anomaly, NPL
1.98166, 2060-2079, bcc_csm1_1, Dec Anomaly, NPL
2.68117, 2060-2079, bnu_esm, Jan Anomaly, NPL
1.32136, 2060-2079, bnu_esm, Feb Anomaly, NPL
2.20791, 2060-2079, bnu_esm, Mar Anomaly, NPL
2.63216, 2060-2079, bnu_esm, Apr Anomaly, NPL
0.74522, 2060-2079, bnu_esm, May Anomaly, NPL
1.54516, 2060-2079, bnu_esm, Jun Anomaly, NPL
0.98421, 2060-2079, bnu_esm, Jul Anomaly, NPL
0.92969, 2060-2079, bnu_esm, Aug Anomaly, NPL
1.7264, 2060-2079, bnu_esm, Sep Anomaly, NPL
2.20793, 2060-2079, bnu_esm, Oct Anomaly, NPL
1.20349, 2060-2079, bnu_esm, Nov Anomaly, NPL
1.94224, 2060-2079, bnu_esm, Dec Anomaly, NPL
4.34099, 2060-2079, canesm2, Jan Anomaly, NPL
3.78053, 2060-2079, canesm2, Feb Anomaly, NPL
3.76878, 2060-2079, canesm2, Mar Anomaly, NPL
2.73179, 2060-2079, canesm2, Apr Anomaly, NPL
2.51244, 2060-2079, canesm2, May Anomaly, NPL
2.41701, 2060-2079, canesm2, Jun Anomaly, NPL
2.17886, 2060-2079, canesm2, Jul Anomaly, NPL
1.65039, 2060-2079, canesm2, Aug Anomaly, NPL
2.75159, 2060-2079, canesm2, Sep Anomaly, NPL
1.68194, 2060-2079, canesm2, Oct Anomaly, NPL
2.80423, 2060-2079, canesm2, Nov Anomaly, NPL
3.63329, 2060-2079, canesm2, Dec Anomaly, NPL
1.009, 2060-2079, ccsm4, Jan Anomaly, NPL
0.35699, 2060-2079, ccsm4, Feb Anomaly, NPL
0.7496, 2060-2079, ccsm4, Mar Anomaly, NPL
1.47313, 2060-2079, ccsm4, Apr Anomaly, NPL
1.77031, 2060-2079, ccsm4, May Anomaly, NPL
1.38493, 2060-2079, ccsm4, Jun Anomaly, NPL
1.0483, 2060-2079, ccsm4, Jul Anomaly, NPL
1.41311, 2060-2079, ccsm4, Aug Anomaly, NPL
1.00487, 2060-2079, ccsm4, Sep Anomaly, NPL
0.84625, 2060-2079, ccsm4, Oct Anomaly, NPL
1.33827, 2060-2079, ccsm4, Nov Anomaly, NPL
1.22301, 2060-2079, ccsm4, Dec Anomaly, NPL
2.31484, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
2.84252, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
2.49645, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
1.76494, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
1.68322, 2060-2079, cesm1_cam5, May Anomaly, NPL
1.85262, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
1.73467, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
1.64611, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
1.87443, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
2.09279, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
2.57064, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
1.9394, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
1.60579, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
2.06487, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
2.19652, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
2.30816, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
1.48821, 2060-2079, cnrm_cm5, May Anomaly, NPL
1.4208, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
1.05717, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
1.35483, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
0.83669, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
1.38116, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
2.13576, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
1.77778, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
2.50358, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
2.89238, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
2.03206, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
1.77847, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
1.85795, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
1.90089, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
1.46237, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
1.63667, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
1.71431, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
1.91537, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
2.03665, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
2.09887, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
3.29063, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
3.34203, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
