Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
3.1895, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
2.80998, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
2.15801, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
2.69019, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
2.77191, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
4.36323, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
5.2754, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
3.69757, 2060-2079, miroc_esm, Jan Anomaly, NPL
4.25334, 2060-2079, miroc_esm, Feb Anomaly, NPL
3.27907, 2060-2079, miroc_esm, Mar Anomaly, NPL
4.23567, 2060-2079, miroc_esm, Apr Anomaly, NPL
2.84376, 2060-2079, miroc_esm, May Anomaly, NPL
2.37782, 2060-2079, miroc_esm, Jun Anomaly, NPL
2.54371, 2060-2079, miroc_esm, Jul Anomaly, NPL
2.61166, 2060-2079, miroc_esm, Aug Anomaly, NPL
2.71471, 2060-2079, miroc_esm, Sep Anomaly, NPL
2.92656, 2060-2079, miroc_esm, Oct Anomaly, NPL
3.35875, 2060-2079, miroc_esm, Nov Anomaly, NPL
4.50647, 2060-2079, miroc_esm, Dec Anomaly, NPL
2.16251, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
2.25866, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
2.98235, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
1.35, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
1.67324, 2060-2079, mri_cgcm3, May Anomaly, NPL
1.89503, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
1.60796, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
1.44155, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
1.61093, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
1.62119, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
2.76277, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
3.56194, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
3.52851, 2060-2079, noresm1_m, Jan Anomaly, NPL
3.16701, 2060-2079, noresm1_m, Feb Anomaly, NPL
2.75722, 2060-2079, noresm1_m, Mar Anomaly, NPL
2.39215, 2060-2079, noresm1_m, Apr Anomaly, NPL
2.78574, 2060-2079, noresm1_m, May Anomaly, NPL
2.40791, 2060-2079, noresm1_m, Jun Anomaly, NPL
1.60428, 2060-2079, noresm1_m, Jul Anomaly, NPL
1.61482, 2060-2079, noresm1_m, Aug Anomaly, NPL
2.01394, 2060-2079, noresm1_m, Sep Anomaly, NPL
2.88993, 2060-2079, noresm1_m, Oct Anomaly, NPL
3.64507, 2060-2079, noresm1_m, Nov Anomaly, NPL
3.75178, 2060-2079, noresm1_m, Dec Anomaly, NPL
0.86978, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
0.52431, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
1.2687, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
0.97129, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
0.81072, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
0.12923, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.3312, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.8982, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
0.19493, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
0.3129, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.6967, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
0.33877, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
3.72595, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
3.50785, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
3.25922, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
2.66087, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
2.8671, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
2.4621, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
1.75984, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
1.83719, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
2.67259, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
2.95101, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
3.4294, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
3.69484, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
5.48089, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
5.61961, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
5.81666, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
5.01945, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
4.49528, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
3.89758, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
3.84819, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
4.20116, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
4.7873, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
5.59795, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
5.89131, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
5.80955, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
3.61381, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
2.26273, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
2.75998, 2060-2079, ccsm4, Annual Anomaly, NPL
4.03059, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
3.55947, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
4.05063, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
1.43616, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
1.62081, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
2.0854, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
2.70709, 2060-2079, hadgem2_es, Annual Anomaly, NPL
4.036, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
4.73215, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
3.13596, 2060-2079, miroc5, Annual Anomaly, NPL
4.4121, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
3.9727, 2060-2079, miroc_esm, Annual Anomaly, NPL
2.57396, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
3.70862, 2060-2079, noresm1_m, Annual Anomaly, NPL
0.7113, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
3.81028, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
5.4686, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
